ch	pt	m	q
 0	 0	1.1170	-4.0957
 0	 1	1.3372	-32.2881
 0	 2	1.5588	-60.8083
 0	 3	0.8477	30.6453
 0	 4	1.7580	-86.4656
 0	 5	1.8095	-93.1311
 0	 6	1.8074	-92.7755
 0	 7	1.5763	-63.0197
 1	 0	0.8760	36.9753
 1	 1	1.1586	3.8584
 1	 2	1.2721	-9.2603
 1	 3	0.6869	59.1747
 1	 4	1.3795	-21.5022
 1	 5	1.4353	-28.0027
 1	 6	1.4276	-26.8375
 1	 7	1.3008	-12.1566
 2	 0	0.8510	9.2667
 2	 1	1.0663	-23.9902
 2	 2	1.1893	-42.5264
 2	 3	0.7294	27.9279
 2	 4	1.2592	-53.4561
 2	 5	1.2519	-52.3653
 2	 6	1.2484	-51.8733
 2	 7	1.1893	-42.6695
 3	 0	0.8614	13.8800
 3	 1	0.9778	-3.0587
 3	 2	1.0550	-14.3941
 3	 3	0.7423	31.2673
 3	 4	1.1287	-25.0924
 3	 5	1.1127	-22.7638
 3	 6	1.1218	-24.0291
 3	 7	1.0809	-18.1993
 4	 0	0.7037	30.7583
 4	 1	0.8033	15.4934
 4	 2	0.8433	9.3397
 4	 3	0.6375	41.1492
 4	 4	0.8802	3.5009
 4	 5	0.8996	0.6768
 4	 6	0.8815	3.4758
 4	 7	0.8651	5.9663
 5	 0	0.6486	41.4568
 5	 1	0.7244	30.0193
 5	 2	0.7356	28.3058
 5	 3	0.5914	50.1619
 5	 4	0.7582	24.9407
 5	 5	0.7806	21.4491
 5	 6	0.7677	23.6480
 5	 7	0.7377	28.0877
 6	 0	0.5428	54.3830
 6	 1	0.5920	46.6891
 6	 2	0.5942	46.3249
 6	 3	0.5010	61.0138
 6	 4	0.6218	42.1114
 6	 5	0.6258	41.3796
 6	 6	0.6238	41.8022
 6	 7	0.6181	42.6720
 7	 0	0.4795	67.1748
 7	 1	0.5123	62.2369
 7	 2	0.5114	62.4046
 7	 3	0.4467	72.2046
 7	 4	0.5197	61.1535
 7	 5	0.5225	60.7538
 7	 6	0.5236	60.6330
 7	 7	0.5077	63.0977
 8	 0	0.4269	77.7676
 8	 1	0.4476	74.7415
 8	 2	0.4372	76.2147
 8	 3	0.3820	84.2288
 8	 4	0.4558	73.4651
 8	 5	0.4543	73.6847
 8	 6	0.4553	73.5502
 8	 7	0.4449	75.0365
 9	 0	0.5439	68.4003
 9	 1	0.5786	63.8622
 9	 2	0.5696	64.9702
 9	 3	0.4980	74.4375
 9	 4	0.5878	62.6763
 9	 5	0.5778	63.8968
 9	 6	0.5778	64.0630
 9	 7	0.5615	66.1677
10	 0	0.6954	75.3066
10	 1	0.7341	71.8237
10	 2	0.7523	70.0084
10	 3	0.6093	83.3838
10	 4	0.7550	69.8416
10	 5	0.7493	70.4236
10	 6	0.7628	69.0390
10	 7	0.7194	73.0477
11	 0	0.6875	59.2260
11	 1	0.7466	52.3893
11	 2	0.7518	51.6623
11	 3	0.6151	67.5937
11	 4	0.7805	48.2080
11	 5	0.7765	48.6777
11	 6	0.7729	48.8659
11	 7	0.7372	53.1680
12	 0	0.7349	57.7299
12	 1	0.8008	50.3952
12	 2	0.8212	48.1553
12	 3	0.6181	70.8303
12	 4	0.8312	46.9639
12	 5	0.8164	48.7744
12	 6	0.8106	49.3717
12	 7	0.7642	54.5714
13	 0	0.8098	35.9607
13	 1	0.8923	25.5291
13	 2	0.8974	24.6676
13	 3	0.6233	59.7166
13	 4	0.9146	22.4623
13	 5	0.8715	27.9090
13	 6	0.8633	28.8899
13	 7	0.7955	37.4638
14	 0	0.7974	15.6309
14	 1	0.9349	-5.9162
14	 2	0.9594	-9.5659
14	 3	0.5286	57.4627
14	 4	0.9754	-12.0798
14	 5	0.9259	-4.4148
14	 6	0.8548	6.5129
14	 7	0.7884	16.7514
15	 0	0.9130	18.8693
15	 1	1.0593	-0.3704
15	 2	1.1066	-6.7086
15	 3	0.6561	52.7741
15	 4	1.0663	-1.6536
15	 5	0.9785	9.9443
15	 6	0.9453	14.2901
15	 7	0.7875	35.1813
16	 0	0.7665	38.3393
16	 1	1.0307	3.5137
16	 2	1.1466	-11.7991
16	 3	0.5919	61.4981
16	 4	1.2678	-27.6860
16	 5	1.2501	-25.3801
16	 6	1.2222	-21.6130
16	 7	1.1494	-12.0447
17	 0	0.8459	25.9946
17	 1	1.0111	3.9352
17	 2	1.1455	-14.0237
17	 3	0.6478	52.8071
17	 4	1.1737	-17.5963
17	 5	1.1864	-19.4591
17	 6	1.2130	-22.9607
17	 7	1.1109	-9.1592
18	 0	0.8032	48.4939
18	 1	0.9222	34.9412
18	 2	0.9963	26.4963
18	 3	0.6743	63.1201
18	 4	1.0367	21.9867
18	 5	1.0620	19.0824
18	 6	1.0719	17.9637
18	 7	0.9941	26.9266
19	 0	0.6758	33.1533
19	 1	0.7659	19.2110
19	 2	0.7819	16.6169
19	 3	0.6214	41.9958
19	 4	0.8167	11.2032
19	 5	0.8343	8.4063
19	 6	0.8294	9.1721
19	 7	0.7894	15.4596
20	 0	0.6666	28.0593
20	 1	0.7176	19.5097
20	 2	0.7544	13.3079
20	 3	0.6063	38.2032
20	 4	0.7728	10.2427
20	 5	0.7801	9.0425
20	 6	0.7716	10.5212
20	 7	0.7658	11.3883
21	 0	0.6595	47.3960
21	 1	0.6999	41.7531
21	 2	0.7259	38.1087
21	 3	0.6214	52.8206
21	 4	0.7600	33.3970
21	 5	0.7449	35.4655
21	 6	0.7451	35.4994
21	 7	0.7361	36.7901
22	 0	0.5912	60.4171
22	 1	0.6104	57.8309
22	 2	0.6220	56.2990
22	 3	0.5559	65.2585
22	 4	0.6401	53.9376
22	 5	0.6381	54.2601
22	 6	0.6483	52.9027
22	 7	0.6290	55.5232
23	 0	0.4702	67.1503
23	 1	0.4883	64.2935
23	 2	0.4960	63.2045
23	 3	0.4621	68.4086
23	 4	0.5073	61.4132
23	 5	0.5054	61.7479
23	 6	0.5003	62.6037
23	 7	0.4908	64.0840
24	 0	0.5418	56.8835
24	 1	0.5660	53.0576
24	 2	0.5879	49.7613
24	 3	0.5138	61.1179
