GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	0.845	202.180	0.9984	0.761	0.879	199.054	1.0000	0.062	1.065	191.488	0.9998	3.068	1.047	192.061	1.0000	1.499
 0	 1	0.844	194.330	0.9998	0.296	0.831	195.682	0.9999	0.206	0.931	192.034	0.9982	1.394	0.932	192.351	0.9981	1.035
 0	 2	0.792	196.050	0.9989	0.576	0.807	194.652	0.9997	0.295	0.910	191.657	0.9983	1.092	0.901	191.556	0.9981	1.051
 0	 3	0.817	192.985	0.9974	0.931	0.780	195.384	0.9940	1.352	0.874	191.999	0.9983	2.369	0.875	191.752	0.9985	1.760
 0	 4	0.816	191.805	0.9816	2.500	0.791	193.293	0.9979	0.813	0.858	191.804	0.9980	3.561	0.874	190.936	0.9984	1.252
 0	 5	0.776	192.750	0.9971	0.935	0.776	192.886	0.9960	1.093	0.847	191.024	0.9985	1.596	0.846	190.814	0.9985	1.816
 0	 6	0.741	195.015	0.9958	1.078	0.745	194.152	0.9992	0.470	0.840	190.804	0.9982	2.131	0.819	191.504	0.9983	1.083
 0	 7	0.799	189.425	0.9971	0.969	0.780	190.552	0.9954	1.192	0.837	190.140	0.9981	2.599	0.824	190.371	0.9982	1.569
 1	 0	1.093	178.040	0.9984	0.984	1.134	174.068	0.9987	0.911	1.346	166.377	0.9998	3.747	1.315	167.399	1.0000	1.964
 1	 1	1.086	167.185	0.9993	0.633	1.075	168.607	0.9999	0.261	1.181	165.742	0.9981	1.833	1.178	166.345	0.9981	1.250
 1	 2	1.002	169.670	0.9982	0.938	1.017	168.433	0.9994	0.551	1.126	165.506	0.9985	1.471	1.111	165.804	0.9980	1.429
 1	 3	1.032	165.605	0.9988	0.812	1.009	166.847	0.9997	0.404	1.078	165.772	0.9983	2.948	1.076	165.765	0.9985	1.508
