Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2708	0.2708	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2904	0.0051	0.2917	  2	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.0000	0.4583	  0	0.4583	0.0000
0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6042	0.6042	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6237	0.0051	0.6250	  2	0.6250	0.0000
0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7500	0.7917	0.7917	0.7500	0.7917	0.7500	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7500	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7865	0.0140	0.7917	  4	0.7917	0.0000
0.9792	0.9792	0.9583	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9583	0.9792	0.9792	0.9792	0.9779	0.0051	0.9792	  2	0.9792	0.0000
1.2083	1.2292	1.2083	1.2708	1.3125	1.2708	1.3125	1.3125	1.3542	1.3125	1.2708	1.2708	1.3125	1.2500	1.2917	1.2083	1.2708	1.2708	1.2708	1.3125	1.3125	1.3125	1.3125	1.3542	1.1667	1.3125	1.3125	1.2708	1.2500	1.2500	1.2708	1.2708	1.2786	0.0429	1.2708	  0	1.2786	0.0429
1.5625	1.5625	1.4792	1.5208	1.5208	1.5208	1.3958	1.6042	1.3958	1.3958	1.3958	1.4792	1.5625	1.5208	1.5208	1.5208	1.5625	1.5625	1.5208	1.5208	1.6042	1.6042	1.6042	1.6458	1.3958	1.6042	1.6042	1.5625	1.4792	1.5208	1.4792	1.4583	1.5215	0.0711	1.5208	  0	1.5215	0.0711
1.8125	1.7708	1.7292	1.7708	1.7708	1.7708	1.7708	1.9375	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.8125	1.8125	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.8125	1.7708	1.7292	1.7786	0.0342	1.7708	  7	1.7708	0.0000
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.0000	0.2917	  0	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.0000	0.4583	  0	0.4583	0.0000
0.6250	0.6250	0.6250	0.6250	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	0.6250	0.5625	0.6250	0.6250	0.6250	0.6250	0.6250	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	0.6250	0.6250	0.6250	0.6250	0.5898	0.0315	0.5625	 14	0.5625	0.0000
0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7292	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7897	0.0110	0.7917	  1	0.7917	0.0000
0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.0000	0.9583	  0	0.9583	0.0000
1.2917	1.1875	1.2083	1.2708	1.3125	1.1875	1.3125	1.1875	1.1875	1.1875	1.1875	1.1875	1.2917	1.2917	1.1875	1.2083	1.2917	1.2917	1.2917	1.2917	1.1875	1.2917	1.2917	1.1875	1.1875	1.2917	1.2917	1.2917	1.2917	1.2917	1.1875	1.2917	1.2480	0.0522	1.2917	 12	1.2844	0.0273
1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.6875	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.6875	1.6875	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.4583	1.5710	0.0423	1.5625	  4	1.5625	0.0000
1.8125	1.8125	1.8125	1.7708	1.8125	1.8125	1.8125	1.9375	1.9375	1.7708	1.8125	1.8125	1.7708	1.8125	1.7708	1.8125	1.8125	1.8125	1.7708	1.8125	1.8125	1.8125	1.8125	1.9375	1.9375	1.8125	1.8125	1.8125	1.8125	1.8125	1.7708	1.7292	1.8177	0.0505	1.8125	 11	1.8125	0.0000
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Median values [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2708	0.2708	0.2708	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2897	0.0062	0.2917	  3	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.0000	0.4583	  0	0.4583	0.0000
0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.5833	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6237	0.0074	0.6250	  1	0.6250	0.0000
0.7917	0.7917	0.7917	0.7917	0.7500	0.7917	0.7500	0.7500	0.7917	0.7500	0.7917	0.7500	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7500	0.8750	0.7500	0.7500	0.7500	0.7500	0.7500	0.7917	0.7917	0.7917	0.7799	0.0264	0.7917	 12	0.7917	0.0000
0.9792	0.9792	0.9583	0.9583	0.9792	0.9792	0.9583	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9583	0.9792	0.9583	0.9583	0.9792	0.9792	0.9792	0.9792	0.9583	0.9792	0.9792	0.9583	0.9792	0.9792	0.9583	0.9583	0.9727	0.0098	0.9792	 10	0.9792	0.0000
1.2083	1.1667	1.2083	1.2708	1.3125	1.2708	1.3125	1.2708	1.2708	1.2708	1.2083	1.2708	1.1458	1.1875	1.2083	1.2083	1.2500	1.2708	1.2083	1.2708	1.2708	1.3125	1.3125	1.3125	1.2708	1.3125	1.3125	1.2708	1.2500	1.2083	1.1875	1.2292	1.2513	0.0476	1.2708	  0	1.2513	0.0476
