ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	211.865	0.410
 0	 0	 1	210.821	0.438
 0	 0	 2	209.832	0.396
 0	 0	 3	208.751	0.411
 0	 0	 4	207.797	0.392
 0	 0	 5	206.693	0.388
 0	 0	 6	205.702	0.426
 0	 0	 7	204.578	0.396
 0	 1	 0	211.839	0.335
 0	 1	 1	210.811	0.307
 0	 1	 2	209.816	0.309
 0	 1	 3	208.692	0.315
 0	 1	 4	207.732	0.329
 0	 1	 5	206.633	0.305
 0	 1	 6	205.660	0.304
 0	 1	 7	204.555	0.291
 0	 2	 0	211.853	0.243
 0	 2	 1	210.730	0.267
 0	 2	 2	209.777	0.270
 0	 2	 3	208.640	0.291
 0	 2	 4	207.672	0.279
 0	 2	 5	206.606	0.286
 0	 2	 6	205.583	0.287
 0	 2	 7	204.552	0.274
 0	 3	 0	211.820	0.233
 0	 3	 1	210.679	0.282
 0	 3	 2	209.725	0.273
 0	 3	 3	208.620	0.247
 0	 3	 4	207.653	0.254
 0	 3	 5	206.574	0.247
 0	 3	 6	205.590	0.258
 0	 3	 7	204.509	0.253
 0	 4	 0	211.768	0.267
 0	 4	 1	210.690	0.251
 0	 4	 2	209.707	0.246
 0	 4	 3	208.597	0.252
 0	 4	 4	207.698	0.263
 0	 4	 5	206.589	0.253
 0	 4	 6	205.610	0.248
 0	 4	 7	204.514	0.250
 0	 5	 0	211.781	0.225
 0	 5	 1	210.704	0.245
 0	 5	 2	209.700	0.243
 0	 5	 3	208.618	0.261
 0	 5	 4	207.687	0.239
 0	 5	 5	206.595	0.242
 0	 5	 6	205.587	0.244
 0	 5	 7	204.526	0.226
 0	 6	 0	211.773	0.253
 0	 6	 1	210.671	0.267
 0	 6	 2	209.707	0.267
 0	 6	 3	208.647	0.236
 0	 6	 4	207.645	0.225
 0	 6	 5	206.583	0.246
 0	 6	 6	205.646	0.210
 0	 6	 7	204.541	0.236
 0	 7	 0	211.820	0.250
 0	 7	 1	210.664	0.231
 0	 7	 2	209.750	0.221
 0	 7	 3	208.605	0.228
 0	 7	 4	207.655	0.239
 0	 7	 5	206.556	0.226
 0	 7	 6	205.595	0.256
 0	 7	 7	204.567	0.235
 1	 0	 0	221.361	0.332
 1	 0	 1	220.280	0.354
 1	 0	 2	219.274	0.326
 1	 0	 3	218.224	0.322
 1	 0	 4	217.303	0.325
 1	 0	 5	216.240	0.359
 1	 0	 6	215.261	0.328
 1	 0	 7	214.154	0.363
 1	 1	 0	221.432	0.320
 1	 1	 1	220.278	0.300
 1	 1	 2	219.271	0.297
 1	 1	 3	218.244	0.301
 1	 1	 4	217.260	0.295
 1	 1	 5	216.139	0.281
 1	 1	 6	215.179	0.287
 1	 1	 7	214.149	0.277
 1	 2	 0	221.397	0.294
 1	 2	 1	220.308	0.276
 1	 2	 2	219.303	0.284
 1	 2	 3	218.186	0.264
 1	 2	 4	217.292	0.267
 1	 2	 5	216.159	0.275
 1	 2	 6	215.211	0.306
 1	 2	 7	214.149	0.321
 1	 3	 0	221.369	0.287
 1	 3	 1	220.295	0.274
 1	 3	 2	219.280	0.279
 1	 3	 3	218.217	0.254
