GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.356	134.240	0.9998	0.417	1.356	134.279	0.9998	0.440	1.505	130.858	0.9998	2.751	1.509	130.677	0.9998	2.866
 0	 1	1.168	135.775	1.0000	0.071	1.165	136.004	1.0000	0.100	1.238	134.603	0.9963	2.279	1.234	134.759	0.9967	2.373
 0	 2	1.095	135.480	0.9999	0.235	1.095	135.459	0.9999	0.265	1.121	135.340	0.9972	1.729	1.121	135.337	0.9972	1.761
 0	 3	1.041	135.875	1.0000	0.112	1.041	135.875	1.0000	0.112	1.049	135.849	0.9976	1.260	1.049	135.842	0.9976	1.290
 0	 4	1.002	135.885	0.9995	0.486	1.002	135.885	0.9995	0.486	1.002	135.674	0.9978	1.449	1.000	135.703	0.9979	1.464
 0	 5	0.986	133.865	0.9998	0.346	0.985	133.950	0.9998	0.324	0.962	134.991	0.9980	1.321	0.961	135.031	0.9981	1.315
 0	 6	0.953	133.665	1.0000	0.132	0.953	133.665	1.0000	0.132	0.921	134.928	0.9980	1.616	0.921	134.904	0.9981	1.738
 0	 7	0.919	134.120	0.9998	0.274	0.919	134.120	0.9998	0.274	0.873	135.438	0.9985	1.406	0.873	135.439	0.9987	1.421
 1	 0	1.447	141.965	0.9998	0.400	1.455	141.255	0.9998	0.413	1.703	133.463	1.0000	1.261	1.698	133.631	1.0000	1.379
 1	 1	1.295	139.390	0.9997	0.504	1.295	139.442	0.9997	0.468	1.418	136.367	0.9961	1.116	1.416	136.407	0.9962	1.047
 1	 2	1.197	139.035	0.9999	0.226	1.196	139.062	0.9999	0.196	1.302	135.365	0.9972	0.835	1.302	135.314	0.9972	0.807
 1	 3	1.140	138.245	1.0000	0.164	1.138	138.333	1.0000	0.172	1.207	135.708	0.9975	0.844	1.206	135.728	0.9976	0.783
 1	 4	1.112	136.510	0.9999	0.185	1.113	136.406	0.9999	0.186	1.160	134.814	0.9977	0.973	1.158	134.874	0.9977	0.940
 1	 5	1.069	135.215	1.0000	0.045	1.069	135.276	1.0000	0.016	1.097	134.181	0.9980	1.116	1.093	134.313	0.9980	1.078
 1	 6	1.022	135.485	0.9997	0.397	1.022	135.485	0.9997	0.397	1.053	133.647	0.9980	0.954	1.054	133.592	0.9980	0.966
 1	 7	0.978	135.790	1.0000	0.151	0.982	135.505	0.9999	0.175	1.005	133.516	0.9984	0.769	1.004	133.508	0.9984	0.704
 2	 0	1.339	172.040	0.9998	0.458	1.336	172.248	0.9995	0.643	1.656	159.915	1.0000	1.017	1.656	159.951	1.0000	1.141
 2	 1	1.203	168.460	0.9997	0.471	1.202	168.530	0.9996	0.511	1.387	161.535	0.9957	0.843	1.390	161.399	0.9956	0.814
 2	 2	1.177	164.085	0.9996	0.513	1.179	163.943	0.9996	0.494	1.301	160.147	0.9968	0.811	1.300	160.179	0.9969	0.814
 2	 3	1.140	162.735	0.9999	0.229	1.139	162.831	0.9999	0.255	1.247	159.378	0.9971	0.872	1.246	159.379	0.9972	0.821
 2	 4	1.114	161.610	0.9998	0.333	1.104	162.263	0.9995	0.551	1.200	158.921	0.9973	1.139	1.195	159.049	0.9975	1.123
 2	 5	1.075	160.890	0.9998	0.340	1.076	160.797	0.9998	0.364	1.142	158.542	0.9976	0.946	1.141	158.541	0.9977	0.992
 2	 6	1.056	159.315	0.9997	0.408	1.056	159.315	0.9997	0.408	1.114	157.566	0.9976	0.849	1.115	157.533	0.9976	0.877
 2	 7	1.033	158.430	1.0000	0.111	1.032	158.523	1.0000	0.120	1.069	157.600	0.9981	0.618	1.068	157.596	0.9982	0.493
 3	 0	1.343	177.125	0.9998	0.392	1.339	177.453	0.9999	0.301	1.699	162.920	1.0000	1.325	1.697	163.003	1.0000	1.414
 3	 1	1.218	172.120	0.9997	0.502	1.217	172.164	0.9996	0.575	1.422	164.104	0.9956	1.039	1.422	164.101	0.9958	0.941
 3	 2	1.183	168.160	0.9997	0.467	1.187	167.857	0.9998	0.394	1.350	161.952	0.9966	0.358	1.348	161.931	0.9966	0.269
 3	 3	1.165	164.980	0.9995	0.567	1.168	164.737	0.9995	0.587	1.279	161.425	0.9969	0.775	1.280	161.355	0.9969	0.824
 3	 4	1.135	164.180	0.9999	0.254	1.136	164.159	0.9999	0.287	1.236	160.837	0.9970	0.981	1.234	160.889	0.9971	0.988
 3	 5	1.117	162.285	0.9998	0.353	1.116	162.355	0.9999	0.305	1.190	160.355	0.9974	0.914	1.190	160.335	0.9974	0.868
 3	 6	1.086	161.615	1.0000	0.061	1.089	161.383	1.0000	0.071	1.145	159.878	0.9977	0.853	1.146	159.823	0.9976	0.821
 3	 7	1.065	160.545	0.9998	0.303	1.065	160.543	0.9998	0.305	1.113	159.121	0.9982	0.886	1.115	159.024	0.9982	0.797
 4	 0	1.399	179.965	0.9999	0.275	1.410	179.238	1.0000	0.087	1.756	166.472	1.0000	0.906	1.758	166.451	1.0000	0.961
 4	 1	1.240	176.150	0.9984	1.111	1.244	175.956	0.9986	1.038	1.454	167.708	0.9957	1.528	1.452	167.809	0.9960	1.556
 4	 2	1.222	170.295	0.9999	0.215	1.221	170.323	0.9999	0.302	1.348	166.335	0.9969	1.385	1.340	166.619	0.9970	1.429
 4	 3	1.179	168.585	0.9997	0.461	1.179	168.585	0.9997	0.461	1.280	165.487	0.9971	1.273	1.280	165.486	0.9972	1.306
 4	 4	1.160	166.780	0.9988	0.910	1.163	166.532	0.9988	0.920	1.250	164.234	0.9973	1.464	1.249	164.240	0.9973	1.444
 4	 5	1.116	166.310	1.0000	0.131	1.116	166.282	1.0000	0.160	1.186	163.900	0.9976	1.297	1.183	163.993	0.9977	1.294
 4	 6	1.095	164.685	0.9994	0.589	1.097	164.577	0.9995	0.566	1.154	162.982	0.9978	1.003	1.153	162.966	0.9978	0.918
 4	 7	1.098	161.705	0.9997	0.423	1.097	161.811	0.9998	0.335	1.111	162.477	0.9983	1.760	1.113	162.410	0.9982	1.607
 5	 0	1.329	160.905	0.9990	0.957	1.331	160.809	0.9988	1.020	1.688	146.758	1.0000	1.658	1.685	146.980	1.0000	1.662
 5	 1	1.225	154.095	0.9996	0.534	1.224	154.226	0.9996	0.549	1.415	147.968	0.9955	1.355	1.415	147.940	0.9959	1.277
 5	 2	1.186	150.600	1.0000	0.157	1.184	150.763	1.0000	0.186	1.332	146.298	0.9965	0.968	1.328	146.403	0.9966	0.970
 5	 3	1.146	149.665	0.9998	0.373	1.147	149.572	0.9998	0.348	1.270	146.030	0.9970	0.893	1.272	145.939	0.9973	0.808
 5	 4	1.124	148.150	0.9999	0.188	1.124	148.086	0.9999	0.242	1.231	145.078	0.9971	1.033	1.230	145.081	0.9974	0.997
