Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2708	0.2708	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2904	0.0051	0.2917	  2	0.2917	0.0000
0.4583	0.4583	0.4583	0.4792	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4792	0.4583	0.4583	0.4583	0.4583	0.4792	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4603	0.0062	0.4583	  3	0.4583	0.0000
0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6250	0.6458	0.6458	0.6667	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.0053	0.6458	  2	0.6458	0.0000
0.8125	0.7917	0.7917	0.8333	0.8125	0.8125	0.7917	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.7917	0.7917	0.8333	0.8333	0.8333	0.7917	0.7917	0.7917	0.8333	0.7917	0.7917	0.8125	0.8125	0.8171	0.0189	0.8333	 15	0.8333	0.0000
0.9792	1.0208	1.0000	1.0000	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0000	1.0000	1.0208	0.9792	1.0208	1.0208	1.0208	1.0208	0.9792	1.0208	0.9792	1.0208	1.0000	1.0000	0.9792	1.0208	1.0104	0.0159	1.0208	 11	1.0208	0.0000
1.3125	1.2500	1.2708	1.2917	1.2917	1.2500	1.2708	1.3542	1.2500	1.3125	1.2708	1.2500	1.2708	1.2500	1.3125	1.3125	1.2500	1.2708	1.2292	1.2708	1.2708	1.2292	1.2292	1.2292	1.2292	1.2292	1.2292	1.2708	1.2500	1.2292	1.2292	1.2500	1.2630	0.0321	1.2500	  1	1.2601	0.0279
1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5625	1.5625	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5417	1.5000	1.5417	1.5417	0.0092	1.5417	  3	1.5417	0.0000
1.7708	1.7917	1.8333	1.8125	1.8125	1.8125	1.8125	1.7708	1.7708	1.8125	1.8125	1.8125	1.8125	1.8125	1.8125	1.8333	1.7708	1.7708	1.8125	1.7708	1.8125	1.8125	1.7708	1.8125	1.7708	1.7708	1.8125	1.8125	1.7708	1.8125	1.7708	1.8125	1.7988	0.0216	1.8125	 14	1.8125	0.0000
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
