INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.498	3.090	3.137	2.782
 0	 1	4.282	3.300	4.025	3.104
 0	 2	4.857	3.860	4.684	3.740
 0	 3	5.269	4.507	5.056	4.313
 0	 4	5.544	4.490	5.381	4.372
 0	 5	5.387	4.658	5.396	4.704
 0	 6	5.406	4.538	5.358	4.488
 0	 7	5.305	4.618	5.448	4.726
 1	 0	3.301	3.038	2.844	2.616
 1	 1	4.210	3.527	3.747	3.117
 1	 2	4.356	3.571	3.954	3.232
 1	 3	4.600	4.017	4.041	3.553
 1	 4	4.725	3.936	4.239	3.561
 1	 5	4.635	3.979	4.108	3.531
 1	 6	4.763	4.068	4.309	3.681
 1	 7	4.474	3.879	4.167	3.633
 2	 0	3.324	3.181	2.723	2.607
 2	 1	3.613	3.431	3.137	2.979
 2	 2	3.737	3.492	3.299	3.083
 2	 3	3.794	3.608	3.453	3.305
 2	 4	3.851	3.651	3.538	3.330
 2	 5	3.876	3.667	3.659	3.479
 2	 6	4.056	3.835	3.840	3.639
 2	 7	3.794	3.535	3.615	3.390
 3	 0	2.574	2.494	2.123	2.057
 3	 1	2.757	2.776	2.411	2.404
 3	 2	2.814	2.771	2.512	2.464
 3	 3	3.026	2.930	2.679	2.609
 3	 4	3.055	2.977	2.730	2.637
 3	 5	2.991	2.953	2.808	2.767
 3	 6	3.109	3.008	2.898	2.808
 3	 7	3.131	2.993	2.983	2.869
 4	 0	2.743	2.678	2.237	2.177
 4	 1	2.665	2.637	2.324	2.273
 4	 2	2.671	2.661	2.373	2.326
 4	 3	2.529	2.492	2.277	2.270
 4	 4	2.644	2.600	2.393	2.358
 4	 5	2.597	2.615	2.477	2.482
 4	 6	2.648	2.614	2.508	2.464
 4	 7	2.680	2.613	2.642	2.604
 5	 0	2.709	2.732	2.206	2.194
 5	 1	2.909	2.851	2.561	2.495
 5	 2	2.788	2.769	2.492	2.434
 5	 3	2.821	2.742	2.535	2.485
 5	 4	2.816	2.737	2.597	2.517
 5	 5	2.760	2.742	2.675	2.619
 5	 6	3.011	2.925	2.902	2.838
 5	 7	3.090	2.996	3.018	2.944
 6	 0	3.279	3.060	2.695	2.471
 6	 1	3.681	3.374	3.315	3.013
 6	 2	3.867	3.452	3.480	3.025
 6	 3	3.941	3.655	3.549	3.354
 6	 4	4.288	3.728	3.900	3.420
 6	 5	3.873	3.758	3.753	3.581
 6	 6	4.407	4.018	4.262	3.926
 6	 7	4.299	3.798	4.276	3.818
 7	 0	4.487	3.856	3.645	3.062
 7	 1	5.070	4.161	4.526	3.656
 7	 2	5.679	4.402	5.100	3.887
 7	 3	6.190	4.764	5.461	4.333
