ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	220.082	0.303
 0	 0	 1	219.055	0.336
 0	 0	 2	218.091	0.330
 0	 0	 3	217.054	0.320
 0	 0	 4	216.126	0.340
 0	 0	 5	215.067	0.366
 0	 0	 6	214.055	0.368
 0	 0	 7	213.050	0.290
 0	 1	 0	220.081	0.271
 0	 1	 1	219.046	0.308
 0	 1	 2	218.108	0.294
 0	 1	 3	217.061	0.289
 0	 1	 4	216.150	0.296
 0	 1	 5	215.023	0.271
 0	 1	 6	214.022	0.328
 0	 1	 7	212.993	0.309
 0	 2	 0	220.049	0.307
 0	 2	 1	219.019	0.285
 0	 2	 2	218.077	0.257
 0	 2	 3	217.039	0.307
 0	 2	 4	216.137	0.282
 0	 2	 5	215.019	0.272
 0	 2	 6	214.034	0.276
 0	 2	 7	212.996	0.307
 0	 3	 0	220.111	0.290
 0	 3	 1	218.994	0.308
 0	 3	 2	218.035	0.267
 0	 3	 3	216.999	0.277
 0	 3	 4	216.152	0.277
 0	 3	 5	215.019	0.272
 0	 3	 6	214.031	0.277
 0	 3	 7	212.999	0.285
 0	 4	 0	220.084	0.270
 0	 4	 1	218.978	0.285
 0	 4	 2	218.041	0.266
 0	 4	 3	217.030	0.274
 0	 4	 4	216.139	0.253
 0	 4	 5	215.023	0.271
 0	 4	 6	214.023	0.278
 0	 4	 7	212.929	0.274
 0	 5	 0	220.072	0.273
 0	 5	 1	219.024	0.285
 0	 5	 2	218.083	0.256
 0	 5	 3	217.077	0.263
 0	 5	 4	216.152	0.250
 0	 5	 5	215.032	0.270
 0	 5	 6	214.068	0.269
 0	 5	 7	212.918	0.271
 0	 6	 0	220.188	0.223
 0	 6	 1	218.976	0.285
 0	 6	 2	218.143	0.240
 0	 6	 3	217.102	0.291
 0	 6	 4	216.215	0.231
 0	 6	 5	214.997	0.273
 0	 6	 6	214.087	0.297
 0	 6	 7	213.035	0.281
 0	 7	 0	220.151	0.233
 0	 7	 1	219.086	0.251
 0	 7	 2	218.142	0.240
 0	 7	 3	217.057	0.268
 0	 7	 4	216.187	0.266
 0	 7	 5	215.085	0.257
 0	 7	 6	214.132	0.252
 0	 7	 7	213.038	0.309
 1	 0	 0	226.390	0.351
 1	 0	 1	225.297	0.342
 1	 0	 2	224.340	0.351
 1	 0	 3	223.192	0.347
 1	 0	 4	222.349	0.369
 1	 0	 5	221.167	0.346
 1	 0	 6	220.199	0.350
 1	 0	 7	219.075	0.335
 1	 1	 0	226.405	0.301
 1	 1	 1	225.292	0.299
 1	 1	 2	224.323	0.323
 1	 1	 3	223.117	0.256
 1	 1	 4	222.294	0.313
 1	 1	 5	221.120	0.288
 1	 1	 6	220.139	0.370
 1	 1	 7	219.091	0.319
 1	 2	 0	226.418	0.307
 1	 2	 1	225.245	0.285
 1	 2	 2	224.291	0.294
 1	 2	 3	223.203	0.325
 1	 2	 4	222.225	0.251
 1	 2	 5	221.143	0.281
 1	 2	 6	220.135	0.283
 1	 2	 7	219.098	0.328
 1	 3	 0	226.361	0.302
 1	 3	 1	225.332	0.300
 1	 3	 2	224.257	0.296
 1	 3	 3	223.177	0.286
 1	 3	 4	222.198	0.279
 1	 3	 5	221.059	0.278
 1	 3	 6	220.187	0.283
 1	 3	 7	219.085	0.251
 1	 4	 0	226.459	0.287
 1	 4	 1	225.276	0.281
 1	 4	 2	224.267	0.315
 1	 4	 3	223.189	0.282
 1	 4	 4	222.250	0.299
 1	 4	 5	221.055	0.325
 1	 4	 6	220.085	0.269
 1	 4	 7	219.001	0.286
 1	 5	 0	226.367	0.288
 1	 5	 1	225.274	0.274
 1	 5	 2	224.297	0.316
 1	 5	 3	223.158	0.274
 1	 5	 4	222.258	0.258
 1	 5	 5	221.100	0.295
 1	 5	 6	220.183	0.268
 1	 5	 7	219.094	0.296
 1	 6	 0	226.405	0.293
 1	 6	 1	225.202	0.301
 1	 6	 2	224.355	0.301
 1	 6	 3	223.197	0.303
 1	 6	 4	222.271	0.275
 1	 6	 5	221.110	0.245
 1	 6	 6	220.194	0.321
 1	 6	 7	219.030	0.284
 1	 7	 0	226.332	0.304
 1	 7	 1	225.271	0.303
 1	 7	 2	224.299	0.291
 1	 7	 3	223.176	0.311
 1	 7	 4	222.234	0.305
 1	 7	 5	221.120	0.288
 1	 7	 6	220.087	0.269
 1	 7	 7	219.067	0.276
 2	 0	 0	214.408	0.353
 2	 0	 1	213.364	0.361
 2	 0	 2	212.425	0.368
 2	 0	 3	211.320	0.353
 2	 0	 4	210.385	0.327
 2	 0	 5	209.252	0.382
 2	 0	 6	208.261	0.353
 2	 0	 7	207.217	0.378
 2	 1	 0	214.368	0.325
 2	 1	 1	213.295	0.312
 2	 1	 2	212.421	0.320
 2	 1	 3	211.301	0.333
 2	 1	 4	210.358	0.296
 2	 1	 5	209.215	0.305
 2	 1	 6	208.302	0.343
 2	 1	 7	207.144	0.298
 2	 2	 0	214.396	0.300
 2	 2	 1	213.289	0.301
 2	 2	 2	212.437	0.280
 2	 2	 3	211.287	0.306
 2	 2	 4	210.368	0.311
 2	 2	 5	209.214	0.256
 2	 2	 6	208.263	0.317
 2	 2	 7	207.164	0.291
 2	 3	 0	214.390	0.311
 2	 3	 1	213.313	0.279
 2	 3	 2	212.386	0.283
 2	 3	 3	211.291	0.300
 2	 3	 4	210.337	0.270
 2	 3	 5	209.264	0.268
 2	 3	 6	208.270	0.291
 2	 3	 7	207.165	0.304
 2	 4	 0	214.329	0.293
 2	 4	 1	213.275	0.252
 2	 4	 2	212.403	0.288
 2	 4	 3	211.304	0.325
 2	 4	 4	210.295	0.298
 2	 4	 5	209.255	0.271
 2	 4	 6	208.309	0.306
 2	 4	 7	207.168	0.303
 2	 5	 0	214.382	0.298
 2	 5	 1	213.351	0.279
 2	 5	 2	212.402	0.305
 2	 5	 3	211.306	0.276
 2	 5	 4	210.308	0.287
 2	 5	 5	209.277	0.306
 2	 5	 6	208.284	0.285
 2	 5	 7	207.157	0.275
 2	 6	 0	214.321	0.305
 2	 6	 1	213.394	0.298
 2	 6	 2	212.413	0.307
 2	 6	 3	211.320	0.301
 2	 6	 4	210.306	0.288
 2	 6	 5	209.186	0.296
 2	 6	 6	208.289	0.301
 2	 6	 7	207.155	0.250
