INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.226	2.052	1.964	1.803
 0	 1	2.448	2.263	2.305	2.137
 0	 2	2.457	2.321	2.358	2.228
 0	 3	2.724	2.526	2.667	2.469
 0	 4	2.777	2.691	2.767	2.682
 0	 5	2.842	2.762	2.841	2.760
 0	 6	2.891	2.793	2.947	2.842
 0	 7	2.947	2.891	3.052	2.996
 1	 0	3.253	3.259	2.673	2.669
 1	 1	3.377	2.785	2.873	2.364
 1	 2	3.336	2.733	3.019	2.490
 1	 3	3.575	3.104	3.221	2.781
 1	 4	3.570	2.952	3.298	2.729
 1	 5	3.741	3.274	3.490	3.051
 1	 6	3.595	3.146	3.473	3.040
 1	 7	3.661	3.272	3.556	3.185
 2	 0	3.283	3.184	2.698	2.607
 2	 1	3.675	2.827	3.236	2.496
 2	 2	3.489	2.886	3.167	2.627
 2	 3	3.502	3.020	3.256	2.803
 2	 4	3.603	3.018	3.398	2.841
 2	 5	3.949	3.205	3.730	3.036
 2	 6	3.908	3.908	3.778	3.777
 2	 7	3.802	3.261	3.706	3.181
 3	 0	3.720	2.710	3.076	2.232
 3	 1	4.251	2.841	3.681	2.466
 3	 2	4.233	2.877	3.819	2.598
 3	 3	4.331	3.047	4.031	2.828
 3	 4	4.612	2.961	4.345	2.794
 3	 5	4.881	3.154	4.742	3.068
 3	 6	4.717	3.254	4.612	3.177
 3	 7	4.555	3.237	4.524	3.222
 4	 0	4.847	3.941	3.885	3.165
 4	 1	5.565	3.011	4.769	2.582
 4	 2	5.387	2.992	4.853	2.703
 4	 3	5.934	3.202	5.333	2.872
 4	 4	6.113	4.660	5.592	4.268
 4	 5	6.223	3.307	5.784	3.074
 4	 6	6.137	4.860	5.820	4.611
 4	 7	5.794	3.419	5.578	3.305
 5	 0	5.387	3.797	4.390	3.109
 5	 1	6.198	3.800	5.406	3.322
 5	 2	6.356	4.095	5.606	3.629
 5	 3	6.935	4.381	6.186	3.931
 5	 4	6.981	4.585	6.304	4.134
 5	 5	7.620	4.966	6.980	4.567
 5	 6	7.429	4.974	6.781	4.547
 5	 7	7.163	5.340	6.613	4.940
 6	 0	6.264	3.883	5.061	3.144
 6	 1	7.210	3.412	6.296	2.990
 6	 2	7.377	3.063	6.664	2.768
 6	 3	8.194	3.073	7.447	2.800
 6	 4	8.260	4.678	7.660	4.342
 6	 5	8.659	4.899	8.294	4.696
 6	 6	8.750	5.292	8.260	4.995
 6	 7	8.044	5.292	7.810	5.114
 7	 0	7.037	3.951	5.627	3.167
 7	 1	8.311	4.184	6.989	3.541
 7	 2	8.610	4.320	7.556	3.807
 7	 3	9.568	4.628	8.477	4.090
 7	 4	9.865	4.945	8.956	4.501
 7	 5	10.257	4.855	9.406	4.452
 7	 6	10.111	5.126	9.588	4.856
 7	 7	9.187	5.167	8.908	5.005
 8	 0	9.882	4.895	7.677	3.827
 8	 1	11.106	5.119	9.779	4.482
 8	 2	11.513	5.052	10.256	4.472
 8	 3	12.605	5.410	11.237	4.851
 8	 4	13.091	5.475	11.730	4.904
 8	 5	12.844	7.989	11.812	7.411
 8	 6	12.981	7.916	11.665	7.155
 8	 7	12.295	8.509	11.041	7.599
 9	 0	6.487	4.018	5.232	3.256
 9	 1	7.605	4.236	6.616	3.694
 9	 2	7.785	4.096	7.043	3.703
 9	 3	8.232	4.677	7.601	4.358
 9	 4	8.704	4.242	8.206	3.997
 9	 5	8.839	4.950	8.398	4.704
 9	 6	9.087	5.434	8.509	5.068
 9	 7	8.415	5.424	8.146	5.265
10	 0	5.684	3.869	4.624	3.155
10	 1	6.454	4.104	5.608	3.547
10	 2	6.717	4.424	6.025	3.986
10	 3	7.102	4.912	6.453	4.453
10	 4	7.571	4.918	6.984	4.530
10	 5	7.555	5.250	6.964	4.878
10	 6	7.477	5.261	6.971	4.932
10	 7	7.007	5.301	6.606	5.002
11	 0	5.493	3.901	4.552	3.244
11	 1	6.665	4.138	5.707	3.540
