Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.0000	0.2917	  0	0.2917	0.0000
0.4583	0.4583	0.4583	0.4792	0.4792	0.4583	0.4583	0.4792	0.4792	0.4792	0.4792	0.4583	0.4792	0.4792	0.4792	0.4792	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4792	0.4792	0.4583	0.4583	0.4583	0.4792	0.4583	0.4583	0.4668	0.0104	0.4583	 13	0.4583	0.0000
0.6458	0.6458	0.6458	0.6458	0.6667	0.6458	0.6667	0.6458	0.6458	0.6667	0.6458	0.6667	0.6667	0.6667	0.6667	0.6458	0.6458	0.6458	0.6667	0.6458	0.6667	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6667	0.6458	0.6458	0.6458	0.6523	0.0098	0.6458	 10	0.6458	0.0000
0.8333	0.8125	0.8333	0.8333	0.8333	0.8542	0.8333	0.8333	0.8125	0.8542	0.8333	0.8333	0.8333	0.8542	0.8333	0.8333	0.8125	0.8125	0.8542	0.8333	0.8333	0.8333	0.8125	0.8125	0.8333	0.8333	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8281	0.0140	0.8333	  0	0.8281	0.0140
1.0000	1.0208	1.0000	1.0000	1.0000	0.9792	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	0.9792	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	1.0000	1.0208	1.0000	1.0208	1.0000	1.0000	1.0000	0.9792	1.0000	0.9792	1.0208	1.0208	1.0000	1.0085	0.0148	1.0208	 15	1.0208	0.0000
1.2917	1.2292	1.3125	1.2917	1.2917	1.2708	1.2917	1.2917	1.2708	1.2500	1.2708	1.2917	1.2708	1.3125	1.2708	1.3125	1.2708	1.2500	1.2708	1.2708	1.2917	1.2708	1.2500	1.2708	1.2708	1.2500	1.3125	1.2292	1.2708	1.2708	1.2500	1.2708	1.2747	0.0221	1.2708	  0	1.2747	0.0221
1.5417	1.5208	1.5208	1.5625	1.5833	1.5625	1.5833	1.5000	1.5833	1.5208	1.5417	1.5417	1.5417	1.5833	1.5833	1.5833	1.5625	1.5208	1.5833	1.5625	1.5833	1.5833	1.5208	1.5208	1.5417	1.5625	1.5000	1.5417	1.5208	1.5417	1.5625	1.5625	1.5508	0.0269	1.5521	  0	1.5508	0.0269
1.8542	1.8333	1.8333	1.8542	1.8333	1.7917	1.7917	1.7500	1.8542	1.8125	1.8333	1.8125	1.8125	1.8542	1.8750	1.8542	1.8125	1.8125	1.7917	1.8125	1.8125	1.7917	1.8333	1.7917	1.7917	1.8125	1.7917	1.7917	1.8125	1.7917	1.8125	1.7917	1.8158	0.0270	1.8125	  0	1.8158	0.0270
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.3125	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2923	0.0037	0.2917	  1	0.2917	0.0000
