ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201
 8	 1	 129.49	   6.23	 130.0	 151	 129.80	  3.27	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   3	   1	   2	   4	   4	   0	   3	   8	   2	   5	  11	  10	   5	  13	  13	  22	  19	  13	  34	  51	  20	  94	  99	 194	  56	  84	  84	  25	   9	  16	  15	  14	   9	   5	  16	   8	   2	   8	   2	   3	   4	   2	   2	   2	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 2	 130.95	   6.78	 130.0	 171	 130.43	  3.19	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   4	   2	   6	   2	   4	   7	   8	   8	   8	   8	   7	  16	   6	   8	  36	  39	   9	  72	  96	 167	  76	 101	  82	  52	  17	  21	  15	  16	  12	   5	  19	   6	   6	  10	   7	  11	   5	   4	   2	   5	   3	   1	   0	   1	   0	   1	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 3	 129.79	   7.79	 130.0	 121	 129.83	  4.78	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   2	   7	   4	   3	  13	   8	   9	   5	  10	  11	  20	   6	   5	  12	  26	   6	  12	  38	  46	  20	  61	  93	 148	  55	 113	  75	  34	  15	  17	  15	  15	  11	   4	   9	  10	   2	   5	  13	  12	   1	   4	   5	   5	   3	   3	   3	   0	   0	   0	   3	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 4	 129.57	   7.14	 130.0	 103	 129.72	  4.85	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   3	   4	   3	   6	   8	  16	   4	  12	   8	  16	  10	   7	  18	  18	  26	  16	  37	  37	  22	  66	  96	 162	  64	  85	  66	  34	  13	  28	  19	  11	   6	   9	  11	   7	   5	  14	   3	   8	   8	   3	   2	   0	   2	   2	   1	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 5	 129.76	   7.62	 130.0	 102	 129.89	  5.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   0	   1	   0	   1	   0	   1	   7	   5	   6	   9	   9	   7	   7	  11	  13	  11	  13	  17	  23	  12	  19	  37	  38	  20	  69	  68	 159	  50	 108	  74	  39	  12	  28	  19	   9	  14	  10	  17	   7	   1	  10	   4	   6	   1	   5	   6	   4	   0	   2	   3	   1	   0	   0	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 6	 130.62	   7.47	 130.0	  99	 130.07	  5.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   2	   2	   3	   4	   2	  10	   2	   9	  10	   8	  12	  12	  16	  20	  18	  18	  43	  29	  14	  71	 100	 137	  49	  90	  80	  41	  17	  25	  21	  26	  12	   2	  19	   8	   3	  12	   3	  15	   4	   7	   6	   1	   1	   3	   1	   0	   4	   1	   2	   1	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 7	 131.05	   7.01	 130.0	  87	 130.41	  4.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   3	   4	   5	   0	  10	  11	   5	   7	  13	   9	  23	  11	  15	  40	  51	  14	  59	  92	 137	  53	  97	  76	  46	  20	  33	  19	  31	  17	  10	  10	  12	   2	  11	   8	   8	   7	   6	   3	   2	   3	   3	   2	   4	   1	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 0	 134.73	   5.40	 134.0	  96	 134.67	  3.08	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   2	   0	   2	   4	   1	   2	   3	   4	   8	   6	   2	  11	   6	   6	  20	  13	  33	  33	  83	 140	 124	  60	 143	  90	  67	  37	  12	  19	  18	   0	   8	   5	   2	   3	   3	   8	   4	   5	   3	   1	   3	   2	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 1	 134.14	   5.76	 134.0	 136	 134.35	  3.03	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   0	   0	   1	   3	   3	   8	   6	   1	   4	   6	   8	   6	   6	  18	  16	   4	  13	  15	  46	  30	  56	 156	 146	  59	 118	  84	  63	  26	   4	  20	   8	   3	  13	  12	  11	   3	   9	   2	   2	   1	   1	   4	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	 135.41	   6.37	 135.0	 162	 135.04	  2.99	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   2	   2	   5	   3	   7	   5	   6	   9	   5	   5	   9	   6	   4	  13	  14	  25	  15	  68	 123	 125	  88	 116	  78	  78	  26	  19	  27	  15	   4	  15	   7	  14	   7	  12	  10	   2	   5	   3	   7	   6	   2	   0	   3	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	 134.40	   7.30	 134.0	  97	 134.25	  4.85	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   1	   0	   0	   4	   2	   5	   0	   4	   7	   4	   2	  11	  10	  14	  15	   5	  17	  15	   8	   9	  23	  32	  26	  66	 128	 104	  54	 127	  71	  62	  26	  12	  28	  10	   4	  10	  11	   8	   8	   7	  12	   5	   2	   7	   7	   6	   3	   0	   4	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 4	 134.15	   6.58	 134.0	  76	 134.28	  4.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   3	   2	   5	   6	   5	   9	   9	  12	  14	   9	   6	  24	  10	   5	  16	  20	  58	  23	  63	 120	 107	  51	 117	  72	  65	  25	  22	  22	  18	   4	  14	   8	  12	   7	   7	  10	   2	   6	   6	   1	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 5	 134.62	   7.01	 135.0	  78	 134.65	  4.92	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   1	   0	   0	   1	   0	   2	   1	   3	   5	   4	   4	   5	   7	   5	  12	   9	  13	  17	  19	   6	  21	  24	  40	  28	  57	 101	  95	  58	 121	  83	  74	  29	  20	  30	  10	   6	  11	  14	  16	   2	   6	   8	   7	   1	   7	   3	   4	   3	   0	   1	   0	   0	   1	   1	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 6	 135.27	   6.83	 135.0	  72	 134.89	  4.99	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   1	   2	   1	   3	   1	   4	   1	   6	   3	  12	  11	   6	  19	   9	   8	  28	  17	  45	  32	  51	 111	  93	  55	 100	  89	  79	  32	  18	  32	  17	   4	  21	  12	  14	   5	   8	  13	  12	   3	   2	   1	   3	   5	   0	   1	   1	   0	   4	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 7	 135.68	   6.36	 136.0	  64	 135.52	  4.78	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   3	   0	   1	   2	   2	   7	   2	   4	   6	   8	   5	  10	  13	   7	  14	  23	  41	  35	  57	  99	 102	  47	 110	  81	  86	  43	  29	  27	  25	   6	  20	  13	  16	   7	   7	   5	   7	   8	   4	   4	   2	   5	   1	   4	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 0	 137.70	   4.77	 138.0	  84	 137.77	  2.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   3	   0	   1	   4	   3	   5	   7	   6	   3	  10	   2	  11	   5	  15	  45	  51	  34	 119	 112	 203	 101	  66	  81	  31	   6	  13	   7	  16	   3	   6	   7	   5	   4	   2	   7	   1	   1	   1	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 1	 137.19	   4.92	 137.0	  98	 137.32	  3.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   1	   3	   2	   8	   3	   4	   9	   8	   2	   9	  11	  17	  13	  16	  40	  51	  42	 112	 159	 169	  99	  52	  65	  13	   6	  21	  16	   8	   7	   7	  12	   5	   2	   2	   0	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 2	 138.30	   5.49	 138.0	 129	 138.04	  3.06	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   3	   3	   3	   2	   6	  11	   5	   8	  12	  13	   7	   8	  30	  49	  34	  91	 123	 191	  81	  76	  79	  29	   8	  22	   9	  21	   9	  16	  10	   6	   5	   4	   5	   6	   1	   2	   7	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 3	 137.27	   6.35	 138.0	 169	 137.62	  3.26	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   2	   4	   3	   5	   1	   6	   7	   8	  11	   8	   7	  17	  17	  22	   7	  24	  30	  54	  27	 114	 115	 160	  91	  52	  51	  30	   5	  16	   9	  24	   9	  12	   6	  12	   5	   5	   8	   5	   2	   1	   1	   1	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 4	 137.29	   5.80	 138.0	 147	 137.64	  3.40	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   3	   1	   0	   5	   5	   7	   6	  18	  13	   7	  14	   7	  23	  13	  29	  36	  50	  35	 102	 108	 159	  85	  49	  60	  42	   3	  30	  15	  14	  11	   6	  11	  12	   5	   6	   4	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 5	 137.71	   5.94	 138.0	 135	 137.82	  3.52	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   3	   0	   0	   5	   5	   5	   1	   4	   6	  13	   3	  11	  14	  30	  17	  20	  32	  47	  30	  91	  96	 192	  76	  55	  69	  33	   8	  30	  18	  21	  10	  10	  11	   6	   5	   5	   2	   7	   1	   0	   2	   1	   0	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 6	 138.11	   5.80	 138.0	  41	 137.87	  4.72	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   2	   4	   1	   1	   2	   1	   7	   7	   2	   9	  19	  21	  11	  30	  47	  57	  35	  92	  87	 162	  65	  66	  90	  28	  14	  21	  21	  21	   9	  10	  15	   5	   8	   8	   8	   5	   0	   0	   1	   3	   0	   2	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 7	 138.40	   5.49	 138.0	  37	 138.17	  4.58	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   0	   3	   3	   1	   5	   8	   2	  12	   6	  17	  12	  20	  53	  44	  38	 100	  97	 140	  87	  58	  87	  40	   7	  37	  26	  23	  10	  13	   9	   8	   4	   6	   7	   3	   5	   2	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 0	 110.93	   3.86	 111.0	  55	 110.93	  2.77	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   1	   2	   7	   7	  10	   0	  12	  12	  30	  37	  48	 166	 143	  92	 143	 103	  79	  26	  24	  15	  10	   5	   4	   4	   6	   1	   2	   3	   1	   0	   1	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 1	 110.62	   4.02	 110.0	  62	 110.63	  3.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   8	   5	   3	  11	  12	   4	  16	  19	  35	  31	  47	 149	 161	 102	 130	  84	  75	  18	  22	  20	  13	  10	   2	   9	   4	   2	   4	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 2	 111.54	   4.47	 111.0	  84	 111.30	  3.09	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   3	   2	   8	   8	   8	   5	  16	  15	  21	  25	  37	 143	 131	  94	 123	 100	  87	  31	  26	  34	  16	  12	   5	  15	   8	  12	   3	   3	   1	   1	   2	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 3	 110.94	   4.94	 111.0	 111	 110.92	  3.20	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   1	   0	   2	   5	   5	   4	   8	  15	  13	   6	  32	  21	  26	  34	  30	 137	 119	  93	 115	 110	  72	  21	  30	  22	  12	   9	  12	   9	  14	   8	   3	   3	   2	   0	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 4	 110.93	   4.65	 111.0	 100	 111.03	  3.26	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   5	   5	   7	  17	  20	   7	  21	  22	  37	  41	  33	 131	 111	  65	 141	  97	  87	  27	  34	  18	  19	   9	   7	  10	   9	   5	   4	   6	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 5	 111.08	   4.84	 111.0	  95	 111.12	  3.32	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   0	   0	   1	   2	   6	   3	   7	  14	  15	  10	  21	  26	  31	  34	  34	 110	 131	  74	 132	 108	  86	  20	  25	  32	  17	  14	   8	   7	   7	  10	   1	   1	   6	   1	   0	   0	   0	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 6	 111.45	   4.69	 111.0	  92	 111.05	  3.28	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   2	   4	   1	  15	   6	   7	  18	  23	  41	  40	  33	 123	 129	  91	  98	  99	  98	  22	  28	  32	  16	  10	  16	  10	  11	   7	   3	   5	   5	   0	   1	   2	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 7	 111.68	   4.50	 112.0	  73	 111.48	  3.34	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   3	   2	   2	   4	   4	   9	   4	  15	  18	  39	  41	  39	 111	 120	  79	 112	  92	 119	  27	  41	  33	  20	  16	   5	   9	  14	   4	   4	   6	   3	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
