ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 179.02	 1.923	179.0	  2	 179.03	 1.773	 100
 0	 0	  1	 191.17	 2.832	191.0	  2	 191.20	 2.420	 100
 0	 0	  2	 250.37	 2.604	250.0	 10	 250.22	 1.822	 100
 0	 0	  3	 352.52	 2.627	352.0	  2	 352.31	 2.156	 100
 0	 0	  4	 457.37	 2.304	458.0	  7	 457.60	 1.929	 100
 0	 0	  5	 549.76	 2.327	549.0	  7	 549.55	 1.937	 100
 0	 0	  6	 626.00	 2.160	626.0	  4	 626.27	 1.720	 100
 0	 0	  7	 689.33	 2.207	690.0	  4	 689.53	 2.010	 100
 0	 0	  8	 741.00	 2.074	741.0	  3	 740.98	 1.803	 100
 0	 0	  9	 782.34	 1.908	782.0	  2	 782.24	 1.805	 100
 0	 0	 10	 815.76	 2.133	816.0	  0	 815.76	 2.133	 100
 0	 0	 11	 839.72	 1.949	840.0	  1	 839.77	 1.900	 100
 0	 0	 12	 855.60	 2.141	855.0	  0	 855.60	 2.141	 100
 0	 0	 13	 864.31	 1.963	865.0	  2	 864.42	 1.822	 100
 0	 0	 14	 867.35	 1.982	868.0	  3	 867.51	 1.792	 100
 0	 0	 15	 864.98	 2.234	865.0	  3	 864.94	 2.061	 100
 0	 0	 16	 857.35	 2.057	857.0	  2	 857.36	 1.949	 100
 0	 0	 17	 845.85	 1.977	846.0	  2	 845.85	 1.863	 100
 0	 0	 18	 829.54	 2.208	829.0	  4	 829.32	 1.955	 100
 0	 0	 19	 813.30	 2.082	813.0	  5	 813.05	 1.824	 100
 0	 0	 20	 793.68	 1.917	794.0	  3	 793.85	 1.692	 100
 0	 0	 21	 772.77	 1.906	773.0	  3	 772.72	 1.682	 100
 0	 0	 22	 750.63	 2.078	750.0	  1	 750.55	 1.907	 100
 0	 0	 23	 727.48	 2.130	728.0	  0	 727.48	 2.130	 100
 0	 0	 24	 703.54	 2.245	703.0	  0	 703.54	 2.245	 100
 0	 0	 25	 678.20	 1.902	678.0	  1	 678.14	 1.818	 100
 0	 0	 26	 653.56	 2.119	653.0	  6	 653.52	 1.677	 100
 0	 0	 27	 628.86	 1.676	629.0	  2	 628.96	 1.539	 100
 0	 0	 28	 604.07	 1.860	604.0	  2	 604.09	 1.663	 100
 0	 0	 29	 580.00	 1.651	580.0	  0	 580.00	 1.651	 100
 0	 0	 30	 556.12	 1.783	556.0	  1	 556.07	 1.722	 100
 0	 0	 31	 532.87	 1.276	533.0	  0	 532.87	 1.276	 100
 0	 0	 32	 510.72	 2.099	511.0	  0	 510.72	 2.099	 100
 0	 0	 33	 489.41	 1.747	490.0	  2	 489.50	 1.645	 100
 0	 0	 34	 468.80	 1.504	469.0	  0	 468.80	 1.504	 100
 0	 0	 35	 449.46	 1.648	450.0	  1	 449.51	 1.593	 100
 0	 0	 36	 430.72	 1.837	430.5	  0	 430.72	 1.837	 100
 0	 0	 37	 413.17	 1.741	413.0	  0	 413.17	 1.741	 100
 0	 0	 38	 397.14	 1.627	397.0	  0	 397.14	 1.627	 100
 0	 0	 39	 381.79	 1.572	382.0	  0	 381.79	 1.572	 100
 0	 0	 40	 367.21	 1.719	367.0	  0	 367.21	 1.719	 100
 0	 0	 41	 353.83	 1.443	354.0	  0	 353.83	 1.443	 100
 0	 0	 42	 341.57	 1.486	341.0	  1	 341.53	 1.424	 100
 0	 0	 43	 330.37	 1.300	330.0	  0	 330.37	 1.300	 100
 0	 0	 44	 319.67	 1.776	320.0	  0	 319.67	 1.776	 100
 0	 0	 45	 309.20	 1.449	309.0	  0	 309.20	 1.449	 100
 0	 0	 46	 299.49	 1.567	299.0	  0	 299.49	 1.567	 100
 0	 0	 47	 290.80	 1.146	291.0	  0	 290.80	 1.146	 100
 0	 0	 48	 282.97	 1.251	283.0	  0	 282.97	 1.251	 100
 0	 0	 49	 275.50	 1.337	276.0	  0	 275.50	 1.337	 100
 0	 0	 50	 268.75	 1.452	269.0	  0	 268.75	 1.452	 100
 0	 0	 51	 262.64	 1.396	262.0	  0	 262.64	 1.396	 100
 0	 0	 52	 256.44	 1.258	257.0	  0	 256.44	 1.258	 100
 0	 0	 53	 251.01	 1.283	251.0	  0	 251.01	 1.283	 100
 0	 0	 54	 245.68	 1.294	246.0	  0	 245.68	 1.294	 100
 0	 0	 55	 240.90	 1.382	241.0	  0	 240.90	 1.382	 100
 0	 0	 56	 236.34	 1.512	236.0	  1	 236.29	 1.445	 100
 0	 0	 57	 232.45	 1.242	232.5	 11	 232.60	 0.938	 100
 0	 0	 58	 228.61	 1.180	229.0	  0	 228.61	 1.180	 100
 0	 0	 59	 225.43	 1.174	225.0	  0	 225.43	 1.174	 100
 0	 0	 60	 222.02	 1.463	222.0	  0	 222.02	 1.463	 100
 0	 0	 61	 219.13	 1.261	219.0	  0	 219.13	 1.261	 100
 0	 0	 62	 216.76	 1.264	217.0	  0	 216.76	 1.264	 100
 0	 0	 63	 214.05	 1.234	214.0	  0	 214.05	 1.234	 100
 0	 0	 64	 211.90	 1.185	212.0	  0	 211.90	 1.185	 100
 0	 0	 65	 209.43	 1.233	209.0	  0	 209.43	 1.233	 100
 0	 0	 66	 207.29	 1.380	208.0	  1	 207.33	 1.317	 100
 0	 0	 67	 205.76	 1.471	206.0	  0	 205.76	 1.471	 100
 0	 0	 68	 203.69	 1.390	204.0	  0	 203.69	 1.390	 100
 0	 0	 69	 202.14	 0.865	202.0	 42	 202.00	 0.000	 100
 0	 0	 70	 200.93	 1.281	201.0	  0	 200.93	 1.281	 100
 0	 0	 71	 199.69	 1.316	200.0	  0	 199.69	 1.316	 100
 0	 0	 72	 197.98	 1.295	198.0	  0	 197.98	 1.295	 100
 0	 0	 73	 196.99	 1.078	197.0	  0	 196.99	 1.078	 100
 0	 0	 74	 196.29	 1.209	196.0	  0	 196.29	 1.209	 100
 0	 0	 75	 195.30	 1.291	195.0	  0	 195.30	 1.291	 100
 0	 0	 76	 194.47	 1.087	194.0	  0	 194.47	 1.087	 100
 0	 0	 77	 193.53	 1.283	194.0	  0	 193.53	 1.283	 100
 0	 0	 78	 192.66	 1.437	193.0	  0	 192.66	 1.437	 100
