Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2708	0.2708	0.2708	0.2917	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2917	0.2917	0.2917	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2917	0.2917	0.2917	0.2917	0.2760	0.0092	0.2708	  8	0.2708	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.0000	0.4583	  0	0.4583	0.0000
0.6458	0.6042	0.6042	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6042	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6419	0.0123	0.6458	  3	0.6458	0.0000
0.7917	0.8125	0.7917	0.7917	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8333	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8112	0.0074	0.8125	  4	0.8125	0.0000
1.0000	1.0000	0.9167	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9974	0.0147	1.0000	  1	1.0000	0.0000
1.2083	1.2083	1.2083	1.2083	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2083	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2083	1.2708	1.2083	1.2708	1.2708	1.2572	0.0263	1.2708	  7	1.2708	0.0000
1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.5833	1.4375	1.4792	1.4375	1.4792	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4375	1.4447	0.0273	1.4375	  3	1.4375	0.0000
1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.6667	1.7708	1.8125	1.8125	1.8125	1.7292	1.8125	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7708	1.7715	0.0251	1.7708	  6	1.7708	0.0000
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.2708	0.0000	0.2708	  0	0.2708	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.5000	0.4583	0.5000	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.5000	0.4583	0.5000	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4635	0.0140	0.4583	  4	0.4583	0.0000
0.6042	0.6042	0.6042	0.6042	0.6458	0.6875	0.6458	0.5625	0.6458	0.6875	0.6458	0.6042	0.6875	0.6042	0.6458	0.6042	0.6458	0.6042	0.6042	0.6875	0.6042	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6042	0.6042	0.6042	0.6042	0.6042	0.6367	0.0392	0.6250	  0	0.6367	0.0392
0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.0000	0.8125	  0	0.8125	0.0000
1.0000	1.0000	0.9167	1.0000	1.0000	1.0417	1.0000	1.0417	1.0417	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0417	1.0417	1.0417	1.0417	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0065	0.0239	1.0000	  8	1.0000	0.0000
1.2292	1.2292	1.2292	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2292	1.2708	1.2708	1.2292	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2708	1.2292	1.2708	1.2708	1.2708	1.2708	1.2630	0.0165	1.2708	  6	1.2708	0.0000
1.5417	1.4792	1.4792	1.4792	1.4792	1.4792	1.5833	1.3542	1.4792	1.4792	1.4792	1.4792	1.5417	1.4792	1.4792	1.5417	1.4792	1.5417	1.4792	1.4792	1.5833	1.4792	1.5833	1.3542	1.4792	1.4792	1.4792	1.4792	1.4792	1.4792	1.4792	1.4792	1.4889	0.0496	1.4792	  9	1.4792	0.0000
