ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	230.754	0.531
 0	 0	 1	229.610	0.544
 0	 0	 2	228.564	0.560
 0	 0	 3	227.470	0.590
 0	 0	 4	226.569	0.579
 0	 0	 5	225.322	0.523
 0	 0	 6	224.344	0.519
 0	 0	 7	223.167	0.498
 0	 1	 0	230.688	0.457
 0	 1	 1	229.513	0.453
 0	 1	 2	228.557	0.454
 0	 1	 3	227.464	0.431
 0	 1	 4	226.483	0.431
 0	 1	 5	225.331	0.435
 0	 1	 6	224.312	0.452
 0	 1	 7	223.182	0.425
 0	 2	 0	230.707	0.453
 0	 2	 1	229.611	0.433
 0	 2	 2	228.583	0.477
 0	 2	 3	227.500	0.451
 0	 2	 4	226.555	0.417
 0	 2	 5	225.437	0.434
 0	 2	 6	224.353	0.423
 0	 2	 7	223.186	0.435
 0	 3	 0	230.799	0.529
 0	 3	 1	229.705	0.502
 0	 3	 2	228.768	0.484
 0	 3	 3	227.656	0.498
 0	 3	 4	226.672	0.471
 0	 3	 5	225.442	0.497
 0	 3	 6	224.320	0.557
 0	 3	 7	223.223	0.512
 0	 4	 0	230.834	0.530
 0	 4	 1	229.777	0.545
 0	 4	 2	228.768	0.562
 0	 4	 3	227.706	0.536
 0	 4	 4	226.727	0.513
 0	 4	 5	225.532	0.555
 0	 4	 6	224.374	0.688
 0	 4	 7	223.285	0.614
 0	 5	 0	230.785	0.476
 0	 5	 1	229.769	0.468
 0	 5	 2	228.736	0.506
 0	 5	 3	227.637	0.480
 0	 5	 4	226.736	0.524
 0	 5	 5	225.552	0.534
 0	 5	 6	224.464	0.537
 0	 5	 7	223.274	0.550
 0	 6	 0	230.607	0.414
 0	 6	 1	229.593	0.383
 0	 6	 2	228.591	0.378
 0	 6	 3	227.518	0.351
 0	 6	 4	226.509	0.376
 0	 6	 5	225.430	0.394
 0	 6	 6	224.329	0.398
 0	 6	 7	223.200	0.425
 0	 7	 0	230.600	0.358
 0	 7	 1	229.539	0.389
 0	 7	 2	228.575	0.370
 0	 7	 3	227.569	0.364
 0	 7	 4	226.511	0.351
 0	 7	 5	225.457	0.338
 0	 7	 6	224.376	0.359
 0	 7	 7	223.234	0.365
 1	 0	 0	229.052	0.492
 1	 0	 1	228.057	0.528
 1	 0	 2	226.957	0.512
 1	 0	 3	226.063	0.527
 1	 0	 4	225.078	0.482
 1	 0	 5	223.846	0.365
 1	 0	 6	222.937	0.444
 1	 0	 7	221.801	0.366
 1	 1	 0	229.172	0.443
 1	 1	 1	228.074	0.462
 1	 1	 2	227.010	0.477
 1	 1	 3	225.919	0.424
 1	 1	 4	224.944	0.353
 1	 1	 5	223.931	0.347
 1	 1	 6	222.988	0.356
 1	 1	 7	221.871	0.286
 1	 2	 0	229.155	0.434
 1	 2	 1	227.965	0.526
 1	 2	 2	226.960	0.522
 1	 2	 3	225.983	0.371
 1	 2	 4	224.921	0.324
 1	 2	 5	223.850	0.278
 1	 2	 6	222.937	0.323
 1	 2	 7	221.908	0.316
 1	 3	 0	229.022	0.488
 1	 3	 1	227.918	0.512
 1	 3	 2	226.968	0.512
 1	 3	 3	225.979	0.300
 1	 3	 4	224.953	0.328
 1	 3	 5	223.929	0.302
 1	 3	 6	222.950	0.314
 1	 3	 7	221.817	0.298
 1	 4	 0	229.150	0.443
 1	 4	 1	227.923	0.529
 1	 4	 2	226.921	0.520
 1	 4	 3	225.880	0.287
 1	 4	 4	224.879	0.285
 1	 4	 5	223.942	0.286
 1	 4	 6	222.961	0.290
 1	 4	 7	221.915	0.262
 1	 5	 0	229.084	0.439
 1	 5	 1	228.069	0.476
 1	 5	 2	226.929	0.500
 1	 5	 3	225.967	0.277
 1	 5	 4	224.934	0.302
 1	 5	 5	223.916	0.303
 1	 5	 6	222.955	0.311
 1	 5	 7	221.788	0.275
 1	 6	 0	229.143	0.395
 1	 6	 1	227.932	0.517
 1	 6	 2	226.939	0.508
 1	 6	 3	225.885	0.259
 1	 6	 4	225.058	0.266
 1	 6	 5	223.909	0.329
 1	 6	 6	222.841	0.293
 1	 6	 7	221.830	0.303
 1	 7	 0	229.157	0.387
 1	 7	 1	227.943	0.521
 1	 7	 2	227.016	0.488
 1	 7	 3	225.859	0.280
 1	 7	 4	225.016	0.329
 1	 7	 5	223.863	0.301
 1	 7	 6	222.795	0.290
 1	 7	 7	221.737	0.269
 2	 0	 0	218.264	0.487
 2	 0	 1	217.135	0.520
 2	 0	 2	216.204	0.507
 2	 0	 3	215.099	0.512
 2	 0	 4	214.176	0.511
 2	 0	 5	213.018	0.310
 2	 0	 6	212.067	0.360
 2	 0	 7	211.011	0.382
 2	 1	 0	218.259	0.432
 2	 1	 1	217.194	0.482
 2	 1	 2	216.220	0.499
 2	 1	 3	215.025	0.488
 2	 1	 4	214.147	0.340
 2	 1	 5	213.078	0.300
 2	 1	 6	212.051	0.316
 2	 1	 7	210.951	0.351
 2	 2	 0	218.262	0.509
 2	 2	 1	217.219	0.492
 2	 2	 2	216.163	0.539
 2	 2	 3	215.067	0.355
 2	 2	 4	214.138	0.325
 2	 2	 5	213.087	0.269
 2	 2	 6	212.088	0.252
 2	 2	 7	211.018	0.313
 2	 3	 0	218.265	0.503
 2	 3	 1	217.185	0.551
 2	 3	 2	216.141	0.542
 2	 3	 3	214.985	0.336
 2	 3	 4	214.061	0.281
 2	 3	 5	213.094	0.267
 2	 3	 6	212.079	0.254
 2	 3	 7	210.980	0.335
 2	 4	 0	218.235	0.491
 2	 4	 1	217.184	0.517
 2	 4	 2	216.180	0.541
 2	 4	 3	215.097	0.296
 2	 4	 4	214.104	0.291
 2	 4	 5	213.018	0.310
 2	 4	 6	212.062	0.306
 2	 4	 7	210.941	0.277
 2	 5	 0	218.249	0.509
 2	 5	 1	217.174	0.558
 2	 5	 2	216.145	0.557
 2	 5	 3	215.064	0.274
 2	 5	 4	214.106	0.311
 2	 5	 5	213.033	0.281
 2	 5	 6	212.108	0.250
 2	 5	 7	210.967	0.269
 2	 6	 0	218.186	0.510
 2	 6	 1	217.181	0.479
 2	 6	 2	216.168	0.545
 2	 6	 3	215.052	0.266
 2	 6	 4	214.122	0.254
 2	 6	 5	212.993	0.284
 2	 6	 6	212.079	0.301
 2	 6	 7	210.979	0.329
 2	 7	 0	218.267	0.486
 2	 7	 1	217.169	0.539
 2	 7	 2	216.203	0.511
 2	 7	 3	215.073	0.260
 2	 7	 4	214.117	0.256
 2	 7	 5	213.061	0.275
 2	 7	 6	212.115	0.290
 2	 7	 7	210.962	0.268
 3	 0	 0	219.593	0.536
 3	 0	 1	218.520	0.474
 3	 0	 2	217.603	0.487
 3	 0	 3	216.557	0.494
 3	 0	 4	215.575	0.491
 3	 0	 5	214.530	0.400
 3	 0	 6	213.614	0.386
 3	 0	 7	212.522	0.371
 3	 1	 0	219.600	0.517
 3	 1	 1	218.548	0.473
 3	 1	 2	217.647	0.530
 3	 1	 3	216.528	0.450
 3	 1	 4	215.614	0.341
 3	 1	 5	214.486	0.329
