INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.549	2.292	2.282	2.053
 0	 1	2.797	2.633	2.569	2.425
 0	 2	3.083	2.870	2.903	2.704
 0	 3	3.263	2.969	3.153	2.874
 0	 4	3.440	3.123	3.400	3.089
 0	 5	3.609	3.328	3.669	3.384
 0	 6	3.484	3.256	3.610	3.381
 0	 7	3.520	3.232	3.678	3.382
 1	 0	3.016	2.546	2.464	2.080
 1	 1	3.148	2.820	2.697	2.416
 1	 2	3.282	2.803	2.894	2.474
 1	 3	3.519	3.003	3.141	2.685
 1	 4	3.859	2.961	3.504	2.684
 1	 5	3.844	3.195	3.541	2.942
 1	 6	3.660	3.122	3.475	2.981
 1	 7	3.674	3.148	3.480	2.986
 2	 0	3.900	2.961	3.159	2.409
 2	 1	4.261	3.064	3.683	2.644
 2	 2	4.264	3.307	3.787	2.944
 2	 3	4.728	3.481	4.211	3.089
 2	 4	4.905	3.550	4.433	3.218
 2	 5	5.085	3.528	4.635	3.212
 2	 6	4.940	3.683	4.597	3.432
 2	 7	4.970	3.654	4.611	3.389
 3	 0	4.761	3.925	3.844	3.168
 3	 1	5.117	4.464	4.310	3.757
 3	 2	5.370	4.760	4.757	4.239
 3	 3	5.784	4.946	5.193	4.438
 3	 4	6.300	5.226	5.715	4.745
 3	 5	6.537	5.465	6.117	5.120
 3	 6	6.261	5.629	5.813	5.229
 3	 7	6.164	3.387	5.892	3.249
 4	 0	5.554	4.188	4.471	3.379
 4	 1	6.252	4.648	5.269	3.937
 4	 2	6.713	5.029	5.824	4.365
 4	 3	7.389	5.254	6.454	4.594
 4	 4	8.012	5.571	7.071	4.914
 4	 5	8.208	5.966	7.406	5.374
 4	 6	7.816	5.878	7.013	5.321
 4	 7	7.926	5.823	7.337	5.392
 5	 0	6.108	3.805	4.853	3.027
 5	 1	6.916	4.586	5.912	3.934
 5	 2	7.291	4.972	6.338	4.333
 5	 3	8.421	5.196	7.423	4.585
 5	 4	9.099	5.518	8.144	4.954
 5	 5	9.326	5.707	8.483	5.184
 5	 6	8.448	5.931	7.888	5.545
 5	 7	8.920	6.015	8.317	5.607
 6	 0	8.427	5.717	6.794	4.611
 6	 1	9.591	6.778	8.301	5.885
 6	 2	10.400	7.055	9.146	6.218
 6	 3	11.562	7.356	10.402	6.618
 6	 4	12.305	7.844	11.233	7.157
 6	 5	12.604	8.649	11.586	7.947
 6	 6	12.192	8.411	11.341	7.796
 6	 7	12.503	8.964	11.724	8.428
 7	 0	9.512	5.626	7.507	4.441
 7	 1	11.322	6.577	9.516	5.538
