GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.433	177.065	1.0000	0.115	1.431	177.208	1.0000	0.114	1.625	170.760	0.9999	2.022	1.629	170.592	0.9999	1.901
 0	 1	1.232	177.075	1.0000	0.164	1.232	177.054	1.0000	0.135	1.316	174.398	0.9968	0.987	1.318	174.306	0.9971	0.979
 0	 2	1.143	176.155	0.9994	0.606	1.141	176.253	0.9993	0.658	1.196	173.830	0.9976	1.335	1.195	173.847	0.9976	1.309
 0	 3	1.125	172.070	0.9994	0.631	1.124	172.129	0.9994	0.622	1.101	173.803	0.9979	1.608	1.100	173.825	0.9982	1.592
 0	 4	1.081	171.210	0.9997	0.425	1.081	171.210	0.9997	0.425	1.039	173.478	0.9995	1.425	1.039	173.460	0.9995	1.414
 0	 5	1.022	171.360	0.9999	0.220	1.024	171.201	0.9998	0.314	0.967	173.522	0.9983	1.301	0.966	173.543	0.9984	1.307
 0	 6	1.014	168.385	0.9998	0.355	1.013	168.419	0.9997	0.407	0.929	172.591	0.9984	1.319	0.929	172.550	0.9984	1.341
 0	 7	0.965	168.785	0.9998	0.324	0.964	168.908	0.9997	0.350	0.881	172.464	0.9998	1.016	0.879	172.498	0.9998	0.965
 1	 0	1.430	153.010	0.9997	0.589	1.430	152.844	0.9999	0.272	1.694	144.372	1.0000	1.042	1.689	144.590	1.0000	0.896
 1	 1	1.258	151.440	0.9999	0.265	1.255	151.753	0.9999	0.274	1.430	145.319	0.9960	0.926	1.432	145.207	0.9960	0.823
 1	 2	1.228	147.065	1.0000	0.059	1.230	146.901	1.0000	0.117	1.336	144.225	0.9971	0.783	1.334	144.239	0.9974	0.843
 1	 3	1.174	146.660	1.0000	0.088	1.177	146.389	1.0000	0.035	1.269	143.643	0.9973	0.951	1.269	143.595	0.9978	0.884
 1	 4	1.155	144.780	1.0000	0.099	1.155	144.726	1.0000	0.069	1.220	143.126	0.9994	1.049	1.218	143.153	0.9994	0.969
 1	 5	1.129	142.965	1.0000	0.105	1.130	142.928	1.0000	0.107	1.164	142.446	0.9977	1.033	1.163	142.464	0.9977	0.901
 1	 6	1.069	144.270	0.9999	0.254	1.071	144.157	0.9999	0.237	1.123	142.056	0.9979	0.755	1.122	142.103	0.9979	0.772
 1	 7	1.060	142.250	0.9999	0.258	1.053	142.770	0.9998	0.316	1.085	141.659	0.9998	0.848	1.086	141.606	0.9998	0.847
 2	 0	1.420	131.215	0.9999	0.227	1.429	130.620	1.0000	0.147	1.708	121.984	1.0000	1.304	1.714	121.733	1.0000	1.575
 2	 1	1.237	129.960	1.0000	0.030	1.241	129.688	1.0000	0.067	1.415	123.964	0.9959	1.038	1.416	123.897	0.9960	0.765
 2	 2	1.169	129.000	1.0000	0.157	1.169	128.989	1.0000	0.147	1.328	122.480	0.9969	1.247	1.329	122.444	0.9971	1.197
 2	 3	1.135	127.300	0.9999	0.210	1.135	127.300	0.9999	0.210	1.271	121.846	0.9973	1.064	1.270	121.857	0.9974	1.054
 2	 4	1.120	125.350	0.9998	0.349	1.118	125.494	0.9998	0.375	1.230	121.067	0.9993	0.976	1.230	121.055	0.9993	1.037
 2	 5	1.092	123.900	0.9998	0.346	1.095	123.664	0.9998	0.366	1.178	120.616	0.9975	1.080	1.177	120.629	0.9977	1.202
 2	 6	1.071	122.665	0.9997	0.431	1.077	122.170	0.9994	0.585	1.138	120.082	0.9978	0.781	1.133	120.222	0.9980	0.883
 2	 7	1.040	122.235	0.9996	0.456	1.039	122.335	0.9995	0.533	1.111	119.237	0.9997	1.038	1.110	119.214	0.9997	1.171
 3	 0	1.494	211.630	0.9993	0.868	1.492	211.771	0.9994	0.803	1.797	201.394	1.0000	0.707	1.794	201.494	1.0000	0.653
 3	 1	1.308	208.575	0.9999	0.287	1.310	208.468	0.9999	0.331	1.487	202.624	0.9961	0.672	1.488	202.570	0.9961	0.602
 3	 2	1.234	206.490	1.0000	0.024	1.232	206.621	1.0000	0.103	1.371	201.380	0.9972	0.721	1.369	201.439	0.9972	0.724
 3	 3	1.200	203.675	1.0000	0.181	1.199	203.771	1.0000	0.187	1.300	200.418	0.9975	0.861	1.299	200.364	0.9976	0.850
 3	 4	1.138	204.335	0.9998	0.327	1.138	204.281	0.9997	0.467	1.241	199.513	0.9995	0.942	1.239	199.554	0.9995	0.964
 3	 5	1.116	201.450	1.0000	0.153	1.113	201.679	0.9999	0.202	1.183	198.605	0.9979	1.080	1.183	198.586	0.9979	1.114
