ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	223.598	0.713
 0	 0	 1	222.616	0.941
 0	 0	 2	221.625	0.652
 0	 0	 3	220.581	0.722
 0	 0	 4	219.621	0.707
 0	 0	 5	218.616	0.657
 0	 0	 6	217.691	0.711
 0	 0	 7	216.733	0.788
 0	 1	 0	223.650	0.774
 0	 1	 1	222.674	1.372
 0	 1	 2	221.624	0.698
 0	 1	 3	220.531	0.668
 0	 1	 4	219.655	0.798
 0	 1	 5	218.614	0.628
 0	 1	 6	217.693	0.776
 0	 1	 7	216.688	0.772
 0	 2	 0	223.618	0.987
 0	 2	 1	222.607	1.320
 0	 2	 2	221.571	0.888
 0	 2	 3	220.603	0.874
 0	 2	 4	219.626	0.791
 0	 2	 5	218.624	0.903
 0	 2	 6	217.675	0.794
 0	 2	 7	216.642	0.859
 0	 3	 0	223.616	0.972
 0	 3	 1	222.639	1.176
 0	 3	 2	221.575	0.774
 0	 3	 3	220.602	0.879
 0	 3	 4	219.594	0.802
 0	 3	 5	218.489	1.359
 0	 3	 6	217.639	0.825
 0	 3	 7	216.639	1.035
 0	 4	 0	223.715	1.705
 0	 4	 1	222.573	0.940
 0	 4	 2	221.578	0.820
 0	 4	 3	220.594	0.995
 0	 4	 4	219.648	1.030
 0	 4	 5	218.679	0.930
 0	 4	 6	217.696	0.861
 0	 4	 7	216.644	0.957
 0	 5	 0	223.635	1.244
 0	 5	 1	222.540	0.863
 0	 5	 2	221.593	0.765
 0	 5	 3	220.564	0.898
 0	 5	 4	219.631	1.078
 0	 5	 5	218.605	0.924
 0	 5	 6	217.663	0.815
 0	 5	 7	216.685	1.020
 0	 6	 0	223.620	1.496
 0	 6	 1	222.585	0.894
 0	 6	 2	221.568	0.824
 0	 6	 3	220.570	0.805
 0	 6	 4	219.618	1.017
 0	 6	 5	218.602	0.743
 0	 6	 6	217.658	0.873
 0	 6	 7	216.628	0.920
 0	 7	 0	223.585	1.224
 0	 7	 1	222.584	0.764
 0	 7	 2	221.635	2.329
 0	 7	 3	220.541	0.869
 0	 7	 4	219.638	0.959
 0	 7	 5	218.583	0.795
 0	 7	 6	217.672	0.861
 0	 7	 7	216.678	0.939
 1	 0	 0	220.764	0.844
 1	 0	 1	219.804	1.070
 1	 0	 2	218.762	1.003
 1	 0	 3	217.771	0.832
 1	 0	 4	216.770	1.105
 1	 0	 5	215.667	0.844
 1	 0	 6	214.675	0.752
 1	 0	 7	213.602	0.662
 1	 1	 0	220.913	1.006
 1	 1	 1	219.856	1.440
 1	 1	 2	218.815	0.960
 1	 1	 3	217.723	1.217
 1	 1	 4	216.782	1.078
 1	 1	 5	215.629	1.177
 1	 1	 6	214.689	0.902
 1	 1	 7	213.640	1.224
 1	 2	 0	220.866	1.320
 1	 2	 1	219.738	1.789
 1	 2	 2	218.766	1.167
 1	 2	 3	217.786	1.297
 1	 2	 4	216.730	1.187
 1	 2	 5	215.650	1.245
 1	 2	 6	214.659	1.355
 1	 2	 7	213.566	1.152
 1	 3	 0	220.805	1.504
 1	 3	 1	219.711	1.857
 1	 3	 2	218.744	1.369
 1	 3	 3	217.705	1.217
 1	 3	 4	216.681	1.515
 1	 3	 5	215.592	2.327
 1	 3	 6	214.632	1.533
 1	 3	 7	213.538	1.485
 1	 4	 0	220.783	2.307
 1	 4	 1	219.811	1.273
 1	 4	 2	218.771	1.074
 1	 4	 3	217.752	1.483
 1	 4	 4	216.743	1.528
 1	 4	 5	215.668	1.601
 1	 4	 6	214.643	1.252
 1	 4	 7	213.618	1.469
 1	 5	 0	220.846	1.712
 1	 5	 1	219.744	1.568
 1	 5	 2	218.762	1.344
 1	 5	 3	217.721	1.689
 1	 5	 4	216.779	1.501
 1	 5	 5	215.709	1.509
 1	 5	 6	214.645	1.349
 1	 5	 7	213.682	1.381
 1	 6	 0	220.874	1.993
 1	 6	 1	219.768	1.444
 1	 6	 2	218.721	1.413
 1	 6	 3	217.755	1.285
 1	 6	 4	216.752	1.683
 1	 6	 5	215.741	1.335
 1	 6	 6	214.634	1.477
 1	 6	 7	213.638	1.375
 1	 7	 0	220.842	1.699
 1	 7	 1	219.872	1.304
 1	 7	 2	218.760	3.128
 1	 7	 3	217.778	1.111
 1	 7	 4	216.823	1.396
 1	 7	 5	215.652	1.367
 1	 7	 6	214.673	1.130
 1	 7	 7	213.580	1.395
 2	 0	 0	222.530	0.912
 2	 0	 1	221.528	1.241
 2	 0	 2	220.611	1.031
 2	 0	 3	219.615	0.958
 2	 0	 4	218.669	0.964
 2	 0	 5	217.663	0.909
 2	 0	 6	216.833	0.901
 2	 0	 7	215.686	0.912
 2	 1	 0	222.650	1.186
 2	 1	 1	221.610	1.856
 2	 1	 2	220.611	1.065
 2	 1	 3	219.499	1.360
 2	 1	 4	218.642	1.004
 2	 1	 5	217.642	1.193
 2	 1	 6	216.822	1.097
 2	 1	 7	215.658	1.352
 2	 2	 0	222.506	1.449
 2	 2	 1	221.545	2.057
 2	 2	 2	220.600	1.303
 2	 2	 3	219.571	1.401
 2	 2	 4	218.709	1.197
 2	 2	 5	217.626	1.380
 2	 2	 6	216.758	1.437
 2	 2	 7	215.709	1.365
 2	 3	 0	222.519	1.529
 2	 3	 1	221.550	1.923
 2	 3	 2	220.546	1.444
 2	 3	 3	219.596	1.418
 2	 3	 4	218.633	1.489
 2	 3	 5	217.440	2.339
 2	 3	 6	216.732	1.414
 2	 3	 7	215.573	1.593
 2	 4	 0	222.564	2.599
 2	 4	 1	221.563	1.515
 2	 4	 2	220.636	1.329
 2	 4	 3	219.553	1.589
 2	 4	 4	218.646	1.693
 2	 4	 5	217.594	1.779
 2	 4	 6	216.810	1.393
 2	 4	 7	215.726	1.598
 2	 5	 0	222.594	1.911
 2	 5	 1	221.461	1.692
 2	 5	 2	220.707	1.387
 2	 5	 3	219.550	1.599
 2	 5	 4	218.672	1.551
 2	 5	 5	217.637	1.449
 2	 5	 6	216.837	1.321
 2	 5	 7	215.770	1.576
 2	 6	 0	222.517	2.212
 2	 6	 1	221.589	1.490
 2	 6	 2	220.595	1.502
 2	 6	 3	219.602	1.379
 2	 6	 4	218.632	1.689
 2	 6	 5	217.651	1.303
 2	 6	 6	216.716	1.533
 2	 6	 7	215.705	1.597
 2	 7	 0	222.632	1.843
 2	 7	 1	221.615	1.448
 2	 7	 2	220.572	3.257
 2	 7	 3	219.581	1.383
 2	 7	 4	218.739	1.523
 2	 7	 5	217.647	1.394
 2	 7	 6	216.766	1.297
 2	 7	 7	215.664	1.627
 3	 0	 0	218.569	1.349
 3	 0	 1	217.598	1.803
 3	 0	 2	216.696	1.379
 3	 0	 3	215.646	1.507
 3	 0	 4	214.728	1.418
 3	 0	 5	213.640	1.407
 3	 0	 6	212.687	1.141
 3	 0	 7	211.716	1.373
 3	 1	 0	218.513	1.761
 3	 1	 1	217.573	2.532
 3	 1	 2	216.600	1.716
 3	 1	 3	215.628	2.025
 3	 1	 4	214.650	1.814
 3	 1	 5	213.708	1.896
 3	 1	 6	212.759	1.683
 3	 1	 7	211.784	2.033
 3	 2	 0	218.450	2.302
 3	 2	 1	217.568	2.611
 3	 2	 2	216.551	1.974
 3	 2	 3	215.613	2.241
 3	 2	 4	214.564	2.177
 3	 2	 5	213.602	2.280
 3	 2	 6	212.765	2.182
 3	 2	 7	211.700	2.165
 3	 3	 0	218.528	2.674
 3	 3	 1	217.379	2.916
 3	 3	 2	216.667	2.252
 3	 3	 3	215.514	2.365
 3	 3	 4	214.696	2.471
 3	 3	 5	213.550	4.199
 3	 3	 6	212.837	2.393
 3	 3	 7	211.711	2.552
 3	 4	 0	218.541	4.009
 3	 4	 1	217.515	2.493
 3	 4	 2	216.640	2.268
 3	 4	 3	215.603	2.563
 3	 4	 4	214.682	2.638
 3	 4	 5	213.779	2.586
 3	 4	 6	212.822	2.293
 3	 4	 7	211.799	2.496
 3	 5	 0	218.530	3.045
 3	 5	 1	217.616	2.696
 3	 5	 2	216.653	2.317
 3	 5	 3	215.682	2.835
 3	 5	 4	214.757	2.708
 3	 5	 5	213.632	2.559
 3	 5	 6	212.788	2.408
 3	 5	 7	211.756	2.701
 3	 6	 0	218.608	3.460
 3	 6	 1	217.468	2.582
 3	 6	 2	216.807	2.100
 3	 6	 3	215.553	2.491
 3	 6	 4	214.795	2.705
 3	 6	 5	213.676	2.381
 3	 6	 6	212.812	2.509
 3	 6	 7	211.797	2.578
 3	 7	 0	218.629	2.892
 3	 7	 1	217.499	2.313
 3	 7	 2	216.618	4.928
 3	 7	 3	215.613	2.170
 3	 7	 4	214.723	2.443
 3	 7	 5	213.777	2.267
 3	 7	 6	212.877	2.060
 3	 7	 7	211.832	2.430
 4	 0	 0	230.256	1.421
 4	 0	 1	229.319	2.113
 4	 0	 2	228.359	1.621
 4	 0	 3	227.307	1.916
 4	 0	 4	226.335	1.534
 4	 0	 5	225.300	1.668
 4	 0	 6	224.307	1.691
 4	 0	 7	223.221	1.703
 4	 1	 0	230.437	2.336
 4	 1	 1	229.230	3.437
 4	 1	 2	228.349	2.119
 4	 1	 3	227.280	2.168
 4	 1	 4	226.400	2.147
 4	 1	 5	225.266	2.083
 4	 1	 6	224.349	2.218
 4	 1	 7	223.350	2.278
 4	 2	 0	230.437	3.282
 4	 2	 1	229.456	4.684
 4	 2	 2	228.496	2.502
 4	 2	 3	227.385	2.831
 4	 2	 4	226.511	2.737
 4	 2	 5	225.385	2.921
 4	 2	 6	224.319	2.417
 4	 2	 7	223.458	3.028
 4	 3	 0	230.501	2.907
 4	 3	 1	229.467	3.717
 4	 3	 2	228.518	2.840
 4	 3	 3	227.406	3.180
 4	 3	 4	226.570	2.771
 4	 3	 5	225.416	3.261
 4	 3	 6	224.400	2.581
 4	 3	 7	223.400	2.682
 4	 4	 0	230.628	5.067
 4	 4	 1	229.537	3.366
 4	 4	 2	228.528	2.790
 4	 4	 3	227.502	3.684
 4	 4	 4	226.601	3.375
 4	 4	 5	225.536	3.559
 4	 4	 6	224.556	2.883
 4	 4	 7	223.425	3.015
 4	 5	 0	230.670	4.445
 4	 5	 1	229.536	3.195
 4	 5	 2	228.628	3.089
 4	 5	 3	227.467	3.007
 4	 5	 4	226.553	3.041
 4	 5	 5	225.678	3.325
 4	 5	 6	224.585	3.109
 4	 5	 7	223.502	3.167
 4	 6	 0	230.736	4.820
 4	 6	 1	229.565	3.521
 4	 6	 2	228.620	2.520
 4	 6	 3	227.564	3.003
 4	 6	 4	226.597	3.231
 4	 6	 5	225.518	3.433
 4	 6	 6	224.531	2.587
 4	 6	 7	223.481	3.057
 4	 7	 0	230.657	4.461
 4	 7	 1	229.512	3.113
 4	 7	 2	228.375	4.626
 4	 7	 3	227.562	3.105
 4	 7	 4	226.670	3.567
 4	 7	 5	225.543	2.565
 4	 7	 6	224.648	3.068
 4	 7	 7	223.534	3.076
 5	 0	 0	226.236	2.059
 5	 0	 1	225.134	2.897
 5	 0	 2	224.153	2.177
 5	 0	 3	223.125	2.300
 5	 0	 4	222.340	2.117
 5	 0	 5	221.207	2.351
 5	 0	 6	220.312	1.942
 5	 0	 7	219.261	1.896
 5	 1	 0	226.237	3.125
 5	 1	 1	225.217	4.604
 5	 1	 2	224.151	2.725
 5	 1	 3	223.106	3.265
 5	 1	 4	222.353	2.894
 5	 1	 5	221.301	2.870
 5	 1	 6	220.391	2.665
 5	 1	 7	219.240	3.058
 5	 2	 0	226.248	4.285
 5	 2	 1	225.413	6.100
 5	 2	 2	224.292	3.577
 5	 2	 3	223.303	3.934
 5	 2	 4	222.318	3.617
 5	 2	 5	221.258	3.730
 5	 2	 6	220.042	3.685
 5	 2	 7	219.265	3.629
 5	 3	 0	226.104	4.185
 5	 3	 1	225.190	5.531
 5	 3	 2	224.064	3.876
 5	 3	 3	223.221	4.169
 5	 3	 4	222.175	4.123
 5	 3	 5	220.585	6.142
 5	 3	 6	220.281	3.890
 5	 3	 7	219.131	4.256
 5	 4	 0	226.164	6.948
 5	 4	 1	225.207	4.525
 5	 4	 2	224.179	3.659
 5	 4	 3	223.407	4.689
 5	 4	 4	222.306	5.060
 5	 4	 5	221.285	5.232
 5	 4	 6	220.337	3.669
 5	 4	 7	219.146	4.331
 5	 5	 0	226.248	6.014
 5	 5	 1	225.035	5.101
 5	 5	 2	224.204	4.280
 5	 5	 3	223.046	4.664
 5	 5	 4	222.285	4.344
 5	 5	 5	221.261	4.660
 5	 5	 6	220.269	4.093
 5	 5	 7	219.265	4.359
 5	 6	 0	226.278	6.943
 5	 6	 1	225.134	4.508
 5	 6	 2	224.173	4.187
 5	 6	 3	223.206	4.032
 5	 6	 4	222.195	4.949
 5	 6	 5	221.338	4.280
 5	 6	 6	220.127	4.185
 5	 6	 7	219.215	4.377
 5	 7	 0	226.564	6.098
 5	 7	 1	225.172	4.071
 5	 7	 2	223.365	7.100
 5	 7	 3	223.268	3.942
 5	 7	 4	222.399	4.637
 5	 7	 5	221.122	3.733
 5	 7	 6	220.197	4.025
 5	 7	 7	219.292	4.431
 6	 0	 0	221.920	3.093
 6	 0	 1	220.897	4.086
 6	 0	 2	219.987	3.155
 6	 0	 3	219.079	3.351
 6	 0	 4	218.017	3.318
 6	 0	 5	217.116	3.298
 6	 0	 6	216.194	2.977
 6	 0	 7	215.054	3.120
 6	 1	 0	222.082	4.314
 6	 1	 1	221.236	6.375
 6	 1	 2	220.043	3.937
 6	 1	 3	218.721	4.265
 6	 1	 4	218.014	4.203
 6	 1	 5	216.995	4.171
 6	 1	 6	216.315	3.921
 6	 1	 7	214.958	4.436
 6	 2	 0	222.021	5.931
 6	 2	 1	221.189	7.774
 6	 2	 2	220.024	4.972
 6	 2	 3	219.028	5.234
 6	 2	 4	218.004	4.910
 6	 2	 5	216.952	5.357
 6	 2	 6	215.927	4.692
 6	 2	 7	214.974	5.270
 6	 3	 0	221.881	5.909
 6	 3	 1	220.978	7.619
 6	 3	 2	219.920	4.928
 6	 3	 3	218.910	5.801
 6	 3	 4	217.833	5.375
