ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	220.072	0.840
 0	 0	 1	218.955	0.820
 0	 0	 2	218.072	0.872
 0	 0	 3	217.014	0.940
 0	 0	 4	216.070	0.916
 0	 0	 5	214.933	0.802
 0	 0	 6	214.059	0.861
 0	 0	 7	212.969	0.868
 0	 1	 0	219.935	1.049
 0	 1	 1	219.025	1.091
 0	 1	 2	218.030	0.993
 0	 1	 3	217.025	1.155
 0	 1	 4	216.129	0.992
 0	 1	 5	214.981	1.026
 0	 1	 6	213.936	1.025
 0	 1	 7	213.052	1.020
 0	 2	 0	220.093	1.274
 0	 2	 1	218.982	1.110
 0	 2	 2	217.985	1.022
 0	 2	 3	216.984	1.096
 0	 2	 4	216.082	1.041
 0	 2	 5	214.907	1.036
 0	 2	 6	214.065	1.362
 0	 2	 7	212.938	1.127
 0	 3	 0	219.944	1.144
 0	 3	 1	219.017	1.358
 0	 3	 2	218.038	1.380
 0	 3	 3	216.970	1.184
 0	 3	 4	216.075	1.293
 0	 3	 5	214.928	1.205
 0	 3	 6	214.028	1.072
 0	 3	 7	212.912	1.139
 0	 4	 0	220.057	1.252
 0	 4	 1	219.019	1.653
 0	 4	 2	218.065	1.407
 0	 4	 3	217.123	1.455
 0	 4	 4	216.056	1.416
 0	 4	 5	214.967	1.389
 0	 4	 6	214.049	1.297
 0	 4	 7	213.140	1.452
 0	 5	 0	220.126	1.453
 0	 5	 1	218.988	1.532
 0	 5	 2	218.178	1.445
 0	 5	 3	217.029	1.218
 0	 5	 4	216.040	1.113
 0	 5	 5	215.028	1.349
 0	 5	 6	214.062	1.402
 0	 5	 7	212.984	1.216
 0	 6	 0	220.091	1.455
 0	 6	 1	218.999	1.204
 0	 6	 2	218.194	1.221
 0	 6	 3	217.062	1.120
 0	 6	 4	216.157	1.402
 0	 6	 5	214.994	1.069
 0	 6	 6	214.122	1.393
 0	 6	 7	213.054	1.620
 0	 7	 0	220.146	1.227
 0	 7	 1	219.122	1.401
 0	 7	 2	218.085	1.080
 0	 7	 3	217.067	1.172
 0	 7	 4	216.061	1.121
 0	 7	 5	215.089	1.382
 0	 7	 6	214.062	1.123
 0	 7	 7	213.089	1.336
 1	 0	 0	228.720	0.491
 1	 0	 1	227.592	0.531
 1	 0	 2	226.664	0.821
 1	 0	 3	225.594	0.488
 1	 0	 4	224.715	0.476
 1	 0	 5	223.592	0.482
 1	 0	 6	222.692	0.527
 1	 0	 7	221.608	0.540
 1	 1	 0	228.676	0.669
 1	 1	 1	227.580	0.566
 1	 1	 2	226.626	0.559
 1	 1	 3	225.601	0.555
 1	 1	 4	224.641	0.604
 1	 1	 5	223.619	0.476
 1	 1	 6	222.699	0.633
 1	 1	 7	221.604	0.596
 1	 2	 0	228.578	0.791
 1	 2	 1	227.567	0.654
 1	 2	 2	226.641	0.706
 1	 2	 3	225.579	0.570
 1	 2	 4	224.647	0.586
 1	 2	 5	223.646	0.566
