ch	pt	m	q
 0	 0	0.9074	3.1430
 0	 1	1.0539	-18.0826
 0	 2	1.2389	-44.9521
 0	 3	1.3289	-57.7151
 0	 4	0.9189	1.7356
 0	 5	0.8869	6.2801
 0	 6	0.9928	-8.8398
 0	 7	0.8544	11.4036
 1	 0	0.7114	55.3715
 1	 1	0.9401	29.8882
 1	 2	0.9613	27.4976
 1	 3	0.9656	26.8076
 1	 4	0.7027	56.3541
 1	 5	0.7088	55.7158
 1	 6	0.6766	59.3046
 1	 7	0.6439	63.1555
 2	 0	0.8329	29.0848
 2	 1	0.8966	20.9473
 2	 2	0.9961	8.2743
 2	 3	1.0672	-0.7255
 2	 4	0.8395	28.1829
 2	 5	0.8255	29.9060
 2	 6	0.8152	31.4689
 2	 7	0.7393	41.1999
 3	 0	0.7460	22.4231
 3	 1	0.8626	4.6649
 3	 2	0.9217	-4.1206
 3	 3	0.9248	-4.6896
 3	 4	0.8233	10.6975
 3	 5	0.8012	14.0092
 3	 6	0.7615	20.0169
 3	 7	0.6994	29.4623
 4	 0	0.7918	56.1001
 4	 1	0.8994	45.3006
 4	 2	0.8706	48.1803
 4	 3	0.9182	43.3617
 4	 4	0.8472	50.7016
 4	 5	0.8220	53.0476
 4	 6	0.8367	51.5066
 4	 7	0.8296	52.3103
 5	 0	0.6156	61.8828
 5	 1	0.6722	55.1736
 5	 2	0.6672	55.7027
 5	 3	0.6837	53.7507
 5	 4	0.6478	58.0963
 5	 5	0.6353	59.5341
 5	 6	0.6219	61.1158
 5	 7	0.6322	59.8477
 6	 0	0.4680	71.4346
 6	 1	0.5151	65.0295
 6	 2	0.5245	63.8076
 6	 3	0.5342	62.3959
 6	 4	0.5253	63.5364
 6	 5	0.5073	65.9856
 6	 6	0.5151	64.8794
 6	 7	0.5122	65.4065
 7	 0	0.4087	87.7330
 7	 1	0.4177	86.6636
 7	 2	0.4283	85.4377
 7	 3	0.4434	83.7160
 7	 4	0.4204	86.3490
 7	 5	0.4168	86.7540
 7	 6	0.4195	86.4062
 7	 7	0.4176	86.6407
 8	 0	0.3497	82.4311
 8	 1	0.3534	81.8818
 8	 2	0.3647	80.1762
 8	 3	0.3719	79.1010
 8	 4	0.3538	81.7460
 8	 5	0.3534	81.8193
 8	 6	0.3507	82.1788
 8	 7	0.3488	82.6233
 9	 0	0.4987	72.7865
 9	 1	0.5214	69.9339
 9	 2	0.5367	68.0871
 9	 3	0.5428	67.3076
 9	 4	0.4990	72.7448
 9	 5	0.5019	72.3506
 9	 6	0.4821	74.8982
 9	 7	0.4658	76.9409
10	 0	0.5562	49.6623
10	 1	0.5634	48.6121
10	 2	0.5965	43.4248
10	 3	0.5971	43.3144
10	 4	0.5478	50.8429
10	 5	0.5318	53.3006
10	 6	0.5310	53.4947
10	 7	0.4974	58.7105
11	 0	0.5806	49.9771
11	 1	0.6208	44.0632
11	 2	0.6276	43.0888
11	 3	0.6363	41.8335
11	 4	0.6096	45.5235
11	 5	0.5789	50.1494
11	 6	0.5771	50.3754
11	 7	0.5435	55.4042
12	 0	0.7792	59.1117
12	 1	0.8364	53.5351
12	 2	0.8445	52.7693
12	 3	0.8413	53.0382
12	 4	0.7575	61.1707
12	 5	0.7174	65.0274
12	 6	0.6644	70.2709
12	 7	0.6186	74.8339
13	 0	0.7982	42.7895
13	 1	0.8352	38.4571
13	 2	0.8700	34.4274
13	 3	0.8457	37.2576
13	 4	0.7174	51.9756
13	 5	0.6404	60.8484
13	 6	0.5936	66.4556
13	 7	0.5275	74.2455
14	 0	0.8234	27.9650
14	 1	0.9586	10.1567
14	 2	0.9218	15.2840
14	 3	0.9146	16.1666
14	 4	0.7131	42.3653
14	 5	0.6163	54.9330
14	 6	0.5514	63.4934
14	 7	0.5157	68.3257
15	 0	0.8391	47.2918
15	 1	0.8890	42.3069
15	 2	0.9602	34.7676
15	 3	0.9035	40.5295
15	 4	0.6701	65.0630
15	 5	0.6115	71.2307
15	 6	0.5676	76.0057
15	 7	0.4722	86.1103
16	 0	0.7183	50.9466
16	 1	0.8375	36.9984
16	 2	0.8547	35.0448
16	 3	0.8838	31.4251
16	 4	0.7589	45.9653
16	 5	0.6545	58.2601
16	 6	0.6770	55.6957
16	 7	0.5925	65.8428
17	 0	0.8273	47.8751
17	 1	0.8710	43.3899
17	 2	0.9695	32.8224
17	 3	0.9559	34.1693
17	 4	0.8424	46.1519
17	 5	0.7733	53.4285
17	 6	0.7758	53.2233
17	 7	0.6683	64.7981
18	 0	0.8554	24.4128
18	 1	0.9335	14.2939
18	 2	0.9664	10.0598
18	 3	0.9756	8.7335
18	 4	0.8459	25.6970
18	 5	0.7758	34.7030
18	 6	0.8041	31.0410
18	 7	0.7214	41.8828
19	 0	0.7671	40.4750
19	 1	0.8686	27.9122
19	 2	0.8586	29.2281
19	 3	0.8562	29.4988
19	 4	0.7840	38.2601
19	 5	0.7789	39.0258
19	 6	0.7797	38.8492
19	 7	0.7002	48.8162
20	 0	0.7163	25.2955
20	 1	0.7442	21.1499
20	 2	0.7609	18.6640
20	 3	0.7456	20.9886
20	 4	0.7307	23.2632
20	 5	0.6894	29.6012
20	 6	0.6669	32.9668
20	 7	0.6527	35.1124
21	 0	0.7287	62.7284
21	 1	0.7482	60.9985
21	 2	0.7775	58.0614
21	 3	0.7677	58.8851
21	 4	0.7242	63.2253
21	 5	0.7271	62.9553
21	 6	0.7156	64.1097
21	 7	0.6873	67.0326
22	 0	0.5700	49.2411
22	 1	0.5858	46.8121
22	 2	0.5965	45.2134
22	 3	0.5856	46.8986
22	 4	0.5641	50.0939
22	 5	0.5705	49.1267
22	 6	0.5629	50.3189
22	 7	0.5559	51.3036
23	 0	0.4656	54.9171
23	 1	0.4527	57.3939
23	 2	0.4583	56.2912
23	 3	0.4581	56.3282
23	 4	0.4372	59.9198
23	 5	0.4388	59.5750
23	 6	0.4480	58.0064
23	 7	0.4326	60.5559
24	 0	0.5079	66.9938
24	 1	0.4871	69.8841
24	 2	0.5055	67.3028
24	 3	0.5061	67.3178
24	 4	0.4868	69.8703
24	 5	0.4865	69.9006
24	 6	0.4968	68.5475
24	 7	0.4895	69.5147
25	 0	0.5462	51.0942
25	 1	0.5628	48.5501
25	 2	0.5787	46.0849
25	 3	0.5832	45.3781
25	 4	0.5449	51.2572
25	 5	0.5416	51.7601
25	 6	0.5470	50.8170
25	 7	0.5326	53.1401
26	 0	0.7504	49.9733
26	 1	0.7668	48.2203
26	 2	0.7995	44.3909
26	 3	0.7950	44.9926
26	 4	0.7412	51.1298
26	 5	0.7323	52.0422
26	 6	0.7315	52.1308
26	 7	0.6885	56.9877
27	 0	0.6912	8.6625
27	 1	0.7271	2.0997
27	 2	0.7775	-7.0378
27	 3	0.7757	-6.7550
27	 4	0.7267	2.2879
27	 5	0.6964	7.9351
27	 6	0.6737	11.8024
27	 7	0.6473	16.9186
28	 0	0.7478	-8.0773
28	 1	0.7967	-17.5376
28	 2	0.8400	-25.5591
28	 3	0.8440	-26.4658
28	 4	0.7289	-4.4864
28	 5	0.6808	4.6792
28	 6	0.6702	6.6524
28	 7	0.6287	14.7597
29	 0	0.7347	31.1181
29	 1	0.8753	11.3452
29	 2	0.9464	1.2855
29	 3	0.9471	1.0267
29	 4	0.7739	25.7660
29	 5	0.7204	33.3400
29	 6	0.7300	31.9025
29	 7	0.6460	44.0300
30	 0	0.6928	33.4317
30	 1	0.8211	14.7032
30	 2	0.9522	-4.5220
30	 3	0.9145	0.7793
30	 4	0.7598	23.4938
30	 5	0.7106	30.8249
30	 6	0.7454	25.7062
30	 7	0.6126	45.3640
31	 0	0.6026	32.7910
31	 1	0.7878	1.3307
31	 2	0.8466	-8.4879
31	 3	0.9092	-19.4240
31	 4	0.8007	-0.8600
31	 5	0.6916	17.6411
31	 6	0.7278	11.4007
31	 7	0.6341	27.6132
