INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.526	2.918	3.088	2.563
 0	 1	2.842	2.612	2.690	2.466
 0	 2	2.835	2.605	2.786	2.574
 0	 3	3.101	2.834	3.056	2.807
 0	 4	2.804	2.700	2.781	2.686
 0	 5	3.123	2.975	3.126	2.978
 0	 6	3.238	3.104	3.332	3.181
 0	 7	3.209	3.089	3.353	3.223
 1	 0	4.165	3.331	3.505	2.808
 1	 1	3.350	3.041	2.977	2.690
 1	 2	3.298	2.995	3.044	2.721
 1	 3	3.373	3.162	3.194	3.039
 1	 4	3.144	2.939	2.962	2.774
 1	 5	3.396	3.266	3.176	3.048
 1	 6	3.486	3.430	3.352	3.254
 1	 7	3.591	3.406	3.484	3.297
 2	 0	3.254	3.110	2.722	2.601
 2	 1	3.266	3.083	2.809	2.666
 2	 2	3.208	3.117	2.813	2.727
 2	 3	2.914	2.826	2.616	2.531
 2	 4	3.080	3.011	2.728	2.692
 2	 5	3.008	2.978	2.738	2.718
 2	 6	2.985	2.950	2.754	2.727
 2	 7	3.277	3.142	3.003	2.897
 3	 0	3.501	3.252	2.854	2.667
 3	 1	3.413	3.363	2.918	2.869
 3	 2	3.314	3.284	2.866	2.841
 3	 3	3.263	3.208	2.875	2.830
 3	 4	3.259	3.210	2.854	2.817
 3	 5	3.184	3.101	2.896	2.810
 3	 6	3.096	3.032	2.888	2.805
 3	 7	3.459	3.374	3.268	3.177
 4	 0	3.295	3.255	2.680	2.628
 4	 1	3.193	3.109	2.702	2.635
 4	 2	3.034	3.030	2.599	2.575
 4	 3	2.716	2.713	2.379	2.372
 4	 4	2.991	2.937	2.516	2.483
 4	 5	2.954	2.966	2.559	2.569
 4	 6	2.949	2.943	2.649	2.609
 4	 7	3.035	2.980	2.684	2.656
 5	 0	2.907	2.830	2.338	2.267
 5	 1	2.631	2.528	2.326	2.248
 5	 2	2.553	2.517	2.337	2.285
 5	 3	2.590	2.517	2.453	2.413
 5	 4	2.734	2.626	2.523	2.473
 5	 5	2.700	2.625	2.652	2.595
 5	 6	2.872	2.834	2.871	2.822
 5	 7	3.155	3.127	3.113	3.122
 6	 0	3.452	3.282	2.793	2.632
 6	 1	3.155	3.116	2.717	2.666
 6	 2	3.177	3.064	2.773	2.669
 6	 3	3.113	2.973	2.799	2.712
 6	 4	3.212	3.074	2.831	2.837
 6	 5	3.250	3.175	3.016	2.894
 6	 6	3.353	3.373	3.185	3.155
 6	 7	3.467	3.399	3.204	3.209
 7	 0	4.024	3.880	3.141	3.024
 7	 1	3.552	3.305	3.007	2.803
 7	 2	3.347	3.285	2.881	2.808
