ch	pt	m	q
 0	 0	3.3092	-377.2197
 0	 1	3.0797	-339.8614
 0	 2	2.7982	-293.9183
 0	 3	2.6146	-262.9210
 0	 4	3.2462	-367.3463
 0	 5	3.2037	-360.3871
 0	 6	3.2430	-366.6778
 0	 7	3.3728	-387.3230
 1	 0	2.5852	-269.4317
 1	 1	2.4889	-253.0807
 1	 2	2.2515	-213.3755
 1	 3	2.0742	-182.8239
 1	 4	2.5649	-265.8076
 1	 5	2.5212	-258.5607
 1	 6	2.5474	-263.2714
 1	 7	2.6388	-277.7342
 2	 0	2.1421	-165.5799
 2	 1	2.0171	-146.0849
 2	 2	1.8527	-120.4735
 2	 3	1.7438	-103.2383
 2	 4	2.0872	-157.2810
 2	 5	2.0566	-152.2246
 2	 6	2.0750	-155.0144
 2	 7	2.1437	-165.6720
 3	 0	1.5205	-102.7295
 3	 1	1.4413	-88.2573
 3	 2	1.3352	-69.5623
 3	 3	1.2563	-55.2642
 3	 4	1.4705	-93.5706
 3	 5	1.4393	-87.9525
 3	 6	1.4607	-92.2478
 3	 7	1.4865	-96.4501
 4	 0	1.1547	17.4894
 4	 1	1.1736	14.7152
 4	 2	1.1587	17.0419
 4	 3	1.1639	16.4473
 4	 4	1.1113	23.0653
 4	 5	1.1321	20.5665
 4	 6	1.1129	23.0916
 4	 7	1.1333	20.4598
 5	 0	0.8946	36.8673
 5	 1	0.9200	32.7714
 5	 2	0.9072	34.7000
 5	 3	0.9100	34.2677
 5	 4	0.8548	42.3422
 5	 5	0.8749	39.6681
 5	 6	0.8478	43.3771
 5	 7	0.8531	42.8965
 6	 0	0.6547	60.8020
 6	 1	0.7316	47.9175
 6	 2	0.7419	46.4081
 6	 3	0.7525	45.1156
 6	 4	0.6616	59.6288
 6	 5	0.6793	56.7617
 6	 6	0.6522	61.3323
 6	 7	0.6481	61.4911
 7	 0	0.5494	79.3587
 7	 1	0.6301	66.3539
 7	 2	0.6512	62.9343
 7	 3	0.6568	62.0945
 7	 4	0.5589	77.6137
 7	 5	0.5759	75.1440
 7	 6	0.5478	79.8858
 7	 7	0.5392	80.7318
 8	 0	0.5359	78.2031
 8	 1	0.6162	65.0199
 8	 2	0.6415	61.5608
 8	 3	0.6500	59.9725
 8	 4	0.5614	74.1716
 8	 5	0.5754	71.8943
 8	 6	0.5534	75.8650
 8	 7	0.5399	77.6397
 9	 0	0.6672	45.0371
 9	 1	0.7116	37.1491
 9	 2	0.7018	39.1955
 9	 3	0.7134	37.0623
 9	 4	0.6510	48.2193
 9	 5	0.6632	46.0442
 9	 6	0.6515	47.9663
 9	 7	0.6471	48.7365
10	 0	0.8616	35.2028
10	 1	0.9151	26.8549
10	 2	0.9194	26.6367
10	 3	0.9347	24.5091
10	 4	0.8558	36.1477
10	 5	0.8736	33.4661
10	 6	0.8665	34.6951
10	 7	0.8689	34.1613
11	 0	0.9361	20.3549
11	 1	0.9770	13.8158
11	 2	0.9748	14.6020
11	 3	0.9900	12.5645
11	 4	0.9241	22.4104
11	 5	0.9417	19.8618
11	 6	0.9413	19.9880
11	 7	0.9450	19.2147
12	 0	1.1830	22.1233
12	 1	1.1704	22.9889
12	 2	1.1519	25.4231
12	 3	1.1654	23.7257
12	 4	1.1359	27.5843
12	 5	1.1522	25.5887
12	 6	1.1638	24.3993
12	 7	1.1770	23.0267
13	 0	1.5180	-53.7557
13	 1	1.4255	-40.0753
13	 2	1.3495	-28.6670
13	 3	1.3137	-23.0984
13	 4	1.4564	-43.9818
13	 5	1.4425	-42.3660
13	 6	1.4965	-50.9741
13	 7	1.5180	-53.7516
14	 0	1.9086	-147.6297
14	 1	1.7699	-124.2423
14	 2	1.6360	-102.0518
14	 3	1.5633	-90.0256
14	 4	1.8389	-135.9176
14	 5	1.7838	-126.7075
14	 6	1.9116	-148.3821
14	 7	1.9443	-153.0327
15	 0	1.9727	-153.8942
15	 1	1.8567	-134.2742
15	 2	1.7048	-109.5547
15	 3	1.6276	-97.2070
15	 4	1.9249	-145.8155
15	 5	1.8594	-135.0760
15	 6	2.0095	-159.6644
15	 7	2.0433	-164.7088
16	 0	2.1680	-221.4185
16	 1	2.0381	-197.4704
16	 2	1.8347	-161.9737
16	 3	1.7037	-137.8773
16	 4	2.2459	-235.7444
16	 5	2.1340	-215.5500
16	 6	2.2544	-237.3814
16	 7	2.3032	-245.8935
17	 0	1.7380	-190.4516
17	 1	1.5166	-144.2864
17	 2	1.3866	-117.7528
17	 3	1.2884	-97.2844
17	 4	1.7474	-191.9260
17	 5	1.6286	-167.7996
17	 6	1.7391	-190.7458
17	 7	1.7731	-197.0891
18	 0	1.2983	-46.3731
18	 1	1.1302	-18.0892
18	 2	1.0776	-10.0958
18	 3	1.0319	-2.3424
18	 4	1.3147	-48.8220
18	 5	1.2484	-38.0673
18	 6	1.3025	-47.1483
18	 7	1.3315	-51.6384
19	 0	0.9672	-13.1115
19	 1	0.8710	5.3797
19	 2	0.8480	9.2549
19	 3	0.8409	10.6470
19	 4	0.9908	-17.1738
19	 5	0.9525	-10.2770
19	 6	0.9805	-15.6565
19	 7	0.9914	-17.3354
20	 0	0.7796	38.6876
20	 1	0.7548	42.6318
20	 2	0.7688	40.0559
20	 3	0.7791	38.7792
20	 4	0.8156	32.6700
20	 5	0.7968	35.9064
20	 6	0.8121	33.5008
20	 7	0.8226	31.5088
21	 0	0.7072	66.9511
21	 1	0.6858	68.8571
21	 2	0.6759	69.8880
21	 3	0.6871	68.0100
21	 4	0.7288	63.5010
21	 5	0.7098	66.0491
21	 6	0.7217	64.3444
21	 7	0.7273	63.6935
22	 0	0.4976	52.2885
22	 1	0.4983	52.6153
22	 2	0.4858	55.5051
22	 3	0.4912	54.0650
22	 4	0.5167	48.1689
22	 5	0.5010	51.5785
22	 6	0.5094	49.4775
22	 7	0.5138	48.5211
23	 0	0.4962	74.0794
23	 1	0.5178	70.5919
23	 2	0.5461	65.4401
23	 3	0.5511	63.6297
23	 4	0.5418	65.7648
23	 5	0.5276	68.3331
23	 6	0.5312	67.4391
23	 7	0.5284	68.1517
24	 0	0.4248	92.8133
24	 1	0.4140	95.0205
24	 2	0.4291	92.9841
24	 3	0.4589	87.3948
24	 4	0.4921	81.7509
24	 5	0.4806	83.4026
24	 6	0.4725	85.5428
24	 7	0.4721	85.1149
25	 0	0.5387	72.7867
25	 1	0.5276	74.7401
25	 2	0.5491	70.8510
25	 3	0.5525	70.0623
25	 4	0.5801	65.6482
25	 5	0.5698	67.3469
25	 6	0.5665	68.2739
25	 7	0.5746	66.5707
26	 0	0.6700	22.8561
26	 1	0.6238	33.1114
26	 2	0.5963	39.2280
26	 3	0.6005	38.2881
26	 4	0.6864	19.7293
26	 5	0.6693	23.1517
26	 6	0.6682	23.3529
26	 7	0.6912	18.5683
27	 0	0.8881	16.5152
27	 1	0.7940	32.4397
27	 2	0.7760	35.5174
27	 3	0.7839	34.1559
27	 4	0.9012	14.5406
27	 5	0.8797	18.0903
27	 6	0.8884	16.4701
27	 7	0.9172	11.8951
28	 0	1.3846	-13.8278
28	 1	1.2325	5.2949
28	 2	1.2462	3.4316
28	 3	1.2431	4.4240
28	 4	1.3886	-14.9357
28	 5	1.3638	-11.5885
28	 6	1.3793	-13.6676
28	 7	1.4547	-23.4129
29	 0	2.0912	-123.7248
29	 1	1.7419	-75.0279
29	 2	1.6612	-64.0629
29	 3	1.6300	-59.3215
29	 4	2.0921	-123.8446
29	 5	2.0177	-113.5305
29	 6	2.0643	-119.9066
29	 7	2.1845	-136.0395
30	 0	2.5098	-301.8228
30	 1	2.1522	-234.9774
30	 2	1.9591	-199.4547
30	 3	1.8240	-173.6947
30	 4	2.5733	-314.2700
30	 5	2.4155	-285.3841
30	 6	2.5142	-303.8043
30	 7	2.6381	-326.2774
31	 0	2.3547	-264.0538
31	 1	2.0990	-216.5786
31	 2	1.8850	-178.1731
31	 3	1.7449	-151.8792
31	 4	2.4384	-278.9105
31	 5	2.3300	-259.1176
31	 6	2.3899	-270.7463
31	 7	2.4974	-289.8642
