ch	pt	m	q
 9	 7	0.5684	72.1443
10	 0	0.5661	64.3895
10	 1	0.6068	59.6155
10	 2	0.6413	55.7032
10	 3	0.6350	56.4557
10	 4	0.6361	56.3484
10	 5	0.6305	56.9496
10	 6	0.6386	55.9356
10	 7	0.6224	57.9086
11	 0	0.7083	64.2604
11	 1	0.7851	57.1338
11	 2	0.8219	53.9182
11	 3	0.8340	52.7695
11	 4	0.8343	52.8380
11	 5	0.8249	53.4870
11	 6	0.8241	53.2722
11	 7	0.8183	53.9793
12	 0	0.6995	31.2101
12	 1	0.8089	15.8754
12	 2	0.8597	8.9575
12	 3	0.8625	8.6398
12	 4	0.8793	6.1364
12	 5	0.8536	9.7571
12	 6	0.8703	7.3988
12	 7	0.8119	15.4060
13	 0	0.7794	52.1013
13	 1	0.8904	41.1173
13	 2	0.9090	39.3283
13	 3	0.9008	40.1065
13	 4	0.8940	40.7748
13	 5	0.8514	44.8765
13	 6	0.8272	47.2527
13	 7	0.7832	51.5476
14	 0	0.7203	44.3110
14	 1	0.9002	23.2241
14	 2	0.9162	21.4233
14	 3	0.9694	15.2766
14	 4	0.9545	16.7541
14	 5	0.8846	25.0309
14	 6	0.8174	32.6923
14	 7	0.7550	39.9792
15	 0	0.7185	30.3366
15	 1	0.9263	2.0378
15	 2	0.9699	-4.1008
15	 3	0.9695	-3.9289
15	 4	0.9162	3.1360
15	 5	0.8242	15.8959
15	 6	0.7873	20.8704
15	 7	0.7230	29.6185
16	 0	0.6962	63.5245
16	 1	0.9378	40.8811
16	 2	1.1323	22.9238
16	 3	1.1837	17.9332
16	 4	1.2024	16.1851
16	 5	1.1680	19.3812
16	 6	1.1818	18.0164
16	 7	1.1074	24.8069
17	 0	0.6888	32.1180
17	 1	0.9113	1.0930
17	 2	1.0317	-15.8598
17	 3	1.1165	-27.4686
17	 4	1.1547	-32.7486
17	 5	1.1182	-27.7123
17	 6	1.1397	-30.6959
17	 7	1.1050	-25.7029
18	 0	0.6692	33.3988
18	 1	0.8641	5.7214
18	 2	0.9374	-4.5545
18	 3	0.9323	-3.9435
18	 4	0.9725	-9.5205
18	 5	0.9684	-9.0534
18	 6	0.9613	-8.0467
18	 7	0.9338	-4.1318
19	 0	0.6777	49.8863
19	 1	0.7911	36.8745
19	 2	0.8276	32.5784
19	 3	0.8611	28.5978
19	 4	0.8577	29.1604
19	 5	0.8550	29.4909
19	 6	0.8724	27.4104
19	 7	0.8473	30.3630
20	 0	0.6270	32.0769
20	 1	0.7094	19.4015
20	 2	0.7357	15.3400
20	 3	0.7472	13.6356
20	 4	0.7898	7.2335
20	 5	0.7429	14.3133
20	 6	0.7510	13.1339
20	 7	0.7368	15.2005
21	 0	0.6240	52.3395
21	 1	0.7017	42.8358
21	 2	0.7406	38.1140
21	 3	0.7372	38.6912
21	 4	0.7361	38.8000
21	 5	0.7527	36.8335
21	 6	0.7406	38.3532
21	 7	0.7217	40.7106
22	 0	0.5439	45.8935
22	 1	0.6092	36.0053
22	 2	0.6218	34.1529
22	 3	0.6297	32.9901
22	 4	0.6328	32.5644
22	 5	0.6296	33.0241
22	 6	0.6193	34.5295
22	 7	0.6126	35.5510
23	 0	0.5344	75.5779
23	 1	0.5654	72.4914
23	 2	0.5726	71.7128
23	 3	0.5826	70.8058
23	 4	0.5907	70.0976
23	 5	0.5741	71.6529
23	 6	0.5740	71.6129
23	 7	0.5850	70.5986
24	 0	0.5321	65.1482
24	 1	0.5847	58.8418
24	 2	0.5857	58.7186
24	 3	0.5835	59.1499
24	 4	0.5933	57.9341
24	 5	0.5901	58.2622
24	 6	0.5738	60.1836
24	 7	0.5837	59.0861
25	 0	0.6018	52.5618
25	 1	0.6813	42.4536
25	 2	0.7169	37.9059
25	 3	0.7296	36.4420
25	 4	0.7326	36.0832
25	 5	0.7255	36.9816
25	 6	0.7206	37.5376
25	 7	0.7012	39.9636
26	 0	0.6214	30.9373
26	 1	0.7444	11.5941
26	 2	0.7673	8.1394
26	 3	0.7910	4.3957
26	 4	0.7786	6.3676
26	 5	0.7800	6.1931
26	 6	0.7685	7.9239
26	 7	0.7615	9.0791
27	 0	0.6614	44.2156
27	 1	0.8143	24.8281
27	 2	0.8630	18.7436
27	 3	0.8905	15.1344
27	 4	0.9181	11.6241
27	 5	0.8835	16.2167
27	 6	0.8834	16.3424
27	 7	0.8657	18.3405
28	 0	0.7655	37.6017
28	 1	1.0257	6.8250
28	 2	1.0897	-0.5406
28	 3	1.1504	-7.6556
28	 4	1.1614	-9.1229
28	 5	1.1578	-8.4003
28	 6	1.1517	-7.5839
28	 7	1.1174	-3.4872
29	 0	0.6911	33.8325
29	 1	0.9830	-6.0575
29	 2	1.1379	-27.4512
29	 3	1.2277	-39.5951
29	 4	1.2483	-42.3718
29	 5	1.2411	-41.3178
29	 6	1.2294	-39.7367
29	 7	1.1269	-25.7801
30	 0	0.5694	47.7687
30	 1	0.8572	6.9542
30	 2	1.0161	-15.6201
30	 3	1.1104	-28.7108
30	 4	1.1786	-38.5506
30	 5	1.1381	-32.7204
30	 6	1.2033	-41.7952
30	 7	1.1076	-28.2802
31	 0	0.6174	42.6347
31	 1	1.0037	-11.1717
31	 2	1.1680	-33.9059
31	 3	1.2783	-49.0914
31	 4	1.3384	-57.7040
31	 5	1.2938	-51.3460
31	 6	1.2879	-50.5532
31	 7	1.1788	-35.2900
