ch	pt	m	q
 0	 0	0.8354	20.3657
 0	 1	1.3003	-39.7978
 0	 2	1.4774	-62.6129
 0	 3	1.5439	-71.2745
 0	 4	1.6659	-86.9551
 0	 5	1.5852	-76.6017
 0	 6	1.6224	-81.2046
 0	 7	1.5177	-67.9044
 1	 0	0.7952	25.1318
 1	 1	1.1028	-15.1982
 1	 2	1.3461	-46.9465
 1	 3	1.3594	-48.3855
 1	 4	1.4303	-57.9141
 1	 5	1.4525	-60.7666
 1	 6	1.4730	-63.2267
 1	 7	1.3773	-50.6763
 2	 0	0.7214	22.5894
 2	 1	1.0239	-21.8672
 2	 2	1.1438	-39.4867
 2	 3	1.1899	-46.2526
 2	 4	1.2436	-54.0430
 2	 5	1.2649	-57.0438
 2	 6	1.2046	-48.1735
 2	 7	1.1786	-44.3620
 3	 0	0.7513	47.7687
 3	 1	0.9433	27.1575
 3	 2	1.0235	18.4258
 3	 3	1.0772	12.8811
 3	 4	1.1006	10.1601
 3	 5	1.0643	14.0441
 3	 6	1.0868	11.6774
 3	 7	1.0390	16.7654
 4	 0	0.6442	34.4338
 4	 1	0.7800	14.5760
 4	 2	0.8247	8.1260
 4	 3	0.8495	4.4639
 4	 4	0.8599	2.8809
 4	 5	0.8674	1.7616
 4	 6	0.8588	3.0243
 4	 7	0.8356	6.4642
 5	 0	0.6178	39.5691
 5	 1	0.6840	29.9728
 5	 2	0.7391	22.1430
 5	 3	0.7475	20.9086
 5	 4	0.7618	18.7958
 5	 5	0.7598	18.8674
 5	 6	0.7432	21.4996
 5	 7	0.7351	22.5830
 6	 0	0.5358	48.7771
 6	 1	0.5825	41.7047
 6	 2	0.6086	37.8589
 6	 3	0.6215	35.9037
 6	 4	0.6141	37.0452
 6	 5	0.6329	34.2528
 6	 6	0.6120	37.4061
 6	 7	0.6051	38.4251
 7	 0	0.4464	69.9826
 7	 1	0.4907	64.1059
 7	 2	0.5001	62.8524
 7	 3	0.4970	63.2454
 7	 4	0.4943	63.7093
 7	 5	0.5048	62.3066
 7	 6	0.4944	63.6634
 7	 7	0.4787	65.7959
 8	 0	0.4025	67.9689
 8	 1	0.4252	64.5126
 8	 2	0.4298	63.8225
 8	 3	0.4356	62.9739
 8	 4	0.4259	64.3361
 8	 5	0.4332	63.1673
 8	 6	0.4215	65.0009
 8	 7	0.4165	65.7595
 9	 0	0.5334	75.7516
 9	 1	0.5782	71.2791
 9	 2	0.5911	69.9842
 9	 3	0.5905	70.0590
 9	 4	0.5915	69.8923
 9	 5	0.5823	70.7625
 9	 6	0.5864	70.3715
