INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	7.441	6.578	6.778	5.989
 0	 1	7.662	7.382	7.253	6.995
 0	 2	8.174	7.968	7.877	7.693
 0	 3	9.724	9.524	9.606	9.407
 0	 4	7.746	7.645	7.738	7.657
 0	 5	7.309	7.239	7.449	7.401
 0	 6	8.496	8.415	8.775	8.710
 0	 7	7.497	7.374	7.671	7.558
 1	 0	10.119	8.785	8.429	7.307
 1	 1	10.129	9.651	8.842	8.442
 1	 2	8.482	8.289	7.732	7.552
 1	 3	7.350	7.165	6.845	6.692
 1	 4	8.719	8.660	8.318	8.279
 1	 5	7.049	6.942	6.775	6.672
 1	 6	7.816	7.784	7.608	7.589
 1	 7	7.681	7.570	7.510	7.380
 2	 0	8.879	7.801	7.422	6.498
 2	 1	7.302	7.011	6.526	6.257
 2	 2	7.619	7.359	6.933	6.688
 2	 3	7.545	7.415	7.028	6.918
 2	 4	9.440	9.461	8.685	8.679
 2	 5	6.806	6.666	6.363	6.248
 2	 6	8.427	8.366	8.035	7.971
 2	 7	9.114	9.114	8.642	8.654
 3	 0	6.106	5.455	5.016	4.484
 3	 1	8.198	7.935	7.295	7.055
 3	 2	6.860	6.655	6.241	6.091
 3	 3	7.564	7.459	7.007	6.896
 3	 4	7.912	7.845	7.466	7.424
 3	 5	7.827	7.593	7.376	7.174
 3	 6	7.591	7.505	7.217	7.112
 3	 7	9.683	9.588	9.263	9.161
 4	 0	6.038	5.368	4.921	4.370
 4	 1	6.653	6.437	5.803	5.605
 4	 2	6.775	6.639	6.125	6.022
 4	 3	7.546	7.417	7.091	6.999
 4	 4	7.142	6.980	6.663	6.533
 4	 5	7.834	7.768	7.577	7.492
 4	 6	9.860	9.702	9.626	9.474
 4	 7	9.571	9.518	9.361	9.311
 5	 0	6.326	5.557	5.154	4.505
 5	 1	5.981	5.783	5.270	5.075
