GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 2	 5	0.955	179.970	0.9985	0.839	0.945	180.602	0.9975	1.058	1.034	178.825	0.9974	1.985	1.034	178.875	0.9974	1.872
 2	 6	0.919	180.845	0.9996	0.401	0.922	180.574	0.9998	0.297	1.014	178.714	0.9971	1.347	1.021	178.364	0.9972	1.236
 2	 7	0.924	178.855	1.0000	0.097	0.916	179.416	0.9999	0.211	1.010	177.412	0.9970	1.883	1.008	177.545	0.9970	1.726
 3	 0	1.018	187.920	0.9997	0.364	1.047	185.351	0.9991	0.690	1.295	176.298	1.0000	1.906	1.290	176.382	1.0000	1.356
 3	 1	0.972	182.155	0.9997	0.382	0.964	182.598	0.9998	0.276	1.119	177.291	0.9971	1.387	1.117	177.477	0.9970	0.981
 3	 2	0.938	180.520	0.9996	0.436	0.967	178.412	0.9995	0.479	1.078	175.970	0.9971	0.941	1.073	176.270	0.9972	1.149
 3	 3	0.933	178.640	0.9993	0.533	0.953	177.133	0.9999	0.155	1.040	175.893	0.9987	1.979	1.046	175.614	0.9986	1.717
 3	 4	0.911	179.010	0.9990	0.637	0.908	179.111	0.9994	0.507	1.022	175.689	0.9975	1.274	1.028	175.292	0.9974	1.125
 3	 5	0.937	175.215	0.9997	0.334	0.919	176.303	1.0000	0.133	1.021	174.130	0.9970	1.992	1.016	174.235	0.9972	1.601
 3	 6	0.886	176.950	0.9998	0.286	0.889	176.554	0.9990	0.634	0.980	174.827	0.9972	1.600	0.986	174.346	0.9970	1.707
 3	 7	0.905	173.965	1.0000	0.062	0.899	174.452	0.9999	0.172	0.980	173.322	0.9969	1.804	0.975	173.588	0.9970	1.581
 4	 0	1.104	166.970	0.9972	1.312	1.146	163.580	0.9975	1.280	1.392	155.347	0.9999	2.298	1.382	155.731	0.9999	2.166
 4	 1	1.035	161.860	0.9994	0.551	1.051	160.401	0.9994	0.578	1.195	156.490	0.9972	1.907	1.203	156.104	0.9968	1.319
 4	 2	0.994	159.785	1.0000	0.122	1.046	156.170	0.9995	0.512	1.148	154.715	0.9972	1.583	1.152	154.658	0.9973	1.696
 4	 3	0.979	158.290	0.9977	1.044	0.996	157.037	0.9997	0.386	1.091	155.447	0.9987	3.092	1.112	154.573	0.9985	2.542
 4	 4	0.940	159.925	0.9969	1.173	0.968	157.710	0.9998	0.339	1.077	154.867	0.9978	1.146	1.100	153.708	0.9974	1.087
 4	 5	0.984	154.715	0.9989	0.729	0.958	156.145	0.9985	0.818	1.080	152.822	0.9972	1.917	1.078	152.634	0.9971	1.228
 4	 6	0.918	156.760	0.9999	0.167	0.917	156.579	0.9999	0.180	1.016	154.273	0.9974	1.938	1.020	153.688	0.9974	1.657
 4	 7	0.925	154.590	0.9998	0.324	0.907	155.960	0.9991	0.623	1.025	152.137	0.9971	1.663	1.008	152.962	0.9973	1.163
 5	 0	1.018	121.140	0.9971	1.225	1.062	117.425	0.9957	1.563	1.348	105.908	0.9999	2.886	1.343	106.009	0.9999	2.137
 5	 1	0.987	113.460	0.9998	0.314	1.014	110.951	0.9995	0.519	1.154	107.106	0.9971	2.330	1.153	107.142	0.9971	1.351
 5	 2	0.966	110.320	0.9996	0.424	1.021	106.409	0.9990	0.706	1.112	105.633	0.9970	1.628	1.108	105.803	0.9972	1.991
 5	 3	0.961	108.490	0.9974	1.087	0.989	106.498	0.9998	0.339	1.063	106.148	0.9986	2.847	1.072	105.825	0.9985	1.834
 5	 4	0.929	109.340	0.9952	1.448	0.947	107.697	0.9992	0.612	1.037	105.865	0.9978	1.746	1.059	104.524	0.9975	0.923
 5	 5	0.984	103.825	0.9976	1.077	0.933	107.125	0.9976	1.022	1.052	103.847	0.9969	2.819	1.041	104.193	0.9970	2.221
 5	 6	0.893	107.540	0.9997	0.341	0.908	106.205	0.9992	0.583	0.991	105.101	0.9970	2.685	1.007	104.070	0.9967	2.706
 5	 7	0.923	103.835	0.9991	0.603	0.903	105.192	0.9992	0.571	1.006	102.809	0.9968	2.359	0.996	103.246	0.9970	1.976
 6	 0	1.092	187.475	0.9929	2.066	1.167	181.325	0.9959	1.666	1.465	169.823	0.9998	4.194	1.449	170.324	0.9999	2.627
 6	 1	1.023	180.065	0.9992	0.641	1.050	177.576	0.9998	0.308	1.228	170.919	0.9975	3.456	1.241	170.438	0.9972	1.890
 6	 2	1.002	175.565	0.9990	0.698	1.090	169.538	0.9996	0.515	1.187	168.427	0.9973	2.625	1.183	168.778	0.9974	2.109
 6	 3	1.005	172.340	0.9967	1.299	1.028	170.745	0.9988	0.786	1.116	169.143	0.9985	4.830	1.132	168.265	0.9985	2.923
 6	 4	0.984	172.535	0.9943	1.660	1.018	170.093	0.9983	0.928	1.092	169.112	0.9978	2.073	1.142	166.716	0.9972	1.455
 6	 5	1.053	165.320	0.9960	1.486	1.004	168.402	0.9979	1.029	1.111	166.114	0.9970	3.588	1.122	165.278	0.9967	2.019
 6	 6	0.946	169.815	0.9998	0.277	0.965	168.029	0.9987	0.791	1.039	168.067	0.9971	2.898	1.050	166.862	0.9965	3.085
 6	 7	0.974	165.695	0.9999	0.259	0.925	169.571	0.9998	0.324	1.063	164.579	0.9968	2.533	1.043	165.517	0.9972	1.207
 7	 0	0.930	223.630	0.9881	2.277	1.016	216.514	0.9954	1.549	1.325	203.942	0.9997	4.610	1.314	204.400	0.9999	2.499
 7	 1	0.907	214.915	0.9956	1.341	0.945	211.374	0.9973	1.094	1.123	205.103	0.9974	3.996	1.135	204.580	0.9970	2.283
 7	 2	0.867	212.955	0.9982	0.814	0.969	205.802	0.9996	0.420	1.101	202.771	0.9969	3.359	1.094	203.198	0.9974	1.512
 7	 3	0.891	209.545	0.9883	2.164	0.933	206.527	0.9965	1.242	1.040	204.069	0.9981	6.785	1.049	203.363	0.9985	3.812
 7	 4	0.872	210.190	0.9837	2.507	0.920	206.613	0.9992	0.587	1.024	204.016	0.9976	2.830	1.095	200.629	0.9970	1.796
 7	 5	0.995	199.795	0.9924	1.949	0.920	204.379	0.9922	1.825	1.063	200.567	0.9963	4.404	1.078	199.533	0.9966	2.563
 7	 6	0.831	209.045	0.9980	0.838	0.833	208.453	0.9980	0.840	0.997	202.789	0.9965	2.976	1.032	200.495	0.9954	3.504
 7	 7	0.905	202.175	0.9982	0.871	0.871	204.716	0.9962	1.205	1.051	198.524	0.9960	3.007	1.008	200.448	0.9966	1.935
 8	 0	0.940	185.995	0.9742	3.421	1.067	176.308	0.9967	1.378	1.294	167.069	0.9994	6.523	1.315	166.652	0.9998	3.578
 8	 1	0.961	175.510	0.9919	1.946	1.012	170.823	0.9983	0.927	1.141	167.835	0.9975	5.205	1.144	167.809	0.9973	2.518
 8	 2	0.917	173.480	0.9997	0.378	1.062	163.143	0.9998	0.364	1.125	165.312	0.9966	3.683	1.120	165.608	0.9967	3.111
 8	 3	0.942	170.060	0.9828	2.783	1.004	165.720	0.9970	1.235	1.052	167.188	0.9978	7.765	1.085	165.726	0.9984	3.905
 8	 4	0.892	173.320	0.9779	3.000	0.929	170.397	0.9958	1.351	1.036	167.422	0.9978	3.393	1.103	164.176	0.9975	2.163
 8	 5	1.077	158.840	0.9899	2.432	0.999	163.036	0.9828	2.956	1.100	163.069	0.9957	5.843	1.102	162.491	0.9959	4.998
 8	 6	0.871	170.300	0.9957	1.287	0.864	170.191	0.9932	1.604	1.011	166.396	0.9960	4.897	1.043	164.041	0.9946	5.209
 8	 7	0.960	163.070	0.9984	0.870	0.884	169.099	0.9959	1.268	1.093	161.192	0.9956	4.120	1.053	162.987	0.9962	2.295
 9	 0	1.083	151.600	0.9876	2.717	1.182	143.719	0.9996	0.529	1.420	135.635	0.9998	4.504	1.430	135.401	0.9999	2.717
 9	 1	1.017	146.550	0.9980	1.021	1.056	142.984	0.9977	1.126	1.220	137.449	0.9977	3.665	1.228	137.255	0.9974	1.762
 9	 2	0.985	143.200	0.9995	0.508	1.119	133.925	0.9996	0.497	1.173	135.827	0.9972	2.917	1.176	135.905	0.9973	2.974
 9	 3	0.963	142.760	0.9925	1.878	1.003	139.980	0.9993	0.577	1.108	136.937	0.9984	6.121	1.135	135.675	0.9986	3.166
 9	 4	0.959	142.110	0.9891	2.246	0.986	139.804	0.9977	1.064	1.088	136.991	0.9980	2.561	1.148	133.994	0.9974	2.173
 9	 5	1.077	131.700	0.9950	1.699	0.996	136.644	0.9942	1.706	1.120	133.539	0.9965	4.310	1.133	132.407	0.9965	2.768
 9	 6	0.916	140.120	0.9989	0.672	0.911	139.936	0.9975	1.028	1.054	135.413	0.9966	3.634	1.082	133.309	0.9958	3.995
 9	 7	0.972	134.530	0.9982	0.933	0.918	138.758	0.9953	1.411	1.093	131.825	0.9964	3.338	1.077	132.612	0.9965	2.484
10	 0	0.967	198.150	0.9945	1.604	1.029	192.992	0.9982	0.969	1.323	180.405	0.9998	4.019	1.320	180.401	0.9999	2.324
10	 1	0.965	188.765	0.9991	0.658	0.988	186.587	0.9992	0.616	1.155	180.734	0.9974	2.854	1.156	180.660	0.9973	2.051
10	 2	0.953	185.235	0.9998	0.334	1.042	178.744	0.9985	0.893	1.132	178.539	0.9968	1.462	1.120	179.071	0.9971	2.345
10	 3	0.954	183.210	0.9964	1.288	0.988	180.699	0.9995	0.478	1.068	180.081	0.9983	4.598	1.082	179.358	0.9984	2.773
10	 4	0.918	184.955	0.9914	1.913	0.963	181.443	0.9986	0.797	1.059	179.507	0.9976	2.247	1.099	177.348	0.9971	1.347
10	 5	1.007	177.010	0.9956	1.504	0.981	178.365	0.9895	2.256	1.071	177.490	0.9967	4.018	1.080	176.894	0.9965	3.641
10	 6	0.901	182.005	0.9986	0.759	0.914	180.529	0.9973	1.069	1.013	179.194	0.9967	2.676	1.040	177.385	0.9959	2.633
10	 7	0.934	178.150	0.9993	0.535	0.894	181.392	0.9977	0.971	1.044	176.271	0.9963	2.592	1.028	177.145	0.9967	1.580
11	 0	1.105	157.780	0.9946	1.822	1.176	151.873	0.9997	0.477	1.397	145.367	0.9999	3.265	1.394	145.321	0.9999	2.215
11	 1	1.025	153.750	0.9992	0.650	1.045	151.642	0.9988	0.803	1.206	146.628	0.9973	2.670	1.195	147.082	0.9973	2.207
11	 2	0.984	152.115	0.9997	0.407	1.065	146.218	0.9999	0.231	1.168	145.236	0.9971	2.153	1.162	145.324	0.9974	1.636
11	 3	0.975	150.220	0.9949	1.562	0.995	148.817	0.9993	0.591	1.096	146.370	0.9986	4.112	1.099	146.309	0.9989	2.118
11	 4	0.944	151.535	0.9948	1.529	0.978	148.974	0.9969	1.225	1.083	145.998	0.9978	1.573	1.119	144.162	0.9973	1.938
11	 5	1.036	143.195	0.9976	1.141	0.980	146.760	0.9957	1.435	1.104	143.451	0.9969	3.050	1.115	142.868	0.9969	1.893
11	 6	0.916	148.820	0.9993	0.554	0.907	149.037	0.9991	0.619	1.032	145.231	0.9972	2.647	1.038	144.314	0.9967	2.642
11	 7	0.959	144.595	0.9993	0.566	0.923	147.437	0.9981	0.908	1.070	142.338	0.9966	2.182	1.053	143.125	0.9968	1.418
12	 0	1.012	195.735	0.9971	1.211	1.034	193.827	0.9990	0.716	1.320	181.572	0.9999	2.896	1.315	181.718	0.9999	2.183
12	 1	0.977	189.660	0.9998	0.322	0.984	188.796	0.9992	0.627	1.163	182.081	0.9973	2.039	1.169	181.791	0.9972	1.422
12	 2	0.947	187.455	0.9995	0.454	1.013	182.943	0.9991	0.684	1.121	180.633	0.9971	1.400	1.123	180.623	0.9971	1.636
12	 3	0.941	185.820	0.9988	0.720	0.955	184.889	1.0000	0.093	1.077	181.115	0.9985	2.823	1.090	180.622	0.9986	1.485
12	 4	0.928	185.650	0.9948	1.495	0.949	184.150	0.9977	1.017	1.052	181.315	0.9976	1.790	1.081	179.827	0.9973	1.680
12	 5	0.991	179.565	0.9972	1.180	0.982	179.707	0.9924	1.917	1.065	179.303	0.9969	2.923	1.071	178.781	0.9967	2.847
12	 6	0.906	183.405	0.9983	0.836	0.916	182.394	0.9985	0.781	1.007	180.761	0.9970	2.062	1.010	180.221	0.9967	2.009
12	 7	0.943	179.370	0.9990	0.657	0.926	180.683	0.9984	0.825	1.039	178.139	0.9965	2.239	1.028	178.792	0.9968	1.520
13	 0	1.031	167.405	0.9984	0.919	1.064	164.722	0.9997	0.424	1.289	157.267	1.0000	1.784	1.290	157.257	1.0000	1.418
13	 1	0.996	161.390	0.9999	0.263	1.007	160.385	0.9998	0.304	1.132	157.835	0.9971	1.692	1.134	157.800	0.9968	1.856
13	 2	0.939	161.915	1.0000	0.013	0.976	159.241	0.9992	0.605	1.089	156.878	0.9971	1.513	1.090	156.812	0.9971	1.531
13	 3	0.932	160.410	0.9990	0.667	0.944	159.519	1.0000	0.114	1.043	157.281	0.9987	2.105	1.049	156.971	0.9986	1.444
13	 4	0.904	161.580	0.9992	0.565	0.921	160.125	0.9975	1.028	1.024	157.442	0.9977	0.771	1.042	156.408	0.9973	1.364
13	 5	0.936	157.550	0.9977	1.015	0.897	160.196	0.9935	1.626	1.026	155.823	0.9973	1.509	1.022	155.892	0.9973	1.600
13	 6	0.882	159.695	0.9994	0.484	0.882	159.552	0.9990	0.633	0.998	156.236	0.9970	1.907	1.009	155.425	0.9970	1.756
13	 7	0.889	157.805	0.9998	0.296	0.871	159.172	0.9989	0.654	0.999	154.959	0.9968	1.539	0.987	155.512	0.9970	1.455
14	 0	1.070	183.955	0.9996	0.487	1.096	181.791	0.9994	0.586	1.346	172.244	1.0000	1.777	1.344	172.386	1.0000	1.389
14	 1	1.038	177.025	0.9995	0.495	1.042	176.584	0.9998	0.365	1.188	172.097	0.9971	1.754	1.190	171.998	0.9971	1.220
14	 2	0.995	176.330	0.9996	0.451	1.032	173.471	0.9988	0.793	1.155	170.701	0.9969	1.103	1.156	170.517	0.9970	1.732
14	 3	1.001	173.370	0.9993	0.613	1.007	173.040	0.9992	0.638	1.099	171.320	0.9987	2.090	1.106	170.909	0.9986	1.815
14	 4	0.971	174.375	0.9984	0.871	0.999	172.385	0.9997	0.401	1.070	171.616	0.9976	1.337	1.085	170.859	0.9976	1.516
14	 5	1.006	169.980	0.9995	0.516	1.003	170.065	0.9995	0.501	1.081	169.572	0.9972	2.063	1.084	169.374	0.9971	1.799
14	 6	0.950	171.965	0.9993	0.551	0.958	171.195	0.9997	0.354	1.029	170.699	0.9972	2.140	1.030	170.466	0.9973	2.060
14	 7	0.941	171.300	0.9999	0.170	0.940	171.192	1.0000	0.119	1.035	169.281	0.9969	1.776	1.026	169.612	0.9970	1.595
15	 0	1.064	163.445	0.9984	0.942	1.102	160.289	0.9996	0.483	1.317	153.827	1.0000	1.658	1.308	154.129	1.0000	1.639
15	 1	1.014	158.420	1.0000	0.099	1.012	158.435	1.0000	0.159	1.160	154.256	0.9968	1.341	1.157	154.476	0.9970	1.522
15	 2	0.962	158.620	0.9999	0.166	0.985	156.988	0.9989	0.727	1.115	153.517	0.9971	1.294	1.117	153.464	0.9972	1.316
15	 3	0.944	157.845	0.9991	0.644	0.960	156.721	0.9991	0.633	1.064	153.949	0.9988	1.446	1.074	153.489	0.9988	1.257
15	 4	0.912	158.985	0.9994	0.482	0.925	157.746	0.9997	0.382	1.046	153.919	0.9976	0.453	1.054	153.283	0.9974	0.647
15	 5	0.941	155.205	0.9996	0.443	0.924	156.386	0.9993	0.527	1.046	152.470	0.9973	0.881	1.049	152.342	0.9973	0.632
15	 6	0.898	156.035	0.9993	0.515	0.892	156.297	0.9993	0.538	1.003	152.981	0.9972	1.774	1.009	152.483	0.9972	1.848
15	 7	0.903	154.430	1.0000	0.120	0.891	155.211	1.0000	0.130	0.999	152.137	0.9972	1.280	0.991	152.494	0.9974	1.341
16	 0	1.017	198.365	0.9997	0.398	1.020	198.075	0.9997	0.413	1.328	184.639	0.9999	2.137	1.318	184.934	0.9999	2.092
16	 1	0.989	190.750	0.9998	0.296	0.973	191.954	0.9998	0.277	1.150	185.089	0.9969	1.053	1.152	184.991	0.9969	1.362
16	 2	0.955	189.275	0.9993	0.577	0.965	188.534	0.9992	0.623	1.116	183.361	0.9970	1.254	1.116	183.371	0.9971	1.225
16	 3	0.937	188.465	1.0000	0.090	0.939	188.389	1.0000	0.119	1.070	183.966	0.9987	1.281	1.075	183.738	0.9987	0.947
16	 4	0.918	188.115	0.9989	0.692	0.916	188.261	0.9995	0.469	1.046	183.542	0.9975	0.878	1.048	183.361	0.9977	0.764
16	 5	0.923	185.710	0.9979	0.947	0.915	186.252	0.9973	1.063	1.030	182.518	0.9974	1.665	1.030	182.464	0.9974	1.733
16	 6	0.907	184.945	0.9991	0.609	0.913	184.474	0.9996	0.404	1.003	182.553	0.9974	1.392	1.001	182.545	0.9975	1.209
16	 7	0.896	183.850	0.9993	0.538	0.892	184.386	0.9974	1.022	0.993	181.320	0.9969	1.430	0.994	181.458	0.9971	1.368
17	 0	0.980	154.670	0.9998	0.304	0.987	153.947	0.9999	0.256	1.218	145.649	1.0000	0.985	1.212	145.875	1.0000	1.190
17	 1	0.914	152.775	0.9995	0.441	0.909	153.252	0.9997	0.348	1.073	146.922	0.9969	1.048	1.075	146.822	0.9970	0.894
17	 2	0.885	151.675	0.9995	0.445	0.889	151.528	0.9998	0.293	1.040	145.887	0.9971	0.885	1.045	145.745	0.9972	0.941
17	 3	0.870	150.950	0.9994	0.472	0.882	150.144	0.9999	0.178	1.005	146.016	0.9986	1.420	1.007	145.957	0.9986	0.903
17	 4	0.851	151.195	0.9987	0.696	0.867	149.836	0.9999	0.205	0.996	145.483	0.9973	0.756	1.005	145.000	0.9972	0.749
17	 5	0.867	148.475	0.9997	0.338	0.854	149.435	0.9995	0.415	0.989	144.445	0.9972	0.878	0.993	144.310	0.9972	0.867
17	 6	0.821	150.150	0.9994	0.460	0.819	150.242	0.9996	0.361	0.959	144.844	0.9972	1.265	0.955	144.793	0.9973	1.172
17	 7	0.833	148.020	0.9998	0.280	0.828	148.352	0.9995	0.416	0.960	143.708	0.9970	1.087	0.954	143.957	0.9972	0.868
18	 0	0.927	212.855	0.9993	0.558	0.933	212.260	0.9981	0.913	1.198	201.178	0.9999	1.856	1.194	201.373	1.0000	1.629
18	 1	0.903	207.555	0.9989	0.663	0.896	208.025	0.9980	0.898	1.068	201.377	0.9967	1.580	1.067	201.371	0.9967	1.498
18	 2	0.854	207.955	1.0000	0.094	0.873	206.656	0.9994	0.467	1.049	199.797	0.9967	0.912	1.054	199.651	0.9969	0.601
18	 3	0.846	206.900	0.9990	0.588	0.850	206.629	0.9993	0.488	1.002	200.702	0.9987	1.933	1.015	200.030	0.9987	1.541
18	 4	0.825	207.590	0.9981	0.797	0.839	206.446	0.9999	0.150	0.996	200.186	0.9974	1.180	1.014	199.174	0.9970	1.039
18	 5	0.866	202.995	0.9986	0.723	0.858	203.526	0.9983	0.798	0.994	198.893	0.9969	1.648	1.000	198.537	0.9968	1.561
18	 6	0.809	205.270	0.9994	0.447	0.799	205.985	0.9997	0.330	0.960	199.377	0.9970	1.017	0.968	198.921	0.9970	1.155
18	 7	0.831	202.495	0.9996	0.355	0.824	203.071	0.9993	0.481	0.964	198.044	0.9967	0.870	0.956	198.342	0.9970	0.527
19	 0	0.989	208.775	0.9990	0.696	0.997	208.008	0.9984	0.894	1.262	197.261	1.0000	1.772	1.257	197.534	1.0000	1.496
19	 1	0.935	204.295	0.9990	0.671	0.938	203.990	0.9984	0.850	1.117	197.141	0.9970	1.539	1.119	197.096	0.9972	1.473
19	 2	0.888	204.110	0.9998	0.312	0.909	202.663	0.9998	0.286	1.082	195.686	0.9969	1.196	1.076	196.050	0.9971	0.895
19	 3	0.879	202.865	0.9989	0.660	0.887	202.068	0.9989	0.646	1.040	196.265	0.9985	2.677	1.050	195.640	0.9986	1.914
19	 4	0.852	204.040	0.9967	1.098	0.863	203.171	0.9993	0.497	1.029	196.013	0.9976	1.559	1.055	194.763	0.9972	1.087
19	 5	0.914	197.810	0.9959	1.312	0.877	199.961	0.9935	1.581	1.031	194.400	0.9970	2.213	1.022	194.417	0.9971	1.716
19	 6	0.857	199.895	0.9977	0.914	0.860	199.569	0.9974	0.989	0.991	195.217	0.9970	1.596	1.004	194.441	0.9970	1.489
19	 7	0.873	197.435	0.9992	0.544	0.849	199.281	0.9985	0.738	1.007	193.187	0.9967	1.321	0.996	193.704	0.9969	0.870
20	 0	1.001	160.340	0.9981	0.975	1.042	156.971	0.9995	0.506	1.271	148.884	0.9999	1.999	1.269	149.085	1.0000	1.362
20	 1	0.970	154.110	0.9996	0.407	0.985	152.681	0.9998	0.316	1.129	148.851	0.9971	1.419	1.127	148.798	0.9970	1.615
20	 2	0.919	154.230	0.9996	0.433	0.938	152.805	0.9990	0.654	1.085	147.945	0.9970	1.237	1.067	148.681	0.9973	0.983
20	 3	0.904	153.380	0.9974	1.035	0.909	153.059	0.9996	0.419	1.035	148.642	0.9987	2.914	1.051	147.884	0.9987	1.582
20	 4	0.879	153.880	0.9959	1.266	0.913	151.335	0.9995	0.477	1.017	148.211	0.9977	1.261	1.053	146.491	0.9972	1.008
20	 5	0.924	149.070	0.9960	1.310	0.933	148.095	0.9964	1.251	1.035	146.005	0.9970	1.807	1.045	145.419	0.9968	1.622
20	 6	0.857	151.640	0.9993	0.500	0.861	151.171	0.9990	0.609	0.987	147.191	0.9970	2.129	0.997	146.571	0.9969	2.000
20	 7	0.893	147.760	0.9994	0.474	0.864	149.839	0.9996	0.382	1.007	144.911	0.9967	1.729	0.997	145.414	0.9969	1.463
21	 0	1.031	184.590	0.9991	0.701	1.062	181.872	0.9987	0.845	1.318	172.098	0.9999	2.257	1.309	172.350	1.0000	1.814
21	 1	1.019	177.340	0.9990	0.717	1.007	177.767	0.9993	0.597	1.169	172.997	0.9971	2.044	1.165	172.933	0.9969	1.508
21	 2	0.971	176.575	0.9998	0.335	1.036	172.142	0.9988	0.793	1.115	172.074	0.9970	1.237	1.130	171.567	0.9970	1.943
