ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 187.00	 8.616	186.0	 11	 186.00	 2.722	 100
 0	 0	  1	 205.07	 9.552	206.0	 16	 206.12	 2.641	 100
 0	 0	  2	 260.26	 8.400	260.0	 14	 259.91	 2.913	 100
 0	 0	  3	 345.58	11.254	347.0	 13	 346.92	 3.286	 100
 0	 0	  4	 426.81	 7.575	426.0	 14	 426.16	 3.300	 100
 0	 0	  5	 498.76	 6.709	499.5	 12	 499.38	 2.543	 100
 0	 0	  6	 562.55	 6.536	561.0	  7	 561.59	 4.097	 100
 0	 0	  7	 612.93	 8.082	612.0	 13	 612.05	 2.961	 100
 0	 0	  8	 655.75	 8.543	655.0	 15	 654.46	 4.308	 100
 0	 0	  9	 688.35	 6.608	689.0	  6	 688.46	 4.282	 100
 0	 0	 10	 714.72	 7.843	715.0	 13	 715.06	 4.333	 100
 0	 0	 11	 733.69	 8.549	735.0	 15	 735.12	 3.103	 100
 0	 0	 12	 748.49	 9.587	748.0	 12	 747.69	 3.479	 100
 0	 0	 13	 755.82	 8.014	755.0	 15	 755.39	 3.098	 100
 0	 0	 14	 756.46	 7.404	757.0	  8	 757.33	 4.475	 100
 0	 0	 15	 755.68	 9.499	755.0	 11	 755.46	 4.503	 100
 0	 0	 16	 749.19	 8.325	749.0	  8	 749.00	 4.504	 100
 0	 0	 17	 738.10	 7.791	739.0	  9	 738.92	 4.475	 100
 0	 0	 18	 726.51	 8.017	726.0	  9	 726.23	 4.382	 100
 0	 0	 19	 711.83	 7.242	713.0	  6	 712.91	 4.092	 100
 0	 0	 20	 696.85	 9.217	697.0	 12	 696.35	 4.747	 100
 0	 0	 21	 679.50	 6.491	679.5	 12	 679.18	 3.756	 100
 0	 0	 22	 660.53	 8.007	660.0	 16	 659.87	 3.084	 100
 0	 0	 23	 642.39	 7.718	642.0	 15	 642.46	 3.045	 100
 0	 0	 24	 619.93	 7.827	621.0	 20	 621.15	 3.011	 100
 0	 0	 25	 602.39	14.295	603.0	 12	 602.93	 7.698	 100
 0	 0	 26	 579.80	10.114	579.5	 11	 579.45	 6.444	 100
 0	 0	 27	 558.41	10.595	558.0	 12	 558.85	 5.889	 100
 0	 0	 28	 538.12	11.406	538.0	 12	 539.05	 5.173	 100
 0	 0	 29	 521.78	13.195	522.0	 13	 521.68	 6.009	 100
 0	 0	 30	 499.26	10.575	500.0	  9	 498.54	 6.036	 100
 0	 0	 31	 484.15	 9.484	483.0	  7	 483.17	 6.343	 100
 0	 0	 32	 462.39	 8.756	462.0	  6	 461.79	 5.698	 100
 0	 0	 33	 446.86	 6.396	447.0	  5	 446.37	 5.387	 100
 0	 0	 34	 427.88	 6.315	428.0	 14	 427.86	 3.189	 100
 0	 0	 35	 411.94	 7.029	412.0	 13	 412.13	 3.573	 100
