ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	228.502	0.383
 0	 0	 1	227.358	0.374
 0	 0	 2	226.335	0.407
 0	 0	 3	225.112	0.414
 0	 0	 4	224.232	0.395
 0	 0	 5	223.090	0.412
 0	 0	 6	222.108	0.362
 0	 0	 7	220.989	0.392
 0	 1	 0	228.532	0.317
 0	 1	 1	227.341	0.336
 0	 1	 2	226.343	0.329
 0	 1	 3	225.146	0.366
 0	 1	 4	224.313	0.313
 0	 1	 5	223.154	0.357
 0	 1	 6	222.130	0.328
 0	 1	 7	220.913	0.347
 0	 2	 0	228.467	0.279
 0	 2	 1	227.369	0.275
 0	 2	 2	226.324	0.308
 0	 2	 3	225.175	0.312
 0	 2	 4	224.271	0.283
 0	 2	 5	223.176	0.342
 0	 2	 6	222.101	0.364
 0	 2	 7	220.891	0.358
 0	 3	 0	228.516	0.254
 0	 3	 1	227.419	0.283
 0	 3	 2	226.431	0.280
 0	 3	 3	225.239	0.425
 0	 3	 4	224.335	0.359
 0	 3	 5	223.183	0.461
 0	 3	 6	222.123	0.464
 0	 3	 7	220.857	0.285
 0	 4	 0	228.518	0.262
 0	 4	 1	227.445	0.288
 0	 4	 2	226.444	0.318
 0	 4	 3	225.318	0.422
 0	 4	 4	224.421	0.400
 0	 4	 5	223.163	0.575
 0	 4	 6	222.265	0.520
 0	 4	 7	220.823	0.287
 0	 5	 0	228.531	0.271
 0	 5	 1	227.463	0.315
 0	 5	 2	226.448	0.328
 0	 5	 3	225.339	0.531
 0	 5	 4	224.419	0.391
 0	 5	 5	223.281	0.541
 0	 5	 6	222.219	0.659
 0	 5	 7	220.841	0.342
 0	 6	 0	228.543	0.256
 0	 6	 1	227.485	0.322
 0	 6	 2	226.495	0.325
 0	 6	 3	225.407	0.456
 0	 6	 4	224.445	0.371
 0	 6	 5	223.298	0.541
 0	 6	 6	222.326	0.554
 0	 6	 7	220.848	0.369
 0	 7	 0	228.540	0.252
 0	 7	 1	227.469	0.303
 0	 7	 2	226.452	0.315
 0	 7	 3	225.352	0.417
 0	 7	 4	224.416	0.333
 0	 7	 5	223.252	0.424
 0	 7	 6	222.214	0.430
 0	 7	 7	220.984	0.465
 1	 0	 0	219.771	0.372
 1	 0	 1	218.728	0.354
 1	 0	 2	217.710	0.380
 1	 0	 3	216.597	0.405
 1	 0	 4	215.635	0.363
 1	 0	 5	214.523	0.394
 1	 0	 6	213.549	0.346
 1	 0	 7	212.399	0.368
 1	 1	 0	219.762	0.316
 1	 1	 1	218.676	0.339
 1	 1	 2	217.714	0.351
 1	 1	 3	216.603	0.342
 1	 1	 4	215.624	0.352
 1	 1	 5	214.508	0.334
 1	 1	 6	213.506	0.306
 1	 1	 7	212.399	0.304
 1	 2	 0	219.764	0.288
 1	 2	 1	218.700	0.296
 1	 2	 2	217.714	0.325
 1	 2	 3	216.566	0.303
 1	 2	 4	215.619	0.324
 1	 2	 5	214.484	0.289
 1	 2	 6	213.498	0.292
 1	 2	 7	212.377	0.290
 1	 3	 0	219.754	0.293
