GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.199	168.290	0.9999	0.250	1.197	168.413	0.9999	0.256	1.421	159.725	1.0000	0.448	1.417	159.842	1.0000	0.482
 0	 1	1.100	163.550	0.9999	0.175	1.100	163.577	1.0000	0.131	1.183	161.303	0.9970	1.109	1.183	161.268	0.9970	0.905
 0	 2	1.073	160.445	0.9999	0.242	1.074	160.301	0.9998	0.348	1.131	159.640	0.9975	0.906	1.129	159.721	0.9976	1.078
 0	 3	1.037	159.750	1.0000	0.045	1.037	159.794	1.0000	0.039	1.071	159.696	0.9976	0.980	1.071	159.700	0.9976	0.954
 0	 4	1.006	159.330	0.9999	0.173	1.007	159.305	0.9999	0.215	1.033	159.524	0.9980	1.037	1.031	159.541	0.9981	1.042
 0	 5	0.964	159.565	0.9998	0.310	0.964	159.565	0.9998	0.310	0.984	159.439	0.9981	1.052	0.986	159.346	0.9981	1.125
 0	 6	0.953	158.040	0.9992	0.597	0.953	158.040	0.9992	0.597	0.966	158.391	0.9980	1.130	0.965	158.409	0.9981	1.131
 0	 7	0.922	158.095	0.9999	0.252	0.922	158.095	0.9999	0.252	0.929	158.409	0.9984	0.898	0.927	158.453	0.9985	0.886
 1	 0	1.370	138.780	0.9998	0.466	1.376	138.299	0.9998	0.380	1.643	128.965	1.0000	1.203	1.639	128.992	1.0000	1.114
 1	 1	1.222	136.300	0.9999	0.261	1.221	136.467	0.9999	0.240	1.370	131.244	0.9968	1.499	1.371	131.167	0.9968	1.316
 1	 2	1.170	133.865	1.0000	0.132	1.170	133.865	1.0000	0.132	1.312	128.605	0.9974	1.050	1.312	128.572	0.9975	0.946
 1	 3	1.104	134.615	0.9998	0.315	1.104	134.594	0.9998	0.350	1.234	128.855	0.9976	0.961	1.234	128.818	0.9976	0.969
 1	 4	1.073	133.440	1.0000	0.095	1.073	133.464	1.0000	0.133	1.181	128.533	0.9978	1.192	1.180	128.529	0.9979	1.129
 1	 5	1.037	132.220	0.9999	0.197	1.037	132.220	0.9999	0.197	1.129	127.541	0.9979	1.094	1.129	127.546	0.9979	1.030
 1	 6	1.006	131.380	0.9995	0.506	1.008	131.208	0.9995	0.479	1.075	127.777	0.9980	1.042	1.075	127.736	0.9981	1.019
 1	 7	1.012	128.090	0.9993	0.603	1.011	128.182	0.9993	0.600	1.040	127.276	0.9984	0.812	1.039	127.306	0.9984	0.879
 2	 0	1.352	183.200	1.0000	0.176	1.354	182.992	0.9999	0.316	1.667	170.749	1.0000	1.693	1.663	170.894	1.0000	1.793
 2	 1	1.203	179.535	0.9998	0.415	1.207	179.305	0.9998	0.358	1.384	172.219	0.9968	1.371	1.386	172.095	0.9970	1.215
 2	 2	1.172	175.530	0.9994	0.619	1.173	175.417	0.9994	0.643	1.308	170.267	0.9976	0.907	1.308	170.252	0.9976	0.885
 2	 3	1.129	174.385	0.9996	0.491	1.132	174.155	0.9997	0.464	1.245	169.642	0.9976	0.801	1.245	169.646	0.9977	0.786
 2	 4	1.101	172.745	0.9996	0.496	1.102	172.692	0.9996	0.520	1.196	168.932	0.9978	0.901	1.196	168.878	0.9979	1.049
 2	 5	1.077	170.825	0.9990	0.771	1.075	170.943	0.9988	0.834	1.136	168.648	0.9980	0.963	1.137	168.599	0.9980	0.906
 2	 6	1.068	168.550	0.9997	0.406	1.061	169.157	0.9999	0.285	1.119	167.145	0.9978	0.878	1.118	167.166	0.9979	0.869
 2	 7	1.040	167.605	0.9998	0.303	1.039	167.650	0.9998	0.317	1.068	167.163	0.9984	0.645	1.067	167.176	0.9984	0.563
 3	 0	1.352	126.335	0.9999	0.237	1.355	126.051	0.9999	0.346	1.685	114.273	1.0000	1.539	1.684	114.323	1.0000	1.388
 3	 1	1.187	125.085	1.0000	0.060	1.187	125.090	1.0000	0.063	1.411	116.180	0.9963	1.479	1.411	116.162	0.9965	1.278
 3	 2	1.164	120.890	0.9999	0.310	1.169	120.585	0.9998	0.369	1.337	114.563	0.9971	0.983	1.336	114.550	0.9971	0.907
 3	 3	1.134	119.060	0.9996	0.483	1.135	119.035	0.9996	0.506	1.277	114.036	0.9971	1.043	1.277	114.011	0.9972	1.055
 3	 4	1.099	118.745	0.9996	0.514	1.101	118.590	0.9995	0.564	1.223	114.133	0.9974	1.168	1.223	114.120	0.9974	1.178
 3	 5	1.085	116.170	0.9986	0.923	1.085	116.194	0.9986	0.912	1.167	113.877	0.9977	1.529	1.166	113.875	0.9978	1.548
 3	 6	1.065	114.680	0.9998	0.310	1.065	114.704	0.9999	0.271	1.139	112.806	0.9975	0.915	1.139	112.786	0.9975	0.937
 3	 7	1.047	113.390	0.9997	0.418	1.048	113.313	0.9996	0.447	1.091	112.826	0.9980	1.179	1.089	112.865	0.9980	1.170
 4	 0	1.434	112.385	0.9998	0.489	1.438	112.102	0.9999	0.300	1.778	99.870	1.0000	1.636	1.778	99.881	1.0000	1.441
 4	 1	1.259	110.520	0.9987	1.003	1.259	110.617	0.9989	0.941	1.467	102.938	0.9966	1.691	1.468	102.880	0.9967	1.611
 4	 2	1.202	108.230	0.9965	1.589	1.200	108.463	0.9964	1.609	1.380	101.203	0.9973	1.901	1.380	101.182	0.9973	1.922
 4	 3	1.169	106.070	0.9983	1.092	1.173	105.797	0.9981	1.139	1.293	101.490	0.9974	2.192	1.290	101.560	0.9974	2.233
 4	 4	1.186	101.015	0.9988	0.927	1.186	101.044	0.9989	0.898	1.244	100.811	0.9977	1.885	1.243	100.844	0.9977	1.846
 4	 5	1.127	101.220	0.9996	0.532	1.126	101.269	0.9995	0.584	1.181	100.015	0.9978	1.402	1.180	100.002	0.9979	1.370
 4	 6	1.075	102.055	0.9988	0.832	1.077	101.955	0.9988	0.839	1.153	99.165	0.9977	1.639	1.155	99.029	0.9976	1.602
 4	 7	1.070	98.990	0.9994	0.589	1.069	99.057	0.9995	0.548	1.101	98.745	0.9982	1.186	1.097	98.826	0.9983	1.095
 5	 0	1.396	137.910	0.9999	0.324	1.406	137.226	0.9998	0.421	1.733	125.544	1.0000	1.515	1.734	125.542	1.0000	1.460
 5	 1	1.225	135.080	1.0000	0.112	1.226	134.966	0.9999	0.196	1.437	126.873	0.9966	1.946	1.439	126.736	0.9966	1.682
 5	 2	1.187	131.425	0.9999	0.241	1.189	131.323	0.9999	0.280	1.379	123.997	0.9972	0.948	1.379	123.996	0.9972	0.919
 5	 3	1.139	130.430	1.0000	0.083	1.139	130.446	1.0000	0.062	1.290	124.297	0.9974	1.137	1.288	124.320	0.9978	1.030
 5	 4	1.101	129.730	0.9997	0.401	1.097	130.052	0.9998	0.379	1.242	123.565	0.9977	0.893	1.240	123.621	0.9978	0.985
 5	 5	1.080	127.795	0.9999	0.282	1.079	127.907	0.9999	0.246	1.186	123.151	0.9978	0.970	1.188	123.071	0.9983	0.884
 5	 6	1.066	125.910	0.9996	0.505	1.071	125.519	0.9994	0.577	1.156	122.287	0.9978	1.083	1.156	122.247	0.9979	1.069
 5	 7	1.050	123.985	0.9995	0.515	1.050	123.985	0.9995	0.515	1.111	122.005	0.9982	0.864	1.111	121.997	0.9982	0.901
 6	 0	1.323	188.610	0.9998	0.423	1.333	187.855	0.9997	0.501	1.673	175.014	1.0000	2.282	1.673	175.018	1.0000	2.190
 6	 1	1.200	182.210	1.0000	0.128	1.198	182.276	1.0000	0.119	1.384	175.569	0.9965	1.148	1.383	175.552	0.9965	0.980
 6	 2	1.157	179.615	0.9989	0.844	1.156	179.636	0.9988	0.883	1.327	173.084	0.9972	0.908	1.323	173.171	0.9972	1.023
 6	 3	1.124	177.855	0.9995	0.543	1.114	178.604	0.9995	0.558	1.263	172.512	0.9972	0.770	1.262	172.486	0.9973	0.811
 6	 4	1.099	176.570	0.9998	0.340	1.097	176.664	0.9998	0.357	1.218	172.041	0.9975	0.571	1.218	171.945	0.9976	0.582
 6	 5	1.086	174.405	0.9993	0.648	1.090	174.133	0.9995	0.567	1.168	171.781	0.9978	1.032	1.170	171.680	0.9978	0.955
 6	 6	1.066	172.750	0.9996	0.483	1.067	172.684	0.9997	0.422	1.141	170.365	0.9977	0.821	1.139	170.423	0.9978	0.868
 6	 7	1.050	171.285	0.9997	0.378	1.050	171.285	0.9997	0.378	1.104	170.057	0.9982	0.946	1.105	170.009	0.9981	0.998
 7	 0	1.423	126.210	0.9998	0.441	1.431	125.716	0.9999	0.265	1.795	113.207	0.9999	2.056	1.794	113.299	0.9999	1.794
 7	 1	1.225	125.735	0.9999	0.211	1.223	125.919	0.9998	0.392	1.456	116.920	0.9966	1.963	1.458	116.825	0.9966	2.010
 7	 2	1.182	122.940	0.9998	0.365	1.176	123.419	0.9999	0.281	1.398	114.333	0.9972	1.311	1.397	114.410	0.9973	1.362
 7	 3	1.152	120.855	0.9998	0.368	1.147	121.259	0.9997	0.429	1.327	114.145	0.9969	1.142	1.325	114.251	0.9971	1.065
 7	 4	1.138	118.630	0.9993	0.689	1.139	118.573	0.9992	0.732	1.266	114.294	0.9974	1.300	1.264	114.326	0.9975	1.317
 7	 5	1.098	117.920	0.9986	0.925	1.097	118.033	0.9985	0.949	1.219	113.457	0.9975	1.111	1.218	113.488	0.9977	1.106
 7	 6	1.083	116.040	0.9994	0.589	1.082	116.156	0.9992	0.672	1.179	112.882	0.9975	1.465	1.178	112.846	0.9977	1.558
 7	 7	1.060	114.865	0.9996	0.465	1.059	114.964	0.9997	0.405	1.135	112.755	0.9980	1.132	1.135	112.733	0.9980	1.064
 8	 0	1.412	152.440	0.9998	0.421	1.416	152.167	1.0000	0.210	1.774	138.319	1.0000	1.904	1.772	138.454	1.0000	1.999
 8	 1	1.254	149.275	1.0000	0.079	1.250	149.620	0.9999	0.287	1.475	140.817	0.9965	1.695	1.478	140.772	0.9965	1.798
 8	 2	1.244	143.555	0.9997	0.441	1.249	143.226	0.9998	0.381	1.394	139.103	0.9974	1.424	1.392	139.222	0.9976	1.319
 8	 3	1.186	143.405	0.9998	0.369	1.183	143.553	0.9997	0.421	1.307	139.398	0.9975	1.367	1.305	139.477	0.9976	1.097
 8	 4	1.168	141.450	0.9997	0.456	1.174	140.909	0.9995	0.591	1.270	138.481	0.9976	1.538	1.268	138.480	0.9978	1.640
 8	 5	1.108	142.625	0.9995	0.542	1.107	142.698	0.9993	0.632	1.229	137.824	0.9978	1.158	1.227	137.837	0.9978	1.133
 8	 6	1.063	143.125	0.9999	0.275	1.063	143.129	0.9999	0.278	1.189	137.420	0.9977	1.043	1.186	137.548	0.9978	1.084
 8	 7	1.058	140.825	0.9996	0.457	1.052	141.239	0.9997	0.409	1.136	137.714	0.9982	1.039	1.133	137.773	0.9982	0.999
 9	 0	1.200	130.780	0.9999	0.223	1.204	130.514	0.9999	0.285	1.523	118.204	1.0000	1.901	1.518	118.409	1.0000	1.863
 9	 1	1.107	126.120	0.9996	0.481	1.103	126.335	0.9994	0.593	1.311	118.398	0.9962	1.028	1.309	118.411	0.9963	1.027
 9	 2	1.093	122.990	0.9976	1.193	1.094	122.923	0.9975	1.220	1.275	116.493	0.9968	1.398	1.275	116.474	0.9969	1.466
 9	 3	1.073	121.960	0.9991	0.717	1.072	122.077	0.9993	0.617	1.237	116.157	0.9968	1.049	1.239	116.087	0.9969	1.061
 9	 4	1.064	120.360	0.9985	0.909	1.065	120.289	0.9986	0.899	1.193	116.280	0.9971	1.186	1.191	116.288	0.9972	1.155
