ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201	#202	#203	#204	#205	#206	#207	#208
 8	 1	 128.82	  17.31	 129.0	 195	 129.04	  5.35	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   0	   2	   0	   0	   1	   0	   0	   1	   1	   0	   0	   0	   2	   1	   0	   1	   4	   3	   2	   3	   1	   4	   5	   0	   3	   4	   0	   1	   2	   0	   1	   5	   5	   3	   4	  11	   7	   4	   6	   5	   4	   6	   6	   3	   1	   5	   2	   3	  10	   5	   5	  11	  16	  20	  26	  15	  48	  59	  34	  84	  88	  90	  48	  63	  44	  38	  11	  20	   8	  16	   8	   2	   4	   3	   1	   5	   3	   6	   0	   7	   4	   3	   4	   3	   2	   4	   4	   4	   1	   2	   0	   3	   2	   2	   0	   2	   2	   0	   1	   1	   0	   3	   0	   0	   0	   0	   2	   1	   1	   2	   0	   0	   2	   3	   0	   2	   0	   0	   1	   0	   2	   0	   0	   0	   1	   1	   1	   4	   0	   1	   1	   2	   1	   0	   0	   0	   0	   0	   0	   2
 8	 2	 130.12	  18.27	 130.0	 178	 129.46	  7.15	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   0	   0	   1	   1	   0	   0	   0	   1	   3	   4	   0	   0	   2	   3	   4	   3	   2	   6	   3	   2	   4	   1	   4	   1	   3	   4	   1	   1	   6	   3	   4	   5	   3	   5	   1	   2	   4	   1	   1	   2	   4	  11	   2	   7	   8	   8	  12	  14	  13	  30	  25	  22	  43	  42	  28	  69	  65	  81	  31	  66	  44	  44	  12	  27	  18	  11	   8	  13	  10	   9	   4	   5	   2	   5	   1	   1	   7	   4	   3	   3	   3	   4	   7	   1	   4	   4	   0	   5	   5	   6	   0	   3	   4	   2	   3	   2	   3	   4	   2	   0	   4	   1	   2	   2	   0	   0	   0	   3	   1	   1	   1	   0	   1	   0	   1	   0	   1	   1	   1	   0	   0	   2	   0	   1	   0	   1	   1	   3	   0	   2	   0	   0	   0	   0	   0	   1
 8	 3	 132.61	  43.67	 129.0	 153	 128.59	 20.41	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	  11	   6	   1	   6	   3	   2	   1	   1	   3	   1	   3	   3	   4	   7	   3	   3	   3	   5	   4	   3	   2	   6	   2	   0	   6	   0	   0	   2	   2	   3	   1	   2	   2	   1	   1	   1	   5	   3	   3	   4	   3	   3	   0	   4	   1	   9	   0	   2	   4	   1	   3	   8	   2	   9	   5	   4	  10	  13	   6	   8	   7	  11	  10	  12	  14	  13	  11	  18	  22	  26	  18	   9	  33	  25	  12	  25	  29	  28	  17	  24	  33	  21	  10	  17	  19	  25	  12	   8	  18	  14	   4	  16	  10	  10	   3	   5	   8	   4	   4	   3	   3	   7	   9	   4	   7	   1	   1	  11	   1	   6	   3	   2	   2	   1	   1	   2	   2	   2	   1	   1	   4	   3	   0	   4	   2	   3	   0	   3	   2	   5	   1	   1	   0	   0	   0	   0	   4	   2	   3	   2	   1	   1	   2	   1	   1	   3	   0	   2	   1	   1	   0	   0	   1	   0	   0	  55
 8	 4	 127.59	  22.52	 129.0	 137	 128.13	 11.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   2	   4	   3	   0	   1	   1	   0	   0	   3	   2	   1	   3	   1	   2	   3	   0	   3	   2	   2	   1	   5	   0	   4	   3	   1	   1	   2	   4	   4	   3	   5	   2	   5	   5	   5	   2	   3	   3	   4	   1	   5	   8	   7	  10	   6	   4	   9	   9	   5	   9	  10	   2	  15	   8	  10	  19	  10	  20	  22	  27	  18	  51	  38	  25	  43	  49	  74	  30	  44	  52	  33	   9	  20	  18	  22	   7	   7	   9	   7	   5	  10	   4	   5	   3	   7	   3	   6	   4	   3	   3	   6	   1	   4	   1	   4	   0	   5	   2	   5	   3	   4	   2	   3	   0	   2	   1	   3	   2	   0	   2	   0	   1	   2	   2	   2	   1	   0	   0	   1	   0	   0	   1	   0	   1	   0	   1	   1	   1	   0	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   9
 8	 5	 131.11	  16.15	 130.0	 144	 129.87	  8.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   2	   2	   2	   4	   2	   2	   1	   2	   4	   1	   2	   0	   3	   0	   3	   6	   1	   3	   4	   4	   6	   2	   2	   4	   7	   5	   7	   3	   6	   7	   9	  15	  10	  11	   6	  15	  26	  22	  22	  41	  44	  26	  61	  70	  80	  26	  53	  54	  39	  15	  24	  10	  17	  14	  13	  16	  12	   4	  15	   5	   5	   5	  11	   9	   3	   5	   2	   8	   7	   4	   3	   5	   2	   0	   5	   2	   4	   1	   4	   3	   5	   0	   1	   2	   2	   4	   1	   0	   1	   1	   1	   0	   2	   1	   4	   2	   0	   2	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3
 8	 6	 128.63	  21.90	 129.0	 147	 128.74	 11.59	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   0	   0	   0	   0	   1	   0	   2	   1	   1	   1	   2	   5	   3	   1	   7	   7	   1	   5	   4	   5	   1	   4	   5	   2	   7	   2	   8	   7	   8	   3	   3	   5	   3	   1	  10	   6	   8	   7	   1	   6	  10	   4	   7	   9	   7	   4	  10	  12	  10	  13	   9	  15	  21	  23	  20	  42	  34	  23	  52	  40	  65	  36	  46	  51	  30	  13	  21	  12	  19	  12	   6	  17	  11	   4	  12	   5	  10	   3	   7	   6	   5	   6	   6	   2	   3	   3	   5	   4	   5	   0	   2	   3	   4	   4	   1	   1	   3	   0	   1	   2	   0	   3	   2	   2	   0	   2	   2	   1	   2	   0	   4	   1	   0	   1	   0	   0	   1	   2	   0	   1	   2	   1	   0	   2	   0	   0	   2	   0	   0	   1	   1	   1	   0	   1	   0	   0	   2	   0	   6
 8	 7	 130.51	  12.12	 130.0	  86	 130.19	  8.31	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   0	   0	   1	   0	   0	   2	   0	   0	   2	   2	   4	   4	   2	   5	   4	   6	   4	   7	   6	   3	   7	   7	   6	  12	   3	   6	   9	   8	   9	  11	  10	  17	  21	  14	  60	  41	  16	  68	  78	  97	  36	  71	  61	  27	   9	  32	  19	  24	  16	   5	  13	  10	   2	  14	  11	   4	   2	  10	  11	  10	   5	   6	   3	   2	   5	   5	   0	   2	   1	   4	   3	   5	   1	   1	   3	   0	   0	   0	   1	   1	   1	   2	   2	   0	   0	   0	   1	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 0	 113.24	  13.75	 113.0	 165	 113.02	  4.43	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   0	   1	   1	   2	   0	   2	   0	   5	   4	   2	   1	   3	   2	   0	   0	   3	   2	   3	   0	   1	   2	   5	   1	   0	   1	   5	   1	   1	   3	   3	   0	  12	   6	   7	   3	   6	   7	  10	   2	  12	  10	  15	   9	  30	  46	  56	  50	  91	  97	 131	  50	  78	  54	  16	  11	   9	   8	   8	  11	   5	   8	   5	   0	   7	   6	   5	   0	   4	   3	   1	   0	   2	   1	   2	   1	   3	   1	   4	   1	   0	   1	   6	   1	   1	   6	   1	   0	   2	   1	   2	   3	   0	   1	   2	   0	   1	   1	   2	   0	   1	   0	   0	   1	   1	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 1	 113.07	  13.84	 113.0	 202	 113.03	  4.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   2	   3	   2	   2	   2	   0	   4	   0	   2	   0	   0	   3	   5	   2	   5	   5	   3	   2	   1	   4	   0	   3	   3	   9	  12	   3	   2	   7	  10	   8	   2	   6	   5	   4	   2	  10	   6	  25	  16	  19	  53	  44	  57	  72	 108	 126	  39	  63	  51	  32	  15	  11	  10	  10	   4	   2	   4	   4	   2	   3	   5	   7	   2	   3	   7	   3	   5	   7	   2	   2	   1	   3	   1	   2	   3	   2	   3	   2	   0	   2	   2	   0	   0	   1	   2	   1	   2	   2	   3	   0	   0	   0	   2	   1	   1	   2	   2	   0	   2	   2	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	 114.37	  14.79	 114.0	 183	 113.56	  5.81	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   1	   3	   2	   1	   1	   2	   2	   3	   2	   3	   1	   6	   5	   4	   2	   2	   3	   3	   8	   7	   1	   3	   5	   2	   1	   4	   3	   6	   2	   8	   4	   9	   6	   6	  13	  24	  21	  20	  50	  53	  42	  66	  63	 113	  30	  60	  57	  37	  22	  16	  15	  18	  10	   6	  10	   6	   2	   3	   5	   9	   2	   2	   9	   3	   1	   3	   5	   6	   5	   7	   6	   2	   2	   4	   2	   6	   1	   5	   5	   7	   2	   2	   0	   0	   0	   0	   0	   1	   0	   3	   1	   1	   1	   0	   1	   2	   0	   1	   0	   2	   0	   0	   0	   0	   0	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	 116.30	  36.38	 113.5	 165	 112.36	 17.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   5	   8	  18	  13	   4	   2	   7	   3	   3	   5	   4	   3	   7	   2	   3	   6	   4	   5	   3	   8	   4	   0	   2	   1	   2	   1	   2	   3	   1	   5	   8	   2	   1	   2	   5	   5	   5	   2	  10	   8	   2	   5	   4	  13	  10	  10	  10	  15	   7	  17	  18	  29	  13	  18	  37	  28	  19	  32	  29	  49	  20	  33	  40	  23	  15	  13	  26	  13	  10	  16	  15	   9	   7	  12	   6	   6	   3	   5	   9	   5	   3	  13	   4	   4	   6	   5	   4	   3	   0	   6	   1	   2	   2	   2	   1	   2	   2	   3	   0	   5	   3	   1	   2	   1	   0	   2	   1	   2	   2	   3	   1	   2	   0	   3	   0	   1	   1	   0	   4	   0	   0	   3	   2	   0	   1	   2	   2	   1	   1	   0	   2	   2	   0	   1	   2	   3	   3	   0	   2	   1	   2	   1	   0	   2	   1	   0	   1	   1	   0	   1	   1	   1	   0	  29
 9	 4	 111.98	  18.25	 113.0	 162	 112.44	  8.15	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   4	   1	   3	   0	   0	   0	   3	   4	   1	   1	   3	   3	   3	   3	   4	   0	   2	   3	   3	   0	   4	   2	   0	   2	   4	   3	   3	   4	   9	   3	   2	   5	   7	   4	   4	   2	  10	   6	   1	  17	   7	  12	   3	   4	  17	  14	   5	  15	  14	  37	  18	  21	  51	  50	  33	  65	  58	  67	  37	  46	  55	  32	  15	  17	  17	  17	   6	   2	  10	   3	   3	   9	   7	  10	   1	   8	   3	   6	   3	   2	   4	   5	   4	   1	   7	   3	   1	   2	   6	   2	   2	   2	   1	   2	   1	   1	   0	   2	   1	   1	   1	   1	   0	   2	   0	   1	   1	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2
 9	 5	 114.93	  12.94	 114.0	  95	 113.97	  8.03	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   1	   1	   4	   0	   1	   0	   0	   5	   1	   1	   5	   2	   2	   2	   1	   3	   4	   3	   7	   5	   0	   8	  10	  10	   3	   3	  14	  12	   3	  11	   8	  24	  29	  21	  44	  48	  30	  64	  83	  84	  44	  65	  42	  36	  20	   9	  19	  28	  14	   7	  19	  12	   8	  10	   6	   9	   3	   6	   9	   9	   3	   3	   5	   3	   6	   3	   7	   1	   2	   3	   3	   1	   1	   2	   4	   1	   4	   3	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 6	 113.20	  17.34	 113.0	 128	 113.06	  9.55	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   1	   1	   1	   2	   4	   2	   1	   3	   0	   2	   0	   3	   1	   6	   0	   3	   5	   9	   5	   3	  10	   7	   6	   1	   4	   4	   7	   2	  10	   9	   1	   8	   9	  12	   4	  10	  16	  15	   5	  12	   3	  29	  28	  15	  44	  36	  29	  71	  45	  71	  38	  60	  60	  29	  18	   9	  23	  12	  14	  15	  12	   5	   3	  10	   6	  10	   4	   6	   8	   4	   4	   5	   3	   6	   2	   2	   2	   0	   0	   3	   3	   4	   1	   2	   5	   0	   5	   2	   3	   2	   0	   0	   1	   0	   0	   2	   1	   2	   0	   2	   1	   0	   1	   0	   1	   2	   2	   0	   0	   2	   0	   0	   0	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2
 9	 7	 114.33	   9.45	 114.0	  93	 113.92	  6.48	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   3	   0	   4	   0	   1	   2	   2	   4	   7	   6	   2	   7	   7	  11	   4	   9	  12	   7	   1	  11	  15	  29	  13	  17	  44	  57	  42	  74	  68	 103	  58	  68	  57	  32	  19	  20	  14	  27	  19	   6	  19	   5	   2	  14	   3	  13	   7	  13	  10	   2	   3	   4	   3	   0	   1	   2	   2	   1	   0	   4	   1	   2	   1	   2	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 0	 136.68	  12.14	 137.0	 149	 136.75	  4.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   1	   1	   0	   0	   1	   0	   0	   3	   2	   1	   0	   1	   1	   2	   0	   1	   1	   0	   0	   0	   1	   2	   2	   2	   0	   2	   2	   5	   6	   4	   1	   1	   8	   0	   6	   4	   2	  11	   6	   3	   7	   4	   3	  11	  10	  24	  15	  28	  54	  74	  46	 117	 104	 120	  58	  46	  47	  18	   4	  14	  13	  10	   5	   6	   5	   5	   1	   3	   4	   2	   1	   1	   3	   1	   0	   5	   1	   4	   4	   3	   5	   2	   2	   0	   4	   0	   1	   0	   4	   1	   1	   2	   1	   3	   0	   0	   1	   1	   0	   0	   0	   2	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0
10	 1	 136.20	  12.96	 137.0	 182	 136.56	  4.36	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   0	   0	   0	   2	   1	   1	   0	   0	   1	   1	   2	   0	   0	   0	   0	   1	   2	   2	   3	   0	   1	   3	   0	   2	   4	   2	   2	   2	   4	   2	   3	   6	   1	   7	   9	   8	   6	   2	   8	   6	   7	   3	   9	   8	   3	   9	   8	  21	  12	  41	  71	  56	  42	 106	 111	 109	  60	  30	  43	  19	   5	  14	   7	   9	   3	   5	   6	   8	   2	   5	   7	   4	   1	   6	   0	   2	   0	   5	   5	   4	   0	   3	   4	   1	   0	   1	   2	   3	   4	   0	   2	   0	   0	   1	   2	   1	   1	   1	   2	   1	   2	   0	   3	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0
10	 2	 137.38	  13.76	 137.0	 167	 136.91	  5.59	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   0	   2	   0	   0	   2	   2	   0	   0	   2	   4	   2	   0	   4	   0	   0	   2	   2	   4	   4	   1	   5	   6	   0	   2	   3	   5	   4	   0	   5	   6	   4	   5	   2	   4	   4	   3	   8	   8	   3	  10	  16	  32	  15	  24	  51	  69	  37	  84	  98	 106	  45	  29	  62	  22	   2	  23	  13	  14	   7	   5	   7	   6	   3	   4	   8	   4	   5	   5	   5	   5	   0	  10	   4	   3	   3	   6	   7	   5	   2	   3	   3	   3	   2	   2	   1	   1	   2	   1	   1	   1	   0	   2	   0	   1	   1	   2	   3	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 3	 139.49	  35.00	 138.0	 191	 137.58	 13.54	1000   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   3	   0	   3	   4	   2	   2	   2	   0	   0	   0	   0	   0	   3	   0	   1	   3	   0	   0	   0	   2	   2	   1	   3	   4	   3	   0	   1	   5	   1	   3	   2	   1	   2	   4	   4	   3	   4	   1	   1	   3	   4	   2	   0	   4	   2	   1	   2	   0	   2	   0	   4	   1	   1	   1	   2	   3	   4	   1	   1	   7	   4	   1	   3	   4	   8	   4	   3	   4	   3	   6	   6	   6	  17	   4	   9	  12	   9	   5	  17	  20	  27	   8	  29	  39	  30	  16	  58	  25	  49	  40	  28	  36	  26	   7	  24	  15	  24	  12	  16	  11	   6	   8	   7	   6	   5	   8	   5	  15	   4	   0	   9	   2	   6	   3	   2	   2	   2	   1	   1	   5	   2	   3	   0	   3	   5	   0	   1	   1	   5	   1	   3	   6	   2	   0	   2	   1	   2	   1	   3	   2	   3	   1	   2	   2	   2	   0	   1	   3	   1	   4	   3	   4	   3	   1	   2	   2	   2	   0	  41
10	 4	 135.37	  16.95	 136.0	 129	 135.93	  8.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   2	   0	   0	   2	   0	   0	   0	   0	   0	   0	   3	   2	   0	   2	   0	   2	   2	   0	   0	   2	   0	   3	   0	   3	   0	   3	   0	   2	   4	   1	   2	   4	   2	   3	   3	   2	   1	   5	   3	   4	   4	  10	   2	   3	   7	   5	   7	   4	  10	  16	   9	   6	  14	  14	  10	   5	  18	  30	  14	  30	  58	  54	  37	  84	  80	  75	  49	  25	  42	  33	   3	  22	  11	   8	   8	   8	   7	   8	   8	   4	   6	   8	   4	   5	   7	   3	   0	  11	   5	   3	   2	   4	   4	   1	   0	   2	   2	   4	   0	   1	   0	   0	   1	   2	   1	   0	   1	   0	   2	   0	   0	   0	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   1	   0	   1	   4
10	 5	 138.06	  11.56	 137.0	 121	 137.23	  6.28	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   1	   4	   2	   2	   0	   2	   0	   1	   5	   2	   2	   1	   6	   5	   4	   3	   3	   5	  11	   6	   4	  13	   6	   5	  10	  20	  28	  14	  30	  60	  47	  33	  85	  88	 104	  59	  39	  38	  29	   5	  24	  17	  27	   9	  12	  13	   8	   5	  10	   5	   7	   8	   5	   4	   4	   1	   8	   6	   7	   0	   5	   2	   1	   3	   1	   5	   2	   3	   0	   1	   0	   1	   0	   0	   0	   1	   1	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0
10	 6	 136.17	  15.83	 137.0	 145	 136.73	  7.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   3	   0	   1	   0	   3	   0	   1	   0	   1	   0	   2	   0	   1	   1	   3	   2	   2	   2	   4	   5	   3	   6	   5	   7	   5	   3	   8	   5	   9	   6	   9	   3	   6	   3	   3	   9	  11	   9	   1	  19	   9	   2	  15	  17	  28	  15	  27	  49	  50	  32	  62	  69	 101	  46	  40	  44	  28	   7	  20	  13	  19	   6	   7	   8	  12	   8	   8	   7	   8	   3	   5	   5	   6	   0	   6	   2	   2	   1	   5	   4	   0	   2	   4	   2	   3	   3	   2	   3	   0	   0	   0	   1	   3	   0	   2	   0	   2	   0	   0	   1	   2	   0	   0	   2	   1	   0	   0	   0	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2
10	 7	 137.40	   8.27	 137.0	 113	 137.28	  5.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   1	   1	   0	   3	   0	   0	   2	   4	   4	   4	   5	   3	   8	  12	   4	   7	   8	  17	   4	   7	  14	  23	  13	  23	  60	  68	  36	 117	  98	  91	  64	  31	  52	  33	  10	  24	  16	  18	  11	   9	  20	  13	   6	   4	   6	  13	   4	   3	   5	   2	   0	   3	   1	   1	   0	   4	   3	   1	   0	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
