INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.758	2.681	2.326	2.264
 0	 1	2.509	2.510	2.334	2.334
 0	 2	2.336	2.313	2.214	2.201
 0	 3	2.296	2.297	2.223	2.225
 0	 4	2.429	2.427	2.367	2.370
 0	 5	2.384	2.384	2.335	2.331
 0	 6	2.450	2.450	2.415	2.418
 0	 7	2.669	2.669	2.649	2.655
 1	 0	2.729	2.502	2.276	2.099
 1	 1	2.655	2.541	2.369	2.262
 1	 2	2.671	2.588	2.382	2.309
 1	 3	2.626	2.592	2.349	2.319
 1	 4	2.583	2.566	2.347	2.332
 1	 5	2.738	2.673	2.513	2.456
 1	 6	2.841	2.788	2.659	2.615
 1	 7	2.923	2.835	2.845	2.759
 2	 0	3.058	2.705	2.480	2.203
 2	 1	2.979	2.810	2.591	2.446
 2	 2	2.956	2.831	2.648	2.539
 2	 3	2.794	2.750	2.532	2.500
 2	 4	2.996	2.910	2.759	2.681
 2	 5	2.929	2.859	2.776	2.703
 2	 6	2.820	2.815	2.691	2.671
 2	 7	3.026	2.993	2.945	2.914
 3	 0	3.019	2.817	2.423	2.268
 3	 1	2.696	2.623	2.267	2.205
 3	 2	2.636	2.563	2.296	2.241
 3	 3	2.651	2.638	2.355	2.345
 3	 4	2.770	2.702	2.488	2.434
 3	 5	2.527	2.490	2.351	2.317
 3	 6	2.706	2.683	2.531	2.510
 3	 7	2.738	2.722	2.627	2.620
 4	 0	2.915	2.475	2.351	2.001
 4	 1	2.846	2.596	2.444	2.225
 4	 2	2.583	2.529	2.248	2.197
 4	 3	2.528	2.509	2.287	2.282
 4	 4	2.449	2.419	2.335	2.307
 4	 5	2.639	2.608	2.519	2.490
 4	 6	2.684	2.681	2.503	2.498
 4	 7	2.640	2.631	2.566	2.562
 5	 0	3.747	3.595	3.018	2.915
 5	 1	3.579	2.928	3.051	2.495
 5	 2	3.191	2.930	2.745	2.526
 5	 3	2.996	2.837	2.645	2.508
 5	 4	3.096	3.010	2.743	2.662
 5	 5	3.134	3.028	2.852	2.748
 5	 6	2.913	2.848	2.688	2.640
 5	 7	2.895	2.880	2.736	2.723
 6	 0	4.716	4.106	3.729	3.272
 6	 1	4.350	2.929	3.771	2.538
 6	 2	3.830	2.852	3.339	2.492
 6	 3	3.541	2.952	3.152	2.606
 6	 4	3.466	3.011	3.127	2.711
 6	 5	3.249	2.891	3.023	2.694
 6	 6	3.135	2.936	2.928	2.750
 6	 7	3.065	2.798	2.915	2.661
 7	 0	4.908	3.843	3.891	3.065
 7	 1	4.628	3.069	3.894	2.574
 7	 2	3.704	2.907	3.131	2.448
 7	 3	3.397	2.945	2.950	2.549
 7	 4	3.238	2.940	2.909	2.649
 7	 5	3.061	3.045	2.758	2.742
 7	 6	3.030	2.884	2.784	2.647
 7	 7	3.009	2.944	2.811	2.747
 8	 0	5.469	4.207	4.352	3.363
 8	 1	5.350	4.112	4.547	3.477
 8	 2	4.179	3.029	3.731	2.719
 8	 3	3.992	3.221	3.621	2.921
 8	 4	4.175	3.996	3.841	3.700
 8	 5	4.269	3.670	3.848	3.312
 8	 6	4.393	3.810	3.929	3.416
 8	 7	4.880	4.911	4.546	4.558
 9	 0	4.639	4.109	3.656	3.258
 9	 1	4.142	3.245	3.496	2.734
 9	 2	3.878	3.245	3.326	2.785
 9	 3	3.631	3.316	3.150	2.868
 9	 4	3.609	3.428	3.221	3.066
 9	 5	3.608	3.455	3.236	3.070
 9	 6	3.812	3.579	3.428	3.203
 9	 7	4.217	4.192	3.890	3.888
10	 0	4.228	3.793	3.435	3.100
10	 1	3.650	2.892	3.207	2.554
10	 2	3.532	2.881	3.114	2.539
10	 3	3.324	3.004	2.989	2.699
10	 4	3.446	3.046	3.164	2.810
10	 5	3.561	3.167	3.238	2.848
10	 6	3.653	3.267	3.366	3.018
10	 7	4.289	4.268	4.015	4.016
11	 0	3.837	3.684	3.046	2.912
11	 1	3.563	3.132	3.047	2.665
11	 2	3.180	2.988	2.832	2.657
11	 3	3.113	2.971	2.794	2.656
11	 4	3.291	3.174	2.948	2.843
11	 5	3.403	3.261	3.100	2.953
11	 6	3.608	3.371	3.305	3.090
11	 7	4.124	4.094	3.751	3.747
12	 0	3.476	3.296	2.812	2.693
12	 1	3.307	2.941	2.808	2.508
12	 2	3.230	3.013	2.763	2.574
12	 3	3.325	3.176	2.854	2.728
12	 4	3.576	3.434	3.131	3.004
12	 5	3.590	3.427	3.203	3.065
12	 6	3.811	3.821	3.412	3.417
12	 7	4.264	4.243	3.903	3.911
13	 0	3.154	3.096	2.565	2.520
13	 1	3.081	2.856	2.696	2.503
13	 2	3.230	3.014	2.921	2.727
13	 3	3.293	3.048	3.015	2.786
13	 4	3.143	2.913	2.959	2.742
13	 5	3.618	3.285	3.382	3.068
13	 6	3.908	3.900	3.687	3.708
13	 7	4.343	3.626	4.220	3.522
14	 0	3.302	3.061	2.700	2.510
14	 1	3.159	2.975	2.761	2.593
14	 2	3.181	3.045	2.780	2.660
14	 3	3.463	3.248	3.190	2.985
14	 4	3.662	3.398	3.367	3.130
14	 5	3.963	3.684	3.667	3.431
14	 6	4.128	3.737	3.890	3.518
14	 7	4.819	4.736	4.622	4.581
15	 0	3.070	2.756	2.507	2.247
15	 1	2.937	2.764	2.566	2.414
15	 2	3.129	2.956	2.745	2.594
15	 3	3.230	3.088	2.906	2.787
15	 4	3.608	3.400	3.280	3.079
15	 5	3.974	3.541	3.624	3.234
15	 6	4.163	3.700	3.820	3.379
15	 7	4.957	4.969	4.577	4.579
16	 0	3.501	2.840	2.924	2.385
16	 1	3.177	2.809	2.717	2.400
16	 2	2.924	2.718	2.570	2.389
16	 3	2.973	2.829	2.611	2.487
16	 4	2.936	2.819	2.617	2.520
16	 5	3.010	2.808	2.719	2.537
16	 6	3.065	2.883	2.750	2.592
16	 7	3.075	2.996	2.736	2.676
