INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.691	2.982	3.225	2.597
 0	 1	3.568	3.174	3.258	2.898
 0	 2	3.583	3.234	3.322	3.012
 0	 3	3.167	2.995	2.983	2.815
 0	 4	3.259	3.154	3.174	3.075
 0	 5	3.261	3.024	3.201	2.964
 0	 6	3.290	3.186	3.304	3.203
 0	 7	3.148	2.990	3.179	3.027
 1	 0	4.065	3.373	3.391	2.807
 1	 1	3.780	3.601	3.310	3.134
 1	 2	3.457	3.207	3.091	2.872
 1	 3	3.134	2.985	2.881	2.740
 1	 4	3.341	3.264	3.072	3.010
 1	 5	3.186	3.104	3.021	2.942
 1	 6	3.279	3.164	3.150	3.044
 1	 7	3.721	3.568	3.683	3.544
 2	 0	3.422	2.918	2.848	2.430
 2	 1	3.244	3.109	2.838	2.716
 2	 2	2.948	2.882	2.657	2.598
 2	 3	2.965	2.892	2.697	2.633
 2	 4	2.804	2.759	2.569	2.533
 2	 5	3.060	2.899	2.801	2.661
 2	 6	3.105	3.016	2.901	2.814
 2	 7	3.444	3.294	3.268	3.125
 3	 0	3.364	3.178	2.761	2.618
 3	 1	3.264	3.052	2.828	2.648
 3	 2	2.988	2.836	2.606	2.478
 3	 3	2.818	2.694	2.504	2.396
 3	 4	3.096	3.022	2.751	2.699
 3	 5	2.840	2.789	2.607	2.561
 3	 6	2.863	2.814	2.658	2.616
 3	 7	2.912	2.826	2.701	2.623
 4	 0	2.851	2.754	2.323	2.231
 4	 1	2.794	2.766	2.410	2.387
 4	 2	2.614	2.540	2.326	2.257
 4	 3	2.576	2.516	2.333	2.289
 4	 4	2.706	2.571	2.509	2.389
 4	 5	2.941	2.873	2.718	2.659
 4	 6	2.848	2.833	2.657	2.644
 4	 7	2.965	2.894	2.812	2.740
 5	 0	2.820	2.789	2.303	2.271
 5	 1	2.802	2.748	2.345	2.305
 5	 2	2.764	2.701	2.421	2.372
 5	 3	2.864	2.797	2.538	2.481
 5	 4	2.863	2.817	2.582	2.546
 5	 5	3.008	2.961	2.781	2.744
 5	 6	3.252	3.113	2.998	2.869
 5	 7	3.365	3.317	3.099	3.065
 6	 0	2.588	2.527	2.079	2.027
 6	 1	2.756	2.736	2.345	2.332
 6	 2	2.637	2.601	2.251	2.230
 6	 3	2.664	2.569	2.335	2.257
 6	 4	2.755	2.709	2.403	2.367
 6	 5	2.765	2.735	2.488	2.461
 6	 6	2.988	2.907	2.726	2.678
 6	 7	3.112	2.988	2.980	2.874
 7	 0	3.388	3.241	2.749	2.625
 7	 1	3.534	3.273	2.971	2.754
 7	 2	3.406	3.331	2.961	2.892
 7	 3	3.362	3.233	3.005	2.881
 7	 4	3.344	3.250	3.087	3.003
 7	 5	3.373	3.377	3.149	3.144
 7	 6	3.605	3.495	3.362	3.278
 7	 7	3.812	3.743	3.693	3.626
 8	 0	2.765	2.581	2.342	2.176
 8	 1	3.057	2.942	2.664	2.555
 8	 2	3.115	2.883	2.833	2.621
 8	 3	3.116	2.865	2.911	2.676
 8	 4	2.899	2.754	2.834	2.705
 8	 5	3.145	3.058	3.051	2.951
 8	 6	3.466	3.318	3.349	3.201
 8	 7	3.628	3.464	3.574	3.408
 9	 0	3.240	3.153	2.633	2.575
 9	 1	3.153	3.013	2.737	2.627
 9	 2	3.049	3.039	2.703	2.676
 9	 3	2.961	2.897	2.728	2.683
 9	 4	3.027	2.994	2.783	2.742
 9	 5	3.016	2.994	2.833	2.832
 9	 6	3.373	3.351	3.139	3.116
 9	 7	3.256	3.243	3.096	3.084
10	 0	3.123	3.082	2.509	2.454
10	 1	2.793	2.694	2.425	2.338
10	 2	2.999	2.865	2.639	2.521
10	 3	2.878	2.829	2.632	2.580
10	 4	2.907	2.832	2.679	2.615
10	 5	2.889	2.849	2.709	2.677
10	 6	3.107	3.060	2.930	2.904
10	 7	3.314	3.273	3.194	3.117
11	 0	2.588	2.582	2.177	2.172
11	 1	2.613	2.546	2.296	2.232
11	 2	2.809	2.738	2.539	2.473
11	 3	2.681	2.634	2.495	2.455
11	 4	2.779	2.725	2.572	2.514
11	 5	2.761	2.730	2.577	2.548
11	 6	3.001	2.961	2.816	2.782
11	 7	3.222	3.169	3.143	3.098
12	 0	2.890	2.769	2.334	2.223
12	 1	2.923	2.759	2.527	2.381
12	 2	2.922	2.845	2.577	2.511
12	 3	2.903	2.836	2.599	2.545
12	 4	2.911	2.827	2.719	2.661
12	 5	2.939	2.824	2.791	2.686
12	 6	3.280	3.191	3.027	2.963
12	 7	3.634	3.573	3.417	3.358
13	 0	2.985	2.901	2.486	2.409
13	 1	2.938	2.894	2.526	2.495
13	 2	3.024	2.989	2.659	2.634
13	 3	3.231	3.113	2.904	2.792
13	 4	3.550	3.517	3.230	3.201
13	 5	3.860	3.777	3.547	3.490
13	 6	4.540	4.449	4.222	4.135
13	 7	4.650	4.485	4.395	4.221
