GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.045	163.000	0.9999	0.257	1.051	162.572	0.9999	0.199	1.193	158.994	1.0000	1.304	1.194	158.793	1.0000	1.364
 0	 1	0.938	161.450	0.9996	0.425	0.941	161.209	0.9995	0.455	1.024	159.223	0.9970	1.336	1.024	159.231	0.9971	1.679
 0	 2	0.902	160.240	1.0000	0.110	0.911	159.608	1.0000	0.101	0.961	158.848	0.9974	1.036	0.963	158.724	0.9975	1.317
 0	 3	0.879	160.090	0.9999	0.237	0.877	160.129	0.9998	0.294	0.931	158.907	0.9974	0.973	0.928	159.015	0.9977	0.990
 0	 4	0.858	159.835	0.9997	0.339	0.850	160.479	0.9993	0.486	0.906	158.677	0.9995	1.257	0.901	158.979	0.9995	1.280
 0	 5	0.828	160.205	0.9996	0.348	0.830	160.248	0.9990	0.600	0.888	158.058	0.9976	1.113	0.892	157.951	0.9975	1.228
 0	 6	0.810	160.250	0.9996	0.349	0.799	161.191	0.9993	0.480	0.859	158.525	0.9978	1.514	0.859	158.577	0.9980	1.462
 0	 7	0.786	160.595	0.9997	0.314	0.758	162.942	0.9971	0.922	0.829	158.676	0.9980	0.884	0.832	158.678	0.9981	1.592
 1	 0	1.124	166.515	0.9992	0.728	1.127	166.314	0.9988	0.881	1.317	160.758	1.0000	1.220	1.314	160.757	1.0000	1.253
 1	 1	1.037	164.480	1.0000	0.130	1.040	164.193	0.9999	0.196	1.174	160.533	0.9968	1.318	1.173	160.455	0.9969	1.482
 1	 2	0.999	163.650	1.0000	0.131	0.999	163.531	1.0000	0.142	1.123	159.949	0.9971	1.050	1.124	159.832	0.9973	1.153
 1	 3	0.967	163.440	0.9998	0.323	0.963	163.630	0.9998	0.289	1.087	159.725	0.9970	1.264	1.087	159.691	0.9971	1.336
 1	 4	0.953	162.835	0.9999	0.159	0.956	162.572	1.0000	0.087	1.070	159.191	0.9995	1.160	1.073	158.981	0.9995	1.032
 1	 5	0.922	162.760	0.9998	0.308	0.919	162.901	0.9997	0.379	1.038	158.801	0.9974	0.637	1.041	158.600	0.9973	1.087
 1	 6	0.897	162.720	1.0000	0.137	0.895	162.942	0.9999	0.181	1.000	159.041	0.9974	1.156	0.999	159.173	0.9977	1.227
 1	 7	0.891	161.720	0.9999	0.161	0.887	162.132	0.9999	0.218	0.984	158.480	0.9977	0.977	0.986	158.449	0.9977	0.990
 2	 0	1.095	179.220	0.9982	1.026	1.093	179.276	0.9983	1.019	1.302	172.401	1.0000	1.546	1.300	172.246	1.0000	1.152
 2	 1	1.031	175.455	0.9991	0.706	1.030	175.535	0.9993	0.597	1.171	171.656	0.9966	1.411	1.161	171.977	0.9968	1.711
 2	 2	0.993	174.605	0.9998	0.332	0.994	174.396	0.9999	0.183	1.127	170.582	0.9966	1.334	1.129	170.275	0.9965	1.644
 2	 3	0.960	174.790	0.9998	0.320	0.961	174.435	0.9999	0.172	1.092	170.527	0.9967	0.966	1.086	170.464	0.9967	0.991
 2	 4	0.957	173.080	0.9998	0.280	0.960	172.661	0.9995	0.494	1.063	170.280	0.9995	1.553	1.062	170.187	0.9995	1.526
 2	 5	0.936	172.530	0.9998	0.311	0.927	173.045	0.9997	0.354	1.044	169.577	0.9973	1.064	1.039	169.614	0.9973	0.929
 2	 6	0.927	171.315	0.9998	0.324	0.919	171.971	0.9999	0.229	1.019	169.400	0.9972	1.703	1.015	169.538	0.9973	1.681
 2	 7	0.892	172.635	0.9993	0.521	0.894	172.641	0.9992	0.561	0.994	169.415	0.9975	1.442	1.005	169.074	0.9975	1.659
 3	 0	1.172	163.430	0.9978	1.227	1.172	163.372	0.9984	1.045	1.409	155.703	1.0000	1.986	1.409	155.360	1.0000	1.265
 3	 1	1.079	160.215	0.9999	0.185	1.094	158.897	0.9999	0.206	1.243	155.127	0.9967	0.765	1.240	155.035	0.9967	1.160
 3	 2	1.032	159.785	0.9998	0.323	1.030	159.478	0.9999	0.166	1.191	154.145	0.9969	1.042	1.189	153.702	0.9968	1.321
 3	 3	0.998	159.535	0.9986	0.831	1.002	158.739	0.9999	0.206	1.143	154.434	0.9969	1.318	1.138	154.090	0.9968	0.995
 3	 4	0.988	158.510	1.0000	0.150	0.983	158.387	0.9996	0.464	1.119	153.982	0.9995	1.232	1.120	153.522	0.9995	0.843
 3	 5	0.952	158.735	1.0000	0.138	0.941	158.996	0.9999	0.189	1.097	153.210	0.9973	0.486	1.099	152.718	0.9971	1.161
 3	 6	0.970	155.295	0.9998	0.282	0.971	155.356	1.0000	0.032	1.063	153.331	0.9974	1.482	1.071	152.895	0.9974	1.396
 3	 7	0.911	157.985	0.9997	0.331	0.911	157.998	0.9997	0.332	1.028	153.404	0.9977	1.106	1.028	153.339	0.9978	1.163
 4	 0	1.143	177.195	0.9954	1.743	1.146	176.904	0.9973	1.342	1.376	169.721	0.9999	3.115	1.374	169.308	1.0000	1.580
 4	 1	1.040	174.525	0.9993	0.604	1.063	172.624	0.9983	0.968	1.218	168.153	0.9966	0.881	1.214	168.155	0.9966	1.618
 4	 2	1.016	172.450	0.9998	0.282	1.019	171.361	0.9993	0.601	1.168	166.929	0.9969	1.736	1.161	166.483	0.9969	1.655
 4	 3	0.981	172.155	0.9989	0.729	0.999	170.118	0.9990	0.717	1.118	167.378	0.9967	1.420	1.105	167.180	0.9970	1.627
 4	 4	0.971	171.055	0.9999	0.225	0.998	168.281	0.9994	0.536	1.103	166.285	0.9994	1.658	1.106	165.444	0.9995	1.492
 4	 5	0.946	170.425	0.9986	0.796	0.975	167.312	0.9982	0.918	1.078	165.859	0.9971	1.152	1.077	165.055	0.9968	1.676
 4	 6	0.972	166.055	0.9995	0.495	0.983	164.652	0.9998	0.339	1.050	165.208	0.9971	2.281	1.051	164.583	0.9970	2.560
 4	 7	0.901	169.450	0.9991	0.605	0.897	169.575	0.9996	0.413	1.005	165.554	0.9977	1.443	1.010	165.163	0.9977	1.793
 5	 0	1.068	184.005	0.9890	2.516	1.075	183.453	0.9940	1.864	1.352	172.990	0.9998	4.040	1.349	172.622	0.9999	2.006
 5	 1	1.013	177.890	0.9993	0.611	1.041	175.817	0.9980	1.037	1.193	171.273	0.9965	1.204	1.198	170.967	0.9964	2.033
 5	 2	0.991	175.995	0.9999	0.159	1.005	174.013	0.9996	0.435	1.148	170.088	0.9968	2.042	1.150	169.246	0.9968	2.017
 5	 3	0.950	176.315	0.9978	0.989	0.968	174.029	0.9998	0.274	1.095	170.804	0.9967	1.595	1.072	170.889	0.9967	1.342
 5	 4	0.950	174.540	1.0000	0.114	0.973	172.007	0.9993	0.591	1.087	169.504	0.9994	2.162	1.098	168.195	0.9993	1.658
 5	 5	0.899	175.975	0.9990	0.623	0.927	172.605	0.9991	0.606	1.056	169.489	0.9974	1.113	1.049	168.492	0.9970	1.098
 5	 6	0.967	169.055	0.9986	0.796	0.974	167.918	0.9992	0.607	1.041	168.606	0.9970	2.640	1.051	167.311	0.9966	2.366
 5	 7	0.891	172.790	0.9977	0.960	0.887	172.354	0.9971	1.071	0.986	169.531	0.9977	1.685	0.994	168.732	0.9976	2.185
 6	 0	1.042	178.450	0.9877	2.605	1.056	177.434	0.9905	2.311	1.274	170.866	0.9997	4.517	1.276	170.330	0.9999	2.296
 6	 1	0.964	175.010	0.9976	1.053	0.982	173.655	0.9995	0.514	1.142	168.690	0.9961	1.619	1.149	168.326	0.9960	2.227
 6	 2	0.925	175.265	0.9992	0.575	0.944	172.481	0.9973	1.102	1.106	167.666	0.9968	2.218	1.104	166.772	0.9970	1.628
 6	 3	0.893	175.350	0.9975	0.998	0.907	173.098	0.9987	0.728	1.052	168.937	0.9965	1.998	1.027	168.981	0.9968	1.366
