GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.271	184.285	0.9998	0.382	1.268	184.516	0.9998	0.380	1.552	173.060	1.0000	1.086	1.547	173.237	1.0000	1.227
 0	 1	1.120	182.020	0.9990	0.790	1.124	181.749	0.9992	0.720	1.276	175.566	0.9965	1.537	1.273	175.674	0.9965	1.562
 0	 2	1.115	177.110	0.9996	0.529	1.113	177.304	0.9994	0.625	1.228	173.475	0.9968	1.584	1.229	173.430	0.9968	1.649
 0	 3	1.083	175.730	0.9990	0.775	1.082	175.844	0.9990	0.763	1.151	173.979	0.9970	1.336	1.150	173.945	0.9971	1.476
 0	 4	1.079	173.665	0.9997	0.444	1.078	173.716	0.9997	0.435	1.120	173.412	0.9972	1.814	1.122	173.343	0.9972	1.865
 0	 5	1.038	173.700	0.9998	0.367	1.038	173.700	0.9998	0.367	1.072	173.179	0.9976	1.397	1.073	173.145	0.9976	1.401
 0	 6	1.044	170.825	0.9999	0.213	1.045	170.799	0.9999	0.174	1.046	172.642	0.9976	1.759	1.045	172.648	0.9976	1.750
 0	 7	1.004	171.745	0.9992	0.648	1.004	171.745	0.9992	0.648	1.013	172.549	0.9981	1.822	1.013	172.538	0.9982	1.811
 1	 0	1.367	153.280	0.9993	0.780	1.367	153.232	0.9992	0.861	1.642	143.965	1.0000	1.462	1.640	144.064	1.0000	1.582
 1	 1	1.232	149.785	0.9999	0.323	1.227	150.172	0.9998	0.397	1.376	145.804	0.9963	1.208	1.373	145.905	0.9967	1.150
