ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194
 8	 0	 125.16	   6.83	 125.0	  72	 125.20	  4.44	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   3	   0	   2	   0	   3	   4	   7	   6	   0	   5	   2	   3	   4	   1	  11	   3	  15	  17	  14	  18	  26	  31	  81	  70	  77	 150	 122	  38	  71	  47	  39	  14	  20	  25	   7	   4	   8	   9	   6	   5	   0	   8	   3	   2	   3	   2	   2	   0	   3	   1	   1	   2	   1	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 1	 124.96	   7.53	 125.0	 107	 124.92	  4.39	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   2	   2	   1	   1	   5	   4	   9	   3	   7	  11	   7	  11	   6	   7	   7	   9	  14	  12	  11	  18	  33	  79	  94	  78	 140	 112	  29	  89	  49	  33	   6	  15	  12	   7	   2	   4	   7	   9	   4	   8	   9	   4	   1	   8	   1	   7	   1	   1	   1	   2	   1	   2	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 2	 125.07	   7.72	 125.0	 119	 124.98	  4.77	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   2	   1	   1	   1	   3	   5	   5	   4	   5	  16	   5	   7	   7	   7	  14	   3	  13	  17	  11	  23	  21	  31	  72	  89	  77	 141	  91	  23	  77	  39	  38	   6	  25	  14	   9	   3	   9	  10	  11	   5	   6	  13	  15	   2	   6	   6	   4	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 3	 125.24	   8.09	 125.0	 121	 125.27	  4.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   2	   0	   0	   1	   1	   0	   6	   9	   5	   8	   6	   6	   7	   8	   4	   6	  16	   8	  17	  21	  12	  17	  19	  23	  68	  68	  74	 126	 100	  27	  84	  46	  39	  18	  18	  19	   8	   5	  14	  10	  12	  14	   5	   9	   3	   0	   8	   1	   6	   3	   4	   2	   0	   0	   0	   1	   2	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 4	 125.24	   8.48	 125.0	  65	 125.37	  6.51	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   4	   1	  12	   3	   9	   6	   3	   7	   9	   4	   9	  20	  18	   5	  16	  20	  19	  13	  16	  33	  64	  59	  60	 125	  86	  26	  75	  44	  52	  10	  28	  22	   9	   4	  15	  14	  18	  10	   8	  12	   2	   1	   2	   3	   2	   5	   5	   2	   2	   2	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 5	 125.14	   8.55	 125.0	 121	 125.07	  5.40	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   4	   2	   2	   0	   3	   3	  11	   2	   8	   8	   7	   3	  10	  16	  18	   5	  15	  19	  19	  16	  21	  36	  75	  63	  62	 126	  62	  39	  77	  44	  35	  16	  30	  19	  12	   2	  19	   9	  14	  10	   6	   6	   5	   3	   8	   5	   5	   1	   6	   4	   0	   0	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 6	 125.18	   8.21	 125.0	  50	 125.06	  6.69	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   3	   1	   1	   0	   4	   5	   3	   9	  11	  10	   6	  12	  10	  15	   6	  19	  18	  24	  16	  28	  41	  70	  67	  51	 101	  85	  36	  67	  44	  42	  14	  19	  30	  21	  10	  17	   7	  16	  10	   4	  10	   4	   1	   5	   4	   8	   0	   3	   2	   2	   1	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 7	 125.12	   7.88	 125.0	  51	 125.04	  6.39	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   1	   3	   1	   0	   3	   0	   5	   9	   1	  13	   9	   5	   5	  12	  15	   7	  18	  23	  23	  25	  30	  37	  74	  66	  48	 124	  87	  26	  61	  39	  43	  11	  29	  33	  19	   4	  14	  11	  10	   5	  10	   8	   4	   3	   3	   5	   7	   1	   3	   2	   1	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 0	 173.51	   5.66	 173.0	  45	 173.43	  4.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   7	   0	   2	   4	   4	   1	   7	   3	  10	   3	   2	  13	  12	   8	  25	  35	  83	  82	  70	 177	  98	  58	  61	  66	  53	  19	  19	  19	   7	   5	   6	  10	   4	   3	   1	   8	   0	   3	   2	   3	   5
 9	 1	 173.21	   6.18	 173.0	 152	 173.09	  3.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   7	   2	   1	   5	   3	   1	   8	  13	  14	   3	  16	  14	  11	   6	  28	  27	  74	  76	  87	 170	 117	  55	  74	  48	  30	   8	  14	   9	   6	   9	   6	   7	  11	  11	   3	   7	   2	   5	   1	   6	   3
 9	 2	 173.19	   6.34	 173.0	  57	 173.06	  4.99	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   2	   4	   1	   8	   6	   0	  15	   8	  15	   6	  11	  19	  14	   6	  21	  36	  81	  90	  70	 152	 102	  59	  60	  44	  34	  11	  17	  14	  13	   8	   8	   9	  20	   8	   4	   9	   5	   1	   2	   2	   2
 9	 3	 173.26	   6.55	 173.0	  67	 173.15	  4.90	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   2	   2	   2	   5	  10	   7	   0	  11	   8	  12	   2	  17	  23	  17	   9	  25	  40	  72	  71	  68	 133	 104	  47	  84	  46	  51	  11	  15	  16	  11	  13	   8	   4	  15	  10	   4	   8	   2	   0	   4	   1	   8
 9	 4	 173.28	   6.89	 173.0	  69	 173.19	  5.26	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   1	   4	   5	   2	   7	   8	   2	  10	   7	  19	   7	  17	  18	  18	  17	  32	  33	  64	  70	  56	 152	 103	  45	  64	  38	  39	  16	  13	  27	   9	  12	  17	  12	  16	  10	   3	   4	   2	   5	   4	   3	   6
 9	 5	 173.13	   6.87	 173.0	  67	 173.07	  5.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   3	   3	   2	   0	   4	   7	   8	   0	  10	  10	  15	   9	  21	  16	  24	  10	  31	  35	  73	  64	  77	 125	  91	  56	  57	  47	  42	  15	  27	  22	  14	  12	   8	  12	  10	   9	   2	   6	   6	   4	   0	   2	   7
 9	 6	 173.16	   6.66	 173.0	  53	 172.97	  5.35	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   1	   0	   0	   2	   2	   7	   0	   4	   2	   0	  17	  11	  18	   9	   9	  20	  23	  15	  36	  34	  89	  71	  61	 128	  88	  40	  50	  53	  54	  17	  19	  20	  20	  14	  10	  10	  11	   6	   4	   7	   5	   3	   1	   1	   6
 9	 7	 173.29	   6.54	 173.0	  56	 173.04	  5.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   3	   2	   0	   5	   5	   1	  14	   9	  17	   6	  19	  17	  19	  12	  37	  47	  74	  57	  58	 145	 102	  44	  56	  40	  45	  17	  25	  24	  18	  12	  11	   8	  11	   5	   4	  11	   4	   6	   0	   3	   3
10	 0	 134.02	   4.67	 134.0	  84	 134.12	  2.92	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   2	   4	   5	   2	   4	   5	   5	   7	  10	   7	   3	  15	  21	  52	  53	  89	 166	 144	  70	 103	  83	  51	  25	  12	  12	  10	   5	   6	   7	   8	   0	   1	   4	   1	   1	   1	   2	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 1	 133.80	   4.86	 134.0	 102	 133.83	  2.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   2	   0	   0	   4	   3	  12	   9	  10	  12	  12	   2	  22	  31	  47	  32	 108	 170	 152	  73	 117	  49	  33	  14	   7	  18	  11	   3	  10	  11	   5	   6	   5	   1	   3	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 2	 133.99	   5.09	 134.0	 131	 133.96	  3.06	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   2	   1	   3	   1	   3	  14	  11	   8	  20	  13	   8	  15	  23	  61	  23	 100	 160	 136	  57	 109	  55	  51	  20	  15	  17	   6	   4	  20	  15	  13	   5	   5	   3	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 3	 133.99	   5.26	 134.0	 113	 134.05	  3.27	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   3	   3	   4	   0	   9	  11	   9	   0	  18	  11	   9	  24	  26	  56	  32	 105	 139	 142	  45	 110	  57	  53	  27	  12	  26	  13	   1	  13	  12	   7	   5	   5	   2	   3	   0	   0	   2	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 4	 133.94	   5.44	 134.0	  30	 133.92	  4.74	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   2	   0	   5	   6	   5	  15	   9	   7	  21	  12	  12	  24	  35	  56	  35	  87	 138	 112	  50	 107	  60	  63	  23	  18	  20	  19	   4	  11	  14	  11	   2	   3	   5	   2	   1	   1	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 5	 133.85	   5.65	 134.0	 138	 133.98	  3.37	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   0	   3	   2	   2	   3	   1	   7	  16	   7	   9	  21	  16	   4	  24	  35	  58	  38	  88	 149	 116	  41	 108	  51	  51	  32	  15	  24	  12	   4	  17	   8	  13	   5	   3	   6	   2	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 6	 133.89	   5.26	 134.0	  29	 133.90	  4.58	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   1	   4	   1	   4	   2	   4	   7	   9	   6	  30	  18	   8	  18	  21	  70	  38	  90	 152	 119	  45	  83	  66	  57	  33	  21	  28	  11	   6	  15	   5	   6	   5	   8	   4	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 7	 133.93	   5.22	 134.0	  22	 133.86	  4.68	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   1	   0	   2	   1	   1	   1	   5	   9	  10	  10	  19	  18	  10	  33	  25	  70	  30	  91	 139	 115	  46	 104	  60	  56	  29	  17	  27	  19	   2	  11	   8	  13	   2	   5	   7	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 0	 132.55	   4.21	 133.0	  74	 132.68	  2.80	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   4	   2	   2	   4	   6	  11	   8	   5	   8	  13	   5	  28	  45	  99	  73	 158	 210	 100	  35	  64	  33	  30	  13	   4	   8	   7	   3	   8	   1	   8	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 1	 132.46	   4.55	 133.0	  90	 132.43	  2.88	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   2	   4	   5	   5	   3	   8	   7	   8	  24	   7	   5	  40	  38	 102	  56	 158	 218	 120	  30	  46	  25	  14	   6	   8	  13	  14	   2	  15	   4	   2	   2	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 2	 132.66	   4.62	 133.0	  93	 132.81	  3.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   3	   4	   5	   3	  16	   8	  11	  20	  17	   5	  26	  35	 104	  53	 142	 186	 115	  39	  62	  29	  26	  19	   7	  22	  10	   1	  17	   6	   5	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 3	 132.69	   4.81	 133.0	  96	 132.80	  3.26	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   3	   4	   3	   6	   5	  15	   7	   9	  19	  17	   8	  28	  43	  96	  61	 160	 146	 111	  30	  76	  31	  28	  17	  13	  20	  14	   2	  10	   6	   5	   1	   1	   1	   0	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 4	 132.68	   5.02	 133.0	  21	 132.69	  4.52	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   5	   3	   6	   7	  14	  11	   6	  23	  28	   2	  44	  50	  80	  47	 128	 170	  95	  28	  79	  45	  29	  19	   9	  29	  12	   1	   5	   4	   8	   4	   3	   2	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 5	 132.52	   5.07	 133.0	  20	 132.68	  4.51	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   3	   0	   2	   2	   1	   5	   6	   8	   9	  15	  12	  23	  12	   7	  35	  43	 100	  62	 115	 174	 108	  35	  72	  22	  37	  13	  14	  15	  18	   1	  10	  10	   4	   1	   1	   1	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
