Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.0000	0.2917	  0	0.2917	0.0000
0.4583	0.4792	0.4583	0.4583	0.4583	0.4583	0.4583	0.4792	0.4792	0.4583	0.4583	0.4583	0.4792	0.4792	0.4583	0.4583	0.4792	0.4583	0.4583	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4583	0.4792	0.4701	0.0105	0.4792	 14	0.4792	0.0000
0.6667	0.6250	0.6250	0.6250	0.6458	0.6458	0.6250	0.6458	0.6667	0.6667	0.6458	0.6458	0.6250	0.6458	0.6667	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6667	0.6458	0.6667	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6465	0.0124	0.6458	 11	0.6458	0.0000
0.8125	0.8125	0.7917	0.8333	0.8125	0.8333	0.8333	0.8333	0.8333	0.8333	0.8125	0.8125	0.8125	0.8333	0.8333	0.8125	0.8333	0.8125	0.8125	0.8125	0.8333	0.8333	0.8333	0.8333	0.8125	0.8333	0.8125	0.8333	0.8333	0.8333	0.8125	0.8125	0.8229	0.0118	0.8333	 15	0.8333	0.0000
0.9792	1.0000	0.9792	0.9792	1.0000	0.9792	0.9792	1.0000	1.0000	0.9792	0.9792	0.9792	1.0000	0.9792	0.9792	0.9792	0.9792	1.0000	0.9792	1.0000	1.0000	1.0000	1.0000	1.0000	0.9792	1.0000	1.0000	1.0000	1.0000	1.0000	0.9792	1.0000	0.9902	0.0106	1.0000	 15	1.0000	0.0000
1.2708	1.2708	1.2708	1.2917	1.2500	1.2292	1.2292	1.2708	1.2708	1.2708	1.2292	1.2708	1.2292	1.2708	1.2292	1.2708	1.2708	1.2708	1.2500	1.2500	1.2500	1.2500	1.2500	1.2708	1.2292	1.2500	1.2500	1.2708	1.2500	1.2500	1.2500	1.2708	1.2565	0.0171	1.2500	  0	1.2565	0.0171
1.5417	1.5208	1.5625	1.5000	1.5417	1.5625	1.5000	1.5625	1.5625	1.5208	1.5208	1.5208	1.5417	1.5625	1.5625	1.5625	1.5417	1.5625	1.5208	1.5208	1.5417	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5625	1.5417	1.5625	1.5625	1.5000	1.5449	0.0219	1.5625	 15	1.5625	0.0000
1.8125	1.8125	1.7917	1.8125	1.8125	1.7917	1.7917	1.7708	1.8333	1.8333	1.8333	1.8333	1.7708	1.8333	1.7708	1.8333	1.7708	1.8125	1.7917	1.7917	1.7917	1.8125	1.8125	1.8333	1.8542	1.8333	1.8542	1.8125	1.7917	1.7917	1.8333	1.7917	1.8099	0.0241	1.8125	  0	1.8099	0.0241
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
