GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.007	156.680	0.9999	0.182	1.007	156.560	1.0000	0.014	1.149	152.529	0.9999	1.706	1.145	152.672	0.9999	1.793
 0	 1	0.913	155.485	0.9998	0.290	0.913	155.485	0.9998	0.290	0.985	153.730	0.9959	1.587	0.983	153.820	0.9964	1.561
 0	 2	0.858	156.010	0.9992	0.526	0.857	156.059	0.9993	0.514	0.940	152.734	0.9965	1.479	0.940	152.754	0.9970	1.577
 0	 3	0.858	153.970	0.9998	0.300	0.858	153.970	0.9998	0.300	0.908	152.739	0.9997	0.977	0.909	152.682	0.9997	1.114
 0	 4	0.835	154.275	0.9998	0.293	0.834	154.373	0.9997	0.301	0.900	151.929	0.9965	0.774	0.900	151.971	0.9969	0.832
 0	 5	0.816	153.975	0.9996	0.358	0.814	154.072	0.9996	0.380	0.856	152.501	0.9973	0.748	0.856	152.485	0.9975	0.794
 0	 6	0.800	152.945	0.9999	0.133	0.800	152.945	0.9999	0.133	0.825	152.425	0.9973	1.273	0.825	152.400	0.9974	1.404
 0	 7	0.787	152.680	0.9994	0.416	0.787	152.680	0.9994	0.416	0.817	151.766	0.9997	1.452	0.817	151.766	0.9997	1.518
 1	 0	1.114	129.135	0.9994	0.622	1.106	129.771	0.9996	0.522	1.355	120.243	0.9999	0.724	1.356	120.221	0.9999	0.749
 1	 1	1.034	126.685	0.9998	0.325	1.024	127.481	0.9998	0.307	1.187	121.408	0.9952	1.306	1.185	121.454	0.9953	1.347
