INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	6.712	5.907	6.048	5.307
 0	 1	7.771	7.430	7.334	7.017
 0	 2	6.773	6.607	6.611	6.455
 0	 3	7.052	6.922	7.000	6.872
 0	 4	7.393	7.077	7.395	7.089
 0	 5	7.470	7.406	7.655	7.594
 0	 6	7.500	7.374	7.765	7.633
 0	 7	9.956	9.827	10.483	10.350
 1	 0	8.095	7.251	6.877	6.214
 1	 1	9.269	8.965	8.467	8.198
 1	 2	7.609	7.468	6.995	6.861
 1	 3	9.918	9.822	9.362	9.273
 1	 4	8.830	8.574	8.463	8.243
 1	 5	9.782	9.698	9.532	9.483
 1	 6	10.155	10.001	9.857	9.701
 1	 7	9.857	9.604	9.596	9.390
 2	 0	6.978	6.393	5.641	5.159
 2	 1	8.107	7.820	7.030	6.764
 2	 2	7.720	7.484	6.983	6.786
 2	 3	7.852	7.705	7.182	7.044
 2	 4	6.512	6.443	6.045	5.953
 2	 5	7.813	7.727	7.352	7.286
 2	 6	7.940	7.754	7.522	7.343
 2	 7	9.934	9.844	9.606	9.515
 3	 0	6.928	6.366	5.477	5.023
 3	 1	6.621	6.451	5.670	5.523
 3	 2	6.740	6.526	5.909	5.745
 3	 3	6.651	6.543	6.057	5.970
 3	 4	8.402	8.103	7.717	7.458
 3	 5	7.206	7.179	6.766	6.735
 3	 6	10.105	9.977	9.579	9.477
 3	 7	8.888	8.778	8.499	8.385
 4	 0	5.548	5.068	4.422	4.065
 4	 1	6.559	6.299	5.595	5.396
 4	 2	7.377	7.277	6.688	6.631
 4	 3	7.432	7.393	6.845	6.811
 4	 4	7.552	7.209	7.009	6.713
 4	 5	8.242	8.150	7.755	7.688
 4	 6	9.300	9.196	8.828	8.745
 4	 7	9.587	9.355	9.469	9.214
 5	 0	5.314	4.923	4.181	3.888
 5	 1	5.770	5.591	4.995	4.833
 5	 2	7.331	7.268	6.529	6.480
 5	 3	7.104	7.054	6.412	6.363
 5	 4	7.833	7.546	7.150	6.899
 5	 5	6.552	6.466	5.996	5.922
 5	 6	8.685	8.576	7.921	7.819
 5	 7	7.974	7.897	7.283	7.219
 6	 0	4.381	4.056	3.515	3.271
 6	 1	5.270	5.178	4.476	4.387
 6	 2	5.641	5.567	5.162	5.110
 6	 3	6.638	6.627	6.147	6.160
 6	 4	6.591	6.265	6.185	5.909
 6	 5	8.507	8.409	8.112	8.034
 6	 6	7.602	7.401	7.382	7.198
 6	 7	7.365	7.281	7.336	7.254
 7	 0	4.319	4.170	3.356	3.266
 7	 1	5.422	5.303	4.548	4.450
 7	 2	6.339	6.271	5.540	5.479
 7	 3	7.346	7.220	6.583	6.493
 7	 4	6.672	6.444	6.050	5.837
 7	 5	7.053	6.936	6.600	6.490
 7	 6	7.832	7.791	7.400	7.360
 7	 7	8.589	8.217	8.324	7.955
 8	 0	4.856	4.721	3.853	3.740
 8	 1	5.111	5.032	4.295	4.214
 8	 2	5.820	5.744	5.122	5.056
 8	 3	5.478	5.461	4.966	4.942
 8	 4	5.168	5.007	4.809	4.686
 8	 5	5.170	5.169	4.829	4.837
 8	 6	5.298	5.164	5.033	4.905
 8	 7	5.539	5.482	5.316	5.260
 9	 0	5.908	5.461	4.775	4.462
 9	 1	6.421	6.223	5.531	5.354
 9	 2	6.455	6.407	5.756	5.709
 9	 3	6.138	6.108	5.593	5.556
 9	 4	6.160	5.962	5.795	5.600
 9	 5	5.444	5.369	4.987	4.938
 9	 6	5.296	5.114	4.892	4.724
 9	 7	5.324	5.205	5.073	4.955
10	 0	5.412	5.067	4.427	4.163
10	 1	6.057	5.998	5.243	5.188
10	 2	6.519	6.475	5.829	5.785
10	 3	6.698	6.665	6.083	6.049
10	 4	5.117	4.990	4.815	4.679
10	 5	5.280	5.134	5.041	4.911
10	 6	5.076	4.929	4.885	4.711
10	 7	5.744	5.686	5.530	5.432
11	 0	5.571	5.132	4.495	4.159
11	 1	5.512	5.324	4.721	4.584
11	 2	6.226	6.147	5.462	5.406
11	 3	6.110	6.036	5.472	5.423
11	 4	5.474	5.243	5.050	4.847
11	 5	5.023	4.953	4.748	4.687
11	 6	5.070	4.955	4.807	4.682
11	 7	4.809	4.759	4.588	4.539
12	 0	6.414	6.045	5.229	4.928
12	 1	6.151	5.998	5.309	5.174
12	 2	7.240	7.128	6.355	6.265
12	 3	6.293	6.195	5.566	5.481
12	 4	5.188	5.056	4.820	4.720
12	 5	5.616	5.437	5.309	5.130
12	 6	4.794	4.773	4.508	4.477
12	 7	5.502	5.424	5.339	5.253
13	 0	6.138	5.535	5.095	4.591
13	 1	7.181	6.918	6.161	5.925
13	 2	6.589	6.387	5.788	5.606
13	 3	5.520	5.406	4.916	4.816
13	 4	5.767	5.570	5.197	5.017
13	 5	5.517	5.430	5.049	4.974
13	 6	4.708	4.608	4.337	4.282
13	 7	5.370	5.273	4.951	4.884
14	 0	7.864	7.218	6.319	5.795
14	 1	8.204	7.901	7.069	6.824
14	 2	7.859	7.808	7.010	6.963
14	 3	6.152	6.111	5.630	5.588
14	 4	4.648	4.413	4.319	4.084
14	 5	5.155	5.143	4.840	4.806
14	 6	5.715	5.466	5.421	5.190
14	 7	5.773	5.786	5.436	5.408
15	 0	7.952	7.183	6.434	5.808
15	 1	7.221	7.012	6.184	6.011
15	 2	7.018	6.890	6.233	6.131
15	 3	6.516	6.491	5.923	5.890
15	 4	5.197	5.026	4.800	4.625
15	 5	5.841	5.792	5.419	5.365
15	 6	5.677	5.547	5.330	5.201
15	 7	5.900	5.818	5.638	5.530
16	 0	8.542	7.769	6.907	6.275
16	 1	6.379	6.101	5.526	5.284
16	 2	6.175	5.918	5.540	5.303
16	 3	6.128	6.002	5.661	5.573
16	 4	6.219	6.097	5.913	5.795
16	 5	5.557	5.526	5.441	5.433
16	 6	6.780	6.682	6.709	6.612
16	 7	7.675	7.436	7.608	7.417
17	 0	9.627	8.701	7.729	6.967
17	 1	7.518	7.192	6.437	6.154
17	 2	7.273	7.123	6.442	6.319
17	 3	7.896	7.824	7.010	6.951
17	 4	6.204	6.077	5.524	5.418
17	 5	7.540	7.413	7.026	6.934
17	 6	6.339	6.021	5.931	5.645
17	 7	8.075	7.810	7.621	7.374
18	 0	6.640	6.095	5.377	4.927
18	 1	6.279	5.972	5.443	5.187
18	 2	6.674	6.466	5.905	5.721
18	 3	6.495	6.451	5.981	5.946
18	 4	6.298	6.113	5.862	5.700
18	 5	5.733	5.680	5.466	5.420
18	 6	6.496	6.439	6.140	6.063
18	 7	6.141	5.986	5.958	5.802
19	 0	6.246	5.719	5.092	4.669
19	 1	5.565	5.426	4.858	4.745
19	 2	6.371	6.278	5.668	5.589
19	 3	7.122	7.104	6.419	6.428
19	 4	5.693	5.634	5.181	5.127
19	 5	6.627	6.638	6.059	6.063
19	 6	5.759	5.700	5.261	5.209
19	 7	7.197	7.121	6.732	6.636
20	 0	6.641	5.993	5.284	4.766
20	 1	6.170	6.033	5.256	5.158
20	 2	8.075	7.930	6.959	6.845
20	 3	7.938	7.882	6.893	6.853
20	 4	7.436	7.155	6.620	6.403
20	 5	6.539	6.427	6.003	5.910
20	 6	7.031	7.000	6.479	6.419
20	 7	7.096	6.933	6.659	6.517
21	 0	5.763	5.289	4.670	4.267
21	 1	6.246	6.089	5.357	5.214
21	 2	6.792	6.717	5.923	5.885
21	 3	7.192	7.127	6.385	6.330
21	 4	6.353	6.242	5.665	5.535
21	 5	6.174	6.166	5.589	5.589
21	 6	6.221	6.085	5.612	5.538
21	 7	6.585	6.458	6.055	5.909
22	 0	4.972	4.587	4.054	3.760
22	 1	5.814	5.525	5.052	4.810
22	 2	5.722	5.588	5.134	5.016
22	 3	6.128	6.040	5.620	5.553
22	 4	5.767	5.637	5.409	5.283
22	 5	6.152	6.080	5.952	5.890
22	 6	6.139	6.158	6.017	6.021
22	 7	6.352	6.248	6.364	6.276
23	 0	4.283	4.086	3.465	3.324
23	 1	4.382	4.329	3.763	3.732
23	 2	5.513	5.401	4.761	4.667
23	 3	5.642	5.595	5.005	4.982
23	 4	5.891	5.737	5.226	5.093
23	 5	5.590	5.555	5.049	5.037
23	 6	6.022	5.986	5.440	5.378
23	 7	6.691	6.701	6.119	6.118
24	 0	4.722	4.410	3.689	3.475
24	 1	5.424	5.222	4.609	4.450
24	 2	5.427	5.478	4.758	4.755
24	 3	5.880	5.882	5.276	5.267
24	 4	5.747	5.617	5.173	5.044
24	 5	5.604	5.550	5.104	5.053
24	 6	6.498	6.326	5.860	5.711
24	 7	6.395	6.246	5.926	5.810
25	 0	5.244	4.902	4.209	3.936
25	 1	6.000	5.884	5.035	4.909
