ch	pt	m	q
20	 3	0.2256	90.3434
20	 4	0.2308	89.5554
20	 5	0.1982	94.7141
20	 6	0.2110	92.6850
20	 7	0.1904	96.0000
21	 0	0.4591	77.0361
21	 1	0.4052	82.6782
21	 2	0.3632	87.1416
21	 3	0.2655	97.5662
21	 4	0.2786	96.1943
21	 5	0.2254	101.9029
21	 6	0.2267	101.7032
21	 7	0.2382	100.5608
22	 0	0.4459	78.6574
22	 1	0.4150	81.9071
22	 2	0.3741	86.1786
22	 3	0.2925	94.7830
22	 4	0.3059	93.4050
22	 5	0.2263	101.8726
22	 6	0.2407	100.3103
22	 7	0.2578	98.5422
23	 0	0.3844	75.5675
23	 1	0.3440	80.7631
23	 2	0.3220	83.6037
23	 3	0.2661	90.9224
23	 4	0.2575	92.1026
23	 5	0.2277	96.0090
23	 6	0.2122	97.9846
23	 7	0.2256	96.2855
24	 0	0.3730	72.5045
24	 1	0.3345	77.9053
24	 2	0.3184	80.2542
24	 3	0.2567	89.0314
24	 4	0.2503	90.0048
24	 5	0.2286	93.1284
24	 6	0.1862	99.1191
24	 7	0.2033	96.7394
25	 0	0.4102	72.2128
25	 1	0.3733	76.9718
25	 2	0.3482	80.2064
25	 3	0.2490	93.2081
25	 4	0.2589	91.9325
25	 5	0.2219	96.7922
25	 6	0.1840	101.7306
25	 7	0.2190	97.1797
26	 0	0.4161	65.2916
26	 1	0.3762	71.0629
26	 2	0.3376	76.6958
26	 3	0.2532	88.9954
26	 4	0.2752	85.8065
26	 5	0.2243	93.2357
26	 6	0.1968	97.1351
26	 7	0.2162	94.4129
27	 0	0.4237	75.4806
27	 1	0.3641	82.5310
27	 2	0.3069	89.2890
27	 3	0.2273	98.7419
27	 4	0.2258	98.9541
27	 5	0.2238	99.2445
27	 6	0.1881	103.4110
27	 7	0.2179	99.9479
28	 0	0.4489	82.1626
28	 1	0.3658	90.1717
28	 2	0.3370	92.9083
28	 3	0.2274	103.5830
28	 4	0.2383	102.5827
28	 5	0.1979	106.5429
28	 6	0.1981	106.4597
28	 7	0.2073	105.6395
29	 0	0.4111	69.5749
29	 1	0.2927	85.7407
29	 2	0.2935	85.6330
29	 3	0.2254	94.8960
29	 4	0.2264	94.8178
29	 5	0.1891	99.9722
29	 6	0.2110	96.8998
29	 7	0.1903	99.8532
30	 0	0.3233	85.5615
30	 1	0.3021	88.1334
30	 2	0.2624	93.1105
30	 3	0.1940	101.6249
30	 4	0.1988	101.0196
30	 5	0.1652	105.2658
30	 6	0.1709	104.5167
30	 7	0.1873	102.5103
31	 0	0.2857	88.0007
31	 1	0.2816	88.5046
31	 2	0.2569	91.7628
31	 3	0.2051	98.5854
31	 4	0.1875	100.9672
31	 5	0.1947	100.0604
31	 6	0.2220	96.3782
31	 7	0.2087	98.2303
