ch	pt	m	q
 0	 0	1.1434	-24.9540
 0	 1	1.5182	-76.9214
 0	 2	1.6787	-99.1437
 0	 3	1.7547	-109.8387
 0	 4	1.8239	-119.1423
 0	 5	1.8396	-121.4244
 0	 6	1.7130	-104.0003
 0	 7	1.6972	-101.8962
 1	 0	0.9270	19.8148
 1	 1	1.1825	-11.4817
 1	 2	1.2884	-24.4650
 1	 3	1.3790	-35.9019
 1	 4	1.4270	-41.6075
 1	 5	1.5224	-53.2871
 1	 6	1.3798	-35.8042
 1	 7	1.3735	-35.0042
 2	 0	0.8939	3.5904
 2	 1	1.0957	-25.9093
 2	 2	1.2528	-48.7440
 2	 3	1.2825	-53.0393
 2	 4	1.2805	-52.8112
 2	 5	1.3090	-56.9380
 2	 6	1.2961	-55.0325
 2	 7	1.2178	-43.5975
 3	 0	0.9012	37.0437
 3	 1	1.0456	21.6663
 3	 2	1.1100	14.6883
 3	 3	1.1254	13.0465
 3	 4	1.1662	8.7961
 3	 5	1.1434	11.2181
 3	 6	1.1150	14.2460
 3	 7	1.1235	13.3375
 4	 0	0.7280	43.9449
 4	 1	0.8320	31.0360
 4	 2	0.8599	27.5398
 4	 3	0.8776	25.4168
 4	 4	0.8918	23.7548
 4	 5	0.8903	23.8452
 4	 6	0.8753	25.5357
 4	 7	0.8604	27.3560
 5	 0	0.6707	42.1168
 5	 1	0.7450	32.1906
 5	 2	0.7722	28.2632
 5	 3	0.7859	26.3805
 5	 4	0.7885	26.1249
 5	 5	0.7779	27.6084
 5	 6	0.7567	30.4447
 5	 7	0.7493	31.3845
 6	 0	0.6220	65.9460
 6	 1	0.6661	61.1558
 6	 2	0.6780	59.9399
 6	 3	0.6796	59.8666
 6	 4	0.6714	60.5948
 6	 5	0.6737	60.5032
 6	 6	0.6610	61.8540
 6	 7	0.6741	60.5088
 7	 0	0.4670	66.8133
 7	 1	0.5083	61.0093
 7	 2	0.5113	60.5743
 7	 3	0.5187	59.5610
 7	 4	0.5158	59.8996
 7	 5	0.5131	60.3893
 7	 6	0.5075	61.1749
 7	 7	0.5042	61.6851
 8	 0	0.4273	85.9366
 8	 1	0.4623	82.0854
 8	 2	0.4624	81.9544
 8	 3	0.4571	82.7213
 8	 4	0.4658	81.5656
 8	 5	0.4651	81.6066
 8	 6	0.4564	82.6348
 8	 7	0.4581	82.5014
 9	 0	0.5936	73.8183
 9	 1	0.6003	73.1117
 9	 2	0.6160	71.5017
 9	 3	0.6052	72.6921
 9	 4	0.6133	71.8624
 9	 5	0.6179	71.4988
 9	 6	0.6024	73.1388
 9	 7	0.5958	73.8964
10	 0	0.5867	42.2701
10	 1	0.6240	36.4527
10	 2	0.6395	34.0138
10	 3	0.6483	32.7008
10	 4	0.6602	30.7491
10	 5	0.6794	27.7979
10	 6	0.6422	33.6045
10	 7	0.6354	34.6399
11	 0	0.6379	59.1066
11	 1	0.6847	53.6837
11	 2	0.7157	50.0044
11	 3	0.7213	49.4008
11	 4	0.7403	47.0571
11	 5	0.7300	48.2945
11	 6	0.7044	51.4597
