ch	pt	m	q
11	 7	0.6945	52.4156
12	 0	0.7621	32.7361
12	 1	0.7930	28.5262
12	 2	0.8429	21.9813
12	 3	0.8331	23.2943
12	 4	0.8714	18.1311
12	 5	0.8644	18.9988
12	 6	0.8120	25.9047
12	 7	0.8158	25.3235
13	 0	0.8354	22.7531
13	 1	0.9196	11.7069
13	 2	0.9485	7.7367
13	 3	0.9360	9.3697
13	 4	0.9438	8.3006
13	 5	0.9504	7.4340
13	 6	0.8608	19.5066
13	 7	0.8001	27.3780
14	 0	0.8674	4.3389
14	 1	0.9798	-12.5236
14	 2	1.0363	-20.9708
14	 3	1.0330	-20.5371
14	 4	0.9943	-14.7051
14	 5	0.9934	-14.4839
14	 6	0.8432	7.9098
14	 7	0.8026	13.9479
15	 0	0.9030	1.5417
15	 1	1.0224	-15.9109
15	 2	1.0393	-18.4851
15	 3	1.0099	-13.9761
15	 4	1.0348	-17.6584
15	 5	1.0049	-13.6295
15	 6	0.8144	14.7308
15	 7	0.7689	21.3792
16	 0	0.7659	2.8187
16	 1	0.9740	-32.7004
16	 2	1.0953	-53.0524
16	 3	1.1179	-57.4233
16	 4	1.2151	-74.0729
16	 5	1.2007	-71.4111
16	 6	1.1203	-57.7405
16	 7	1.0942	-53.2698
17	 0	0.8830	18.0689
17	 1	1.0324	-1.5265
17	 2	1.1231	-13.4531
17	 3	1.1823	-21.1664
17	 4	1.2282	-27.2210
17	 5	1.2085	-24.3894
17	 6	1.1495	-17.0417
17	 7	1.1359	-15.0595
18	 0	0.7859	35.7632
18	 1	0.9233	18.6235
18	 2	0.9550	14.7869
18	 3	0.9852	10.9098
18	 4	1.0213	6.4164
18	 5	1.0237	6.1143
18	 6	0.9761	12.0832
18	 7	0.9553	14.6204
19	 0	0.7847	25.3279
19	 1	0.8564	15.4102
19	 2	0.8708	13.3727
19	 3	0.9076	8.4306
19	 4	0.9216	6.4809
19	 5	0.9224	6.3915
19	 6	0.8994	9.5899
19	 7	0.8835	11.6914
20	 0	0.6469	19.5766
20	 1	0.7021	9.5962
20	 2	0.7322	4.3993
20	 3	0.7414	2.9762
20	 4	0.7517	1.0037
20	 5	0.7364	3.7803
20	 6	0.7217	6.2486
20	 7	0.7270	5.5552
21	 0	0.6541	31.9659
21	 1	0.7007	24.7890
21	 2	0.7133	22.8158
21	 3	0.7244	21.0278
21	 4	0.7230	21.3821
21	 5	0.7281	20.3144
21	 6	0.7196	21.7385
21	 7	0.7039	24.1203
22	 0	0.6033	45.2249
22	 1	0.6544	37.8109
22	 2	0.6617	36.6614
22	 3	0.6656	36.2367
22	 4	0.6662	35.9733
22	 5	0.6612	36.6255
22	 6	0.6423	39.4044
22	 7	0.6425	39.4266
23	 0	0.5040	73.7106
23	 1	0.5253	71.1248
23	 2	0.5298	70.6001
23	 3	0.5308	70.3512
23	 4	0.5339	70.0672
23	 5	0.5275	70.7658
23	 6	0.5275	70.7057
23	 7	0.5162	72.1522
24	 0	0.5584	56.1170
24	 1	0.6035	49.9169
24	 2	0.6105	48.9609
24	 3	0.6161	48.2157
24	 4	0.6199	47.7124
24	 5	0.6059	49.5455
24	 6	0.5958	50.9434
24	 7	0.6007	50.3086
25	 0	0.6577	55.2206
25	 1	0.7026	49.9378
25	 2	0.7201	47.7601
25	 3	0.7346	46.1500
25	 4	0.7378	45.7354
25	 5	0.7260	47.1328
25	 6	0.7070	49.4341
25	 7	0.7093	49.0072
26	 0	0.7413	44.4122
26	 1	0.8350	33.0747
26	 2	0.8349	33.1393
26	 3	0.8344	33.3340
26	 4	0.8396	32.7506
26	 5	0.8392	32.8753
26	 6	0.8417	32.4191
26	 7	0.8350	33.2470
27	 0	0.8051	35.4521
27	 1	0.8707	27.4610
27	 2	0.9454	18.4045
27	 3	0.9592	16.5221
27	 4	0.9395	19.1395
27	 5	0.9498	17.8439
27	 6	0.9325	19.9333
27	 7	0.9243	20.9889
28	 0	0.8525	16.7479
28	 1	1.0496	-10.3833
28	 2	1.1230	-20.5568
28	 3	1.1668	-26.3798
28	 4	1.1570	-25.1047
28	 5	1.1798	-28.0448
28	 6	1.1089	-18.3644
28	 7	1.1356	-22.1789
29	 0	0.8253	27.1703
29	 1	1.0395	-0.4975
29	 2	1.1696	-17.4185
29	 3	1.2520	-28.2257
29	 4	1.2888	-32.7823
29	 5	1.2755	-31.1066
29	 6	1.2121	-22.8884
29	 7	1.1807	-18.8760
30	 0	0.7851	18.0638
30	 1	1.0694	-24.2214
30	 2	1.1895	-41.5163
30	 3	1.2646	-52.6702
30	 4	1.4520	-80.8196
30	 5	1.3815	-70.3334
30	 6	1.2530	-51.2106
30	 7	1.2244	-47.2226
31	 0	0.7865	33.0012
31	 1	1.0075	4.7798
31	 2	1.1473	-13.1068
31	 3	1.2697	-28.7744
31	 4	1.2737	-29.2487
31	 5	1.3171	-34.7909
31	 6	1.2290	-23.4111
31	 7	1.1778	-16.7756
