ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	222.397	0.669
 0	 0	 1	221.276	0.597
 0	 0	 2	220.283	0.614
 0	 0	 3	219.207	0.579
 0	 0	 4	218.239	0.569
 0	 0	 5	217.211	0.591
 0	 0	 6	216.304	0.628
 0	 0	 7	215.194	0.587
 0	 1	 0	222.309	0.427
 0	 1	 1	221.171	0.391
 0	 1	 2	220.166	0.409
 0	 1	 3	219.081	0.405
 0	 1	 4	218.220	0.380
 0	 1	 5	217.138	0.425
 0	 1	 6	216.193	0.412
 0	 1	 7	215.089	0.406
 0	 2	 0	222.328	0.423
 0	 2	 1	221.125	0.376
 0	 2	 2	220.197	0.402
 0	 2	 3	219.052	0.404
 0	 2	 4	218.227	0.394
 0	 2	 5	217.138	0.386
 0	 2	 6	216.189	0.413
 0	 2	 7	215.069	0.407
 0	 3	 0	222.327	0.456
 0	 3	 1	221.162	0.498
 0	 3	 2	220.153	0.506
 0	 3	 3	219.053	0.423
 0	 3	 4	218.261	0.438
 0	 3	 5	217.134	0.430
 0	 3	 6	216.145	0.450
 0	 3	 7	215.060	0.436
 0	 4	 0	222.381	0.533
 0	 4	 1	221.206	0.540
 0	 4	 2	220.206	0.557
 0	 4	 3	219.095	0.467
 0	 4	 4	218.252	0.500
 0	 4	 5	217.129	0.526
 0	 4	 6	216.185	0.569
 0	 4	 7	215.033	0.513
 0	 5	 0	222.419	0.538
 0	 5	 1	221.180	0.524
 0	 5	 2	220.219	0.519
 0	 5	 3	219.049	0.525
 0	 5	 4	218.343	0.508
 0	 5	 5	217.178	0.537
 0	 5	 6	216.235	0.527
 0	 5	 7	215.022	0.542
 0	 6	 0	222.314	0.439
 0	 6	 1	221.039	0.461
 0	 6	 2	220.179	0.485
 0	 6	 3	219.085	0.449
 0	 6	 4	218.272	0.435
 0	 6	 5	217.187	0.477
 0	 6	 6	216.210	0.459
 0	 6	 7	215.024	0.462
 0	 7	 0	222.345	0.435
 0	 7	 1	221.025	0.453
 0	 7	 2	220.219	0.431
 0	 7	 3	219.049	0.438
 0	 7	 4	218.284	0.395
 0	 7	 5	217.203	0.410
 0	 7	 6	216.187	0.438
 0	 7	 7	215.020	0.429
 1	 0	 0	223.929	0.416
 1	 0	 1	222.856	0.403
 1	 0	 2	221.897	0.410
 1	 0	 3	220.774	0.388
 1	 0	 4	219.842	0.356
 1	 0	 5	218.779	0.335
 1	 0	 6	217.734	0.368
 1	 0	 7	216.666	0.395
 1	 1	 0	223.893	0.310
 1	 1	 1	222.812	0.316
 1	 1	 2	221.886	0.352
 1	 1	 3	220.779	0.323
 1	 1	 4	219.764	0.323
 1	 1	 5	218.772	0.300
 1	 1	 6	217.749	0.332
 1	 1	 7	216.676	0.286
 1	 2	 0	223.935	0.274
 1	 2	 1	222.851	0.296
 1	 2	 2	221.902	0.297
 1	 2	 3	220.800	0.279
 1	 2	 4	219.829	0.302
 1	 2	 5	218.804	0.264
 1	 2	 6	217.730	0.297
 1	 2	 7	216.695	0.262
 1	 3	 0	223.908	0.267
 1	 3	 1	222.867	0.282
 1	 3	 2	221.877	0.306
 1	 3	 3	220.768	0.280
 1	 3	 4	219.856	0.235
 1	 3	 5	218.807	0.281
 1	 3	 6	217.703	0.244
 1	 3	 7	216.677	0.286
 1	 4	 0	223.945	0.277
 1	 4	 1	222.852	0.277
 1	 4	 2	221.894	0.250
 1	 4	 3	220.764	0.297
 1	 4	 4	219.859	0.255
 1	 4	 5	218.653	0.260
 1	 4	 6	217.717	0.262
 1	 4	 7	216.788	0.274
 1	 5	 0	223.880	0.403
 1	 5	 1	222.796	0.444
 1	 5	 2	221.870	0.421
 1	 5	 3	220.782	0.434
 1	 5	 4	219.847	0.399
 1	 5	 5	218.648	0.430
 1	 5	 6	217.726	0.417
 1	 5	 7	216.763	0.405
 1	 6	 0	223.931	0.402
 1	 6	 1	222.887	0.385
 1	 6	 2	221.877	0.370
 1	 6	 3	220.809	0.358
 1	 6	 4	219.868	0.378
 1	 6	 5	218.640	0.353
 1	 6	 6	217.725	0.316
 1	 6	 7	216.802	0.378
 1	 7	 0	223.943	0.312
 1	 7	 1	222.867	0.282
 1	 7	 2	221.876	0.306
 1	 7	 3	220.771	0.320
 1	 7	 4	219.869	0.284
 1	 7	 5	218.672	0.331
 1	 7	 6	217.739	0.323
 1	 7	 7	216.785	0.343
 2	 0	 0	215.047	0.390
 2	 0	 1	213.953	0.333
 2	 0	 2	213.200	0.365
 2	 0	 3	212.091	0.346
 2	 0	 4	211.100	0.374
 2	 0	 5	209.988	0.357
 2	 0	 6	209.140	0.375
 2	 0	 7	208.024	0.367
 2	 1	 0	215.005	0.328
 2	 1	 1	213.939	0.271
 2	 1	 2	213.216	0.326
 2	 1	 3	212.079	0.320
 2	 1	 4	211.069	0.340
 2	 1	 5	209.977	0.314
 2	 1	 6	209.132	0.303
 2	 1	 7	208.048	0.306
 2	 2	 0	215.050	0.282
 2	 2	 1	213.904	0.297
 2	 2	 2	213.208	0.315
 2	 2	 3	212.040	0.263
 2	 2	 4	211.071	0.322
 2	 2	 5	209.958	0.270
 2	 2	 6	209.204	0.300
 2	 2	 7	208.043	0.275
 2	 3	 0	215.039	0.288
 2	 3	 1	213.935	0.270
 2	 3	 2	213.177	0.310
 2	 3	 3	212.056	0.307
 2	 3	 4	211.043	0.286
 2	 3	 5	209.958	0.302
 2	 3	 6	209.179	0.299
 2	 3	 7	208.021	0.322
 2	 4	 0	215.075	0.335
 2	 4	 1	213.904	0.263
 2	 4	 2	213.140	0.254
 2	 4	 3	212.069	0.304
 2	 4	 4	211.040	0.267
 2	 4	 5	210.027	0.272
 2	 4	 6	209.080	0.263
 2	 4	 7	208.005	0.280
 2	 5	 0	215.038	0.269
 2	 5	 1	213.919	0.298
 2	 5	 2	213.180	0.285
 2	 5	 3	212.056	0.260
 2	 5	 4	211.083	0.257
 2	 5	 5	209.963	0.271
 2	 5	 6	209.180	0.285
 2	 5	 7	208.013	0.279
 2	 6	 0	215.028	0.270
 2	 6	 1	213.921	0.267
 2	 6	 2	213.135	0.256
 2	 6	 3	212.049	0.332
 2	 6	 4	211.059	0.263
 2	 6	 5	209.943	0.304
 2	 6	 6	209.150	0.276
 2	 6	 7	207.970	0.277
 2	 7	 0	215.091	0.298
 2	 7	 1	213.944	0.272
 2	 7	 2	213.179	0.286
 2	 7	 3	212.042	0.263
 2	 7	 4	211.085	0.256
 2	 7	 5	209.918	0.261
 2	 7	 6	209.146	0.278
 2	 7	 7	207.985	0.309
 3	 0	 0	218.453	0.336
 3	 0	 1	217.445	0.369
 3	 0	 2	216.531	0.387
 3	 0	 3	215.454	0.383
 3	 0	 4	214.593	0.369
 3	 0	 5	213.452	0.337
 3	 0	 6	212.527	0.359
 3	 0	 7	211.439	0.378
 3	 1	 0	218.433	0.315
 3	 1	 1	217.424	0.316
 3	 1	 2	216.548	0.329
 3	 1	 3	215.435	0.320
 3	 1	 4	214.513	0.335
 3	 1	 5	213.449	0.310
 3	 1	 6	212.509	0.326
 3	 1	 7	211.431	0.340
 3	 2	 0	218.467	0.292
 3	 2	 1	217.440	0.302
 3	 2	 2	216.481	0.319
 3	 2	 3	215.433	0.304
 3	 2	 4	214.505	0.285
 3	 2	 5	213.428	0.294
 3	 2	 6	212.511	0.309
 3	 2	 7	211.442	0.337
 3	 3	 0	218.502	0.290
 3	 3	 1	217.406	0.292
 3	 3	 2	216.529	0.292
 3	 3	 3	215.407	0.315
 3	 3	 4	214.560	0.278
 3	 3	 5	213.405	0.293
 3	 3	 6	212.485	0.304
 3	 3	 7	211.386	0.296
 3	 4	 0	218.493	0.274
 3	 4	 1	217.427	0.282
 3	 4	 2	216.533	0.286
 3	 4	 3	215.434	0.301
 3	 4	 4	214.469	0.301
 3	 4	 5	213.430	0.293
 3	 4	 6	212.476	0.301
 3	 4	 7	211.406	0.303
 3	 5	 0	218.451	0.267
 3	 5	 1	217.435	0.286
 3	 5	 2	216.471	0.300
 3	 5	 3	215.386	0.299
 3	 5	 4	214.531	0.293
 3	 5	 5	213.436	0.277
 3	 5	 6	212.497	0.284
 3	 5	 7	211.394	0.289
 3	 6	 0	218.515	0.274
 3	 6	 1	217.439	0.289
 3	 6	 2	216.526	0.288
 3	 6	 3	215.408	0.307
 3	 6	 4	214.522	0.306
 3	 6	 5	213.459	0.285
 3	 6	 6	212.518	0.286
 3	 6	 7	211.433	0.292
 3	 7	 0	218.469	0.261
 3	 7	 1	217.453	0.274
 3	 7	 2	216.562	0.301
 3	 7	 3	215.426	0.308
 3	 7	 4	214.517	0.311
 3	 7	 5	213.447	0.292
 3	 7	 6	212.525	0.275
 3	 7	 7	211.408	0.276
 4	 0	 0	222.169	0.374
 4	 0	 1	221.122	0.388
 4	 0	 2	220.079	0.395
 4	 0	 3	219.042	0.391
 4	 0	 4	218.186	0.370
 4	 0	 5	217.187	0.417
 4	 0	 6	216.203	0.421
 4	 0	 7	215.152	0.403
 4	 1	 0	222.166	0.315
 4	 1	 1	221.076	0.349
 4	 1	 2	220.050	0.379
 4	 1	 3	219.042	0.327
 4	 1	 4	218.214	0.313
 4	 1	 5	217.177	0.328
 4	 1	 6	216.230	0.341
 4	 1	 7	215.082	0.339
 4	 2	 0	222.152	0.309
 4	 2	 1	221.094	0.315
 4	 2	 2	220.041	0.280
 4	 2	 3	219.023	0.311
 4	 2	 4	218.182	0.318
 4	 2	 5	217.152	0.276
 4	 2	 6	216.200	0.326
 4	 2	 7	215.108	0.326
 4	 3	 0	222.108	0.289
 4	 3	 1	221.056	0.279
 4	 3	 2	220.067	0.274
 4	 3	 3	219.043	0.282
 4	 3	 4	218.240	0.295
 4	 3	 5	217.212	0.306
 4	 3	 6	216.188	0.315
 4	 3	 7	215.099	0.295
 4	 4	 0	222.206	0.323
 4	 4	 1	221.055	0.279
 4	 4	 2	220.055	0.306
 4	 4	 3	219.050	0.280
 4	 4	 4	218.180	0.266
 4	 4	 5	217.152	0.275
 4	 4	 6	216.157	0.307
 4	 4	 7	215.110	0.251
 4	 5	 0	222.203	0.392
 4	 5	 1	221.067	0.336
 4	 5	 2	220.064	0.403
 4	 5	 3	219.035	0.361
 4	 5	 4	218.226	0.395
 4	 5	 5	217.276	0.366
 4	 5	 6	216.209	0.417
 4	 5	 7	215.176	0.392
 4	 6	 0	222.243	0.383
 4	 6	 1	221.100	0.338
 4	 6	 2	220.077	0.384
 4	 6	 3	219.058	0.324
 4	 6	 4	218.222	0.345
 4	 6	 5	217.232	0.325
 4	 6	 6	216.282	0.382
 4	 6	 7	215.167	0.345
 4	 7	 0	222.236	0.364
 4	 7	 1	221.091	0.330
 4	 7	 2	220.119	0.332
 4	 7	 3	219.066	0.276
 4	 7	 4	218.285	0.317
 4	 7	 5	217.189	0.282
 4	 7	 6	216.240	0.337
 4	 7	 7	215.174	0.321
 5	 0	 0	229.479	0.349
 5	 0	 1	228.389	0.360
 5	 0	 2	227.488	0.387
 5	 0	 3	226.383	0.384
 5	 0	 4	225.479	0.380
 5	 0	 5	224.416	0.403
 5	 0	 6	223.384	0.379
 5	 0	 7	222.361	0.357
 5	 1	 0	229.445	0.327
 5	 1	 1	228.402	0.337
 5	 1	 2	227.390	0.314
 5	 1	 3	226.355	0.337
 5	 1	 4	225.420	0.342
 5	 1	 5	224.390	0.334
 5	 1	 6	223.336	0.333
 5	 1	 7	222.371	0.337
 5	 2	 0	229.498	0.298
 5	 2	 1	228.329	0.293
 5	 2	 2	227.421	0.293
 5	 2	 3	226.361	0.311
 5	 2	 4	225.420	0.318
 5	 2	 5	224.339	0.319
 5	 2	 6	223.384	0.312
 5	 2	 7	222.291	0.327
 5	 3	 0	229.465	0.293
 5	 3	 1	228.340	0.288
 5	 3	 2	227.398	0.315
 5	 3	 3	226.321	0.292
 5	 3	 4	225.424	0.280
 5	 3	 5	224.324	0.308
 5	 3	 6	223.346	0.294
 5	 3	 7	222.270	0.283
 5	 4	 0	229.461	0.295
 5	 4	 1	228.359	0.292
 5	 4	 2	227.401	0.295
 5	 4	 3	226.334	0.318
 5	 4	 4	225.380	0.308
