ch	pt	m	q
28	 1	0.1570	117.7707
28	 2	0.1740	115.5431
28	 3	0.2025	111.8137
28	 4	0.1753	115.4428
28	 5	0.2162	110.0177
28	 6	0.2242	109.0912
28	 7	0.2295	108.2800
29	 0	0.1379	117.6477
29	 1	0.1670	113.2225
29	 2	0.1643	113.6218
29	 3	0.1940	109.1874
29	 4	0.1877	110.2459
29	 5	0.2176	105.7450
29	 6	0.2079	107.2039
29	 7	0.2087	107.0700
30	 0	0.1494	118.2870
30	 1	0.1739	114.9130
30	 2	0.1538	117.5929
30	 3	0.1831	113.7022
30	 4	0.1905	112.7878
30	 5	0.2055	110.7108
30	 6	0.2223	108.5153
30	 7	0.2304	107.3788
31	 0	0.1337	120.5178
31	 1	0.2040	111.1707
31	 2	0.1747	115.0132
31	 3	0.1685	115.8270
31	 4	0.1994	111.8485
31	 5	0.2006	111.6597
31	 6	0.2210	108.9481
31	 7	0.2249	108.3612
