ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 129.02	 1.363	129.0	  0	 129.02	 1.363	 100
 0	 0	  1	 136.02	 1.456	136.0	  0	 136.02	 1.456	 100
 0	 0	  2	 175.12	 2.293	175.0	  0	 175.12	 2.293	 100
 0	 0	  3	 265.80	 2.279	266.0	  5	 265.87	 1.947	 100
 0	 0	  4	 366.69	 2.849	366.0	  0	 366.69	 2.849	 100
 0	 0	  5	 462.76	 2.123	463.0	  0	 462.76	 2.123	 100
 0	 0	  6	 542.63	 2.273	542.0	  1	 542.54	 2.077	 100
 0	 0	  7	 608.26	 1.968	608.0	  0	 608.26	 1.968	 100
 0	 0	  8	 662.08	 1.698	662.0	  0	 662.08	 1.698	 100
 0	 0	  9	 705.03	 1.946	705.0	  1	 704.98	 1.890	 100
 0	 0	 10	 738.26	 1.873	738.0	  0	 738.26	 1.873	 100
 0	 0	 11	 763.07	 1.898	763.0	  2	 763.17	 1.770	 100
 0	 0	 12	 779.63	 1.785	779.5	  0	 779.63	 1.785	 100
 0	 0	 13	 789.57	 1.945	789.0	  5	 789.31	 1.598	 100
 0	 0	 14	 792.48	 1.946	792.5	  0	 792.48	 1.946	 100
 0	 0	 15	 790.64	 2.204	791.0	  0	 790.64	 2.204	 100
 0	 0	 16	 784.42	 1.603	784.0	  1	 784.37	 1.542	 100
 0	 0	 17	 773.66	 1.991	774.0	  2	 773.77	 1.866	 100
 0	 0	 18	 758.00	 1.826	758.0	  1	 757.94	 1.731	 100
 0	 0	 19	 742.39	 1.969	742.0	  1	 742.34	 1.923	 100
 0	 0	 20	 723.86	 1.837	724.0	  0	 723.86	 1.837	 100
 0	 0	 21	 703.10	 1.992	703.0	  0	 703.10	 1.992	 100
 0	 0	 22	 681.27	 1.722	681.5	  0	 681.27	 1.722	 100
 0	 0	 23	 658.72	 1.602	658.5	  3	 658.87	 1.389	 100
 0	 0	 24	 634.36	 1.755	634.0	  1	 634.30	 1.669	 100
 0	 0	 25	 609.87	 1.905	610.0	  1	 609.92	 1.850	 100
 0	 0	 26	 585.42	 1.471	585.0	  0	 585.42	 1.471	 100
 0	 0	 27	 560.77	 1.917	561.0	  1	 560.82	 1.865	 100
 0	 0	 28	 536.08	 1.762	536.0	  1	 536.03	 1.699	 100
 0	 0	 29	 512.24	 1.628	512.0	  0	 512.24	 1.628	 100
 0	 0	 30	 488.69	 1.619	489.0	  0	 488.69	 1.619	 100
 0	 0	 31	 465.33	 1.393	465.0	  0	 465.33	 1.393	 100
 0	 0	 32	 443.14	 1.450	443.0	  0	 443.14	 1.450	 100
 0	 0	 33	 421.62	 1.802	421.0	  2	 421.53	 1.706	 100
 0	 0	 34	 401.91	 1.311	402.0	  0	 401.91	 1.311	 100
 0	 0	 35	 382.40	 1.907	382.0	  1	 382.34	 1.830	 100
 0	 0	 36	 363.67	 1.407	363.0	  0	 363.67	 1.407	 100
 0	 0	 37	 345.96	 1.271	346.0	  0	 345.96	 1.271	 100
 0	 0	 38	 330.37	 1.390	330.0	  0	 330.37	 1.390	 100
 0	 0	 39	 315.82	 1.553	316.0	  1	 315.87	 1.482	 100
 0	 0	 40	 301.65	 1.513	301.5	 21	 301.51	 0.890	 100
 0	 0	 41	 288.67	 1.311	288.5	 14	 288.62	 0.828	 100
 0	 0	 42	 277.01	 1.185	277.0	  0	 277.01	 1.185	 100
 0	 0	 43	 265.75	 1.250	266.0	  0	 265.75	 1.250	 100
 0	 0	 44	 256.02	 1.497	256.0	  0	 256.02	 1.497	 100
 0	 0	 45	 245.58	 1.156	245.0	  0	 245.58	 1.156	 100
 0	 0	 46	 236.37	 1.284	236.5	 13	 236.47	 0.913	 100
 0	 0	 47	 228.38	 1.204	229.0	  0	 228.38	 1.204	 100
 0	 0	 48	 220.59	 1.240	221.0	  0	 220.59	 1.240	 100
 0	 0	 49	 213.25	 0.989	213.0	  0	 213.25	 0.989	 100
 0	 0	 50	 207.02	 1.263	207.0	  0	 207.02	 1.263	 100
 0	 0	 51	 201.15	 0.968	201.0	  0	 201.15	 0.968	 100
 0	 0	 52	 195.92	 1.098	196.0	  0	 195.92	 1.098	 100
 0	 0	 53	 190.84	 1.316	191.0	  0	 190.84	 1.316	 100
 0	 0	 54	 185.97	 1.218	186.0	  0	 185.97	 1.218	 100
 0	 0	 55	 181.36	 1.133	181.0	  1	 181.31	 1.037	 100
 0	 0	 56	 177.67	 0.985	178.0	  3	 177.75	 0.878	 100
 0	 0	 57	 173.73	 1.221	174.0	  0	 173.73	 1.221	 100
 0	 0	 58	 170.51	 1.020	170.0	  0	 170.51	 1.020	 100
 0	 0	 59	 167.85	 1.321	168.0	  0	 167.85	 1.321	 100
 0	 0	 60	 164.89	 0.840	165.0	 45	 165.00	 0.000	 100
 0	 0	 61	 162.22	 0.970	162.0	  0	 162.22	 0.970	 100
 0	 0	 62	 160.13	 1.152	160.0	 49	 160.00	 0.000	 100
 0	 0	 63	 157.98	 1.263	158.0	  0	 157.98	 1.263	 100
 0	 0	 64	 155.40	 1.110	155.0	  0	 155.40	 1.110	 100
 0	 0	 65	 153.61	 0.909	154.0	 45	 154.00	 0.000	 100
 0	 0	 66	 151.72	 1.190	152.0	  0	 151.72	 1.190	 100
 0	 0	 67	 150.25	 1.038	150.0	  0	 150.25	 1.038	 100
 0	 0	 68	 148.99	 0.835	149.0	  0	 148.99	 0.835	 100
 0	 0	 69	 147.53	 1.105	148.0	  0	 147.53	 1.105	 100
 0	 0	 70	 146.27	 0.930	146.0	 48	 146.00	 0.000	 100
 0	 0	 71	 145.23	 0.886	145.0	  0	 145.23	 0.886	 100
 0	 0	 72	 143.94	 1.127	144.0	  0	 143.94	 1.127	 100
 0	 0	 73	 143.16	 1.212	143.0	  0	 143.16	 1.212	 100
 0	 0	 74	 141.93	 0.935	142.0	  0	 141.93	 0.935	 100
 0	 0	 75	 141.30	 0.980	141.0	 48	 141.00	 0.000	 100
 0	 0	 76	 140.49	 0.990	141.0	  0	 140.49	 0.990	 100
 0	 0	 77	 139.76	 1.182	140.0	  0	 139.76	 1.182	 100
 0	 0	 78	 138.90	 1.010	139.0	  0	 138.90	 1.010	 100
 0	 0	 79	 138.49	 0.893	138.0	  0	 138.49	 0.893	 100
 0	 0	 80	 137.84	 0.801	138.0	 48	 138.00	 0.000	 100
 0	 0	 81	 137.30	 0.916	137.0	  0	 137.30	 0.916	 100
 0	 0	 82	 136.98	 0.985	137.0	  0	 136.98	 0.985	 100
 0	 0	 83	 136.45	 1.132	137.0	  0	 136.45	 1.132	 100
 0	 0	 84	 136.15	 1.038	136.0	  0	 136.15	 1.038	 100
 0	 0	 85	 135.83	 1.006	136.0	  0	 135.83	 1.006	 100
 0	 0	 86	 135.36	 1.115	136.0	  0	 135.36	 1.115	 100
 0	 0	 87	 134.98	 1.128	135.0	  0	 134.98	 1.128	 100
 0	 0	 88	 134.96	 1.118	135.0	  0	 134.96	 1.118	 100
 0	 0	 89	 134.40	 1.137	134.0	  0	 134.40	 1.137	 100
 0	 0	 90	 134.06	 1.118	134.0	  0	 134.06	 1.118	 100
 0	 0	 91	 133.86	 0.943	134.0	  0	 133.86	 0.943	 100
 0	 0	 92	 133.64	 0.927	133.5	  5	 133.52	 0.770	 100
 0	 0	 93	 133.65	 0.957	134.0	  0	 133.65	 0.957	 100
 0	 0	 94	 133.50	 0.927	133.0	  0	 133.50	 0.927	 100
 0	 0	 95	 133.29	 0.935	133.0	  0	 133.29	 0.935	 100
 0	 0	 96	 133.29	 0.782	133.0	  0	 133.29	 0.782	 100
 0	 0	 97	 133.10	 0.859	133.0	 48	 133.00	 0.000	 100
 0	 0	 98	 132.79	 0.756	133.0	 44	 133.00	 0.000	 100
 0	 0	 99	 132.90	 0.759	133.0	 44	 133.00	 0.000	 100
 0	 0	100	 132.71	 0.902	133.0	  3	 132.79	 0.776	 100
 0	 0	101	 132.77	 0.962	133.0	  0	 132.77	 0.962	 100
 0	 0	102	 132.73	 0.777	133.0	 47	 133.00	 0.000	 100
 0	 0	103	 132.66	 0.879	133.0	 45	 133.00	 0.000	 100
 0	 0	104	 132.66	 0.977	133.0	  4	 132.71	 0.807	 100
 0	 0	105	 132.52	 0.904	133.0	  0	 132.52	 0.904	 100
 0	 0	106	 132.55	 1.019	133.0	  0	 132.55	 1.019	 100
 0	 0	107	 132.69	 0.992	133.0	  0	 132.69	 0.992	 100
 0	 0	108	 132.60	 0.865	133.0	  0	 132.60	 0.865	 100
 0	 0	109	 132.59	 0.698	133.0	  0	 132.59	 0.698	 100
 0	 0	110	 132.57	 0.844	133.0	  0	 132.57	 0.844	 100
 0	 0	111	 132.43	 1.047	133.0	  0	 132.43	 1.047	 100
 0	 0	112	 132.66	 0.794	133.0	 45	 133.00	 0.000	 100
 0	 0	113	 132.61	 1.004	133.0	 46	 133.00	 0.000	 100
 0	 0	114	 132.61	 0.909	133.0	  0	 132.61	 0.909	 100
 0	 0	115	 132.51	 0.904	133.0	  0	 132.51	 0.904	 100
 0	 0	116	 132.54	 0.834	133.0	  0	 132.54	 0.834	 100
 0	 0	117	 132.61	 0.840	133.0	  0	 132.61	 0.840	 100
 0	 0	118	 132.52	 0.937	133.0	  0	 132.52	 0.937	 100
 0	 0	119	 132.39	 0.984	132.0	  0	 132.39	 0.984	 100
 0	 1	  0	 129.25	 1.234	129.0	  0	 129.25	 1.234	 100
 0	 1	  1	 130.62	 1.117	130.0	  0	 130.62	 1.117	 100
 0	 1	  2	 144.68	 1.413	145.0	  0	 144.68	 1.413	 100
 0	 1	  3	 171.65	 1.822	171.0	  3	 171.51	 1.646	 100
 0	 1	  4	 218.71	 1.887	219.0	  2	 218.82	 1.749	 100
 0	 1	  5	 274.65	 1.982	275.0	  3	 274.81	 1.770	 100
 0	 1	  6	 334.62	 2.034	335.0	  0	 334.62	 2.034	 100
 0	 1	  7	 394.17	 1.815	394.0	  3	 394.12	 1.622	 100
 0	 1	  8	 448.24	 2.114	448.5	  0	 448.24	 2.114	 100
 0	 1	  9	 498.05	 1.893	498.0	  0	 498.05	 1.893	 100
 0	 1	 10	 541.32	 1.792	541.0	  1	 541.27	 1.737	 100
 0	 1	 11	 581.64	 1.867	582.0	  2	 581.73	 1.762	 100
 0	 1	 12	 615.39	 1.563	616.0	  0	 615.39	 1.563	 100
 0	 1	 13	 646.20	 1.758	646.0	  2	 646.19	 1.590	 100
