ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	224.446	0.360
 0	 0	 1	223.361	0.370
 0	 0	 2	222.456	0.410
 0	 0	 3	221.401	0.360
 0	 0	 4	220.345	0.377
 0	 0	 5	219.286	0.367
 0	 0	 6	218.339	0.375
 0	 0	 7	217.271	0.359
 0	 1	 0	224.426	0.330
 0	 1	 1	223.403	0.323
 0	 1	 2	222.407	0.305
 0	 1	 3	221.375	0.327
 0	 1	 4	220.354	0.311
 0	 1	 5	219.314	0.331
 0	 1	 6	218.343	0.323
 0	 1	 7	217.302	0.329
 0	 2	 0	224.413	0.305
 0	 2	 1	223.393	0.280
 0	 2	 2	222.448	0.277
 0	 2	 3	221.349	0.292
 0	 2	 4	220.380	0.299
 0	 2	 5	219.361	0.311
 0	 2	 6	218.349	0.292
 0	 2	 7	217.355	0.282
 0	 3	 0	224.457	0.289
 0	 3	 1	223.409	0.282
 0	 3	 2	222.457	0.291
 0	 3	 3	221.376	0.277
 0	 3	 4	220.364	0.297
 0	 3	 5	219.321	0.276
 0	 3	 6	218.382	0.292
 0	 3	 7	217.303	0.290
 0	 4	 0	224.423	0.266
 0	 4	 1	223.427	0.295
 0	 4	 2	222.479	0.288
 0	 4	 3	221.430	0.291
 0	 4	 4	220.403	0.317
 0	 4	 5	219.305	0.328
 0	 4	 6	218.397	0.313
 0	 4	 7	217.360	0.324
 0	 5	 0	224.461	0.300
 0	 5	 1	223.472	0.302
 0	 5	 2	222.488	0.279
 0	 5	 3	221.428	0.316
 0	 5	 4	220.415	0.314
 0	 5	 5	219.375	0.343
 0	 5	 6	218.444	0.289
 0	 5	 7	217.411	0.318
 0	 6	 0	224.486	0.294
 0	 6	 1	223.486	0.262
 0	 6	 2	222.510	0.265
 0	 6	 3	221.414	0.312
 0	 6	 4	220.433	0.306
 0	 6	 5	219.396	0.324
 0	 6	 6	218.412	0.300
 0	 6	 7	217.439	0.312
 0	 7	 0	224.470	0.282
 0	 7	 1	223.449	0.281
 0	 7	 2	222.489	0.258
 0	 7	 3	221.418	0.286
 0	 7	 4	220.413	0.277
 0	 7	 5	219.355	0.329
 0	 7	 6	218.400	0.298
 0	 7	 7	217.372	0.309
 1	 0	 0	220.018	0.341
 1	 0	 1	219.031	0.369
 1	 0	 2	218.072	0.322
 1	 0	 3	217.058	0.358
 1	 0	 4	216.142	0.343
 1	 0	 5	215.088	0.364
 1	 0	 6	214.098	0.368
 1	 0	 7	213.024	0.337
 1	 1	 0	220.090	0.330
 1	 1	 1	219.034	0.298
 1	 1	 2	218.055	0.308
 1	 1	 3	217.029	0.355
 1	 1	 4	216.136	0.335
 1	 1	 5	215.101	0.299
 1	 1	 6	214.071	0.301
 1	 1	 7	213.063	0.337
 1	 2	 0	220.038	0.327
 1	 2	 1	219.009	0.286
 1	 2	 2	218.062	0.307
 1	 2	 3	217.018	0.275
 1	 2	 4	216.149	0.296
 1	 2	 5	215.056	0.312
 1	 2	 6	214.071	0.325
 1	 2	 7	213.050	0.278
 1	 3	 0	220.070	0.302
 1	 3	 1	219.031	0.300
 1	 3	 2	218.005	0.358
 1	 3	 3	217.054	0.269
 1	 3	 4	216.154	0.295
 1	 3	 5	215.074	0.322
 1	 3	 6	214.039	0.275
 1	 3	 7	213.033	0.281
 1	 4	 0	220.030	0.282
 1	 4	 1	218.972	0.301
 1	 4	 2	218.024	0.329
 1	 4	 3	217.022	0.298
 1	 4	 4	216.117	0.307
 1	 4	 5	215.132	0.327
 1	 4	 6	214.046	0.316
 1	 4	 7	213.021	0.283
 1	 5	 0	219.996	0.284
 1	 5	 1	218.978	0.285
 1	 5	 2	218.028	0.268
 1	 5	 3	217.019	0.308
 1	 5	 4	216.085	0.361
 1	 5	 5	215.115	0.309
 1	 5	 6	214.074	0.347
 1	 5	 7	213.093	0.296
 1	 6	 0	220.031	0.282
 1	 6	 1	218.972	0.284
 1	 6	 2	218.051	0.309
 1	 6	 3	217.028	0.274
 1	 6	 4	216.137	0.335
 1	 6	 5	215.031	0.361
 1	 6	 6	214.065	0.303
 1	 6	 7	213.017	0.304
 1	 7	 0	220.009	0.284
 1	 7	 1	218.987	0.335
 1	 7	 2	218.086	0.343
 1	 7	 3	217.042	0.271
 1	 7	 4	216.105	0.327
 1	 7	 5	215.030	0.308
 1	 7	 6	214.036	0.341
 1	 7	 7	213.037	0.309
 2	 0	 0	221.248	0.390
 2	 0	 1	220.232	0.402
 2	 0	 2	219.255	0.402
 2	 0	 3	218.277	0.387
 2	 0	 4	217.392	0.385
 2	 0	 5	216.369	0.399
 2	 0	 6	215.359	0.397
 2	 0	 7	214.352	0.385
 2	 1	 0	221.223	0.375
 2	 1	 1	220.166	0.370
 2	 1	 2	219.245	0.344
 2	 1	 3	218.242	0.354
 2	 1	 4	217.430	0.374
 2	 1	 5	216.360	0.387
 2	 1	 6	215.366	0.381
 2	 1	 7	214.379	0.355
 2	 2	 0	221.213	0.371
 2	 2	 1	220.212	0.327
 2	 2	 2	219.246	0.352
 2	 2	 3	218.226	0.315
 2	 2	 4	217.375	0.343
 2	 2	 5	216.350	0.348
 2	 2	 6	215.350	0.374
 2	 2	 7	214.361	0.360
 2	 3	 0	221.219	0.330
 2	 3	 1	220.238	0.351
 2	 3	 2	219.246	0.329
 2	 3	 3	218.260	0.328
 2	 3	 4	217.394	0.322
 2	 3	 5	216.357	0.360
 2	 3	 6	215.362	0.342
 2	 3	 7	214.337	0.323
 2	 4	 0	221.244	0.325
 2	 4	 1	220.204	0.343
 2	 4	 2	219.257	0.314
 2	 4	 3	218.225	0.309
 2	 4	 4	217.369	0.328
 2	 4	 5	216.363	0.328
 2	 4	 6	215.393	0.356
 2	 4	 7	214.362	0.334
 2	 5	 0	221.276	0.341
 2	 5	 1	220.190	0.330
 2	 5	 2	219.280	0.332
 2	 5	 3	218.271	0.323
 2	 5	 4	217.389	0.314
 2	 5	 5	216.369	0.307
 2	 5	 6	215.388	0.318
 2	 5	 7	214.360	0.332
 2	 6	 0	221.272	0.339
 2	 6	 1	220.238	0.337
 2	 6	 2	219.293	0.309
 2	 6	 3	218.255	0.325
