ch	pt	m	q
 8	 5	0.3981	83.1955
 8	 6	0.3884	84.8985
 8	 7	0.3936	83.8384
 9	 0	0.5987	71.9415
 9	 1	0.5798	74.5489
 9	 2	0.5708	75.8871
 9	 3	0.5477	79.0551
 9	 4	0.5358	80.6434
 9	 5	0.5209	82.6946
 9	 6	0.5019	85.3144
 9	 7	0.5207	82.7131
10	 0	0.6864	70.7980
10	 1	0.6550	74.5181
10	 2	0.6332	77.4380
10	 3	0.5874	82.8716
10	 4	0.5903	82.5366
10	 5	0.5587	86.4197
10	 6	0.5597	86.2930
10	 7	0.5490	87.6469
11	 0	0.6870	71.3381
11	 1	0.6986	70.1130
11	 2	0.6602	74.6010
11	 3	0.6652	73.8870
11	 4	0.6277	78.5432
11	 5	0.6060	81.1236
11	 6	0.5937	82.7133
11	 7	0.6163	80.1365
12	 0	0.7564	63.9255
12	 1	0.7609	63.3391
12	 2	0.7085	69.7027
12	 3	0.6953	71.3171
12	 4	0.6630	75.2050
12	 5	0.6336	78.7036
12	 6	0.6261	79.5483
12	 7	0.6295	79.1879
13	 0	0.8586	37.4995
13	 1	0.8733	35.5123
13	 2	0.8210	42.4984
13	 3	0.8009	45.4644
13	 4	0.6862	61.1907
13	 5	0.6206	70.0898
13	 6	0.6414	67.0994
13	 7	0.6196	70.2010
14	 0	0.6911	45.8495
14	 1	0.7357	38.6240
14	 2	0.6778	48.0312
14	 3	0.6583	50.7617
14	 4	0.5442	69.1564
14	 5	0.4957	76.7034
14	 6	0.5016	75.4813
14	 7	0.5231	72.1688
15	 0	0.7977	25.5437
15	 1	0.8257	20.9397
15	 2	0.7750	29.2090
15	 3	0.6937	42.5375
15	 4	0.6062	56.5612
15	 5	0.5328	68.4936
15	 6	0.5238	69.8388
15	 7	0.5436	66.7258
16	 0	0.7354	47.8278
16	 1	0.8237	34.7952
16	 2	0.8018	37.8722
16	 3	0.7929	39.3908
16	 4	0.7084	51.6985
16	 5	0.6606	58.6052
16	 6	0.6298	62.9922
16	 7	0.7422	46.5148
17	 0	0.8246	34.9361
17	 1	0.9084	22.4562
17	 2	0.8524	30.8153
17	 3	0.8373	32.9787
17	 4	0.7771	41.7234
17	 5	0.6926	54.0592
17	 6	0.6952	53.5682
17	 7	0.7874	40.0046
18	 0	0.7484	18.0981
18	 1	0.7796	12.6071
18	 2	0.7769	12.9585
18	 3	0.7476	18.2547
18	 4	0.6900	28.7588
18	 5	0.6838	29.8954
18	 6	0.7316	21.0226
18	 7	0.7490	18.2294
19	 0	0.6961	51.4546
19	 1	0.7143	48.3569
19	 2	0.7311	45.8995
19	 3	0.7336	45.4719
19	 4	0.6992	50.9875
19	 5	0.6553	57.4090
19	 6	0.7185	47.9309
19	 7	0.7204	47.6965
20	 0	0.6190	48.7042
20	 1	0.6330	46.0201
20	 2	0.6559	42.2907
20	 3	0.6436	44.2022
20	 4	0.6222	47.9108
20	 5	0.5986	51.9116
20	 6	0.6249	47.3939
20	 7	0.6424	44.3954
21	 0	0.5517	61.2022
21	 1	0.5858	55.3133
21	 2	0.5956	53.6628
21	 3	0.5852	55.5321
21	 4	0.5623	59.4775
21	 5	0.5748	57.1971
21	 6	0.5847	55.4692
21	 7	0.6014	52.5477
22	 0	0.4203	78.0574
22	 1	0.4466	73.0986
22	 2	0.4586	70.9667
22	 3	0.4810	66.7789
22	 4	0.4602	70.6551
22	 5	0.4718	68.3988
22	 6	0.4800	66.8923
22	 7	0.4997	63.1747
23	 0	0.3068	97.6886
23	 1	0.3385	91.6029
23	 2	0.3429	90.8816
23	 3	0.3616	87.2754
23	 4	0.3528	88.9434
23	 5	0.3530	88.7913
23	 6	0.3617	87.1678
23	 7	0.3723	85.0946
24	 0	0.3495	107.8980
24	 1	0.3887	102.4068
24	 2	0.4048	100.3042
24	 3	0.4313	96.6273
24	 4	0.4186	98.3990
24	 5	0.4270	97.2506
24	 6	0.4433	94.9475
24	 7	0.4697	91.3242
25	 0	0.4076	82.3545
25	 1	0.4831	68.6344
25	 2	0.4881	67.8642
25	 3	0.4951	66.5121
25	 4	0.4880	67.8815
25	 5	0.4986	66.0323
25	 6	0.5091	64.0318
25	 7	0.5273	60.6829
26	 0	0.6103	67.4238
26	 1	0.6650	59.3305
26	 2	0.6832	56.7080
26	 3	0.6765	57.7401
26	 4	0.6487	61.7133
26	 5	0.6557	60.6720
26	 6	0.6697	58.6859
26	 7	0.7054	53.4957
27	 0	0.7496	33.2197
27	 1	0.8028	24.5608
27	 2	0.8563	15.9388
27	 3	0.8265	20.7624
27	 4	0.8161	22.5451
27	 5	0.7655	30.6592
27	 6	0.7957	25.7985
27	 7	0.8179	22.1046
28	 0	0.8761	27.6839
28	 1	0.8960	24.8550
28	 2	0.8586	30.0122
28	 3	0.8418	32.8033
28	 4	0.7862	40.9729
28	 5	0.7662	43.7768
28	 6	0.7757	42.3103
28	 7	0.8545	30.8119
29	 0	0.7861	40.7317
29	 1	0.8534	30.8684
29	 2	0.7806	41.4663
29	 3	0.8423	32.6114
29	 4	0.7554	45.2104
29	 5	0.6789	56.3067
29	 6	0.7640	43.7089
29	 7	0.7952	39.0583
30	 0	0.6503	51.0737
30	 1	0.6648	48.6249
30	 2	0.7258	38.6883
30	 3	0.6695	47.8634
30	 4	0.6645	48.5864
30	 5	0.6070	57.8233
30	 6	0.6162	56.2078
30	 7	0.6697	47.4983
31	 0	0.6967	61.4203
31	 1	0.7884	49.0630
31	 2	0.7239	57.7179
31	 3	0.7003	60.9216
31	 4	0.5955	75.1189
31	 5	0.5453	81.7556
31	 6	0.6019	73.9798
31	 7	0.5931	75.1358
