GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.372	193.840	0.9998	0.476	1.370	194.045	0.9997	0.494	1.571	187.795	1.0000	1.182	1.573	187.638	1.0000	1.254
 0	 1	1.171	194.650	1.0000	0.137	1.171	194.594	1.0000	0.179	1.282	190.705	0.9968	0.450	1.283	190.603	0.9970	0.591
 0	 2	1.084	194.135	1.0000	0.153	1.086	194.019	0.9999	0.175	1.169	189.937	0.9976	0.782	1.166	190.073	0.9976	0.719
 0	 3	1.040	192.930	1.0000	0.134	1.037	193.152	1.0000	0.160	1.104	189.446	0.9978	0.854	1.104	189.450	0.9979	0.941
 0	 4	1.026	190.755	0.9997	0.369	1.026	190.755	0.9997	0.369	1.054	189.209	0.9997	0.840	1.053	189.221	0.9997	0.885
 0	 5	0.991	189.900	1.0000	0.096	0.989	190.053	1.0000	0.116	1.009	188.624	0.9980	0.866	1.009	188.610	0.9982	1.027
 0	 6	0.964	188.735	0.9986	0.816	0.964	188.735	0.9986	0.816	0.960	188.418	0.9982	1.094	0.959	188.419	0.9982	1.075
 0	 7	0.936	188.370	0.9993	0.553	0.938	188.251	0.9992	0.575	0.927	188.025	0.9990	1.045	0.926	188.032	0.9990	1.059
 1	 0	1.387	183.830	1.0000	0.197	1.387	183.832	0.9999	0.252	1.663	174.571	1.0000	1.100	1.668	174.328	1.0000	1.047
 1	 1	1.225	182.645	0.9999	0.291	1.216	183.392	0.9997	0.497	1.399	176.311	0.9963	1.077	1.398	176.368	0.9964	1.195
 1	 2	1.164	180.620	0.9999	0.261	1.165	180.501	0.9999	0.286	1.302	175.303	0.9970	0.589	1.301	175.288	0.9971	0.612
