Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2708	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2910	0.0037	0.2917	  1	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.0000	0.4583	  0	0.4583	0.0000
0.6458	0.6875	0.6458	0.6042	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6458	0.6875	0.6875	0.6875	0.6875	0.6042	0.6875	0.6042	0.6042	0.6042	0.6875	0.6042	0.6875	0.6875	0.6875	0.6458	0.6458	0.6654	0.0334	0.6875	 11	0.6875	0.0000
0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.7917	0.8125	0.8125	0.8125	0.7917	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8112	0.0051	0.8125	  2	0.8125	0.0000
1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0000	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0417	1.0000	1.0000	1.0378	0.0123	1.0417	  3	1.0417	0.0000
1.2917	1.2917	1.2917	1.2917	1.2917	1.2917	1.2917	1.3333	1.2292	1.2292	1.2917	1.2917	1.2917	1.2917	1.2917	1.2292	1.2917	1.2917	1.2917	1.2917	1.2917	1.3750	1.3750	1.3750	1.3750	1.3333	1.2292	1.2917	1.2917	1.2917	1.2292	1.2292	1.2930	0.0420	1.2917	 12	1.2917	0.0000
1.5833	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.6250	1.5208	1.5208	1.5208	1.5833	1.5208	1.5833	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.6250	1.6250	1.6250	1.5833	1.5208	1.5417	0.0382	1.5208	  8	1.5208	0.0000
1.8542	1.8542	1.8542	1.8542	1.8542	1.8542	1.8542	1.8542	1.6875	1.6875	1.8542	1.8542	1.8125	1.8542	1.7708	1.8542	1.8542	1.8542	1.8542	1.8542	1.8542	1.8542	1.8542	1.6875	1.8542	1.6875	1.6875	1.8542	1.8542	1.8542	1.8125	1.8542	1.8229	0.0617	1.8542	  8	1.8542	0.0000
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
