INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	4.857	4.493	4.083	3.786
 0	 1	4.690	4.575	4.174	4.069
 0	 2	4.349	4.098	4.099	3.864
 0	 3	4.240	4.169	3.986	3.928
 0	 4	4.007	3.932	3.790	3.731
 0	 5	3.969	3.938	3.772	3.745
 0	 6	4.549	4.452	4.315	4.230
 0	 7	4.592	4.568	4.363	4.345
 1	 0	4.788	4.467	3.952	3.680
 1	 1	4.600	4.529	3.917	3.847
 1	 2	4.331	4.209	3.817	3.712
 1	 3	4.244	4.203	3.778	3.739
 1	 4	4.056	4.012	3.569	3.534
 1	 5	4.056	3.983	3.642	3.566
 1	 6	4.105	4.063	3.832	3.798
 1	 7	4.501	4.456	4.071	4.071
 2	 0	4.423	4.238	3.585	3.434
 2	 1	3.970	3.915	3.413	3.365
 2	 2	3.860	3.774	3.386	3.310
 2	 3	3.882	3.843	3.415	3.396
 2	 4	3.592	3.465	3.199	3.091
 2	 5	3.656	3.578	3.304	3.236
 2	 6	3.835	3.813	3.555	3.540
 2	 7	4.074	4.060	3.752	3.746
 3	 0	4.006	3.887	3.393	3.290
 3	 1	3.848	3.766	3.306	3.230
 3	 2	3.457	3.453	3.039	3.023
 3	 3	3.433	3.407	2.965	2.947
 3	 4	3.471	3.356	3.039	2.928
 3	 5	3.436	3.362	3.043	3.002
 3	 6	3.575	3.501	3.196	3.116
 3	 7	3.597	3.514	3.227	3.152
 4	 0	3.349	3.280	2.778	2.712
 4	 1	3.147	3.103	2.727	2.698
 4	 2	2.910	2.775	2.600	2.479
 4	 3	2.984	2.919	2.566	2.509
 4	 4	2.866	2.819	2.501	2.463
 4	 5	2.782	2.767	2.475	2.454
 4	 6	2.935	2.899	2.644	2.620
 4	 7	3.146	3.088	2.822	2.781
 5	 0	3.329	3.302	2.699	2.678
 5	 1	3.055	3.012	2.587	2.537
 5	 2	3.166	3.073	2.721	2.641
 5	 3	3.095	3.080	2.638	2.636
 5	 4	3.220	3.202	2.733	2.731
 5	 5	3.095	3.087	2.730	2.717
 5	 6	3.226	3.201	2.842	2.813
 5	 7	3.245	3.191	2.824	2.787
 6	 0	3.494	3.369	2.864	2.768
 6	 1	3.347	3.259	2.912	2.842
 6	 2	3.439	3.394	3.054	3.036
 6	 3	3.371	3.338	2.880	2.843
 6	 4	3.334	3.269	2.893	2.838
 6	 5	3.196	3.171	2.819	2.762
 6	 6	3.337	3.335	3.038	3.009
 6	 7	3.509	3.459	3.120	3.071
 7	 0	4.605	4.426	3.782	3.625
 7	 1	4.280	4.259	3.780	3.733
 7	 2	4.360	4.148	3.820	3.602
 7	 3	4.766	4.661	3.930	3.852
 7	 4	4.505	4.496	3.777	3.769
 7	 5	4.266	4.149	3.644	3.519
 7	 6	4.411	4.416	3.948	3.879
 7	 7	4.896	4.883	4.183	4.164
 8	 0	5.834	5.684	4.796	4.653
 8	 1	6.177	6.068	5.335	5.227
 8	 2	6.492	6.272	5.749	5.569
 8	 3	6.872	6.827	5.678	5.640
 8	 4	6.125	5.978	5.228	5.110
 8	 5	5.864	5.859	5.203	5.170
 8	 6	6.588	6.440	6.070	5.933
 8	 7	7.062	6.992	6.281	6.189
 9	 0	3.796	3.751	3.119	3.084
