ch	pt	m	q
 0	 0	0.1471	114.3726
 0	 1	0.2042	104.4903
 0	 2	0.2098	103.5989
 0	 3	0.2395	98.4309
 0	 4	0.2228	101.3937
 0	 5	0.2025	104.9551
 0	 6	0.2208	101.7483
 0	 7	0.2305	100.0103
 1	 0	0.1797	110.6865
 1	 1	0.1616	113.6344
 1	 2	0.1724	111.9391
 1	 3	0.1452	116.3350
 1	 4	0.1920	108.7518
 1	 5	0.1745	111.6992
 1	 6	0.1805	110.6342
 1	 7	0.1743	111.6202
 2	 0	0.1774	114.8553
 2	 1	0.1964	112.2782
 2	 2	0.1673	116.3732
 2	 3	0.2131	109.9459
 2	 4	0.1847	113.9256
 2	 5	0.2176	109.4229
 2	 6	0.1843	114.0521
 2	 7	0.2137	109.8697
 3	 0	0.1956	117.0889
 3	 1	0.2160	114.7299
 3	 2	0.1849	118.3742
 3	 3	0.1820	118.7055
 3	 4	0.2249	113.7309
 3	 5	0.2113	115.4405
 3	 6	0.2411	111.9141
 3	 7	0.1860	118.2645
 4	 0	0.2202	111.7865
 4	 1	0.1986	114.5303
 4	 2	0.2119	112.8468
 4	 3	0.2165	112.2903
 4	 4	0.2009	114.3019
 4	 5	0.2262	111.1316
 4	 6	0.2194	111.9970
 4	 7	0.2228	111.4820
 5	 0	0.2450	106.0662
 5	 1	0.2071	111.2959
 5	 2	0.2163	110.0702
 5	 3	0.2330	107.7679
 5	 4	0.2263	108.6811
 5	 5	0.2387	107.0585
 5	 6	0.2485	105.6841
 5	 7	0.2424	106.4496
 6	 0	0.2507	110.7192
 6	 1	0.2380	112.2163
 6	 2	0.2340	112.7399
 6	 3	0.2436	111.6536
 6	 4	0.2256	113.7325
 6	 5	0.2507	110.8982
 6	 6	0.2136	115.1815
 6	 7	0.2519	110.6826
 7	 0	0.2529	110.7493
 7	 1	0.2324	113.0749
 7	 2	0.2399	112.2665
 7	 3	0.2275	113.6995
 7	 4	0.2230	114.1785
 7	 5	0.2336	113.0576
 7	 6	0.2418	112.0629
 7	 7	0.2604	109.8607
 8	 0	0.2310	105.9559
 8	 1	0.2223	107.1852
 8	 2	0.2212	107.3729
 8	 3	0.2323	105.7685
 8	 4	0.2116	108.7918
 8	 5	0.2358	105.3001
 8	 6	0.2321	105.7937
 8	 7	0.2400	104.6303
 9	 0	0.2324	101.8772
 9	 1	0.2266	102.8037
 9	 2	0.2153	104.6738
 9	 3	0.2247	103.1845
 9	 4	0.2149	104.7623
 9	 5	0.2184	104.3026
 9	 6	0.2403	100.6701
 9	 7	0.2410	100.5208
10	 0	0.2441	104.0176
10	 1	0.2325	105.7311
10	 2	0.2476	103.5314
10	 3	0.2313	105.9488
10	 4	0.2458	103.8176
10	 5	0.2342	105.5630
10	 6	0.2555	102.3482
10	 7	0.2610	101.5487
11	 0	0.2599	111.7934
11	 1	0.2426	113.6628
11	 2	0.2434	113.6075
11	 3	0.2735	110.3196
11	 4	0.2608	111.6735
11	 5	0.2675	110.9967
11	 6	0.2647	111.3377
11	 7	0.2739	110.3429
12	 0	0.2309	110.0647
12	 1	0.2072	113.1861
12	 2	0.2535	107.2810
12	 3	0.2199	111.5822
12	 4	0.2191	111.7005
12	 5	0.2306	110.3148
12	 6	0.2515	107.5770
12	 7	0.2480	108.0132
13	 0	0.2183	107.2723
13	 1	0.1978	110.3180
13	 2	0.2149	107.8272
13	 3	0.2208	106.9407
13	 4	0.2158	107.7098
13	 5	0.2127	108.2234
13	 6	0.2293	105.6990
13	 7	0.2170	107.5016
14	 0	0.1863	108.2600
14	 1	0.1693	111.1866
14	 2	0.1972	106.4833
14	 3	0.1910	107.5291
14	 4	0.2002	105.9556
14	 5	0.1886	108.0706
14	 6	0.2124	104.0512
14	 7	0.2046	105.3548
15	 0	0.1703	116.8102
15	 1	0.2054	112.0352
15	 2	0.2024	112.4572
15	 3	0.2078	111.7493
15	 4	0.2160	110.6383
15	 5	0.2251	109.4711
15	 6	0.2364	107.9031
15	 7	0.2328	108.3433
16	 0	0.1933	114.6621
16	 1	0.1927	114.7523
16	 2	0.2171	111.6051
16	 3	0.2302	109.9123
16	 4	0.2314	109.7613
16	 5	0.2238	110.8503
16	 6	0.2270	110.4000
16	 7	0.2256	110.4883
17	 0	0.1582	120.0891
17	 1	0.1987	115.0853
17	 2	0.2072	114.0689
17	 3	0.2369	110.3299
17	 4	0.1937	115.7292
17	 5	0.2092	113.9136
17	 6	0.2350	110.6272
17	 7	0.2287	111.4064
18	 0	0.1922	112.6925
18	 1	0.1789	114.5881
18	 2	0.1811	114.3166
18	 3	0.2154	109.4786
18	 4	0.1916	112.8293
18	 5	0.2013	111.5645
18	 6	0.2341	106.8955
18	 7	0.2263	107.9265
19	 0	0.2205	110.4555
19	 1	0.2259	109.7703
19	 2	0.2296	109.2820
19	 3	0.2395	107.9615
19	 4	0.2435	107.4430
19	 5	0.2571	105.6592
19	 6	0.2574	105.6062
19	 7	0.2556	105.8410
20	 0	0.1974	113.4098
20	 1	0.2194	110.4838
20	 2	0.2098	111.7793
20	 3	0.2203	110.3986
20	 4	0.2306	109.0248
20	 5	0.2326	108.8691
20	 6	0.2781	102.7360
20	 7	0.2606	105.0101
21	 0	0.2266	113.3809
21	 1	0.2399	111.8391
21	 2	0.2348	112.4716
21	 3	0.2408	111.7506
21	 4	0.2279	113.2645
21	 5	0.2488	110.9114
21	 6	0.2502	110.7101
21	 7	0.2604	109.4510
22	 0	0.2247	106.3434
22	 1	0.2126	108.1789
22	 2	0.2154	107.8095
22	 3	0.2399	104.1466
22	 4	0.2305	105.5609
22	 5	0.2369	104.6776
22	 6	0.2375	104.6203
22	 7	0.2504	102.6266
23	 0	0.2504	102.6691
23	 1	0.2411	104.0088
23	 2	0.2435	103.7180
23	 3	0.2581	101.5104
23	 4	0.2491	102.8704
23	 5	0.2454	103.4539
23	 6	0.2640	100.6481
23	 7	0.2581	101.4670
24	 0	0.2513	102.5907
24	 1	0.2279	106.0027
24	 2	0.2274	106.0563
24	 3	0.2516	102.5267
24	 4	0.2316	105.4814
24	 5	0.2203	107.2436
24	 6	0.2590	101.4952
24	 7	0.2446	103.4866
25	 0	0.2518	105.5272
25	 1	0.2268	108.8815
25	 2	0.2365	107.6076
25	 3	0.2264	108.9963
25	 4	0.2149	110.5866
25	 5	0.2243	109.4000
25	 6	0.2327	108.1758
25	 7	0.2419	106.8717
26	 0	0.2384	99.1563
26	 1	0.2218	102.0388
26	 2	0.2159	103.0801
26	 3	0.2063	104.7171
26	 4	0.2118	103.7935
26	 5	0.2339	100.0847
26	 6	0.2413	98.8057
26	 7	0.2339	100.0692
27	 0	0.2270	111.4233
27	 1	0.2300	111.1054
27	 2	0.2111	113.5134
27	 3	0.2281	111.3807
27	 4	0.2353	110.5110
27	 5	0.2500	108.7600
27	 6	0.2189	112.5711
27	 7	0.2419	109.6423
28	 0	0.1980	113.4927
28	 1	0.2098	111.9578
28	 2	0.2049	112.6243
