ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176
 8	 5	 143.32	   7.99	 144.0	 119	 143.60	  4.98	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   2	   0	   1	   2	   7	   4	   6	   7	   4	   4	   5	   8	  14	   5	  10	  11	  12	   5	  20	  16	  42	  34	  40	 101	  80	  39	 123	  74	  87	  24	  29	  33	  15	  14	  13	  14	  12	  12	   4	  12	   6	   2	  15	   2	   8	   1	   5	   1	   4	   0	   3	   2	   1	   1	   0	   0	   0	   0	   0
 8	 6	 143.43	   7.99	 144.0	 112	 143.76	  5.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   0	   1	   1	   0	   4	   2	   2	   1	   3	   1	   9	   5	   1	   6	  15	  13	   4	  10	  11	  10	   8	  19	  11	  42	  32	  49	  90	  83	  39	 133	  70	  80	  26	  30	  30	  24	  12	  15	  15	  16	  14	   7	   8	   8	   1	   4	   6	   7	   0	   6	   1	   4	   0	   3	   0	   1	   1	   0	   1	   0	   1	   1
 8	 7	 143.31	   7.07	 143.0	  81	 142.87	  5.19	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   1	   2	   0	   1	   7	   2	   0	   5	   7	  17	   6	  10	  15	  11	  11	  29	  21	  48	  46	  37	  95	 100	  30	 119	  70	  86	  19	  29	  31	  19	  12	  14	  12	  13	  15	   4	  11	   6	   1	  16	   5	   4	   1	   2	   5	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0
 9	 0	 142.68	   4.89	 142.0	  87	 142.35	  3.20	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   1	   0	   1	   1	   2	   6	   3	   8	   6	  13	   5	  14	  21	  41	  67	  70	 156	 135	  38	 131	  72	  73	  22	  14	  26	  15	  13	   6	   5	   4	   8	   2	   4	   3	   1	   5	   2	   1	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0
 9	 1	 141.83	   5.42	 142.0	 122	 142.15	  3.07	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   3	   4	   1	   5	   6	   9	   9	  13	  20	  11	   7	  16	  23	  43	  58	  62	 168	 120	  58	 132	  65	  54	  19	  17	  16	   9	   7	  10	   4	   9	   2	   3	   4	   1	   0	   3	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	 143.06	   5.69	 143.0	 142	 142.75	  3.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   3	   3	   1	   1	   4	   7	   6	  11	  17	   8	   6	  21	  17	  33	  51	  51	 122	 133	  43	 161	  73	  63	  23	  17	  18	   9	  17	   3	  16	  12	   6	   8	  13	   7	   1	   9	   2	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	 141.64	   6.03	 142.0	  49	 141.72	  4.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   1	   3	   6	   6	   1	   8	  11	  16	   7	  12	  30	  17	   8	  14	  26	  62	  47	  60	 135	 124	  41	 115	  65	  57	  13	  15	  15	  10	   9	  11	  15	  10	   6	   4	   5	   7	   2	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 4	 141.62	   6.10	 142.0	  54	 141.94	  4.80	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   1	   2	   1	   2	   1	  13	   8	   1	   3	   5	  14	   9	  19	  14	  20	   6	  22	  21	  57	  43	  74	 123	 111	  39	 134	  55	  62	  23	  25	  10	  14	  12	  11	   7	  13	   3	   6	   6	   5	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 5	 142.37	   6.03	 142.0	  51	 142.34	  4.79	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   4	   1	   3	   5	   4	   4	   7	  10	   6	  10	  12	  18	   7	  30	  20	  41	  56	  41	 143	 121	  33	 141	  68	  54	  12	  22	  23	  17	  17	   7	  15	  12	   6	   6	   8	   2	   0	   4	   1	   2	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 6	 142.53	   6.19	 142.0	  46	 142.42	  4.89	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   0	   2	   1	   3	   1	   5	   0	   1	   3	   6	  12	   6	  10	  20	  18	   7	  15	  28	  43	  56	  52	 132	 102	  37	 118	  68	  71	  27	  35	  18	  20	  12	  10	  13	  13	   5	   5	   4	   2	   0	   4	   7	   1	   0	   1	   2	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0
 9	 7	 142.48	   5.46	 142.0	  31	 142.30	  4.76	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   4	   2	   0	   4	   3	   8	   3	  13	  17	  13	   9	  30	  36	  47	  69	  55	 119	 116	  30	 120	  72	  74	  22	  15	  23	  19	  13	  10	  17	  10	   6	   6	   5	   2	   0	   5	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 0	 101.14	   3.85	 101.0	 156	 100.89	  1.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   4	   6	   5	   5	   6	  11	   1	  25	  27	  90	  60	 169	 216	 138	  44	  56	  44	  28	  12	   8	   9	  10	   2	   7	   0	   3	   1	   4	   3	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 1	 100.39	   4.15	 101.0	  70	 100.59	  2.90	1000   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   1	   0	   2	   3	   5	   8	  11	  10	  18	  21	   7	  28	  24	  92	  71	 178	 200	 111	  47	  52	  37	  21	   4	   7	  12	   8	   8	   1	   5	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 2	 101.39	   4.53	 101.0	  95	 100.96	  3.04	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   3	  11	   9	   6	  16	  20	   6	  22	  26	  67	  69	 136	 224	 106	  41	  65	  39	  33	  12	   5	  18	  10	  11	  16	  12	   7	   2	   4	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 3	 100.24	   4.65	 101.0	 102	 100.60	  3.22	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   4	   3	   9	  20	  21	  11	  21	  17	   9	  38	  38	 103	  59	 136	 177	 115	  38	  54	  26	  23	  11	  11	  22	   8	   4	   7	   4	   6	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 4	 100.35	   4.77	 101.0	  14	 100.47	  4.46	1000   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   1	   6	   8	   8	  14	  18	  15	  19	  15	   4	  43	  31	 102	  50	 151	 155	 100	  37	  74	  30	  38	  15	  12	  18	  13	   7	   2	   3	   4	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 5	 100.83	   4.83	 101.0	  99	 100.95	  3.29	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   1	   5	   2	   8	  16	  13	   8	  14	  21	   4	  36	  41	  84	  57	 123	 197	 100	  29	  67	  41	  28	  26	  14	  19	  10	   3	   9	   4	   8	   3	   3	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 6	 100.93	   4.76	 101.0	  84	 100.87	  3.32	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   1	   3	   1	   3	   4	  11	   9	   6	  20	  17	  11	  36	  30	  99	  75	 125	 162	  97	  42	  69	  41	  46	  19	  14	  13	   9	   6	   8	   2	   5	   2	   4	   4	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 7	 100.91	   4.32	 101.0	  68	 100.70	  3.35	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   1	   2	   6	   7	   6	  22	  25	   3	  47	  34	 101	  70	 134	 158	 118	  34	  68	  41	  28	  18	   9	  22	  12	  10	   7	   6	   7	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 0	 142.88	   4.01	 142.0	  49	 142.68	  3.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   3	   0	   3	   1	   2	   6	   6	   3	  12	  17	  39	  46	  71	 164	 144	  47	 151	  87	  64	  31	  40	  22	   7	   4	   6	   4	   5	   2	   5	   0	   2	   1	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 1	 142.07	   4.39	 142.0	  71	 142.28	  3.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   1	   0	   2	   4	   6	   2	   9	  16	  10	  11	  18	  25	  34	  55	  55	 168	 137	  55	 161	  87	  53	  16	  17	  15	  12	   4	   4	   6	   5	   1	   3	   1	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 2	 143.07	   4.59	 143.0	 105	 142.85	  3.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   8	   3	   8	  10	  12	   3	  16	  21	  26	  38	  49	 133	 165	  55	 160	  92	  56	  18	  16	  24	   8	  15	  11	  15	  18	  10	   3	   3	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 3	 142.07	   4.74	 142.0	 103	 142.18	  3.29	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   4	   4	   8	   4	  15	  21	  17	  15	  25	  23	  34	  49	  65	 141	 138	  51	 134	  76	  64	  16	  20	  16	  13	  11	  11	   5	   7	   6	   1	   3	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 4	 142.19	   4.89	 142.0	  97	 142.50	  3.41	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   1	   0	   6	   9	   8	   4	  16	  11	  16	  12	  20	  18	  46	  45	  71	 111	 122	  58	 153	  71	  70	  18	  25	  26	  21	   6	   7	   9	   8	   4	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 5	 142.59	   4.93	 142.0	  18	 142.62	  4.50	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   1	   6	   3	   2	   4	  11	  18	  15	   9	  13	  21	  52	  57	  62	 124	 125	  33	 131	  83	  80	  17	  31	  24	  19	   9	  11	   9	  13	   6	   0	   4	   2	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 6	 142.71	   4.90	 143.0	  95	 142.88	  3.37	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   1	   0	   4	   3	   4	   2	   7	  17	  16	   7	  24	  19	  44	  45	  61	 129	 111	  46	 140	  89	  79	  24	  33	  25	  14	  15	   5	   9	   5	   7	   0	   4	   3	   0	   3	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 7	 142.56	   4.35	 142.0	  72	 142.37	  3.36	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   6	   2	   7	  10	   8	   8	  31	  25	  49	  57	  61	 142	 129	  45	 138	  78	  68	  18	  26	  27	  18	  11	   8	   9	   8	   4	   2	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 0	 133.26	   3.53	 133.0	  38	 133.20	  2.80	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   2	   5	   4	   2	  11	   6	   2	  16	  22	  98	  76	 150	 195	 129	  52	  94	  47	  24	  18	  11	  11	   5	   2	  10	   2	   1	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 1	 132.50	   3.87	 133.0	 172	 132.76	  1.86	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   2	   2	   1	   5	   4	  10	   6	  21	  25	   3	  15	  31	  80	  82	 169	 199	 140	  50	  53	  24	  27	   8	  10	  14	   8	   0	   4	   1	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 2	 133.65	   4.06	 133.0	  63	 133.41	  3.19	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   3	   1	   9	   4	  20	  17	   4	  18	  19	  67	  58	 117	 196	 137	  55	  86	  54	  31	  17	  20	  21	  17	   4	  14	   3	   4	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 3	 132.57	   4.25	 133.0	  74	 132.79	  3.21	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   3	   6	   8	  15	  13	  32	  15	   7	  25	  31	  96	  61	 132	 176	 125	  59	  58	  43	  28	  12	  13	  13	   7	   2	  11	   3	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 4	 132.49	   4.29	 133.0	  76	 132.96	  3.17	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   3	   2	   5	   6	  17	  12	  11	  25	  17	   6	   9	  44	  82	  69	 136	 180	 119	  49	  76	  35	  39	   8	  12	  18	  11	   0	   3	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 5	 132.86	   4.42	 133.0	  74	 133.14	  3.32	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   3	   5	   9	  10	   9	  11	  25	  21	   1	  15	  41	  80	  69	 120	 165	 129	  36	  79	  42	  55	  21	   6	  21	   6	   0	  12	   3	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 6	 133.21	   4.43	 133.0	  75	 133.20	  3.20	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   0	   1	   2	   4	   1	   7	   9	  10	  16	  14	   2	  19	  45	 100	  54	 122	 153	 124	  51	  76	  60	  42	  17	  17	  13	  10	   5	   8	   4	   2	   5	   1	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
12	 7	 133.11	   3.97	 133.0	  44	 133.08	  3.35	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   2	   5	   7	   3	  17	  24	   6	  27	  43	 104	  40	 130	 185	  99	  51	  85	  46	  45	  19	  13	  22	   8	   6	   6	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
13	 0	 163.76	   3.08	 164.0	  23	 163.73	  2.70	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   4	   4	   4	  13	  11	   2	  68	  86	 163	  88	 181	 155	  86	  31	  34	  23	  21	   8	   3	   8	   2	   1	   2
13	 1	 163.34	   3.29	 164.0	  33	 163.45	  2.74	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   1	   0	   0	   4	   6	   9	  11	  26	  17	   1	  58	  77	 171	  98	 161	 185	  67	  25	  30	  18	  15	   3	   4	   6	   3	   2	   0
13	 2	 164.00	   3.42	 164.0	  32	 163.98	  2.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	  10	   4	  10	  18	  16	   2	  46	  58	 156	  93	 176	 166	  81	  25	  43	  23	  27	  21	   7	  10	   3	   2	   2
13	 3	 163.24	   3.68	 163.0	  33	 163.23	  3.26	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   3	   9	  12	  11	  36	  31	   4	  91	  61	 170	  77	 132	 145	  71	  23	  41	  24	  28	  10	   7	   5	   2	   2	   1
