ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176
 3	 6	 154.29	   3.18	 154.0	  21	 154.26	  2.86	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   3	   5	   6	   7	   8	  32	  39	  67	  67	 115	 199	 171	  74	  95	  35	   3	  34	  17	  10	   4	   3	   4	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0
 3	 7	 154.18	   2.96	 154.0	 137	 153.97	  1.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   6	   3	  11	  35	  46	  50	  88	 133	 238	 137	  68	  69	  34	   5	  41	  19	  12	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 0	 122.05	   3.55	 122.0	  44	 121.90	  2.75	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   3	   1	   2	   8	   5	   4	  15	  35	  53	  62	  71	 144	 215	 120	  73	  89	  29	   4	  17	  13	   7	   7	   5	   3	   9	   1	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 1	 121.26	   3.70	 122.0	  42	 121.41	  2.91	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   4	   6	   3	   3	   9	  15	  19	  20	  34	  49	  66	  94	 169	 224	 101	  52	  51	  23	   4	  13	  11	  13	   5	   2	   3	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 2	 122.38	   3.85	 122.0	  60	 122.08	  3.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   4	  10	  17	   6	  18	  31	  28	  45	  69	 147	 223	 114	  69	  80	  28	   4	  22	  18	  21	  11	  20	   9	   1	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 3	 121.34	   3.98	 122.0	  57	 121.40	  3.22	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   3	   8	  10	  10	  31	   8	  31	  50	  47	  48	  93	 141	 211	  86	  67	  56	  20	   3	  24	  13	  14	   5	  10	   6	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 4	 121.55	   4.01	 122.0	  55	 121.73	  3.26	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   3	   6	   8	   7	  10	  27	  11	  28	  26	  48	  47	 102	 114	 204	 111	  77	  58	  24	   8	  20	  24	  16	   6	   8	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 5	 121.68	   4.08	 122.0	  68	 121.76	  3.15	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   5	   4	   8	  10	  11	  19	   8	  20	  30	  48	  61	  93	 145	 183	 109	  64	  65	  27	   5	  15	  17	  23	  10	  10	   5	   3	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 6	 121.71	   4.20	 122.0	  68	 121.78	  3.21	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   2	   2	   7	   8	  17	  21	  12	  19	  31	  43	  58	  87	 149	 186	 105	  61	  72	  21	   4	  21	  24	  18	   6	   8	   6	   2	   1	   5	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 7	 121.97	   3.68	 122.0	  41	 121.85	  3.15	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   2	  10	  16	  12	  15	  30	  55	  64	  91	 118	 210	 133	  49	  72	  26	   6	  16	  24	  22	   6	  15	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 0	 115.33	   3.67	 115.0	  44	 115.10	  2.68	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   0	   0	   4	   2	   4	   5	   8	  12	  20	  24	  64	  95	 207	  83	 153	 143	  67	  23	  22	   9	  15	   6	   7	   6	   4	   0	   2	   2	   7	   0	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 1	 114.46	   3.83	 114.0	  45	 114.48	  2.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   1	   1	   2	   0	   3	   7	   6	  19	  12	  14	  29	  26	  14	  41	 111	 226	 110	 145	 109	  37	  20	  18	   9	  15	   6	   3	   9	   1	   0	   1	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 2	 115.41	   4.08	 115.0	  81	 115.13	  2.94	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   4	   7	  16	   6	  13	  24	  21	  19	  47	  85	 195	  90	 147	 122	  57	  30	  15	  16	  22	  10	  12	  19	  11	   1	   7	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 3	 114.46	   4.28	 114.0	  71	 114.36	  3.29	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   4	   2	   8	  16	  20	  25	  12	  24	  38	  34	  56	  91	 181	  85	 148	  93	  51	  21	  17	  13	  20	   8	   8	   8	   8	   2	   2	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 4	 114.45	   4.27	 114.0	  74	 114.46	  3.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   3	   3	   4	  12	  11	  21	  19	  15	  31	  24	  22	  56	  81	 207	  87	 152	  95	  41	  20	  16	  22	  17	   9	  10	  12	   4	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 5	 115.12	   4.57	 115.0	  98	 115.08	  3.19	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   3	   3	   9	  16	  16	  12	  17	  30	  16	  28	  50	  81	 165	  92	 121	 130	  59	  29	  22	  14	  21	  15	  11	  16	   6	   0	   5	   4	   6	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 6	 115.14	   4.49	 115.0	  89	 115.02	  3.16	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   2	   2	   9	  11	  13	  19	  11	  23	  27	  30	  35	  73	 192	  97	 149	 111	  49	  21	  17	  19	  23	  15	   9	  20	   6	   0	   4	   5	   3	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 7	 115.07	   3.93	 115.0	  52	 114.98	  3.22	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   5	   7	   8	  17	  10	  31	  28	  21	  65	  92	 173	 102	 135	 112	  57	  20	  25	  20	  24	  16	   9	   9	   7	   1	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 0	 133.34	   4.53	 133.0	  71	 133.25	  2.99	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   3	   2	   0	   3	   6	  10	   2	   5	   8	  12	   2	  16	  39	  96	  56	 131	 195	 102	  53	  86	  53	  42	  12	  10	  16	   4	   3	   8	   3	   5	   3	   2	   4	   2	   0	   1	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 1	 132.30	   5.12	 133.0	 109	 132.76	  2.99	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   1	   2	   0	   3	   3	   4	   2	   6	   7	  20	  14	   8	  16	  14	   7	  19	  29	  99	  69	 162	 175	 118	  36	  61	  25	  21	  15	   8	  17	   4	   3	  11	   4	   6	   4	   1	   0	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 2	 133.84	   5.23	 134.0	 138	 133.74	  2.91	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   7	   1	   8	   8	  12	   6	   8	  17	  13	   0	  13	  25	  61	  46	 109	 162	 134	  69	 103	  49	  28	  16	  10	  17	   7	   3	  18	  16	  14	   3	  10	   4	   0	   0	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 3	 132.64	   5.52	 133.0	  36	 132.81	  4.81	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   3	   2	   4	  13	   6	  17	  18	  15	  13	  25	  16	   5	  16	  30	  75	  44	 102	 174	 127	  44	  99	  26	  29	  12	   8	  20	  12	   1	  15	   6	   9	   4	   4	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 4	 132.54	   5.61	 133.0	 158	 133.14	  3.03	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   3	   1	   3	   4	   7	   6	  13	  12	  17	   9	  22	  19	   6	   6	  19	  20	  80	  50	 115	 186	 125	  45	  67	  41	  24	  12	  11	  16	  21	   4	   7	   8	   8	   2	   4	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 5	 133.18	   5.66	 133.0	 142	 133.24	  3.28	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   4	   7	  10	   3	   8	   7	  16	   8	   7	  19	  22	   3	  21	  26	  58	  51	 112	 184	 115	  43	  77	  37	  37	  23	  12	  18	  15	   4	  17	   4	  13	   1	   8	   4	   3	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 6	 133.29	   5.70	 133.0	  43	 133.39	  4.58	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   0	   1	   1	   1	   2	   6	   7	   3	   2	  12	  12	  16	  10	  12	  14	   4	  15	  30	  72	  42	 100	 164	 126	  61	  83	  40	  37	  21	  19	  24	  12	   2	  11	   8	   8	   3	   4	   5	   2	   1	   1	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 7	 133.30	   4.98	 133.0	 110	 133.11	  3.15	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   3	   3	   2	   6	   9	  13	   7	   2	  13	  25	   5	  17	  38	  71	  54	 116	 177	 136	  42	  78	  37	  41	  15	  12	  13	  12	   3	  16	  13	   9	   2	   5	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 0	 125.20	   5.96	 125.0	  51	 124.92	  4.41	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   1	   2	   4	   2	   3	   2	   2	   3	   6	   9	   5	   4	  16	  19	  19	  21	  49	 108	 105	  94	 140	  83	  20	  56	  53	  49	  14	  18	  20	  13	   7	   5	   9	   4	   9	   2	   4	   4	   0	   3	   3	   0	   1	   2	   3	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 1	 123.87	   6.49	 124.0	 154	 124.20	  3.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   2	   1	   0	   0	   2	   1	   3	   6	   2	   2	   8	   9	  10	   5	   9	  20	   5	   9	  14	  14	  19	  28	  56	 113	 112	  75	 163	  82	  14	  50	  45	  37	   2	  13	  15	   6	   3	   4	   7	   8	   4	   5	   3	   4	   0	   1	   1	   2	   0	   3	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 2	 125.43	   6.90	 125.0	  92	 124.92	  4.76	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   5	   5	   2	   5	   9	   5	   7	  11	  15	   2	  13	  16	   9	  14	  12	  40	 110	  81	  88	 140	  96	  17	  52	  46	  43	  22	  17	  16	   5	   6	  10	  10	  10	  10	   7	  12	  11	   1	   8	   4	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 3	 123.92	   7.16	 124.0	  99	 124.11	  5.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   5	   8	   4	   8	   4	  11	  12	   8	  13	  12	  20	   6	  13	  20	  19	  20	  28	  43	  88	  90	  78	 133	  94	  17	  50	  42	  31	  11	  14	  15	   8	   6	  13	   9	  11	   6	   6	   7	   4	   0	   5	   3	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 4	 123.85	   7.33	 124.0	 109	 124.30	  4.82	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   1	   1	   4	   0	   4	   7	  10	   8	   8	  12	   8	   8	   7	   8	  18	   8	  11	  14	  21	  16	  19	  52	 111	  68	  86	 140	  85	  15	  56	  41	  32	   8	  17	  13	  14	   4	   8	  11	  15	   6	   4	   6	   3	   2	   3	   2	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 5	 124.88	   7.46	 125.0	 103	 124.92	  5.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   2	   4	   2	   7	   8	   2	  14	   6	   5	  12	   9	  10	   7	   9	  20	  21	  20	  22	  29	  93	  83	  85	 122	  93	  13	  59	  31	  49	  23	  15	  21	  13	   2	  17	   8	  11	   9	   4	  10	   3	   3	   8	   1	  10	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 6	 124.76	   7.55	 125.0	 104	 125.08	  5.03	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   1	   0	   1	   0	   2	   1	   3	   2	   9	   1	   4	  12	  12	  12	   7	   7	  13	   6	  12	  22	  11	  24	  15	  42	  82	  79	  89	 126	 100	  18	  40	  48	  37	  16	  23	  25	  11	   4	  17	  11	  11	   6	   3	   5	   6	   3	   7	   5	   4	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 7	 125.04	   6.66	 125.0	  74	 124.89	  5.07	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   3	   2	   4	   4	   7	   9	   5	   7	  13	   8	  13	  25	  22	  23	  38	  27	  87	  85	  78	 146	  83	  12	  52	  50	  40	  15	  25	  18	  10	   4	  13	   8	  19	   7	  10	   9	   3	   4	   3	   2	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 0	 143.48	   6.19	 143.0	 132	 143.06	  3.27	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   2	   0	   2	   3	   2	   0	   2	   7	   9	   2	   4	   6	  14	   4	  13	  17	  36	  44	  47	 131	 127	  41	 143	  85	  73	  18	  26	  24	  25	  14	  14	   8	   7	   4	   6	   7	   6	   1	   3	   1	   3	   1	   6	   2	   1	   1	   2	   2	   0	   0	   0	   2	   0	   0	   0
 8	 1	 142.33	   7.00	 142.0	  74	 142.32	  4.65	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   1	   0	   1	   4	   3	   0	   3	   6	   3	   3	   8	  10	  16	   7	  11	  15	   8	   4	  16	  15	  35	  54	  46	 124	 117	  44	 131	  91	  78	  19	  18	  18	  16	   3	   8	   7	   6	   9	   1	   5	   7	   0	   6	   6	   2	   2	   2	   2	   2	   0	   1	   2	   0	   0	   0	   0	   0	   0	   0
 8	 2	 143.94	   7.41	 144.0	 111	 143.53	  4.59	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   4	   3	   7	   8	   2	   4	   4	  11	   6	   8	  15	   9	   7	  10	  12	  24	  38	  41	 110	  93	  40	 134	  94	  79	  36	  35	  31	  12	   4	   6	   9	  14	  10	   2	  10	   6	   1	  17	   9	   9	   2	   9	   8	   3	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0
 8	 3	 142.00	   7.83	 142.0	 110	 142.17	  5.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   1	   1	   2	   3	  10	   4	   5	  14	  10	   4	   3	   8	  28	   6	  12	  14	  11	   6	  27	  13	  51	  41	  38	 120	  98	  34	 120	  67	  64	  16	  31	  28	  12	  13	   5	   8	  12	   7	   7	   6	   9	   0	  12	   2	   3	   2	   3	   2	   1	   0	   3	   0	   1	   0	   0	   0	   0	   0	   0
 8	 4	 142.03	   7.93	 142.5	  83	 142.72	  5.56	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   3	   3	   4	   3	   1	   3	  10	   7	   7	   6	   9	   0	   2	  12	  15	   6	  18	  13	  13	   3	  17	  17	  58	  32	  55	  99	  83	  41	 140	  63	  65	  25	  29	  28	  13	  10	   8	   8	  14	   6	   6	  12	   6	   1	   9	   4	   5	   0	   2	   3	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
