ch	pt	m	q
 8	 4	0.4465	85.0298
 8	 5	0.4516	84.4476
 8	 6	0.4517	84.4252
 8	 7	0.4544	84.1072
 9	 0	0.5336	71.1876
 9	 1	0.5503	68.8876
 9	 2	0.5706	66.3152
 9	 3	0.5702	66.3350
 9	 4	0.5743	65.7458
 9	 5	0.5739	65.8457
 9	 6	0.5756	65.6267
 9	 7	0.5699	66.4058
10	 0	0.5897	69.9326
10	 1	0.6443	63.1469
10	 2	0.6558	61.7373
10	 3	0.6656	60.5346
10	 4	0.6500	62.4819
10	 5	0.6678	60.1511
10	 6	0.6474	62.7010
10	 7	0.6608	61.1451
11	 0	0.6317	66.9483
11	 1	0.6917	59.6049
11	 2	0.7006	58.3923
11	 3	0.7130	56.7897
11	 4	0.6969	58.8007
11	 5	0.7170	56.3119
11	 6	0.7074	57.4815
11	 7	0.6960	58.9802
12	 0	0.7069	42.7304
12	 1	0.7815	32.0628
12	 2	0.8069	28.3360
12	 3	0.8116	27.7534
12	 4	0.7856	31.3246
12	 5	0.8040	28.7211
12	 6	0.7915	30.4795
12	 7	0.7893	31.0949
13	 0	0.7288	29.2146
13	 1	0.8654	7.8921
13	 2	0.8983	2.7700
13	 3	0.9164	-0.1153
13	 4	0.8597	8.6601
13	 5	0.8712	6.7415
13	 6	0.8112	16.1711
13	 7	0.8191	15.3101
14	 0	0.8301	25.2946
14	 1	0.9973	1.3576
14	 2	1.0801	-10.6742
14	 3	1.0368	-4.2981
14	 4	1.0052	0.1293
14	 5	0.9901	1.8688
14	 6	0.8694	19.1191
14	 7	0.8919	16.1706
15	 0	0.8023	17.6966
15	 1	1.0168	-16.1638
15	 2	1.0580	-22.6369
15	 3	1.0314	-18.5079
15	 4	0.9687	-8.5269
15	 5	0.9664	-8.6320
15	 6	0.8464	10.1109
15	 7	0.8551	9.0821
16	 0	0.8151	47.6688
16	 1	1.0035	25.6900
16	 2	1.2232	-0.2362
16	 3	1.2880	-7.6493
16	 4	1.1811	4.8827
16	 5	1.3119	-10.6335
16	 6	1.2409	-2.4162
16	 7	1.2941	-8.3887
17	 0	0.8546	30.2680
17	 1	1.0988	-1.8972
17	 2	1.2345	-19.6434
17	 3	1.2593	-22.0332
17	 4	1.2342	-19.4767
17	 5	1.3124	-30.0590
17	 6	1.2148	-17.2868
17	 7	1.2553	-22.2101
18	 0	0.8292	33.9656
18	 1	0.9773	14.4681
18	 2	1.0522	4.2518
18	 3	1.0910	-0.5916
18	 4	1.0818	0.4979
18	 5	1.1189	-4.3884
18	 6	1.0426	5.8238
18	 7	1.1050	-2.1944
19	 0	0.6600	17.0775
19	 1	0.7475	0.4871
19	 2	0.7875	-7.1228
19	 3	0.8105	-11.3336
19	 4	0.7979	-9.0686
19	 5	0.8103	-11.3175
19	 6	0.7897	-7.5659
19	 7	0.8154	-12.4932
20	 0	0.6783	26.2142
20	 1	0.7361	16.3391
20	 2	0.7522	13.4046
20	 3	0.7735	9.7296
20	 4	0.7767	9.1475
20	 5	0.7788	9.0209
20	 6	0.7511	13.5719
20	 7	0.7609	12.0344
21	 0	0.6609	48.0060
21	 1	0.7292	38.3805
21	 2	0.7581	33.9747
21	 3	0.7649	33.0601
21	 4	0.7590	34.0112
21	 5	0.7869	29.9757
21	 6	0.7553	34.2330
21	 7	0.7742	31.7600
22	 0	0.6024	52.7507
22	 1	0.6421	46.8800
22	 2	0.6428	46.6170
22	 3	0.6612	44.0184
22	 4	0.6495	45.7131
22	 5	0.6631	43.6586
22	 6	0.6467	46.0672
22	 7	0.6457	46.2297
23	 0	0.5321	72.3829
23	 1	0.5429	71.0571
23	 2	0.5579	68.9926
23	 3	0.5542	69.5057
23	 4	0.5566	69.2333
23	 5	0.5528	69.7303
23	 6	0.5535	69.6020
23	 7	0.5539	69.5870
24	 0	0.5147	50.5898
24	 1	0.5721	40.2528
24	 2	0.5747	39.8342
24	 3	0.5673	41.1759
24	 4	0.5682	41.0431
24	 5	0.5733	40.2455
24	 6	0.5580	42.8852
24	 7	0.5606	42.4254
25	 0	0.6431	40.7878
25	 1	0.7145	29.4756
25	 2	0.7336	26.4078
25	 3	0.7392	25.6779
25	 4	0.7449	24.6852
25	 5	0.7507	23.7624
25	 6	0.7339	26.3532
25	 7	0.7399	25.4151
26	 0	0.7476	48.9718
26	 1	0.8387	37.6554
26	 2	0.8572	35.1777
26	 3	0.8855	31.6822
26	 4	0.8720	33.5501
26	 5	0.8716	33.3814
26	 6	0.8740	33.3810
26	 7	0.8602	35.0764
27	 0	0.7688	29.0318
27	 1	0.8917	10.6238
27	 2	0.9555	1.1744
27	 3	0.9626	-0.0072
27	 4	0.9383	3.7287
27	 5	0.9638	-0.1983
27	 6	0.9456	2.3272
27	 7	0.9628	-0.0843
28	 0	0.8770	36.1636
28	 1	1.0453	15.5946
28	 2	1.1456	3.3494
28	 3	1.2052	-3.8031
28	 4	1.1424	3.9505
28	 5	1.1740	-0.0367
28	 6	1.1410	3.9953
28	 7	1.1681	0.6871
29	 0	0.8005	43.1626
29	 1	1.0516	11.9332
29	 2	1.1765	-3.7400
29	 3	1.2609	-13.6574
29	 4	1.2299	-10.3104
29	 5	1.3089	-20.0864
29	 6	1.2402	-11.6092
29	 7	1.2695	-15.0187
30	 0	0.7315	51.6119
30	 1	1.0816	7.8610
30	 2	1.2510	-13.3963
30	 3	1.3486	-25.2757
30	 4	1.3122	-20.8185
30	 5	1.3801	-29.7961
30	 6	1.3247	-22.4306
30	 7	1.3918	-30.6015
31	 0	0.6762	35.8128
31	 1	0.9820	-12.5993
31	 2	1.1369	-37.2533
31	 3	1.2191	-49.9731
31	 4	1.1988	-46.7948
31	 5	1.2893	-61.6753
31	 6	1.1810	-44.1265
31	 7	1.1918	-45.6167
