ch	pt	m	q
 0	 0	0.9708	-12.2596
 0	 1	1.3796	-77.6492
 0	 2	1.5344	-102.4955
 0	 3	1.6703	-123.8430
 0	 4	1.5975	-112.3836
 0	 5	1.7652	-139.6112
 0	 6	1.6048	-113.8472
 0	 7	1.7510	-137.1509
 1	 0	0.8902	19.9718
 1	 1	1.2372	-28.1589
 1	 2	1.3426	-42.7628
 1	 3	1.5151	-66.2687
 1	 4	1.4534	-57.8788
 1	 5	1.5098	-65.8224
 1	 6	1.4699	-60.3209
 1	 7	1.4572	-58.3918
 2	 0	0.8185	15.8252
 2	 1	1.0747	-24.1295
 2	 2	1.2313	-48.3300
 2	 3	1.2215	-46.6200
 2	 4	1.2318	-48.4948
 2	 5	1.2962	-58.5903
 2	 6	1.2165	-46.1270
 2	 7	1.2500	-51.1890
 3	 0	0.9389	50.3771
 3	 1	1.1526	29.2542
 3	 2	1.2371	20.9424
 3	 3	1.2560	19.1665
 3	 4	1.2164	23.0735
 3	 5	1.2786	16.6561
 3	 6	1.2573	18.8263
 3	 7	1.2452	20.2852
 4	 0	0.7716	37.0101
 4	 1	0.8890	20.7646
 4	 2	0.9383	14.1184
 4	 3	0.9470	12.9684
 4	 4	0.9589	11.2840
 4	 5	0.9758	8.8800
 4	 6	0.9441	13.2095
 4	 7	0.9659	10.2224
 5	 0	0.6319	32.9599
 5	 1	0.6957	21.7574
 5	 2	0.7369	14.5809
 5	 3	0.7624	10.1116
 5	 4	0.7616	10.3589
 5	 5	0.7419	13.7790
 5	 6	0.7416	13.8208
 5	 7	0.7537	11.7515
 6	 0	0.5744	59.4408
 6	 1	0.6274	51.6707
 6	 2	0.6436	49.3725
 6	 3	0.6536	48.0498
 6	 4	0.6562	47.5838
 6	 5	0.6587	47.2907
 6	 6	0.6580	47.2605
 6	 7	0.6629	46.5102
 7	 0	0.4649	73.9864
 7	 1	0.5005	68.6743
 7	 2	0.5018	68.4830
 7	 3	0.5097	67.3864
 7	 4	0.5135	66.7904
 7	 5	0.5157	66.6060
 7	 6	0.5069	67.8356
 7	 7	0.5117	67.2228
 8	 0	0.4199	88.5884
 8	 1	0.4390	85.9733
 8	 2	0.4473	84.9838
 8	 3	0.4479	84.8967
