Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.0000	0.2917	  0	0.2917	0.0000
0.4792	0.4583	0.4583	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4583	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4583	0.4792	0.4766	0.0070	0.4792	  4	0.4792	0.0000
0.6250	0.6250	0.6667	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6667	0.6250	0.6458	0.6458	0.6250	0.6250	0.6250	0.6250	0.6667	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6458	0.6458	0.6315	0.0134	0.6250	  7	0.6250	0.0000
0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.7917	0.0000	0.7917	  0	0.7917	0.0000
1.0208	1.0208	1.0208	1.0208	0.9167	1.0000	1.0208	1.0417	0.9167	1.0208	1.0208	0.9583	1.0000	0.9583	1.0208	1.0208	1.0000	1.0000	1.0417	1.0208	1.0208	1.0417	1.0208	1.0208	1.0208	1.0208	1.0208	1.0208	0.9167	0.9375	0.9792	1.0208	1.0026	0.0366	1.0208	 14	1.0208	0.0000
1.2917	1.2708	1.2708	1.2708	1.2708	1.2708	1.2083	1.2083	1.3750	1.2083	1.2083	1.2083	1.2083	1.2083	1.2083	1.2708	1.2708	1.2500	1.2708	1.2083	1.2083	1.2083	1.2083	1.2083	1.3958	1.2083	1.2083	1.2708	1.2083	1.2708	1.2083	1.2708	1.2448	0.0482	1.2083	 15	1.2083	0.0000
1.5625	1.5833	1.5833	1.5833	1.4792	1.3958	1.3958	1.3958	1.4583	1.3958	1.3958	1.4583	1.5833	1.4583	1.4583	1.5625	1.5000	1.5625	1.5833	1.5833	1.3958	1.3958	1.3958	1.3958	1.3958	1.3958	1.4583	1.4583	1.4583	1.4583	1.5000	1.5625	1.4766	0.0748	1.4583	  0	1.4766	0.0748
1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.8125	1.8542	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7292	1.7357	0.0262	1.7292	  2	1.7292	0.0000
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.0000	0.2917	  0	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.5417	0.4583	0.4583	0.4375	0.4583	0.4583	0.4583	0.4583	0.4792	0.4583	0.4583	0.4375	0.4375	0.4375	0.4583	0.4375	0.5417	0.4583	0.4375	0.4375	0.4583	0.4583	0.4583	0.4583	0.4596	0.0236	0.4583	 10	0.4583	0.0000
0.6667	0.6458	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6667	0.6042	0.6667	0.6042	0.6667	0.6667	0.6042	0.6042	0.6458	0.6458	0.6569	0.0212	0.6667	  7	0.6667	0.0000
