ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	221.151	0.400
 0	 0	 1	220.151	0.371
 0	 0	 2	219.111	0.372
 0	 0	 3	218.057	0.338
 0	 0	 4	217.127	0.392
 0	 0	 5	216.023	0.422
 0	 0	 6	215.029	0.397
 0	 0	 7	213.983	0.397
 0	 1	 0	221.198	0.409
 0	 1	 1	220.085	0.410
 0	 1	 2	219.165	0.380
 0	 1	 3	218.043	0.361
 0	 1	 4	217.181	0.363
 0	 1	 5	216.008	0.365
 0	 1	 6	215.078	0.415
 0	 1	 7	213.895	0.349
 0	 2	 0	221.239	0.392
 0	 2	 1	220.062	0.422
 0	 2	 2	219.084	0.394
 0	 2	 3	218.012	0.328
 0	 2	 4	217.177	0.388
 0	 2	 5	215.970	0.339
 0	 2	 6	214.999	0.411
 0	 2	 7	213.896	0.261
 0	 3	 0	221.267	0.453
 0	 3	 1	220.108	0.403
 0	 3	 2	219.017	0.412
 0	 3	 3	217.993	0.375
 0	 3	 4	217.175	0.393
 0	 3	 5	215.964	0.320
 0	 3	 6	214.959	0.360
 0	 3	 7	213.862	0.316
 0	 4	 0	221.244	0.492
 0	 4	 1	220.177	0.486
 0	 4	 2	219.138	0.471
 0	 4	 3	217.963	0.398
 0	 4	 4	217.204	0.470
 0	 4	 5	215.963	0.406
 0	 4	 6	214.955	0.351
 0	 4	 7	213.902	0.327
 0	 5	 0	221.395	0.600
 0	 5	 1	220.124	0.562
 0	 5	 2	219.129	0.553
 0	 5	 3	218.089	0.543
 0	 5	 4	217.238	0.563
 0	 5	 5	216.025	0.490
 0	 5	 6	215.019	0.483
 0	 5	 7	213.956	0.410
 0	 6	 0	221.379	0.537
 0	 6	 1	220.217	0.520
 0	 6	 2	219.205	0.514
 0	 6	 3	218.064	0.509
 0	 6	 4	217.193	0.561
 0	 6	 5	216.053	0.501
 0	 6	 6	215.051	0.497
 0	 6	 7	213.974	0.459
 0	 7	 0	221.338	0.473
 0	 7	 1	220.158	0.521
 0	 7	 2	219.241	0.481
 0	 7	 3	218.111	0.489
 0	 7	 4	217.266	0.461
 0	 7	 5	216.105	0.515
 0	 7	 6	215.113	0.488
 0	 7	 7	213.968	0.410
 1	 0	 0	217.983	0.313
 1	 0	 1	216.864	0.353
 1	 0	 2	215.882	0.321
 1	 0	 3	214.743	0.343
 1	 0	 4	213.787	0.313
 1	 0	 5	212.681	0.353
 1	 0	 6	211.703	0.349
 1	 0	 7	210.541	0.341
 1	 1	 0	217.976	0.269
 1	 1	 1	216.872	0.317
 1	 1	 2	215.875	0.339
 1	 1	 3	214.720	0.287
 1	 1	 4	213.769	0.298
 1	 1	 5	212.712	0.301
 1	 1	 6	211.699	0.318
 1	 1	 7	210.543	0.302
 1	 2	 0	217.940	0.308
 1	 2	 1	216.862	0.314
 1	 2	 2	215.878	0.288
 1	 2	 3	214.663	0.280
 1	 2	 4	213.789	0.258
 1	 2	 5	212.695	0.283
 1	 2	 6	211.699	0.290
 1	 2	 7	210.531	0.287
 1	 3	 0	218.001	0.271
 1	 3	 1	216.862	0.314
 1	 3	 2	215.866	0.302
 1	 3	 3	214.729	0.283
 1	 3	 4	213.770	0.280
 1	 3	 5	212.636	0.289
 1	 3	 6	211.669	0.278
 1	 3	 7	210.561	0.276
 1	 4	 0	217.976	0.269
 1	 4	 1	216.858	0.298
 1	 4	 2	215.867	0.302
 1	 4	 3	214.717	0.271
 1	 4	 4	213.776	0.270
 1	 4	 5	212.642	0.276
 1	 4	 6	211.693	0.269
 1	 4	 7	210.542	0.293
 1	 5	 0	217.928	0.300
 1	 5	 1	216.886	0.256
 1	 5	 2	215.845	0.294
 1	 5	 3	214.714	0.296
 1	 5	 4	213.745	0.271
 1	 5	 5	212.742	0.259
 1	 5	 6	211.712	0.269
 1	 5	 7	210.553	0.275
 1	 6	 0	217.924	0.299
 1	 6	 1	216.844	0.245
 1	 6	 2	215.794	0.277
 1	 6	 3	214.696	0.271
 1	 6	 4	213.731	0.266
 1	 6	 5	212.657	0.278
 1	 6	 6	211.714	0.291
 1	 6	 7	210.514	0.290
 1	 7	 0	217.943	0.308
 1	 7	 1	216.848	0.276
 1	 7	 2	215.886	0.244
 1	 7	 3	214.714	0.291
 1	 7	 4	213.767	0.251
 1	 7	 5	212.707	0.275
 1	 7	 6	211.677	0.255
 1	 7	 7	210.550	0.283
