GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.467	127.645	1.0000	0.209	1.468	127.561	1.0000	0.231	1.638	124.170	0.9997	3.111	1.639	124.118	0.9997	3.188
 0	 1	1.234	132.280	1.0000	0.084	1.235	132.108	1.0000	0.162	1.343	129.303	0.9962	1.870	1.341	129.338	0.9963	1.793
 0	 2	1.139	132.315	0.9998	0.326	1.140	132.283	0.9999	0.295	1.210	129.943	0.9970	1.532	1.210	129.918	0.9970	1.507
 0	 3	1.085	131.905	1.0000	0.139	1.085	131.905	1.0000	0.139	1.123	130.524	0.9974	1.550	1.121	130.562	0.9975	1.536
 0	 4	1.062	130.365	0.9998	0.320	1.062	130.365	0.9998	0.320	1.074	130.187	0.9976	1.471	1.074	130.184	0.9977	1.530
 0	 5	1.028	129.225	0.9998	0.316	1.030	129.094	0.9998	0.336	1.011	130.347	0.9979	1.749	1.013	130.275	0.9980	1.943
 0	 6	0.992	128.840	0.9998	0.282	0.993	128.720	0.9998	0.303	0.957	130.493	0.9981	1.592	0.957	130.493	0.9981	1.661
 0	 7	0.969	128.050	0.9996	0.438	0.970	128.002	0.9997	0.401	0.928	129.937	0.9983	1.647	0.927	129.947	0.9983	1.675
 1	 0	1.350	124.730	0.9999	0.229	1.348	124.856	1.0000	0.207	1.652	114.340	0.9999	1.601	1.650	114.369	0.9999	1.596
 1	 1	1.200	123.945	0.9997	0.437	1.199	123.998	0.9997	0.488	1.401	116.426	0.9955	1.193	1.399	116.458	0.9957	1.189
 1	 2	1.166	121.115	0.9996	0.514	1.166	121.115	0.9996	0.514	1.322	115.678	0.9963	1.170	1.320	115.697	0.9967	1.172
 1	 3	1.122	120.880	0.9997	0.399	1.124	120.757	0.9997	0.413	1.258	115.779	0.9967	1.355	1.257	115.760	0.9970	1.398
 1	 4	1.110	119.300	0.9993	0.680	1.110	119.300	0.9993	0.680	1.223	115.311	0.9969	1.251	1.225	115.220	0.9971	1.279
 1	 5	1.092	117.860	0.9996	0.507	1.092	117.860	0.9996	0.507	1.185	114.882	0.9970	1.500	1.186	114.827	0.9969	1.655
 1	 6	1.084	115.880	0.9993	0.640	1.086	115.743	0.9992	0.670	1.142	114.718	0.9973	1.533	1.137	114.998	0.9975	1.568
 1	 7	1.050	116.275	0.9995	0.549	1.052	116.158	0.9994	0.573	1.109	114.524	0.9977	1.331	1.109	114.496	0.9978	1.367
 2	 0	1.374	155.025	0.9995	0.659	1.376	154.855	0.9994	0.731	1.697	143.725	1.0000	1.156	1.692	143.907	1.0000	1.115
 2	 1	1.242	151.020	0.9996	0.536	1.239	151.217	0.9995	0.615	1.437	144.594	0.9955	1.028	1.437	144.601	0.9955	0.962
 2	 2	1.190	148.320	1.0000	0.097	1.190	148.320	1.0000	0.097	1.340	143.437	0.9962	1.052	1.337	143.508	0.9964	1.084
 2	 3	1.142	147.900	1.0000	0.161	1.136	148.294	1.0000	0.106	1.283	142.928	0.9968	0.669	1.280	142.999	0.9969	0.533
 2	 4	1.121	146.425	0.9998	0.376	1.123	146.223	0.9997	0.434	1.240	142.351	0.9969	0.816	1.238	142.344	0.9969	0.870
 2	 5	1.094	145.060	0.9998	0.321	1.093	145.106	0.9998	0.316	1.200	141.417	0.9972	0.619	1.200	141.370	0.9973	0.549
 2	 6	1.076	143.610	1.0000	0.110	1.076	143.558	1.0000	0.137	1.156	141.276	0.9975	0.694	1.155	141.306	0.9977	0.762
 2	 7	1.050	143.050	1.0000	0.123	1.048	143.186	1.0000	0.111	1.131	140.399	0.9977	0.912	1.130	140.435	0.9977	0.898
 3	 0	1.446	181.935	1.0000	0.155	1.445	181.939	1.0000	0.156	1.791	169.666	1.0000	1.318	1.790	169.635	1.0000	1.069
