ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	229.568	0.337
 0	 0	 1	228.459	0.331
 0	 0	 2	227.473	0.332
 0	 0	 3	226.297	0.328
 0	 0	 4	225.278	0.351
 0	 0	 5	224.189	0.443
 0	 0	 6	223.232	0.370
 0	 0	 7	222.127	0.439
 0	 1	 0	229.534	0.282
 0	 1	 1	228.432	0.287
 0	 1	 2	227.500	0.284
 0	 1	 3	226.289	0.301
 0	 1	 4	225.320	0.297
 0	 1	 5	224.191	0.401
 0	 1	 6	223.231	0.299
 0	 1	 7	222.096	0.293
 0	 2	 0	229.504	0.264
 0	 2	 1	228.414	0.256
 0	 2	 2	227.481	0.271
 0	 2	 3	226.308	0.282
 0	 2	 4	225.338	0.264
 0	 2	 5	224.246	0.339
 0	 2	 6	223.247	0.284
 0	 2	 7	222.103	0.293
 0	 3	 0	229.483	0.244
 0	 3	 1	228.434	0.251
 0	 3	 2	227.432	0.226
 0	 3	 3	226.289	0.276
 0	 3	 4	225.356	0.268
 0	 3	 5	224.216	0.362
 0	 3	 6	223.226	0.292
 0	 3	 7	222.098	0.292
 0	 4	 0	229.474	0.240
 0	 4	 1	228.397	0.246
 0	 4	 2	227.408	0.241
 0	 4	 3	226.305	0.253
 0	 4	 4	225.281	0.250
 0	 4	 5	224.277	0.366
 0	 4	 6	223.212	0.231
 0	 4	 7	222.106	0.251
 0	 5	 0	229.509	0.232
 0	 5	 1	228.385	0.224
 0	 5	 2	227.390	0.214
 0	 5	 3	226.294	0.246
 0	 5	 4	225.408	0.356
 0	 5	 5	224.264	0.376
 0	 5	 6	223.244	0.247
 0	 5	 7	222.116	0.309
 0	 6	 0	229.490	0.203
 0	 6	 1	228.361	0.208
 0	 6	 2	227.417	0.213
 0	 6	 3	226.251	0.206
 0	 6	 4	225.368	0.354
 0	 6	 5	224.260	0.374
 0	 6	 6	223.260	0.279
 0	 6	 7	222.116	0.309
 0	 7	 0	229.471	0.206
 0	 7	 1	228.387	0.199
 0	 7	 2	227.347	0.184
 0	 7	 3	226.266	0.202
 0	 7	 4	225.335	0.314
 0	 7	 5	224.201	0.223
 0	 7	 6	223.257	0.347
 0	 7	 7	222.130	0.304
 1	 0	 0	225.220	0.346
 1	 0	 1	224.109	0.310
 1	 0	 2	223.205	0.330
 1	 0	 3	222.001	0.377
 1	 0	 4	221.138	0.358
 1	 0	 5	220.062	0.470
 1	 0	 6	219.089	0.333
 1	 0	 7	218.052	0.461
 1	 1	 0	225.216	0.285
 1	 1	 1	224.099	0.258
 1	 1	 2	223.110	0.257
 1	 1	 3	222.128	0.283
 1	 1	 4	221.156	0.277
 1	 1	 5	220.169	0.440
 1	 1	 6	219.158	0.327
 1	 1	 7	218.007	0.310
 1	 2	 0	225.212	0.306
 1	 2	 1	224.069	0.255
 1	 2	 2	223.087	0.296
 1	 2	 3	222.140	0.243
 1	 2	 4	221.120	0.243
 1	 2	 5	220.078	0.422
 1	 2	 6	219.044	0.309
 1	 2	 7	218.007	0.270
 1	 3	 0	225.212	0.256
 1	 3	 1	224.077	0.301
 1	 3	 2	223.120	0.286
 1	 3	 3	222.043	0.266
 1	 3	 4	221.108	0.246
 1	 3	 5	220.042	0.473
 1	 3	 6	219.086	0.251
 1	 3	 7	218.018	0.269
 1	 4	 0	225.244	0.263
 1	 4	 1	224.060	0.278
 1	 4	 2	223.113	0.257
 1	 4	 3	222.098	0.254
 1	 4	 4	221.100	0.248
 1	 4	 5	220.013	0.437
 1	 4	 6	219.094	0.249
 1	 4	 7	218.012	0.270
 1	 5	 0	225.211	0.257
 1	 5	 1	224.085	0.318
 1	 5	 2	223.107	0.258
 1	 5	 3	222.062	0.307
 1	 5	 4	221.162	0.415
 1	 5	 5	219.970	0.446
 1	 5	 6	219.068	0.303
 1	 5	 7	218.095	0.253
 1	 6	 0	225.190	0.263
 1	 6	 1	224.109	0.246
 1	 6	 2	223.061	0.269
 1	 6	 3	222.094	0.294
 1	 6	 4	221.098	0.476
 1	 6	 5	219.937	0.416
 1	 6	 6	219.061	0.305
 1	 6	 7	218.122	0.246
 1	 7	 0	225.194	0.262
 1	 7	 1	224.090	0.297
 1	 7	 2	223.116	0.307
 1	 7	 3	222.010	0.271
 1	 7	 4	221.095	0.433
 1	 7	 5	219.990	0.306
 1	 7	 6	218.993	0.382
 1	 7	 7	218.008	0.270
 2	 0	 0	218.803	0.370
 2	 0	 1	217.770	0.371
 2	 0	 2	216.800	0.339
 2	 0	 3	215.687	0.371
 2	 0	 4	214.709	0.359
 2	 0	 5	213.575	0.431
 2	 0	 6	212.619	0.377
 2	 0	 7	211.577	0.445
 2	 1	 0	218.789	0.298
 2	 1	 1	217.774	0.308
 2	 1	 2	216.819	0.326
 2	 1	 3	215.748	0.298
 2	 1	 4	214.682	0.325
 2	 1	 5	213.555	0.414
 2	 1	 6	212.642	0.349
 2	 1	 7	211.567	0.353
 2	 2	 0	218.782	0.257
 2	 2	 1	217.791	0.275
 2	 2	 2	216.794	0.308
 2	 2	 3	215.716	0.303
 2	 2	 4	214.655	0.302
 2	 2	 5	213.566	0.424
 2	 2	 6	212.596	0.324
 2	 2	 7	211.566	0.303
 2	 3	 0	218.730	0.284
 2	 3	 1	217.767	0.298
 2	 3	 2	216.809	0.264
 2	 3	 3	215.736	0.257
 2	 3	 4	214.624	0.291
 2	 3	 5	213.577	0.453
 2	 3	 6	212.619	0.301
 2	 3	 7	211.581	0.283
 2	 4	 0	218.701	0.272
 2	 4	 1	217.755	0.262
 2	 4	 2	216.791	0.258
 2	 4	 3	215.673	0.302
 2	 4	 4	214.669	0.252
 2	 4	 5	213.534	0.469
 2	 4	 6	212.615	0.317
 2	 4	 7	211.565	0.301
 2	 5	 0	218.735	0.268
 2	 5	 1	217.755	0.262
 2	 5	 2	216.773	0.281
 2	 5	 3	215.730	0.276
 2	 5	 4	214.636	0.319
 2	 5	 5	213.574	0.452
 2	 5	 6	212.624	0.304
 2	 5	 7	211.578	0.263
 2	 6	 0	218.776	0.217
 2	 6	 1	217.801	0.228
 2	 6	 2	216.736	0.300
 2	 6	 3	215.685	0.250
 2	 6	 4	214.672	0.474
 2	 6	 5	213.527	0.484
 2	 6	 6	212.629	0.309
 2	 6	 7	211.559	0.270
 2	 7	 0	218.751	0.274
 2	 7	 1	217.775	0.252
 2	 7	 2	216.807	0.263
 2	 7	 3	215.710	0.268
 2	 7	 4	214.657	0.478
 2	 7	 5	213.580	0.267
 2	 7	 6	212.605	0.452
 2	 7	 7	211.534	0.288
 3	 0	 0	220.699	0.462
 3	 0	 1	219.688	0.408
 3	 0	 2	218.709	0.424
 3	 0	 3	217.694	0.440
 3	 0	 4	216.719	0.406
 3	 0	 5	215.627	0.549
 3	 0	 6	214.628	0.469
 3	 0	 7	213.583	0.513
 3	 1	 0	220.738	0.370
 3	 1	 1	219.672	0.381
 3	 1	 2	218.684	0.401
 3	 1	 3	217.578	0.372
 3	 1	 4	216.606	0.385
 3	 1	 5	215.618	0.589
 3	 1	 6	214.628	0.430
 3	 1	 7	213.597	0.346
 3	 2	 0	220.761	0.327
 3	 2	 1	219.651	0.323
 3	 2	 2	218.700	0.314
 3	 2	 3	217.671	0.336
 3	 2	 4	216.623	0.318
 3	 2	 5	215.647	0.534
 3	 2	 6	214.639	0.384
 3	 2	 7	213.493	0.319
 3	 3	 0	220.725	0.295
 3	 3	 1	219.581	0.311
 3	 3	 2	218.683	0.294
 3	 3	 3	217.669	0.305
 3	 3	 4	216.692	0.327
 3	 3	 5	215.550	0.616
 3	 3	 6	214.544	0.359
 3	 3	 7	213.560	0.307
 3	 4	 0	220.739	0.287
 3	 4	 1	219.659	0.300
 3	 4	 2	218.721	0.272
 3	 4	 3	217.698	0.300
 3	 4	 4	216.731	0.309
 3	 4	 5	215.597	0.634
 3	 4	 6	214.635	0.361
 3	 4	 7	213.589	0.308
 3	 5	 0	220.692	0.319
 3	 5	 1	219.615	0.290
 3	 5	 2	218.720	0.299
 3	 5	 3	217.619	0.308
 3	 5	 4	216.723	0.352
 3	 5	 5	215.615	0.604
 3	 5	 6	214.628	0.356
 3	 5	 7	213.593	0.291
 3	 6	 0	220.682	0.314
 3	 6	 1	219.566	0.294
 3	 6	 2	218.680	0.288
 3	 6	 3	217.641	0.284
 3	 6	 4	216.629	0.613
 3	 6	 5	215.602	0.665
 3	 6	 6	214.609	0.385
 3	 6	 7	213.571	0.283
 3	 7	 0	220.689	0.296
 3	 7	 1	219.615	0.319
 3	 7	 2	218.625	0.281
 3	 7	 3	217.611	0.309
 3	 7	 4	216.648	0.588
 3	 7	 5	215.661	0.312
 3	 7	 6	214.686	0.645
 3	 7	 7	213.590	0.278
 4	 0	 0	219.210	0.456
 4	 0	 1	218.140	0.497
 4	 0	 2	217.147	0.503
 4	 0	 3	216.085	0.488
 4	 0	 4	215.166	0.526
 4	 0	 5	214.126	0.639
 4	 0	 6	213.241	0.528
 4	 0	 7	212.133	0.673
 4	 1	 0	219.165	0.431
 4	 1	 1	218.085	0.441
 4	 1	 2	217.201	0.448
 4	 1	 3	216.135	0.453
 4	 1	 4	215.271	0.397
 4	 1	 5	214.090	0.713
 4	 1	 6	213.225	0.471
 4	 1	 7	212.178	0.475
 4	 2	 0	219.139	0.372
 4	 2	 1	218.049	0.345
 4	 2	 2	217.207	0.366
 4	 2	 3	216.094	0.394
 4	 2	 4	215.235	0.348
 4	 2	 5	214.178	0.723
 4	 2	 6	213.177	0.475
 4	 2	 7	212.127	0.396
 4	 3	 0	219.157	0.328
 4	 3	 1	218.075	0.258
 4	 3	 2	217.171	0.330
 4	 3	 3	216.064	0.402
 4	 3	 4	215.209	0.340
 4	 3	 5	214.083	0.813
 4	 3	 6	213.182	0.430
 4	 3	 7	212.149	0.322
 4	 4	 0	219.140	0.334
 4	 4	 1	218.097	0.297
 4	 4	 2	217.119	0.332
 4	 4	 3	216.129	0.305
 4	 4	 4	215.186	0.332
 4	 4	 5	214.038	0.887
 4	 4	 6	213.187	0.456
 4	 4	 7	212.116	0.250
 4	 5	 0	219.050	0.280
 4	 5	 1	218.140	0.279
 4	 5	 2	217.179	0.299
 4	 5	 3	216.128	0.328
 4	 5	 4	215.178	0.454
 4	 5	 5	214.069	0.887
 4	 5	 6	213.164	0.376
 4	 5	 7	212.080	0.319
 4	 6	 0	219.136	0.315
 4	 6	 1	218.148	0.277
 4	 6	 2	217.079	0.262
 4	 6	 3	216.064	0.304
 4	 6	 4	215.185	0.808
 4	 6	 5	214.020	0.853
 4	 6	 6	213.157	0.399
 4	 6	 7	212.038	0.328
 4	 7	 0	219.090	0.250
 4	 7	 1	218.110	0.293
 4	 7	 2	217.169	0.289
 4	 7	 3	216.084	0.274
 4	 7	 4	215.250	0.812
 4	 7	 5	214.074	0.369
 4	 7	 6	213.200	0.775
 4	 7	 7	212.147	0.311
 5	 0	 0	224.481	0.461
 5	 0	 1	223.394	0.499
 5	 0	 2	222.444	0.456
 5	 0	 3	221.320	0.476
 5	 0	 4	220.406	0.494
 5	 0	 5	219.356	0.646
 5	 0	 6	218.391	0.495
 5	 0	 7	217.381	0.629
 5	 1	 0	224.478	0.398
 5	 1	 1	223.379	0.384
 5	 1	 2	222.450	0.408
 5	 1	 3	221.297	0.402
 5	 1	 4	220.453	0.399
 5	 1	 5	219.354	0.741
 5	 1	 6	218.406	0.444
 5	 1	 7	217.322	0.453
 5	 2	 0	224.470	0.361
 5	 2	 1	223.358	0.369
 5	 2	 2	222.398	0.362
 5	 2	 3	221.277	0.382
 5	 2	 4	220.396	0.369
 5	 2	 5	219.354	0.585
 5	 2	 6	218.407	0.439
 5	 2	 7	217.333	0.381
 5	 3	 0	224.461	0.345
 5	 3	 1	223.356	0.323
 5	 3	 2	222.387	0.313
 5	 3	 3	221.290	0.323
 5	 3	 4	220.412	0.349
 5	 3	 5	219.304	0.789
 5	 3	 6	218.366	0.417
 5	 3	 7	217.328	0.346
 5	 4	 0	224.448	0.291
 5	 4	 1	223.367	0.326
 5	 4	 2	222.366	0.302
 5	 4	 3	221.298	0.319
 5	 4	 4	220.340	0.364
 5	 4	 5	219.334	0.801
 5	 4	 6	218.400	0.402
 5	 4	 7	217.312	0.321
 5	 5	 0	224.458	0.288
 5	 5	 1	223.307	0.288
 5	 5	 2	222.332	0.308
 5	 5	 3	221.268	0.298
 5	 5	 4	220.446	0.735
