GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.071	181.275	0.9990	0.769	1.071	181.201	0.9988	0.828	1.274	173.520	1.0000	1.152	1.271	173.596	1.0000	1.099
 0	 1	0.985	178.000	0.9993	0.585	0.985	178.000	0.9993	0.585	1.107	173.714	0.9977	1.437	1.108	173.657	0.9977	1.445
 0	 2	0.974	174.130	1.0000	0.139	0.974	174.130	1.0000	0.139	1.033	173.539	0.9981	1.443	1.032	173.546	0.9984	1.478
 0	 3	0.934	174.425	0.9999	0.162	0.935	174.373	0.9999	0.177	0.994	173.394	0.9983	1.539	0.993	173.425	0.9983	1.527
 0	 4	0.927	173.100	0.9999	0.226	0.928	173.018	0.9999	0.183	0.980	172.589	0.9982	1.170	0.978	172.644	0.9982	1.230
 0	 5	0.898	173.205	0.9985	0.771	0.898	173.205	0.9985	0.771	0.945	172.755	0.9984	1.504	0.945	172.772	0.9984	1.492
 0	 6	0.871	173.255	0.9998	0.259	0.873	173.138	0.9998	0.254	0.918	172.455	0.9984	1.297	0.919	172.428	0.9984	1.348
 0	 7	0.852	172.950	0.9999	0.145	0.852	172.940	0.9999	0.150	0.896	172.082	0.9986	0.895	0.895	172.094	0.9986	0.898
 1	 0	1.081	189.515	0.9998	0.370	1.080	189.650	0.9996	0.475	1.310	181.171	1.0000	0.782	1.311	181.128	1.0000	0.798
 1	 1	0.985	188.035	0.9991	0.676	0.983	188.236	0.9988	0.757	1.157	181.151	0.9977	1.126	1.157	181.130	0.9977	1.222
 1	 2	0.966	185.530	0.9999	0.179	0.966	185.530	0.9999	0.179	1.096	180.798	0.9979	1.085	1.095	180.829	0.9982	1.065
 1	 3	0.954	183.860	0.9998	0.262	0.953	183.908	0.9998	0.280	1.071	179.993	0.9981	0.941	1.072	179.982	0.9981	0.956
 1	 4	0.922	184.415	0.9997	0.344	0.923	184.428	0.9998	0.322	1.048	179.698	0.9980	0.750	1.047	179.679	0.9980	0.922
 1	 5	0.921	182.685	0.9992	0.577	0.921	182.685	0.9992	0.577	1.025	179.360	0.9981	0.958	1.028	179.243	0.9983	0.860
 1	 6	0.929	180.105	1.0000	0.064	0.930	180.009	1.0000	0.085	0.995	179.191	0.9982	1.198	0.995	179.177	0.9982	1.220
 1	 7	0.877	182.165	0.9997	0.327	0.882	181.765	0.9997	0.368	0.970	178.940	0.9983	0.714	0.965	179.051	0.9984	0.731
 2	 0	1.102	190.480	1.0000	0.168	1.103	190.398	0.9999	0.201	1.359	180.412	1.0000	1.011	1.361	180.310	1.0000	1.055
 2	 1	1.025	186.575	0.9993	0.611	1.025	186.544	0.9990	0.730	1.192	180.161	0.9976	1.121	1.192	180.069	0.9977	1.214
 2	 2	0.999	184.315	0.9998	0.303	0.996	184.573	0.9999	0.255	1.139	179.341	0.9980	0.877	1.135	179.489	0.9981	0.963
 2	 3	0.970	183.720	0.9985	0.835	0.971	183.560	0.9985	0.830	1.102	178.794	0.9980	1.063	1.099	178.892	0.9981	1.010
 2	 4	0.959	182.525	0.9988	0.750	0.960	182.441	0.9987	0.777	1.076	178.412	0.9981	0.771	1.076	178.426	0.9981	0.762
 2	 5	0.960	180.380	0.9997	0.397	0.960	180.357	0.9996	0.434	1.062	177.493	0.9980	1.044	1.062	177.508	0.9982	1.111
 2	 6	0.951	178.985	0.9998	0.282	0.952	178.894	0.9998	0.264	1.026	177.596	0.9981	1.128	1.026	177.602	0.9983	1.128
 2	 7	0.918	179.555	0.9999	0.241	0.921	179.275	0.9999	0.251	0.997	177.402	0.9984	0.799	0.998	177.285	0.9984	0.790
 3	 0	1.098	226.425	1.0000	0.067	1.099	226.282	1.0000	0.155	1.296	220.845	1.0000	1.492	1.298	220.689	1.0000	1.498
 3	 1	0.981	226.385	0.9997	0.347	0.976	226.651	0.9999	0.262	1.142	221.020	0.9977	1.086	1.138	221.124	0.9977	1.051
 3	 2	0.955	224.485	0.9993	0.576	0.951	224.784	0.9996	0.447	1.086	220.365	0.9979	1.167	1.086	220.355	0.9982	1.073
 3	 3	0.915	224.945	0.9994	0.520	0.917	224.816	0.9994	0.522	1.059	219.525	0.9981	0.779	1.060	219.478	0.9981	0.775
 3	 4	0.912	223.970	0.9994	0.498	0.908	224.288	0.9996	0.386	1.041	219.357	0.9981	0.674	1.041	219.436	0.9982	0.631
 3	 5	0.907	222.440	0.9990	0.626	0.914	221.896	0.9993	0.550	1.024	218.672	0.9982	0.938	1.024	218.681	0.9982	0.887
 3	 6	0.892	221.590	0.9997	0.358	0.892	221.569	0.9997	0.359	0.997	218.122	0.9982	0.577	1.002	217.900	0.9982	0.606
 3	 7	0.871	221.640	0.9999	0.219	0.872	221.557	0.9998	0.281	0.971	218.244	0.9985	0.715	0.972	218.178	0.9985	0.822
 4	 0	1.097	169.225	0.9995	0.520	1.095	169.352	0.9997	0.438	1.323	161.847	1.0000	1.171	1.324	161.738	1.0000	1.024
 4	 1	1.010	166.405	0.9989	0.744	1.015	166.017	0.9978	1.055	1.165	161.414	0.9975	1.622	1.167	161.317	0.9975	1.933
 4	 2	0.990	163.775	0.9996	0.441	0.990	163.775	0.9996	0.441	1.107	160.892	0.9980	1.212	1.108	160.887	0.9980	1.212
 4	 3	0.930	165.840	0.9994	0.494	0.930	165.810	0.9993	0.560	1.081	160.111	0.9981	0.659	1.081	160.076	0.9982	0.515
 4	 4	0.936	163.345	0.9999	0.201	0.936	163.345	0.9999	0.201	1.073	159.014	0.9980	1.249	1.071	159.127	0.9981	1.327
 4	 5	0.932	162.125	0.9990	0.661	0.929	162.356	0.9991	0.608	1.048	158.967	0.9982	1.140	1.047	158.991	0.9982	1.075
 4	 6	0.910	161.330	1.0000	0.090	0.913	161.124	1.0000	0.103	1.010	158.697	0.9981	0.738	1.010	158.686	0.9983	0.783
 4	 7	0.881	162.060	1.0000	0.038	0.889	161.582	1.0000	0.063	0.982	158.726	0.9986	0.601	0.987	158.550	0.9985	0.673
 5	 0	1.128	148.040	0.9994	0.623	1.131	147.854	0.9995	0.572	1.391	138.910	1.0000	0.913	1.394	138.753	1.0000	0.678
 5	 1	1.029	145.740	0.9992	0.647	1.029	145.740	0.9992	0.647	1.215	139.176	0.9974	1.231	1.221	138.840	0.9974	1.638
 5	 2	0.982	144.990	0.9999	0.225	0.981	145.038	0.9998	0.279	1.142	139.004	0.9979	0.979	1.142	139.049	0.9982	1.050
 5	 3	0.949	145.215	0.9998	0.278	0.949	145.199	0.9998	0.277	1.114	138.460	0.9981	0.998	1.109	138.640	0.9981	1.019
