INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	11.240	4.689	9.045	3.816
 0	 1	11.118	5.493	9.542	4.708
 0	 2	17.600	8.785	15.197	7.566
 0	 3	13.456	7.965	11.966	7.093
 0	 4	13.084	7.901	11.727	7.111
 0	 5	13.029	9.142	11.895	8.236
 0	 6	11.931	8.980	10.808	8.140
 0	 7	11.081	9.152	10.173	8.391
 1	 0	9.917	4.688	8.111	3.874
 1	 1	9.863	5.287	8.748	4.690
 1	 2	15.465	7.206	13.646	6.405
 1	 3	12.056	7.161	10.850	6.410
 1	 4	12.233	7.633	11.003	6.949
 1	 5	12.072	8.447	10.811	7.441
 1	 6	10.975	7.842	9.977	7.158
 1	 7	10.154	7.848	9.213	7.161
 2	 0	8.419	4.581	6.713	3.714
 2	 1	8.910	5.326	7.490	4.484
 2	 2	12.348	6.797	10.810	6.062
 2	 3	10.354	6.388	9.197	5.689
 2	 4	10.143	6.556	9.082	5.808
 2	 5	9.763	6.825	9.019	6.240
 2	 6	9.426	7.186	8.543	6.490
 2	 7	8.349	6.943	7.634	6.310
 3	 0	6.118	4.349	4.808	3.531
 3	 1	6.084	4.920	5.281	4.246
 3	 2	7.894	5.515	6.867	4.972
 3	 3	7.246	5.008	6.499	4.562
 3	 4	7.131	5.567	6.355	4.919
 3	 5	7.091	5.730	6.504	5.180
 3	 6	7.141	5.914	6.457	5.330
 3	 7	6.613	6.150	6.107	5.675
 4	 0	3.687	3.223	2.924	2.672
 4	 1	3.493	3.266	3.026	2.854
 4	 2	4.284	3.311	3.708	3.007
 4	 3	3.418	3.324	3.067	2.979
 4	 4	3.457	3.229	3.017	2.840
 4	 5	3.398	3.356	3.094	2.981
 4	 6	3.685	3.536	3.331	3.181
 4	 7	3.495	3.431	3.152	3.085
 5	 0	5.636	3.483	4.257	2.756
 5	 1	4.443	3.206	3.799	2.820
 5	 2	7.349	3.910	6.384	3.604
 5	 3	3.518	2.853	3.181	2.633
 5	 4	3.294	2.855	2.950	2.553
 5	 5	2.902	2.952	2.713	2.645
 5	 6	3.091	2.930	2.784	2.641
 5	 7	2.935	2.946	2.692	2.671
 6	 0	15.582	5.188	11.615	4.177
 6	 1	14.747	5.281	12.285	4.470
 6	 2	26.267	8.209	22.169	7.558
 6	 3	13.798	6.191	12.421	5.620
 6	 4	13.667	6.178	12.311	5.507
 6	 5	11.694	6.883	11.089	6.157
 6	 6	10.184	6.362	9.270	5.846
 6	 7	8.490	7.026	7.777	6.232
 7	 0	29.003	7.408	20.349	5.731
 7	 1	26.314	7.874	21.256	6.554
 7	 2	49.342	14.284	38.853	12.645
 7	 3	25.866	10.254	22.168	9.116
 7	 4	25.994	11.333	22.124	9.523
 7	 5	20.860	12.080	19.521	10.311
 7	 6	20.165	12.335	16.795	9.961
 7	 7	15.418	11.681	13.274	10.090
 8	 0	35.794	8.899	26.004	7.216
 8	 1	33.237	10.477	27.994	9.273
 8	 2	58.390	17.454	47.583	16.540
 8	 3	36.472	14.668	32.657	13.574
 8	 4	37.005	15.777	31.855	13.277
 8	 5	28.616	16.549	28.003	15.010
 8	 6	28.421	17.779	24.496	14.727
 8	 7	22.157	17.153	19.466	14.393
 9	 0	20.053	6.175	15.294	5.105
 9	 1	19.402	6.818	16.177	5.866
 9	 2	33.685	11.196	28.291	10.656
 9	 3	21.440	9.745	18.640	8.612
 9	 4	20.660	10.507	18.216	9.024
 9	 5	16.924	11.063	16.265	9.721
 9	 6	15.759	11.075	13.696	9.323
 9	 7	12.686	10.951	11.273	9.332
10	 0	13.431	4.922	9.811	3.837
10	 1	12.183	5.133	10.180	4.388
10	 2	22.365	6.998	18.818	6.512
10	 3	13.403	6.073	11.973	5.543
10	 4	13.705	6.265	11.884	5.490
10	 5	11.332	6.682	10.659	6.073
10	 6	9.668	6.376	8.597	5.607
10	 7	8.109	6.806	7.259	5.919
11	 0	8.952	3.864	7.079	3.260
11	 1	7.941	3.792	6.752	3.314
11	 2	14.027	4.987	11.821	4.569
11	 3	8.548	4.550	7.605	4.117
11	 4	8.286	4.820	7.227	4.213
11	 5	6.847	4.781	6.427	4.204
11	 6	5.838	4.473	5.182	3.911
11	 7	4.787	4.320	4.290	3.785
12	 0	5.470	4.061	4.195	3.193
12	 1	4.950	3.672	4.161	3.091
12	 2	8.503	4.503	7.181	4.061
12	 3	5.412	4.151	4.727	3.634
12	 4	5.395	4.012	4.764	3.523
12	 5	4.419	3.567	4.112	3.270
12	 6	3.782	3.483	3.401	3.156
12	 7	3.386	3.380	3.075	3.046
13	 0	4.006	3.451	3.204	2.847
13	 1	4.006	3.512	3.524	3.118
13	 2	4.023	3.463	3.469	3.100
13	 3	3.990	3.696	3.562	3.326
13	 4	4.173	3.754	3.687	3.319
13	 5	4.263	4.102	3.889	3.601
13	 6	4.666	4.165	4.122	3.642
13	 7	4.726	4.524	4.206	3.990
14	 0	6.483	4.299	5.154	3.507
14	 1	6.093	4.426	5.326	3.873
14	 2	7.903	5.036	6.813	4.494
14	 3	6.148	4.950	5.603	4.503
14	 4	6.532	4.969	5.930	4.573
14	 5	6.354	5.016	5.916	4.639
14	 6	6.546	5.146	6.042	4.789
14	 7	6.096	5.278	5.546	4.836
15	 0	7.041	4.110	5.685	3.462
15	 1	7.173	4.306	6.265	3.766
15	 2	9.977	5.729	8.610	5.053
15	 3	7.798	5.347	6.917	4.777
15	 4	8.144	5.825	7.107	5.113
15	 5	7.768	5.927	6.987	5.224
15	 6	7.653	5.863	6.850	5.185
15	 7	7.386	6.442	6.676	5.794
16	 0	11.425	5.271	8.752	4.083
16	 1	10.634	5.236	9.141	4.422
16	 2	16.619	7.858	14.212	6.795
16	 3	11.748	6.975	10.291	6.094
16	 4	11.501	7.515	10.098	6.569
16	 5	10.875	8.062	9.748	7.162
16	 6	9.770	7.035	8.829	6.419
16	 7	8.942	7.449	8.070	6.683
17	 0	10.991	4.737	8.842	3.860
17	 1	10.701	5.211	9.117	4.405
17	 2	16.933	7.612	14.422	6.471
17	 3	11.637	6.685	10.067	5.853
17	 4	11.443	6.846	9.778	5.909
17	 5	11.008	7.800	9.657	6.714
17	 6	10.099	7.257	8.645	6.222
17	 7	9.016	7.171	7.827	6.223
18	 0	9.638	4.734	7.455	3.700
18	 1	8.668	4.687	7.330	3.934
18	 2	14.195	6.786	11.558	5.620
18	 3	9.045	5.553	7.640	4.650
18	 4	8.750	6.057	7.244	5.009
18	 5	8.023	6.093	6.989	5.227
18	 6	7.259	5.998	6.117	4.949
18	 7	6.332	5.558	5.463	4.789
19	 0	6.324	4.259	4.955	3.380
19	 1	5.615	3.990	4.698	3.345
19	 2	9.400	5.250	7.712	4.436
19	 3	5.443	4.030	4.597	3.407
19	 4	5.164	4.194	4.277	3.432
19	 5	4.245	3.907	3.762	3.351
19	 6	3.908	3.653	3.379	3.129
