Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.3125	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2923	0.0037	0.2917	  1	0.2917	0.0000
0.4792	0.4792	0.4583	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4583	0.4792	0.4583	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4792	0.4772	0.0062	0.4792	  3	0.4792	0.0000
0.6458	0.6458	0.6458	0.6458	0.6667	0.6667	0.6458	0.6458	0.6458	0.6458	0.6458	0.6667	0.6667	0.6458	0.6667	0.6458	0.6458	0.6458	0.6458	0.6458	0.6667	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6667	0.6458	0.6458	0.6458	0.6458	0.6504	0.0088	0.6458	  7	0.6458	0.0000
0.8333	0.8542	0.8125	0.8542	0.8542	0.8542	0.8542	0.8333	0.8333	0.8542	0.8333	0.8542	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8333	0.8542	0.8542	0.8333	0.8125	0.8333	0.8333	0.8333	0.8333	0.8542	0.8333	0.8385	0.0118	0.8333	 12	0.8333	0.0000
1.0208	1.0208	1.0000	1.0208	1.0208	1.0000	1.0208	1.0208	1.0208	1.0208	1.0417	1.0208	1.0000	1.0417	1.0417	1.0208	1.0208	0.9792	1.0000	1.0208	1.0000	1.0208	1.0000	1.0417	1.0000	1.0000	1.0208	1.0000	1.0208	1.0208	1.0000	1.0000	1.0150	0.0152	1.0208	  0	1.0150	0.0152
1.2708	1.3125	1.2708	1.2917	1.3125	1.3125	1.2917	1.2917	1.3125	1.3125	1.2708	1.2917	1.2917	1.3333	1.3125	1.2917	1.2917	1.2708	1.3125	1.3125	1.3125	1.2708	1.3333	1.2917	1.2917	1.3125	1.2708	1.2917	1.2708	1.2708	1.2708	1.2708	1.2943	0.0196	1.2917	  0	1.2943	0.0196
1.5417	1.5833	1.5208	1.5208	1.5208	1.5625	1.5625	1.5625	1.5833	1.5833	1.6042	1.5833	1.5833	1.6042	1.5833	1.5833	1.5417	1.5625	1.5625	1.5833	1.5625	1.5833	1.5625	1.5417	1.5417	1.5625	1.5208	1.5833	1.5625	1.5417	1.5833	1.5417	1.5632	0.0239	1.5625	  0	1.5632	0.0239
1.8542	1.8333	1.8125	1.8333	1.8333	1.8333	1.8542	1.8542	1.8542	1.8958	1.8750	1.8125	1.8958	1.8958	1.8958	1.8958	1.8333	1.8750	1.8333	1.8333	1.8333	1.8333	1.8125	1.8750	1.8542	1.7917	1.8125	1.8542	1.8333	1.8125	1.8333	1.8125	1.8457	0.0294	1.8333	  0	1.8457	0.0294
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
