ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	217.081	1.836
 0	 0	 1	216.103	0.973
 0	 0	 2	215.147	0.864
 0	 0	 3	214.098	0.956
 0	 0	 4	213.116	0.896
 0	 0	 5	212.192	0.849
 0	 0	 6	211.241	0.774
 0	 0	 7	210.130	1.809
 0	 1	 0	217.174	1.041
 0	 1	 1	216.076	1.095
 0	 1	 2	215.153	1.136
 0	 1	 3	214.112	1.072
 0	 1	 4	213.197	1.032
 0	 1	 5	212.227	1.063
 0	 1	 6	211.245	1.086
 0	 1	 7	210.343	2.402
 0	 2	 0	217.176	2.737
 0	 2	 1	216.028	1.245
 0	 2	 2	215.169	1.238
 0	 2	 3	214.149	1.114
 0	 2	 4	213.147	1.136
 0	 2	 5	212.141	1.121
 0	 2	 6	211.305	1.311
 0	 2	 7	210.377	2.866
 0	 3	 0	217.109	1.287
 0	 3	 1	216.149	1.371
 0	 3	 2	215.171	1.285
 0	 3	 3	214.173	1.320
 0	 3	 4	213.240	1.366
 0	 3	 5	212.227	1.255
 0	 3	 6	211.272	1.413
 0	 3	 7	210.147	2.893
 0	 4	 0	217.225	1.667
 0	 4	 1	216.185	1.201
 0	 4	 2	215.190	1.367
 0	 4	 3	214.178	1.433
 0	 4	 4	213.295	1.246
 0	 4	 5	212.298	1.386
 0	 4	 6	211.066	3.072
 0	 4	 7	210.489	3.196
 0	 5	 0	217.253	1.288
 0	 5	 1	216.133	1.408
 0	 5	 2	215.243	1.534
 0	 5	 3	214.213	1.218
 0	 5	 4	213.250	1.220
 0	 5	 5	212.239	1.283
 0	 5	 6	211.226	3.106
 0	 5	 7	210.217	3.075
 0	 6	 0	217.153	1.265
 0	 6	 1	216.171	1.309
 0	 6	 2	215.268	1.223
 0	 6	 3	214.088	1.369
 0	 6	 4	213.197	1.279
 0	 6	 5	212.145	1.294
 0	 6	 6	211.456	3.200
 0	 6	 7	210.151	3.147
 0	 7	 0	217.253	1.160
 0	 7	 1	216.128	1.320
 0	 7	 2	215.115	1.251
 0	 7	 3	214.110	1.304
 0	 7	 4	213.150	1.190
 0	 7	 5	212.253	1.312
 0	 7	 6	211.146	2.652
 0	 7	 7	210.259	2.918
 1	 0	 0	224.305	1.686
 1	 0	 1	223.366	0.864
 1	 0	 2	222.473	0.708
 1	 0	 3	221.361	0.865
 1	 0	 4	220.475	0.798
 1	 0	 5	219.414	0.680
 1	 0	 6	218.547	0.787
 1	 0	 7	217.508	1.688
 1	 1	 0	224.364	0.999
 1	 1	 1	223.377	0.897
 1	 1	 2	222.441	0.936
 1	 1	 3	221.364	1.011
 1	 1	 4	220.408	0.985
 1	 1	 5	219.398	0.967
 1	 1	 6	218.548	0.821
 1	 1	 7	217.572	2.159
 1	 2	 0	224.377	2.496
 1	 2	 1	223.349	1.075
 1	 2	 2	222.458	0.961
 1	 2	 3	221.397	1.078
 1	 2	 4	220.440	1.016
 1	 2	 5	219.407	1.000
 1	 2	 6	218.522	1.015
 1	 2	 7	217.581	2.467
 1	 3	 0	224.425	0.982
 1	 3	 1	223.291	1.157
 1	 3	 2	222.437	1.143
 1	 3	 3	221.445	1.106
 1	 3	 4	220.424	1.119
 1	 3	 5	219.393	1.033
 1	 3	 6	218.586	1.049
 1	 3	 7	217.581	2.664
 1	 4	 0	224.405	1.282
 1	 4	 1	223.333	1.123
 1	 4	 2	222.440	1.237
 1	 4	 3	221.340	1.264
 1	 4	 4	220.440	1.034
 1	 4	 5	219.375	1.103
 1	 4	 6	218.532	2.411
 1	 4	 7	217.355	2.681
 1	 5	 0	224.404	1.257
 1	 5	 1	223.362	1.224
 1	 5	 2	222.396	1.387
 1	 5	 3	221.340	1.293
 1	 5	 4	220.470	1.176
 1	 5	 5	219.410	1.147
 1	 5	 6	218.544	2.794
 1	 5	 7	217.564	2.843
 1	 6	 0	224.421	1.240
 1	 6	 1	223.292	1.318
 1	 6	 2	222.402	1.291
 1	 6	 3	221.365	1.275
 1	 6	 4	220.407	1.221
 1	 6	 5	219.439	1.112
 1	 6	 6	218.491	2.992
 1	 6	 7	217.527	2.931
 1	 7	 0	224.371	1.188
 1	 7	 1	223.359	1.163
 1	 7	 2	222.454	1.140
 1	 7	 3	221.342	1.298
 1	 7	 4	220.479	1.084
 1	 7	 5	219.392	1.111
 1	 7	 6	218.704	2.817
 1	 7	 7	217.539	2.770
 2	 0	 0	229.317	2.143
 2	 0	 1	228.221	0.960
 2	 0	 2	227.292	0.967
 2	 0	 3	226.275	1.019
 2	 0	 4	225.334	0.974
 2	 0	 5	224.307	1.053
 2	 0	 6	223.340	1.017
 2	 0	 7	222.331	2.296
 2	 1	 0	229.325	1.016
 2	 1	 1	228.262	1.158
