ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201	#202	#203
 8	 1	 139.55	   7.68	 139.0	 120	 139.31	  4.30	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   4	   2	   8	   2	   5	   6	   8	   5	   4	   7	   5	   1	   9	   7	  11	   5	  10	  22	  23	  25	  69	  52	 114	 119	  95	 112	  56	  15	  49	  24	  11	   4	  10	  10	   7	   8	   7	   9	  11	   6	   5	  12	   2	   0	   6	   4	   2	   2	   3	   1	   2	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 2	 139.30	   8.01	 139.0	 130	 139.30	  4.39	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   1	   3	   2	   2	   3	   9	   3	   3	   6	   7	   9	   3	  10	   4	   2	   8	   6	   7	   8	  14	  24	  25	  23	  61	  68	 128	 111	  80	  98	  52	  18	  35	  21	  18	  15	   9	  13	  12	   7	   3	  11	  12	   7	   8	   7	   3	   1	   6	   2	   2	   0	   2	   2	   2	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 3	 139.41	   8.78	 139.0	 145	 139.45	  4.67	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   1	   0	   2	   1	   2	   1	   3	   7	   9	   2	   7	   6	  10	   4	   6	  10	   7	   0	   5	  11	  15	   7	  16	  30	  23	  12	  44	  66	 117	  93	  69	 119	  57	  13	  45	  29	  17	   8	  11	  17	   8	   9	   7	   8	   6	   4	   6	  11	   6	   1	  10	   1	   2	   6	   2	   1	   2	   1	   1	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 4	 139.45	   8.75	 139.0	 146	 139.33	  4.78	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   2	   1	   1	   0	   1	   9	   6	   5	   7	   5	  10	   5	   6	  10	   6	   4	  11	  11	  15	  11	  14	  24	  22	  13	  53	  53	 118	  86	  94	 104	  44	  15	  41	  36	  22	  12	  12	  11	   8	   8	   6	   6	   9	   7	  12	   9	   3	   0	   6	   5	   4	   1	   3	   3	   2	   0	   2	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 5	 139.65	   8.94	 139.0	 136	 139.26	  5.16	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   4	   1	   4	   4	   5	   2	   3	   5	   9	   6	   4	   7	  10	   1	  10	  14	  31	  13	  14	  22	  27	  15	  45	  64	  92	  94	  74	  98	  60	  17	  46	  17	  33	  11	  14	   9	  13	  10	  10	   4	  14	   7	   4	  11	   4	   1	   7	   0	   7	   1	   8	   3	   1	   1	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 6	 139.56	   8.87	 140.0	  80	 139.95	  6.40	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   2	   3	   0	   3	   5	  10	   2	   3	   8	   8	   7	   6	   6	  10	   2	  13	   7	   9	   9	  28	  28	  20	  25	  54	  55	  95	  70	  72	 114	  52	  18	  41	  33	  27	   7	  10	  20	  17	  13	   8	  12	  10	   6	   6	  10	   5	   0	   6	   4	   5	   0	   4	   2	   0	   1	   1	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 7	 139.60	   8.32	 139.0	 117	 139.28	  5.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   1	   5	   2	   0	   3	   7	  10	   6	   4	  12	   8	   6	  10	  21	  13	   4	  29	  30	  33	  17	  52	  65	 103	  68	  67	  97	  64	  16	  49	  32	  24	   6	  15	  26	  11	   9	   8	   6	   8	   6	   7	   9	   4	   0	   3	   5	   4	   2	   0	   1	   4	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 0	 144.99	   5.52	 145.0	 111	 144.79	  3.08	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   2	   1	   3	   4	   2	   0	   0	   6	   2	   1	   5	   4	   5	  10	   6	  19	  23	  23	  59	  87	  44	 138	 115	 146	  60	  74	  47	  18	  11	  12	   7	  15	   8	   3	   9	   9	   0	   4	   5	   3	   1	   3	   1	   0	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 1	 145.03	   5.97	 145.0	 153	 144.82	  3.00	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   7	   5	   8	   1	  13	  10	   8	   5	  11	  12	  14	  12	  21	  50	  83	  30	 154	 123	 148	  55	  61	  39	  14	  14	   4	  13	  13	   7	   8	  15	   7	   0	   9	   3	  12	   2	   0	   2	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	 145.06	   6.03	 145.0	 149	 145.00	  3.10	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   1	   3	   1	   6	   3	   8	   8	   3	  12	   7	   9	   7	   7	  18	  14	  16	  64	  65	  29	 138	 133	 145	  65	  47	  44	  30	  10	  15	  11	  18	   9	   7	   9	   8	   0	   8	   5	   8	   1	   0	   2	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	 144.95	   6.56	 145.0	  76	 145.01	  4.71	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   0	   3	   4	   1	   2	  10	  10	   6	   8	  11	   9	   5	  14	  11	  14	  18	  25	  65	  66	  30	 119	 116	 134	  52	  65	  46	  23	  15	   9	  19	  15	  10	   5	  13	   7	   2	   9	   6	   4	   3	   6	   5	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 4	 145.35	   6.63	 146.0	  77	 145.35	  4.81	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   4	   0	   4	   8	  12	   2	   7	  17	  10	   3	  13	  15	  23	  18	  22	  43	  64	  26	 105	  97	 136	  63	  77	  57	  33	  19	  13	  11	  17	  11	   5	  19	   5	   1	   9	   4	   5	   3	   4	   6	   4	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 5	 145.38	   6.79	 145.0	  69	 145.08	  5.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   2	   7	   4	   3	   6	  11	  10	   9	   2	  21	  13	  33	  23	  13	  53	  63	  26	 127	 114	 116	  50	  44	  54	  36	  12	  17	  19	  20	  17	  10	  15	   3	   0	  12	   8	   8	   1	   7	   0	   2	   2	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 6	 145.31	   6.67	 145.0	  72	 145.29	  4.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   2	   0	   4	   0	   0	   6	   8	   4	   9	   7	   6	  13	   8	  21	  14	  21	  24	  17	  45	  56	  24	 112	 108	 130	  41	  73	  67	  27	  21	  16	  17	  20	  11	  13	  10	   6	   0	  13	   5	   9	   1	   2	   2	   1	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 7	 145.28	   6.26	 145.0	  48	 144.98	  4.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   1	   2	   3	   5	   4	   8	   6	  10	  10	  22	  16	  26	  26	  30	  61	  57	  35	 104	 101	 117	  63	  66	  48	  38	  20	  16	  16	  21	  13	   5	  11	   6	   2	   6	   6	   2	   3	   3	   2	   3	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 0	 119.18	   4.89	 119.0	 100	 118.96	  2.87	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   2	   4	   2	   1	   4	   4	   2	   4	   5	  10	   5	   9	  18	  34	  29	  62	 121	 127	 105	 100	 124	  86	  32	  22	  15	  10	   1	  11	  12	  11	   5	   7	   1	   3	   2	   2	   2	   3	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 1	 119.34	   5.14	 119.0	 129	 119.14	  2.83	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   3	   5	   9	   7	   8	  10	  11	   5	  15	  13	  15	  24	  55	 121	 106	 106	 133	 110	  93	  32	   9	  19	  12	   3	   8	  11	  16	   7	   5	  12	   4	   4	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 2	 119.10	   5.32	 119.0	 134	 119.01	  2.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   2	   2	   2	   6	  10	  10	   8	  10	  10	   1	  16	  15	  32	  24	  50	 132	 120	 115	  96	  99	  71	  39	  15	  23	  12	   6	  13	  11	  14	   7	  12	   5	   3	   0	   3	   0	   0	   1	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 3	 119.10	   5.78	 119.0	 155	 119.06	  3.09	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   0	   2	   3	   4	   4	  15	  13	   6	  15	  11	   6	  15	  17	  31	  27	  45	 113	 119	  92	 118	  90	  73	  38	  21	  16	  17	   7	  12	  11	   8	   8	   8	  14	   5	   3	   2	   3	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 4	 119.52	   5.78	 119.0	  44	 119.32	  4.80	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   2	   7	   4	   6	  12	  10	  12	  14	   5	  18	  13	  48	  10	  37	 104	 111	  91	 106	  85	 102	  37	  21	  29	  15	   6	  14	  20	  14	   9	   7	   8	   6	   1	   5	   2	   4	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 5	 119.51	   5.96	 119.0	  44	 119.29	  4.89	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   1	   1	   0	   1	   0	   5	   5	   9	   6	  10	  11	  12	  11	  22	  19	  32	  26	  52	 107	 105	  75	  98	  84	  87	  46	  21	  36	  16	   2	  21	  10	  23	   5	  10	   5	   7	   5	   4	   3	   1	   3	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 6	 119.43	   5.88	 119.0	  39	 119.42	  5.02	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   1	   2	   2	   3	   7	  10	   8	   6	  14	  16	  12	  16	  16	  33	  25	  51	  96	 102	  93	  95	  91	  67	  47	  34	  26	  22	   5	  19	  18	  21	   5	  13	   6	   3	   2	   4	   1	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 7	 119.51	   5.50	 119.0	  29	 119.15	  4.76	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	  10	   6	   4	  16	  12	  12	  28	  21	  29	  30	  56	 107	  95	  80	 100	  90	  85	  50	  30	  36	  11	   5	  16	  14	  21	   2	   5	  10	   3	   1	   4	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 0	 139.76	   4.47	 140.0	  73	 139.70	  2.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   1	   2	   3	   4	   4	   0	   2	   4	   5	   6	  10	  15	  12	  18	  55	  81	 129	 120	 125	 163	  81	  30	  25	  24	  17	   6	  16	  12	   8	   5	   1	   6	   3	   0	   1	   1	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 1	 140.08	   4.69	 140.0	 103	 139.94	  2.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   6	   4	  10	   5	   9	   9	  14	  15	  12	   5	  28	  57	 131	 160	 103	 136	 118	  18	  39	  16	  26	   7	  12	  16	   9	   2	   9	   7	   6	   3	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 2	 139.84	   4.88	 140.0	 117	 139.85	  2.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   7	   6	   1	   5	   8	  21	   8	  10	  13	  16	  14	  43	  58	 127	 132	 109	 158	  65	  24	  55	  21	  20	  10	   8	  19	  10	  11	   5	   5	   4	   0	   0	   2	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 3	 139.89	   5.29	 140.0	 125	 139.84	  3.21	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   4	   2	   4	   6	   2	  11	  10	  13	   6	  16	  23	  16	  20	  28	  59	 123	 122	  99	 150	  71	  24	  52	  30	  21	  10	  11	  17	   5	  14	   8	   6	   5	   4	   1	   4	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 4	 140.19	   5.24	 140.0	 134	 140.00	  3.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   3	   3	   4	   4	   1	  10	   3	  17	  12	  14	  20	  19	  13	  36	  49	  93	 123	 113	 149	  89	  22	  59	  25	  28	   7	   7	  28	  10	   8	   7	   7	   3	   5	   1	   4	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 5	 140.32	   5.35	 140.0	 126	 140.06	  3.31	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   1	   2	   5	   5	   0	   6	   5	  15	   8	   8	  21	  27	  13	  48	  50	 106	 111	  95	 127	  95	  22	  70	  31	  23	  13	  14	  20	  15	  10	   7	   7	   8	   3	   3	   1	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
11	 6	 140.22	   5.25	 140.0	 114	 140.15	  3.49	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   1	   5	   3	   4	   2	   6	   9	  12	   8	  10	  30	  23	  14	  33	  54	 121	 106	  89	 134	  80	  30	  61	  30	  29	  17	  25	  16	  13	   6	   6	   8	   7	   1	   0	   3	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
