INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	13.943	5.337	11.735	4.452
 0	 1	15.231	5.999	14.117	5.394
 0	 2	19.453	6.588	17.237	5.981
 0	 3	21.418	6.594	19.099	5.964
 0	 4	25.092	7.074	21.995	6.352
 0	 5	25.231	7.283	21.497	6.798
 0	 6	22.591	7.228	20.013	6.843
 0	 7	24.894	7.397	22.915	7.157
 1	 0	15.934	5.453	12.895	4.314
 1	 1	17.599	6.447	15.358	5.440
 1	 2	21.279	8.768	18.494	7.934
 1	 3	23.521	7.946	20.224	6.967
 1	 4	27.439	9.570	23.451	8.475
 1	 5	27.474	9.411	22.635	8.489
 1	 6	25.031	9.242	21.202	8.450
 1	 7	27.079	9.808	24.107	9.145
 2	 0	19.784	5.793	15.870	4.615
 2	 1	22.510	8.863	19.609	7.362
 2	 2	27.623	9.359	23.308	8.003
 2	 3	30.415	9.433	25.814	8.215
 2	 4	36.752	10.178	29.804	8.573
 2	 5	36.916	12.227	28.889	10.910
 2	 6	32.414	12.476	26.658	11.414
 2	 7	35.715	10.758	31.054	9.532
 3	 0	29.755	8.300	23.742	6.644
 3	 1	33.520	12.074	29.612	10.175
 3	 2	41.215	12.775	34.517	11.158
 3	 3	46.515	15.008	38.656	13.172
 3	 4	56.068	13.584	45.399	11.670
 3	 5	55.329	16.883	42.095	15.068
 3	 6	46.599	16.250	37.110	14.703
 3	 7	54.444	17.158	46.067	15.819
 4	 0	40.023	10.528	31.453	8.375
 4	 1	43.026	15.305	41.588	12.652
 4	 2	53.726	18.032	46.490	15.618
 4	 3	61.384	21.326	51.552	18.222
 4	 4	71.622	21.115	59.915	17.215
 4	 5	76.256	22.098	56.363	19.425
 4	 6	59.988	19.748	48.724	18.737
 4	 7	76.319	24.615	62.414	22.797
 5	 0	58.483	14.695	43.603	11.050
 5	 1	63.538	21.197	57.089	16.939
 5	 2	74.108	25.626	61.435	21.548
 5	 3	89.501	27.264	69.473	21.692
 5	 4	116.051	28.501	86.931	23.775
 5	 5	106.516	26.188	73.110	24.085
 5	 6	83.735	28.202	61.757	24.998
 5	 7	108.783	26.963	86.395	24.966
 6	 0	56.052	17.235	45.277	12.916
 6	 1	77.210	25.549	69.797	21.109
 6	 2	82.961	31.349	67.268	25.413
 6	 3	101.656	34.383	78.948	27.962
 6	 4	94.835	37.326	96.698	29.387
 6	 5	126.455	34.588	87.233	33.546
 6	 6	99.382	31.532	75.225	27.067
 6	 7	120.458	38.705	99.029	34.053
 7	 0	82.443	26.626	62.256	18.812
 7	 1	95.219	35.547	100.739	27.132
 7	 2	114.763	42.429	94.737	36.122
 7	 3	149.281	45.276	109.937	38.195
 7	 4	195.264	51.507	157.619	42.949
 7	 5	207.851	44.489	126.358	41.942
 7	 6	126.407	42.640	99.460	40.096
 7	 7	217.718	50.311	154.155	49.911
 8	 0	72.659	26.697	58.647	18.883
 8	 1	111.494	36.232	99.996	30.087
 8	 2	110.919	44.142	89.341	37.500
 8	 3	149.087	51.237	107.662	41.568
 8	 4	139.232	58.879	143.311	47.030
 8	 5	189.761	48.053	119.491	46.364
 8	 6	132.098	47.511	99.490	43.243
 8	 7	178.660	57.382	138.477	50.454
 9	 0	71.007	19.334	54.706	14.829
 9	 1	73.596	25.260	76.890	20.740
 9	 2	94.954	33.348	78.513	28.229
 9	 3	110.627	33.841	90.238	29.717
 9	 4	149.317	37.804	115.762	32.525
 9	 5	145.545	35.624	95.681	31.965
 9	 6	102.535	30.601	79.149	28.917
 9	 7	155.947	38.732	113.411	35.022
10	 0	54.241	14.267	40.962	10.839
10	 1	58.046	19.769	56.584	15.810
10	 2	72.549	23.537	60.352	19.458
10	 3	82.255	26.576	67.971	22.030
10	 4	93.171	29.263	80.771	23.182
10	 5	103.021	29.917	72.788	25.566
10	 6	77.142	25.972	60.860	22.195
10	 7	101.490	28.645	80.739	27.101
11	 0	50.006	13.376	39.994	10.675
11	 1	57.256	18.091	51.840	15.444
11	 2	70.187	22.299	56.930	19.082
11	 3	81.774	23.710	64.370	19.044
11	 4	104.725	25.342	78.272	21.379
11	 5	97.668	26.911	67.101	23.721
11	 6	75.239	24.395	57.050	22.137
11	 7	102.898	27.890	78.276	25.050
12	 0	40.720	10.002	32.251	7.937
12	 1	46.321	15.509	41.499	12.762
12	 2	57.043	18.176	47.241	15.465
12	 3	65.043	18.390	52.508	15.422
12	 4	80.587	21.522	62.024	17.337
12	 5	76.659	18.378	56.010	16.427
12	 6	61.294	21.667	48.336	19.631
12	 7	77.982	23.799	61.827	21.628
13	 0	31.710	8.717	24.641	6.747
13	 1	34.977	9.968	31.156	8.443
13	 2	43.339	15.409	36.278	13.005
13	 3	48.845	15.660	40.181	13.322
13	 4	56.473	17.105	45.904	14.633
13	 5	56.679	17.753	42.705	15.671
13	 6	45.912	16.000	36.601	14.015
13	 7	54.507	18.015	44.625	15.769
14	 0	23.022	7.827	18.183	6.145
14	 1	26.369	9.766	22.775	8.159
14	 2	32.270	10.322	27.331	8.716
14	 3	36.213	10.568	30.134	8.762
14	 4	40.066	13.795	33.084	11.528
14	 5	40.041	13.766	31.799	11.698
