ch	pt	m	q
 0	 0	0.2119	120.6395
 0	 1	0.1757	125.8220
 0	 2	0.1708	126.4414
 0	 3	0.1443	130.2730
 0	 4	0.1835	124.7725
 0	 5	0.2127	120.5935
 0	 6	0.1927	123.4520
 0	 7	0.2366	117.2150
 1	 0	0.1464	128.1720
 1	 1	0.1203	132.2040
 1	 2	0.1399	129.1563
 1	 3	0.1585	126.3314
 1	 4	0.1357	129.9150
 1	 5	0.1846	122.2995
 1	 6	0.1721	124.2807
 1	 7	0.1905	121.4494
 2	 0	0.1606	129.9357
 2	 1	0.1563	130.5289
 2	 2	0.1526	130.9502
 2	 3	0.1548	130.6990
 2	 4	0.1306	133.9263
 2	 5	0.1956	125.4452
 2	 6	0.1661	129.2992
 2	 7	0.1697	128.8554
 3	 0	0.2180	121.0025
 3	 1	0.1380	131.9482
 3	 2	0.1640	128.3462
 3	 3	0.1507	130.2173
 3	 4	0.1475	130.6778
 3	 5	0.1678	127.9173
 3	 6	0.1784	126.4578
 3	 7	0.1570	129.4154
 4	 0	0.2200	118.7004
 4	 1	0.1682	126.2980
 4	 2	0.1656	126.6253
 4	 3	0.1478	129.2508
 4	 4	0.1628	127.1423
 4	 5	0.1646	126.8631
 4	 6	0.1381	130.7286
 4	 7	0.1578	127.8615
 5	 0	0.2129	122.0989
 5	 1	0.1794	126.6218
 5	 2	0.1656	128.4543
 5	 3	0.1658	128.4583
 5	 4	0.1651	128.6105
 5	 5	0.1707	127.8268
 5	 6	0.1845	125.9848
 5	 7	0.1791	126.7590
 6	 0	0.2617	115.1112
 6	 1	0.1899	124.8986
 6	 2	0.1661	128.0999
 6	 3	0.1635	128.5534
 6	 4	0.1660	128.2195
 6	 5	0.1585	129.2566
 6	 6	0.1759	126.9200
 6	 7	0.1852	125.6692
 7	 0	0.2442	120.7568
 7	 1	0.1916	127.3039
 7	 2	0.1990	126.2815
 7	 3	0.1612	131.0264
 7	 4	0.1378	133.9267
 7	 5	0.1819	128.5082
 7	 6	0.1884	127.6917
 7	 7	0.1518	132.2156
 8	 0	0.2339	112.4108
 8	 1	0.1654	123.6778
 8	 2	0.1710	122.7280
 8	 3	0.1692	123.0832
 8	 4	0.1731	122.4551
 8	 5	0.2047	117.2379
 8	 6	0.1936	119.0580
 8	 7	0.2010	117.8277
 9	 0	0.2674	114.8004
 9	 1	0.1951	124.5151
 9	 2	0.1836	126.0335
 9	 3	0.1939	124.6881
 9	 4	0.1953	124.5550
 9	 5	0.2215	120.9672
 9	 6	0.2240	120.6649
 9	 7	0.2225	120.8848
10	 0	0.2347	120.1639
10	 1	0.1944	125.4300
10	 2	0.1903	125.9359
10	 3	0.1838	126.8187
10	 4	0.1974	125.0772
10	 5	0.2246	121.4840
10	 6	0.2210	122.0241
10	 7	0.2332	120.4310
11	 0	0.2456	118.3027
11	 1	0.1834	126.5495
11	 2	0.1808	126.8627
11	 3	0.2047	123.7498
11	 4	0.2139	122.5765
11	 5	0.2465	118.2593
11	 6	0.2440	118.5845
11	 7	0.2396	119.2067
12	 0	0.2195	123.2642
12	 1	0.1438	132.7508
12	 2	0.1651	130.0453
12	 3	0.1695	129.5453
12	 4	0.1759	128.7807
12	 5	0.1899	126.9757
12	 6	0.1985	125.9136
12	 7	0.2084	124.6673
13	 0	0.2044	116.1909
13	 1	0.1680	122.3726
13	 2	0.1643	122.9575
13	 3	0.1589	123.9183
13	 4	0.1786	120.6492
13	 5	0.2075	115.6928
13	 6	0.1917	118.4009
13	 7	0.2012	116.8599
14	 0	0.2174	119.1489
14	 1	0.1530	128.5116
14	 2	0.1865	123.5855
14	 3	0.1677	126.3721
14	 4	0.1915	122.9727
14	 5	0.2118	119.9741
14	 6	0.1988	121.9012
14	 7	0.2033	121.2730
15	 0	0.1806	123.1053
15	 1	0.1481	128.1252
15	 2	0.1823	122.8159
15	 3	0.1720	124.4711
15	 4	0.1840	122.7021
15	 5	0.1997	120.2550
15	 6	0.2023	119.8903
15	 7	0.1980	120.5193
16	 0	0.1814	118.7381
16	 1	0.1360	126.7947
16	 2	0.1721	120.3636
16	 3	0.1526	123.8807
16	 4	0.1639	121.9419
16	 5	0.1866	117.9036
16	 6	0.1652	121.7013
16	 7	0.2074	114.2487
17	 0	0.2000	121.8307
17	 1	0.1513	128.9034
17	 2	0.1797	124.7110
17	 3	0.2035	121.3613
17	 4	0.1866	123.8520
17	 5	0.2270	117.9981
17	 6	0.2007	121.8281
17	 7	0.2218	118.7859
18	 0	0.1700	120.9514
18	 1	0.1554	123.5381
18	 2	0.1611	122.4668
18	 3	0.1475	124.9456
18	 4	0.1506	124.4146
18	 5	0.1872	118.0008
18	 6	0.1771	119.7712
18	 7	0.1979	116.1609
19	 0	0.2301	120.1000
19	 1	0.1778	127.0868
19	 2	0.2057	123.3154
19	 3	0.1754	127.4106
19	 4	0.1698	128.2182
19	 5	0.2066	123.2861
19	 6	0.2012	124.0478
19	 7	0.2169	121.9464
20	 0	0.2394	113.9867
20	 1	0.1954	120.8033
20	 2	0.1871	121.9942
20	 3	0.1494	127.8310
20	 4	0.1843	122.5087
20	 5	0.1970	120.5413
20	 6	0.2232	116.5391
20	 7	0.1789	123.3393
21	 0	0.2321	113.6744
21	 1	0.1593	125.3362
21	 2	0.1736	123.0151
21	 3	0.1699	123.6612
21	 4	0.1569	125.7563
21	 5	0.1733	123.1192
21	 6	0.1743	122.9991
21	 7	0.2025	118.4839
22	 0	0.2281	108.0170
22	 1	0.1839	116.3525
22	 2	0.1901	115.1762
22	 3	0.1876	115.6794
22	 4	0.1675	119.5001
22	 5	0.1805	117.0751
22	 6	0.2078	111.9624
22	 7	0.2182	110.0350
23	 0	0.2602	108.2865
23	 1	0.1990	118.2416
23	 2	0.2072	116.8368
23	 3	0.1844	120.6418
23	 4	0.1922	119.4498
23	 5	0.1943	119.0466
23	 6	0.1969	118.6355
23	 7	0.2255	113.9933
24	 0	0.2357	117.0786
24	 1	0.1894	123.7348
24	 2	0.1940	123.0142
24	 3	0.1721	126.2300
24	 4	0.1600	128.0010
24	 5	0.1683	126.7707
24	 6	0.1893	123.8016
24	 7	0.2092	121.0256
25	 0	0.2413	112.9103
25	 1	0.1680	124.4303
25	 2	0.1539	126.6118
25	 3	0.1334	129.9059
25	 4	0.1544	126.6585
25	 5	0.1565	126.2811
25	 6	0.1648	124.9669
